[06:56:54] 캐시 로드: 0개 완료 항목
[06:56:54] ==============================================================
[06:56:54]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[06:56:54]   precision: 5 → 7 | 세분화 임계: 400건
[06:56:54]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260902
[06:56:54] ==============================================================
[06:56:54] 지오해시 타일: 16891개 (precision=5)
[06:56:54] 
[1/3] 아파트 수집 ─────────────────────────────────
[06:57:05]   읍면동 18401개 확인
[06:57:14]   100/18401동 | 268건 | 20s
[06:57:45]   200/18401동 | 2,345건 | 51s
[06:58:24]   300/18401동 | 5,308건 | 90s
[06:58:58]   400/18401동 | 7,979건 | 124s
[07:00:24]   500/18401동 | 14,516건 | 210s
[07:02:08]   600/18401동 | 22,235건 | 314s
[07:04:39]   700/18401동 | 27,385건 | 465s
[07:05:23]   800/18401동 | 28,831건 | 509s
[07:06:13]   900/18401동 | 31,146건 | 559s
[07:07:03]   1000/18401동 | 33,435건 | 609s
[07:07:11]   1100/18401동 | 33,740건 | 617s
[07:08:37]   1200/18401동 | 38,316건 | 704s
[07:08:43]   1300/18401동 | 38,361건 | 709s
[07:10:32]   1400/18401동 | 47,818건 | 818s
[07:11:27]   1500/18401동 | 50,366건 | 873s
[07:12:05]   1600/18401동 | 52,202건 | 911s
[07:12:55]   1700/18401동 | 55,539건 | 961s
[07:13:35]   1800/18401동 | 57,764건 | 1001s
[07:14:32]   1900/18401동 | 60,925건 | 1058s
[07:15:33]   2000/18401동 | 62,742건 | 1119s
[07:16:05]   2100/18401동 | 63,224건 | 1151s
[07:16:47]   2200/18401동 | 65,559건 | 1193s
[07:18:14]   2300/18401동 | 71,485건 | 1280s
[07:20:29]   2400/18401동 | 76,064건 | 1415s
[07:22:26]   2500/18401동 | 80,947건 | 1533s
[07:25:02]   2600/18401동 | 86,382건 | 1688s
[07:26:15]   2700/18401동 | 90,691건 | 1761s
[07:26:52]   2800/18401동 | 92,047건 | 1798s
[07:27:14]   2900/18401동 | 92,444건 | 1820s
[07:27:27]   3000/18401동 | 92,451건 | 1834s
[07:27:58]   3100/18401동 | 93,050건 | 1865s
[07:28:38]   3200/18401동 | 93,050건 | 1904s
[07:29:47]   3300/18401동 | 94,979건 | 1973s
[07:31:13]   3400/18401동 | 97,329건 | 2059s
[07:32:17]   3500/18401동 | 99,477건 | 2123s
[07:33:05]   3600/18401동 | 99,602건 | 2172s
[07:33:46]   3700/18401동 | 99,642건 | 2212s
[07:34:32]   3800/18401동 | 101,912건 | 2258s
[07:34:40]   3900/18401동 | 101,974건 | 2267s
[07:34:49]   4000/18401동 | 102,273건 | 2275s
[07:35:22]   4100/18401동 | 102,914건 | 2308s
[07:35:26]   4200/18401동 | 102,929건 | 2313s
[07:35:35]   4300/18401동 | 103,042건 | 2321s
[07:35:47]   4400/18401동 | 103,395건 | 2334s
[07:35:51]   4500/18401동 | 103,468건 | 2337s
[07:35:59]   4600/18401동 | 103,717건 | 2345s
[07:36:04]   4700/18401동 | 104,037건 | 2350s
[07:36:07]   4800/18401동 | 104,037건 | 2353s
[07:36:10]   4900/18401동 | 104,061건 | 2356s
[07:36:13]   5000/18401동 | 104,065건 | 2359s
[07:36:17]   5100/18401동 | 104,082건 | 2363s
[07:36:20]   5200/18401동 | 104,083건 | 2366s
[07:36:23]   5300/18401동 | 104,087건 | 2369s
[07:36:26]   5400/18401동 | 104,087건 | 2372s
[07:36:28]   5500/18401동 | 104,087건 | 2375s
[07:36:35]   5600/18401동 | 104,255건 | 2381s
[07:36:58]   5700/18401동 | 104,382건 | 2404s
[07:37:13]   5800/18401동 | 104,461건 | 2419s
[07:37:16]   5900/18401동 | 104,461건 | 2422s
[07:37:19]   6000/18401동 | 104,461건 | 2425s
[07:40:14]   6100/18401동 | 107,206건 | 2600s
[07:40:33]   6200/18401동 | 107,206건 | 2620s
[07:40:51]   6300/18401동 | 107,915건 | 2637s
[07:41:20]   6400/18401동 | 109,821건 | 2666s
[07:41:24]   6500/18401동 | 109,824건 | 2670s
[07:41:28]   6600/18401동 | 109,867건 | 2675s
[07:41:32]   6700/18401동 | 109,875건 | 2678s
[07:41:46]   6800/18401동 | 110,136건 | 2692s
[07:41:49]   6900/18401동 | 110,138건 | 2695s
[07:41:52]   7000/18401동 | 110,138건 | 2699s
[07:41:56]   7100/18401동 | 110,143건 | 2702s
[07:41:58]   7200/18401동 | 110,143건 | 2704s
[07:42:02]   7300/18401동 | 110,181건 | 2709s
[07:42:05]   7400/18401동 | 110,181건 | 2711s
[07:42:12]   7500/18401동 | 110,330건 | 2718s
[07:42:20]   7600/18401동 | 110,330건 | 2726s
