[04:10:40] 캐시 로드: 0개 완료 항목
[04:10:40] ==============================================================
[04:10:40]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[04:10:40]   precision: 5 → 7 | 세분화 임계: 400건
[04:10:40]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260812
[04:10:40] ==============================================================
[04:10:40] 지오해시 타일: 16891개 (precision=5)
[04:10:40] 
[1/3] 아파트 수집 ─────────────────────────────────
[04:10:51]   읍면동 18401개 확인
[04:11:14]   100/18401동 | 1,651건 | 33s
[05:07:01]   15300/18401동 | 121,803건 | 3380s
[05:07:15]   15400/18401동 | 121,946건 | 3395s
[05:07:19]   15500/18401동 | 121,949건 | 3398s
[05:07:22]   15600/18401동 | 121,949건 | 3402s
[05:07:26]   15700/18401동 | 121,949건 | 3405s
[05:07:30]   15800/18401동 | 121,955건 | 3409s
[05:07:34]   15900/18401동 | 121,955건 | 3414s
[05:07:37]   16000/18401동 | 121,964건 | 3417s
[05:07:41]   16100/18401동 | 121,964건 | 3420s
[05:07:44]   16200/18401동 | 121,964건 | 3424s
[05:07:48]   16300/18401동 | 121,969건 | 3428s
[05:07:52]   16400/18401동 | 121,969건 | 3432s
[05:07:56]   16500/18401동 | 121,969건 | 3435s
[05:07:59]   16600/18401동 | 121,969건 | 3439s
[05:08:05]   16700/18401동 | 122,215건 | 3445s
[05:08:09]   16800/18401동 | 122,215건 | 3449s
[05:08:14]   16900/18401동 | 122,254건 | 3453s
[05:08:39]   17000/18401동 | 123,148건 | 3479s
[05:08:54]   17100/18401동 | 123,204건 | 3493s
[05:09:00]   17200/18401동 | 123,378건 | 3500s
[05:09:06]   17300/18401동 | 123,451건 | 3505s
[05:09:13]   17400/18401동 | 123,607건 | 3513s
[05:09:36]   17500/18401동 | 124,933건 | 3536s
[05:10:08]   17600/18401동 | 124,934건 | 3567s
[05:10:12]   17700/18401동 | 124,941건 | 3572s
[05:10:16]   17800/18401동 | 124,941건 | 3576s
[05:10:20]   17900/18401동 | 124,947건 | 3580s
[05:10:24]   18000/18401동 | 124,949건 | 3584s
[05:10:27]   18100/18401동 | 124,951건 | 3587s
[05:10:33]   18200/18401동 | 125,005건 | 3592s
[05:10:37]   18300/18401동 | 125,016건 | 3597s
[05:10:39]   18400/18401동 | 125,018건 | 3599s
[05:10:39]   18401/18401동 | 125,018건 | 3599s
[05:10:40] 💾 저장: 직방_아파트_20260812_041040.csv (125,018건)
[05:10:40] 
[2/3] 원룸·빌라투룸·오피스텔 수집 (적응형) ──────────
[05:10:40]   작업: 50673개 (타일 × 유형)
[05:10:47]   100/50673 타일 | 0건 | 3606s
[05:10:52]   200/50673 타일 | 0건 | 3611s
[05:10:56]   300/50673 타일 | 0건 | 3616s
[05:11:01]   400/50673 타일 | 0건 | 3621s
[05:11:06]   500/50673 타일 | 0건 | 3626s
[05:11:12]   600/50673 타일 | 0건 | 3631s
[05:11:17]   700/50673 타일 | 1건 | 3636s
[05:11:22]   800/50673 타일 | 18건 | 3642s
[05:11:28]   900/50673 타일 | 49건 | 3647s
[05:11:33]   1000/50673 타일 | 55건 | 3652s
[05:11:38]   1100/50673 타일 | 62건 | 3657s
[05:11:43]   1200/50673 타일 | 62건 | 3662s
[05:11:48]   1300/50673 타일 | 62건 | 3667s
[05:11:53]   1400/50673 타일 | 62건 | 3672s
[05:11:58]   1500/50673 타일 | 62건 | 3678s
[05:12:03]   1600/50673 타일 | 62건 | 3683s
[05:12:08]   1700/50673 타일 | 62건 | 3688s
[05:12:13]   1800/50673 타일 | 62건 | 3693s
[05:12:18]   1900/50673 타일 | 62건 | 3698s
[05:12:23]   2000/50673 타일 | 62건 | 3703s
[05:12:29]   2100/50673 타일 | 62건 | 3709s
[05:12:34]   2200/50673 타일 | 62건 | 3714s
[05:12:39]   2300/50673 타일 | 62건 | 3719s
[05:12:44]   2400/50673 타일 | 62건 | 3723s
[05:12:49]   2500/50673 타일 | 62건 | 3729s
[05:12:54]   2600/50673 타일 | 62건 | 3734s
[05:12:59]   2700/50673 타일 | 62건 | 3739s
[05:13:04]   2800/50673 타일 | 62건 | 3744s
[05:13:09]   2900/50673 타일 | 62건 | 3749s
[05:13:14]   3000/50673 타일 | 62건 | 3754s
[05:13:19]   3100/50673 타일 | 71건 | 3759s
[05:13:24]   3200/50673 타일 | 78건 | 3763s
[05:13:29]   3300/50673 타일 | 78건 | 3769s
[05:13:34]   3400/50673 타일 | 78건 | 3773s
[05:13:39]   3500/50673 타일 | 78건 | 3779s
[05:13:44]   3600/50673 타일 | 78건 | 3784s
[05:13:49]   3700/50673 타일 | 92건 | 3789s
[05:13:54]   3800/50673 타일 | 100건 | 3794s
[05:13:59]   3900/50673 타일 | 100건 | 3799s
[05:14:04]   4000/50673 타일 | 100건 | 3804s
[05:14:09]   4100/50673 타일 | 100건 | 3809s
[05:14:14]   4200/50673 타일 | 100건 | 3814s
[05:14:19]   4300/50673 타일 | 100건 | 3818s
[05:14:24]   4400/50673 타일 | 100건 | 3824s
[05:14:29]   4500/50673 타일 | 100건 | 3828s
[05:14:34]   4600/50673 타일 | 100건 | 3833s
[05:14:38]   4700/50673 타일 | 100건 | 3838s
[05:14:43]   4800/50673 타일 | 100건 | 3843s
[05:14:48]   4900/50673 타일 | 100건 | 3848s
[05:14:53]   5000/50673 타일 | 100건 | 3853s
[05:14:58]   5100/50673 타일 | 100건 | 3858s
[05:15:03]   5200/50673 타일 | 101건 | 3863s
[05:15:08]   5300/50673 타일 | 102건 | 3868s
[05:15:13]   5400/50673 타일 | 102건 | 3873s
[05:15:18]   5500/50673 타일 | 102건 | 3878s
[05:15:23]   5600/50673 타일 | 102건 | 3883s
[05:15:28]   5700/50673 타일 | 102건 | 3888s
[05:15:33]   5800/50673 타일 | 102건 | 3893s
[05:15:38]   5900/50673 타일 | 102건 | 3898s
[05:15:44]   6000/50673 타일 | 121건 | 3904s
[05:15:49]   6100/50673 타일 | 122건 | 3909s
[05:15:55]   6200/50673 타일 | 141건 | 3914s
[05:16:00]   6300/50673 타일 | 176건 | 3920s
[05:16:06]   6400/50673 타일 | 176건 | 3926s
[05:16:11]   6500/50673 타일 | 176건 | 3931s
[05:16:16]   6600/50673 타일 | 176건 | 3935s
[05:16:21]   6700/50673 타일 | 176건 | 3940s
[05:16:26]   6800/50673 타일 | 176건 | 3945s
[05:16:31]   6900/50673 타일 | 176건 | 3950s
[05:16:36]   7000/50673 타일 | 176건 | 3956s
[05:16:43]   7100/50673 타일 | 213건 | 3963s
[05:16:49]   7200/50673 타일 | 213건 | 3968s
[05:16:54]   7300/50673 타일 | 247건 | 3974s
[05:17:01]   7400/50673 타일 | 278건 | 3981s
[05:17:06]   7500/50673 타일 | 278건 | 3986s
[05:17:12]   7600/50673 타일 | 285건 | 3991s
[05:17:17]   7700/50673 타일 | 286건 | 3996s
[05:17:21]   7800/50673 타일 | 286건 | 4001s
[05:17:25]     🔍 세분화: 원룸/wy6he → 455건 (p5→6)
[05:17:27]   7900/50673 타일 | 297건 | 4006s
[05:17:34]   8000/50673 타일 | 317건 | 4014s
[05:17:40]   8100/50673 타일 | 318건 | 4019s
[05:17:45]   8200/50673 타일 | 331건 | 4025s
[05:17:48]     🔍 세분화: 원룸/wy6wd → 722건 (p5→6)
[05:17:48]     🔍 세분화: 원룸/wy6wc → 646건 (p5→6)
[05:17:48]     🔍 세분화: 원룸/wy6wf → 1121건 (p5→6)
[05:17:50]     🔍 세분화: 원룸/wy6ws → 426건 (p5→6)
[05:17:55]   8300/50673 타일 | 355건 | 4034s
[05:18:06]   8400/50673 타일 | 372건 | 4046s
[05:18:11]   8500/50673 타일 | 382건 | 4051s
[05:18:16]   8600/50673 타일 | 390건 | 4056s
[05:18:20]     🔍 세분화: 원룸/wy78k → 460건 (p5→6)
[05:18:20]     🔍 세분화: 원룸/wy78p → 405건 (p5→6)
[05:18:20]     🔍 세분화: 원룸/wy78r → 461건 (p5→6)
[05:18:27]   8700/50673 타일 | 459건 | 4066s
[05:18:35]     🔍 세분화: 원룸/wy7ec → 648건 (p5→6)
[05:18:35]   8800/50673 타일 | 533건 | 4075s
[05:18:42]   8900/50673 타일 | 582건 | 4082s
[05:18:45]     🔍 세분화: 원룸/wy7ecu → 406건 (p6→7)
[05:18:47]     🔍 세분화: 원룸/wy7kn → 748건 (p5→6)
[05:18:48]     🔍 세분화: 원룸/wy7m2 → 588건 (p5→6)
[05:18:52]   9000/50673 타일 | 666건 | 4091s
[05:19:00]   9100/50673 타일 | 670건 | 4100s
[05:19:07]   9200/50673 타일 | 689건 | 4107s
[05:19:12]   9300/50673 타일 | 702건 | 4112s
[05:19:18]   9400/50673 타일 | 717건 | 4117s
[05:19:22]   9500/50673 타일 | 717건 | 4122s
[05:19:27]   9600/50673 타일 | 717건 | 4127s
[05:19:32]   9700/50673 타일 | 717건 | 4132s
[05:19:38]   9800/50673 타일 | 717건 | 4137s
[05:19:42]   9900/50673 타일 | 717건 | 4142s
[05:19:47]   10000/50673 타일 | 717건 | 4147s
[05:19:52]   10100/50673 타일 | 717건 | 4152s
[05:19:57]   10200/50673 타일 | 717건 | 4157s
[05:20:04]   10300/50673 타일 | 717건 | 4163s
[05:20:09]   10400/50673 타일 | 717건 | 4168s
[05:20:14]   10500/50673 타일 | 717건 | 4173s
[05:20:18]   10600/50673 타일 | 717건 | 4178s
[05:20:24]   10700/50673 타일 | 717건 | 4183s
[05:20:29]   10800/50673 타일 | 741건 | 4189s
[05:20:34]   10900/50673 타일 | 741건 | 4193s
[05:20:39]   11000/50673 타일 | 741건 | 4198s
[05:20:44]   11100/50673 타일 | 741건 | 4203s
[05:20:49]   11200/50673 타일 | 741건 | 4208s
[05:20:54]   11300/50673 타일 | 741건 | 4213s
[05:20:59]   11400/50673 타일 | 741건 | 4219s
[05:21:04]   11500/50673 타일 | 741건 | 4224s
[05:21:09]   11600/50673 타일 | 741건 | 4229s
[05:21:14]   11700/50673 타일 | 741건 | 4234s
[05:21:19]   11800/50673 타일 | 748건 | 4239s
[05:21:25]     🔍 세분화: 원룸/wyd3k → 400건 (p5→6)
[05:21:25]   11900/50673 타일 | 790건 | 4245s
[05:21:26]     🔍 세분화: 원룸/wyd3m → 563건 (p5→6)
[05:21:26]     🔍 세분화: 원룸/wyd3t → 606건 (p5→6)
[05:21:37]   12000/50673 타일 | 869건 | 4257s
[05:21:39]     🔍 세분화: 원룸/wyd77 → 1077건 (p5→6)
[05:21:40]     🔍 세분화: 원룸/wyd7d → 550건 (p5→6)
[05:21:40]     🔍 세분화: 원룸/wyd7f → 537건 (p5→6)
[05:21:40]     🔍 세분화: 원룸/wyd7g → 559건 (p5→6)
[05:21:42]     🔍 세분화: 원룸/wyd7s → 473건 (p5→6)
[05:21:47]     🔍 세분화: 원룸/wyd8k → 660건 (p5→6)
[05:21:50]     🔍 세분화: 원룸/wyd8t → 445건 (p5→6)
[05:21:58]   12100/50673 타일 | 989건 | 4278s
[05:22:05]   12200/50673 타일 | 1,054건 | 4284s
[05:22:11]   12300/50673 타일 | 1,100건 | 4291s
[05:22:11]     🔍 세분화: 원룸/wydh5 → 424건 (p5→6)
[05:22:13]     🔍 세분화: 원룸/wydhk → 559건 (p5→6)
[05:22:16]     🔍 세분화: 원룸/wydj4 → 732건 (p5→6)
[05:22:16]     🔍 세분화: 원룸/wydj5 → 402건 (p5→6)
[05:22:16]     🔍 세분화: 원룸/wydj7 → 617건 (p5→6)
[05:22:21]     🔍 세분화: 원룸/wydjp → 639건 (p5→6)
[05:22:21]     🔍 세분화: 원룸/wydjr → 811건 (p5→6)
[05:22:25]     🔍 세분화: 원룸/wydjw → 548건 (p5→6)
[05:22:30]     🔍 세분화: 원룸/wydk4 → 535건 (p5→6)
[05:22:36]     🔍 세분화: 원룸/wydm2 → 522건 (p5→6)
[05:22:36]     🔍 세분화: 원룸/wydm0 → 667건 (p5→6)
[05:22:38]     🔍 세분화: 원룸/wydm6 → 1367건 (p5→6)
[05:22:38]     🔍 세분화: 원룸/wydm8 → 750건 (p5→6)
[05:22:40]   12400/50673 타일 | 1,262건 | 4320s
[05:22:41]     🔍 세분화: 원룸/wydmd → 445건 (p5→6)
[05:22:41]     🔍 세분화: 원룸/wydme → 885건 (p5→6)
[05:22:42]     🔍 세분화: 원룸/wydmf → 1057건 (p5→6)
[05:22:46]     🔍 세분화: 원룸/wydmg → 1208건 (p5→6)
[05:22:57]     🔍 세분화: 원룸/wydn1 → 522건 (p5→6)
[05:23:04]     🔍 세분화: 원룸/wydq4 → 492건 (p5→6)
[05:23:05]   12500/50673 타일 | 1,325건 | 4345s
[05:23:14]   12600/50673 타일 | 1,430건 | 4354s
[05:23:20]   12700/50673 타일 | 1,472건 | 4360s
[05:23:26]   12800/50673 타일 | 1,492건 | 4365s
[05:23:31]   12900/50673 타일 | 1,503건 | 4371s
[05:23:37]   13000/50673 타일 | 1,515건 | 4377s
[05:23:42]   13100/50673 타일 | 1,530건 | 4382s
[05:23:47]   13200/50673 타일 | 1,530건 | 4387s
[05:23:52]   13300/50673 타일 | 1,530건 | 4392s
[05:23:57]   13400/50673 타일 | 1,530건 | 4397s
[05:24:03]   13500/50673 타일 | 1,530건 | 4402s
[05:24:08]   13600/50673 타일 | 1,530건 | 4407s
[05:24:13]   13700/50673 타일 | 1,530건 | 4412s
[05:24:18]   13800/50673 타일 | 1,537건 | 4417s
[05:24:23]   13900/50673 타일 | 1,537건 | 4422s
[05:24:27]   14000/50673 타일 | 1,537건 | 4427s
[05:24:32]   14100/50673 타일 | 1,537건 | 4432s
[05:24:37]   14200/50673 타일 | 1,537건 | 4436s
[05:24:41]   14300/50673 타일 | 1,537건 | 4441s
[05:24:46]   14400/50673 타일 | 1,537건 | 4446s
[05:24:51]   14500/50673 타일 | 1,537건 | 4451s
[05:24:56]   14600/50673 타일 | 1,540건 | 4456s
[05:25:01]   14700/50673 타일 | 1,540건 | 4461s
[05:25:06]   14800/50673 타일 | 1,540건 | 4466s
[05:25:11]   14900/50673 타일 | 1,540건 | 4471s
[05:25:16]   15000/50673 타일 | 1,540건 | 4476s
[05:25:21]   15100/50673 타일 | 1,540건 | 4480s
[05:25:25]   15200/50673 타일 | 1,540건 | 4485s
[05:25:30]   15300/50673 타일 | 1,540건 | 4490s
[05:25:35]   15400/50673 타일 | 1,540건 | 4495s
[05:25:41]   15500/50673 타일 | 1,540건 | 4500s
[05:25:46]   15600/50673 타일 | 1,540건 | 4505s
[05:25:51]   15700/50673 타일 | 1,555건 | 4510s
[05:25:56]   15800/50673 타일 | 1,555건 | 4515s
[05:26:01]   15900/50673 타일 | 1,555건 | 4521s
[05:26:06]   16000/50673 타일 | 1,555건 | 4526s
[05:26:11]   16100/50673 타일 | 1,555건 | 4531s
[05:26:16]   16200/50673 타일 | 1,555건 | 4536s
[05:26:21]   16300/50673 타일 | 1,555건 | 4541s
[05:26:26]   16400/50673 타일 | 1,555건 | 4546s
[05:26:31]   16500/50673 타일 | 1,555건 | 4551s
[05:26:36]   16600/50673 타일 | 1,555건 | 4555s
[05:26:40]   16700/50673 타일 | 1,555건 | 4560s
[05:26:45]   16800/50673 타일 | 1,555건 | 4565s
[05:26:50]   16900/50673 타일 | 1,555건 | 4570s
[05:26:55]   17000/50673 타일 | 1,555건 | 4575s
[05:27:00]   17100/50673 타일 | 1,555건 | 4580s
[05:27:05]   17200/50673 타일 | 1,555건 | 4585s
[05:27:10]   17300/50673 타일 | 1,555건 | 4590s
[05:27:15]   17400/50673 타일 | 1,555건 | 4595s
[05:27:20]   17500/50673 타일 | 1,555건 | 4599s
[05:27:25]   17600/50673 타일 | 1,558건 | 4605s
[05:27:30]   17700/50673 타일 | 1,581건 | 4610s
[05:27:35]   17800/50673 타일 | 1,587건 | 4615s
[05:27:40]   17900/50673 타일 | 1,588건 | 4620s
[05:27:46]   18000/50673 타일 | 1,598건 | 4625s
[05:27:51]   18100/50673 타일 | 1,598건 | 4631s
[05:27:56]   18200/50673 타일 | 1,598건 | 4636s
[05:28:01]   18300/50673 타일 | 1,598건 | 4641s
[05:28:06]   18400/50673 타일 | 1,598건 | 4646s
[05:28:11]   18500/50673 타일 | 1,598건 | 4650s
[05:28:16]   18600/50673 타일 | 1,598건 | 4656s
[05:28:21]   18700/50673 타일 | 1,598건 | 4661s
[05:28:26]   18800/50673 타일 | 1,598건 | 4666s
[05:28:31]   18900/50673 타일 | 1,598건 | 4670s
[05:28:35]   19000/50673 타일 | 1,598건 | 4675s
[05:28:41]   19100/50673 타일 | 1,598건 | 4680s
[05:28:46]   19200/50673 타일 | 1,598건 | 4685s
[05:28:51]   19300/50673 타일 | 1,598건 | 4690s
[05:28:55]   19400/50673 타일 | 1,598건 | 4695s
[05:29:00]   19500/50673 타일 | 1,598건 | 4700s
[05:29:05]   19600/50673 타일 | 1,598건 | 4705s
[05:29:10]   19700/50673 타일 | 1,598건 | 4709s
[05:29:15]   19800/50673 타일 | 1,598건 | 4715s
[05:29:20]   19900/50673 타일 | 1,598건 | 4720s
[05:29:25]   20000/50673 타일 | 1,605건 | 4725s
[05:29:30]   20100/50673 타일 | 1,609건 | 4730s
[05:29:35]   20200/50673 타일 | 1,609건 | 4735s
[05:29:41]   20300/50673 타일 | 1,609건 | 4740s
[05:29:46]   20400/50673 타일 | 1,609건 | 4745s
[05:29:50]   20500/50673 타일 | 1,609건 | 4750s
[05:29:56]   20600/50673 타일 | 1,610건 | 4755s
[05:30:01]   20700/50673 타일 | 1,614건 | 4760s
[05:30:06]   20800/50673 타일 | 1,614건 | 4765s
[05:30:11]   20900/50673 타일 | 1,614건 | 4770s
[05:30:17]   21000/50673 타일 | 1,614건 | 4777s
[05:30:22]   21100/50673 타일 | 1,614건 | 4782s
[05:30:27]   21200/50673 타일 | 1,614건 | 4787s
[05:30:32]   21300/50673 타일 | 1,614건 | 4792s
[05:30:37]   21400/50673 타일 | 1,614건 | 4797s
[05:30:42]   21500/50673 타일 | 1,614건 | 4802s
[05:30:47]   21600/50673 타일 | 1,614건 | 4807s
[05:30:52]   21700/50673 타일 | 1,614건 | 4812s
[05:30:57]   21800/50673 타일 | 1,614건 | 4817s
[05:31:02]   21900/50673 타일 | 1,614건 | 4822s
[05:31:07]   22000/50673 타일 | 1,614건 | 4827s
[05:31:13]   22100/50673 타일 | 1,617건 | 4833s
[05:31:18]   22200/50673 타일 | 1,618건 | 4838s
[05:31:23]   22300/50673 타일 | 1,618건 | 4843s
[05:31:28]   22400/50673 타일 | 1,618건 | 4848s
[05:31:33]   22500/50673 타일 | 1,618건 | 4853s
[05:31:38]   22600/50673 타일 | 1,618건 | 4858s
[05:31:43]   22700/50673 타일 | 1,618건 | 4862s
[05:31:48]   22800/50673 타일 | 1,618건 | 4867s
[05:31:54]   22900/50673 타일 | 1,639건 | 4873s
