[05:22:49] 캐시 로드: 0개 완료 항목
[05:22:49] ==============================================================
[05:22:49]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[05:22:49]   precision: 5 → 7 | 세분화 임계: 400건
[05:22:49]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260722
[05:22:49] ==============================================================
[05:22:49] 지오해시 타일: 16891개 (precision=5)
[05:22:49] 
[1/3] 아파트 수집 ─────────────────────────────────
[05:22:58]   읍면동 18401개 확인
[05:23:06]   100/18401동 | 391건 | 16s
[05:23:26]   200/18401동 | 1,872건 | 37s
[05:23:43]   300/18401동 | 3,047건 | 54s
[05:24:58]   400/18401동 | 10,752건 | 128s
[05:25:49]   500/18401동 | 14,533건 | 180s
[05:27:50]   600/18401동 | 24,083건 | 301s
[05:29:45]   700/18401동 | 27,184건 | 416s
[05:30:21]   800/18401동 | 27,859건 | 451s
[05:30:43]   900/18401동 | 29,274건 | 474s
[05:31:19]   1000/18401동 | 31,702건 | 510s
[05:31:52]   1100/18401동 | 33,721건 | 543s
[05:32:47]   1200/18401동 | 39,318건 | 598s
[05:32:53]   1300/18401동 | 39,420건 | 603s
[05:34:25]   1400/18401동 | 44,613건 | 696s
[05:35:02]   1500/18401동 | 47,635건 | 732s
[05:35:42]   1600/18401동 | 50,395건 | 772s
[05:36:49]   1700/18401동 | 54,965건 | 840s
[05:37:10]   1800/18401동 | 56,260건 | 861s
[05:37:36]   1900/18401동 | 56,260건 | 887s
[05:38:34]   2000/18401동 | 60,215건 | 945s
[05:39:11]   2100/18401동 | 60,762건 | 982s
[05:40:05]   2200/18401동 | 64,907건 | 1035s
[05:40:35]   2300/18401동 | 67,569건 | 1065s
[05:42:40]   2400/18401동 | 73,998건 | 1190s
[05:44:12]   2500/18401동 | 77,589건 | 1283s
[05:46:25]   2600/18401동 | 82,184건 | 1415s
[05:47:49]   2700/18401동 | 86,456건 | 1499s
[05:48:29]   2800/18401동 | 89,117건 | 1539s
[05:48:52]   2900/18401동 | 89,886건 | 1562s
[05:49:10]   3000/18401동 | 90,279건 | 1580s
[05:49:26]   3100/18401동 | 90,873건 | 1597s
[05:49:55]   3200/18401동 | 91,609건 | 1626s
[05:50:28]   3300/18401동 | 91,609건 | 1659s
[05:51:01]   3400/18401동 | 93,425건 | 1691s
[05:52:03]   3500/18401동 | 93,426건 | 1753s
[05:52:45]   3600/18401동 | 95,642건 | 1796s
[05:53:37]   3700/18401동 | 97,934건 | 1848s
[05:53:46]   3800/18401동 | 97,964건 | 1857s
[05:54:46]   3900/18401동 | 98,928건 | 1917s
[05:54:50]   4000/18401동 | 98,972건 | 1920s
[05:54:57]   4100/18401동 | 99,218건 | 1927s
[05:54:59]   4200/18401동 | 99,473건 | 1930s
[05:55:05]   4300/18401동 | 99,587건 | 1936s
[05:55:12]   4400/18401동 | 99,593건 | 1943s
[05:55:44]   4500/18401동 | 100,585건 | 1975s
[05:55:48]   4600/18401동 | 100,646건 | 1978s
[05:55:51]   4700/18401동 | 100,648건 | 1982s
[05:55:58]   4800/18401동 | 101,023건 | 1989s
[05:56:01]   4900/18401동 | 101,056건 | 1991s
[05:56:04]   5000/18401동 | 101,060건 | 1994s
[05:56:06]   5100/18401동 | 101,065건 | 1996s
[05:56:08]   5200/18401동 | 101,065건 | 1999s
[05:56:10]   5300/18401동 | 101,065건 | 2001s
[05:56:12]   5400/18401동 | 101,065건 | 2003s
[05:56:25]   5500/18401동 | 101,245건 | 2016s
[05:56:33]   5600/18401동 | 101,248건 | 2023s
[05:56:39]   5700/18401동 | 101,383건 | 2030s
[05:56:51]   5800/18401동 | 101,450건 | 2041s
[05:56:53]   5900/18401동 | 101,450건 | 2044s
[05:57:08]   6000/18401동 | 102,144건 | 2059s
[05:57:11]   6100/18401동 | 102,158건 | 2062s
[05:57:36]   6200/18401동 | 104,032건 | 2086s
[05:57:40]   6300/18401동 | 104,050건 | 2090s
[05:57:42]   6400/18401동 | 104,050건 | 2092s
[06:00:28]   6500/18401동 | 106,956건 | 2259s
[06:00:39]   6600/18401동 | 107,007건 | 2269s
[06:00:42]   6700/18401동 | 107,048건 | 2273s
[06:00:45]   6800/18401동 | 107,048건 | 2276s
[06:00:48]   6900/18401동 | 107,054건 | 2278s
[06:00:53]   7000/18401동 | 107,207건 | 2283s
[06:01:00]   7100/18401동 | 107,292건 | 2291s
[06:01:03]   7200/18401동 | 107,292건 | 2294s
[06:01:08]   7300/18401동 | 107,447건 | 2299s
[06:01:14]   7400/18401동 | 107,447건 | 2304s
[06:01:27]   7500/18401동 | 107,625건 | 2318s
[06:01:30]   7600/18401동 | 107,634건 | 2321s
[06:01:33]   7700/18401동 | 107,641건 | 2324s
[06:01:37]   7800/18401동 | 107,696건 | 2327s
[06:01:43]   7900/18401동 | 107,698건 | 2334s
[06:01:46]   8000/18401동 | 107,698건 | 2336s
[06:01:51]   8100/18401동 | 107,777건 | 2341s
[06:02:02]   8200/18401동 | 108,021건 | 2352s
[06:02:04]   8300/18401동 | 108,021건 | 2354s
[06:02:11]   8400/18401동 | 108,169건 | 2362s
[06:02:14]   8500/18401동 | 108,169건 | 2365s
[06:02:18]   8600/18401동 | 108,206건 | 2369s
[06:02:22]   8700/18401동 | 108,305건 | 2373s
[06:02:25]   8800/18401동 | 108,495건 | 2375s
[06:02:29]   8900/18401동 | 108,586건 | 2380s
[06:02:34]   9000/18401동 | 108,705건 | 2385s
[06:02:41]   9100/18401동 | 108,705건 | 2391s
[06:02:44]   9200/18401동 | 108,709건 | 2394s
[06:02:47]   9300/18401동 | 108,710건 | 2397s
[06:02:50]   9400/18401동 | 108,715건 | 2401s
[06:02:52]   9500/18401동 | 108,715건 | 2403s
[06:02:55]   9600/18401동 | 108,720건 | 2405s
[06:02:58]   9700/18401동 | 108,723건 | 2409s
[06:03:01]   9800/18401동 | 108,723건 | 2412s
[06:03:04]   9900/18401동 | 108,723건 | 2414s
[06:03:06]   10000/18401동 | 108,724건 | 2417s
[06:03:08]   10100/18401동 | 108,725건 | 2419s
[06:03:11]   10200/18401동 | 108,725건 | 2422s
[06:03:14]   10300/18401동 | 108,725건 | 2424s
[06:03:16]   10400/18401동 | 108,727건 | 2427s
[06:03:26]   10500/18401동 | 108,839건 | 2437s
[06:03:30]   10600/18401동 | 108,840건 | 2440s
[06:03:32]   10700/18401동 | 108,840건 | 2443s
[06:03:35]   10800/18401동 | 108,842건 | 2445s
[06:03:38]   10900/18401동 | 108,842건 | 2448s
[06:03:41]   11000/18401동 | 108,842건 | 2451s
[06:03:47]   11100/18401동 | 108,909건 | 2458s
[06:03:53]   11200/18401동 | 109,030건 | 2463s
[06:04:06]   11300/18401동 | 109,149건 | 2476s
[06:04:46]   11400/18401동 | 110,502건 | 2517s
[06:05:03]   11500/18401동 | 110,519건 | 2533s
[06:05:05]   11600/18401동 | 110,519건 | 2536s
[06:06:39]   11700/18401동 | 113,115건 | 2630s
[06:06:47]   11800/18401동 | 113,146건 | 2637s
[06:06:49]   11900/18401동 | 113,149건 | 2640s
[06:06:52]   12000/18401동 | 113,149건 | 2643s
[06:07:06]   12100/18401동 | 113,536건 | 2656s
[06:07:16]   12200/18401동 | 113,556건 | 2667s
[06:07:20]   12300/18401동 | 113,568건 | 2670s
[06:07:22]   12400/18401동 | 113,568건 | 2673s
[06:07:25]   12500/18401동 | 113,568건 | 2676s
[06:07:28]   12600/18401동 | 113,581건 | 2679s
[06:07:30]   12700/18401동 | 113,581건 | 2681s
