[04:49:19] 캐시 로드: 0개 완료 항목
[04:49:19] ==============================================================
[04:49:19]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[04:49:19]   precision: 5 → 7 | 세분화 임계: 400건
[04:49:19]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260422
[04:49:19] ==============================================================
[04:49:19] 지오해시 타일: 16891개 (precision=5)
[04:49:19] 
[1/3] 아파트 수집 ─────────────────────────────────
[04:49:30]   읍면동 18401개 확인
[04:49:53]   100/18401동 | 1,442건 | 34s
[04:50:03]   200/18401동 | 1,812건 | 44s
[04:50:38]   300/18401동 | 3,682건 | 79s
[04:51:22]   400/18401동 | 7,113건 | 123s
[04:52:45]   500/18401동 | 12,769건 | 206s
[04:54:26]   600/18401동 | 19,183건 | 307s
[04:55:36]   700/18401동 | 24,458건 | 377s
[04:57:53]   800/18401동 | 26,485건 | 514s
[04:58:40]   900/18401동 | 29,343건 | 562s
[05:00:00]   1000/18401동 | 32,830건 | 641s
[05:00:17]   1100/18401동 | 32,830건 | 658s
[05:00:35]   1200/18401동 | 33,329건 | 676s
[05:00:48]   1300/18401동 | 36,640건 | 689s
[05:02:41]   1400/18401동 | 43,631건 | 802s
[05:04:07]   1500/18401동 | 47,588건 | 888s
[05:04:42]   1600/18401동 | 49,227건 | 923s
[05:05:06]   1700/18401동 | 50,174건 | 947s
[05:05:56]   1800/18401동 | 53,151건 | 997s
[05:07:07]   1900/18401동 | 57,101건 | 1069s
[05:08:28]   2000/18401동 | 59,580건 | 1149s
[05:08:55]   2100/18401동 | 59,939건 | 1176s
[05:09:29]   2200/18401동 | 60,271건 | 1210s
[05:12:09]   2300/18401동 | 70,588건 | 1370s
[05:14:01]   2400/18401동 | 70,638건 | 1483s
[05:15:29]   2500/18401동 | 74,164건 | 1570s
[05:18:26]   2600/18401동 | 82,806건 | 1747s
[05:20:37]   2700/18401동 | 86,487건 | 1878s
[05:21:16]   2800/18401동 | 87,465건 | 1917s
[05:21:42]   2900/18401동 | 87,778건 | 1943s
[05:22:04]   3000/18401동 | 88,364건 | 1966s
[05:23:25]   3100/18401동 | 90,480건 | 2046s
[05:24:38]   3200/18401동 | 92,850건 | 2119s
[05:25:32]   3300/18401동 | 93,457건 | 2173s
[05:26:09]   3400/18401동 | 93,508건 | 2210s
[05:26:30]   3500/18401동 | 94,590건 | 2231s
[05:27:55]   3600/18401동 | 95,716건 | 2316s
[05:29:06]   3700/18401동 | 96,529건 | 2387s
[05:30:18]   3800/18401동 | 98,774건 | 2459s
[05:30:47]   3900/18401동 | 98,791건 | 2488s
[05:30:51]   4000/18401동 | 98,844건 | 2492s
[05:30:55]   4100/18401동 | 98,844건 | 2496s
[05:31:05]   4200/18401동 | 98,944건 | 2506s
[05:31:46]   4300/18401동 | 99,825건 | 2547s
