[07:21:21] 캐시 로드: 0개 완료 항목
[07:21:21] ==============================================================
[07:21:21]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[07:21:21]   precision: 5 → 7 | 세분화 임계: 400건
[07:21:21]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260925
[07:21:21] ==============================================================
[07:21:21] 지오해시 타일: 16891개 (precision=5)
[07:21:21] 
[1/3] 아파트 수집 ─────────────────────────────────
[07:21:32]   읍면동 18401개 확인
[07:21:51]   100/18401동 | 997건 | 29s
[07:22:17]   200/18401동 | 2,856건 | 56s
[07:22:31]   300/18401동 | 3,709건 | 70s
[07:23:59]   400/18401동 | 10,802건 | 157s
[07:24:33]   500/18401동 | 12,407건 | 192s
[07:26:41]   600/18401동 | 23,027건 | 319s
[07:29:06]   700/18401동 | 27,502건 | 465s
[07:30:12]   800/18401동 | 30,430건 | 531s
[07:30:56]   900/18401동 | 32,974건 | 575s
[07:31:44]   1000/18401동 | 34,593건 | 623s
[07:31:53]   1100/18401동 | 34,646건 | 632s
[07:32:29]   1200/18401동 | 37,600건 | 668s
[07:34:35]   1300/18401동 | 45,287건 | 794s
[07:35:33]   1400/18401동 | 47,621건 | 852s
[07:36:10]   1500/18401동 | 51,656건 | 889s
[07:36:51]   1600/18401동 | 53,926건 | 930s
[07:37:23]   1700/18401동 | 55,773건 | 962s
[07:38:33]   1800/18401동 | 60,137건 | 1032s
[07:39:04]   1900/18401동 | 61,563건 | 1063s
[07:39:59]   2000/18401동 | 63,911건 | 1118s
[07:40:51]   2100/18401동 | 64,522건 | 1170s
[07:41:52]   2200/18401동 | 67,912건 | 1231s
[07:43:52]   2300/18401동 | 74,725건 | 1351s
[07:45:25]   2400/18401동 | 76,483건 | 1444s
[07:47:28]   2500/18401동 | 83,319건 | 1567s
[07:49:45]   2600/18401동 | 86,519건 | 1703s
[07:51:10]   2700/18401동 | 92,349건 | 1789s
[07:51:41]   2800/18401동 | 93,203건 | 1820s
[07:52:00]   2900/18401동 | 93,557건 | 1839s
[07:52:13]   3000/18401동 | 93,570건 | 1851s
[07:52:43]   3100/18401동 | 94,155건 | 1882s
[07:53:26]   3200/18401동 | 94,423건 | 1925s
[07:54:33]   3300/18401동 | 96,133건 | 1992s
[07:56:01]   3400/18401동 | 98,757건 | 2080s
[07:57:27]   3500/18401동 | 101,932건 | 2165s
[07:58:01]   3600/18401동 | 103,608건 | 2200s
[07:59:07]   3700/18401동 | 103,609건 | 2266s
[07:59:27]   3800/18401동 | 103,644건 | 2286s
[07:59:32]   3900/18401동 | 103,698건 | 2291s
[07:59:35]   4000/18401동 | 103,713건 | 2294s
[07:59:38]   4100/18401동 | 103,713건 | 2297s
[07:59:46]   4200/18401동 | 103,842건 | 2305s
[07:59:58]   4300/18401동 | 104,151건 | 2317s
[08:00:48]   4400/18401동 | 105,164건 | 2367s
[08:00:56]   4500/18401동 | 105,810건 | 2375s
[08:00:58]   4600/18401동 | 105,810건 | 2377s
[08:01:01]   4700/18401동 | 105,810건 | 2379s
[08:01:13]   4800/18401동 | 105,977건 | 2392s
[08:01:21]   4900/18401동 | 106,042건 | 2400s
[08:01:24]   5000/18401동 | 106,062건 | 2403s
[08:01:28]   5100/18401동 | 106,113건 | 2407s
[08:01:31]   5200/18401동 | 106,116건 | 2410s
[08:01:35]   5300/18401동 | 106,116건 | 2413s
[08:01:38]   5400/18401동 | 106,119건 | 2417s
[08:01:41]   5500/18401동 | 106,119건 | 2419s
[08:01:43]   5600/18401동 | 106,122건 | 2422s
[08:01:52]   5700/18401동 | 106,247건 | 2431s
[08:02:08]   5800/18401동 | 106,554건 | 2447s
[08:02:21]   5900/18401동 | 106,997건 | 2460s
[08:02:24]   6000/18401동 | 107,018건 | 2463s
[08:02:26]   6100/18401동 | 107,018건 | 2465s
[08:02:30]   6200/18401동 | 107,031건 | 2469s
[08:05:19]   6300/18401동 | 109,692건 | 2638s
[08:05:38]   6400/18401동 | 109,692건 | 2657s
[08:05:51]   6500/18401동 | 109,946건 | 2670s
[08:05:53]   6600/18401동 | 109,946건 | 2672s
[08:06:13]   6700/18401동 | 111,225건 | 2692s
[08:06:25]   6800/18401동 | 111,896건 | 2704s
[08:06:27]   6900/18401동 | 111,896건 | 2706s
[08:06:36]   7000/18401동 | 112,114건 | 2714s
[08:06:44]   7100/18401동 | 112,114건 | 2723s
[08:06:49]   7200/18401동 | 112,121건 | 2728s
[08:06:52]   7300/18401동 | 112,121건 | 2731s
[08:06:55]   7400/18401동 | 112,126건 | 2734s
[08:06:58]   7500/18401동 | 112,126건 | 2737s
[08:07:02]   7600/18401동 | 112,194건 | 2741s
[08:07:10]   7700/18401동 | 112,194건 | 2749s
[08:07:16]   7800/18401동 | 112,196건 | 2755s
[08:07:22]   7900/18401동 | 112,266건 | 2760s
