[06:14:36] 캐시 로드: 0개 완료 항목
[06:14:36] ==============================================================
[06:14:36]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[06:14:36]   precision: 5 → 7 | 세분화 임계: 400건
[06:14:36]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260521
[06:14:36] ==============================================================
[06:14:36] 지오해시 타일: 16891개 (precision=5)
[06:14:36] 
[1/3] 아파트 수집 ─────────────────────────────────
[06:14:46]   읍면동 18401개 확인
[06:14:54]   100/18401동 | 332건 | 18s
[06:15:05]   200/18401동 | 1,200건 | 30s
[06:15:33]   300/18401동 | 3,540건 | 58s
[06:16:09]   400/18401동 | 6,499건 | 94s
[06:17:20]   500/18401동 | 12,346건 | 165s
[06:18:45]   600/18401동 | 19,587건 | 249s
[06:20:35]   700/18401동 | 24,643건 | 359s
[06:21:09]   800/18401동 | 25,482건 | 393s
[06:21:35]   900/18401동 | 26,399건 | 419s
[06:22:24]   1000/18401동 | 29,220건 | 469s
[06:22:47]   1100/18401동 | 30,672건 | 492s
[06:23:49]   1200/18401동 | 35,552건 | 553s
[06:25:33]   1300/18401동 | 43,299건 | 657s
[06:25:49]   1400/18401동 | 43,868건 | 674s
[06:26:47]   1500/18401동 | 47,481건 | 732s
[06:27:05]   1600/18401동 | 48,443건 | 749s
[06:27:44]   1700/18401동 | 51,183건 | 789s
[06:28:28]   1800/18401동 | 53,772건 | 832s
[06:29:03]   1900/18401동 | 55,611건 | 868s
[06:29:54]   2000/18401동 | 58,111건 | 918s
[06:30:39]   2100/18401동 | 58,556건 | 964s
[06:31:25]   2200/18401동 | 61,859건 | 1010s
[06:33:03]   2300/18401동 | 70,131건 | 1108s
[06:34:56]   2400/18401동 | 71,900건 | 1220s
[06:36:08]   2500/18401동 | 74,839건 | 1293s
[06:38:53]   2600/18401동 | 81,191건 | 1457s
[06:40:11]   2700/18401동 | 86,994건 | 1535s
[06:41:06]   2800/18401동 | 89,132건 | 1591s
[06:41:33]   2900/18401동 | 89,738건 | 1617s
[06:42:15]   3000/18401동 | 89,738건 | 1659s
[06:42:47]   3100/18401동 | 90,940건 | 1692s
[06:43:07]   3200/18401동 | 91,273건 | 1712s
[06:43:18]   3300/18401동 | 91,273건 | 1723s
[06:44:25]   3400/18401동 | 94,513건 | 1790s
[06:45:27]   3500/18401동 | 95,603건 | 1852s
[06:46:10]   3600/18401동 | 96,276건 | 1894s
[06:47:36]   3700/18401동 | 98,657건 | 1980s
[06:47:44]   3800/18401동 | 98,705건 | 1989s
[06:47:48]   3900/18401동 | 98,758건 | 1992s
[06:47:51]   4000/18401동 | 98,774건 | 1995s
[06:47:55]   4100/18401동 | 98,799건 | 1999s
[06:48:02]   4200/18401동 | 98,908건 | 2006s
[06:48:14]   4300/18401동 | 99,313건 | 2018s
[06:48:20]   4400/18401동 | 99,535건 | 2025s
[06:48:44]   4500/18401동 | 100,644건 | 2048s
[06:48:55]   4600/18401동 | 100,744건 | 2059s
[06:48:59]   4700/18401동 | 100,821건 | 2063s
[06:49:02]   4800/18401동 | 100,824건 | 2067s
[06:49:05]   4900/18401동 | 100,824건 | 2069s
[06:49:08]   5000/18401동 | 100,864건 | 2073s
[06:49:11]   5100/18401동 | 100,864건 | 2075s
[06:49:13]   5200/18401동 | 100,864건 | 2077s
[06:49:15]   5300/18401동 | 100,867건 | 2079s
[06:49:17]   5400/18401동 | 100,867건 | 2082s
[06:49:31]   5500/18401동 | 101,053건 | 2095s
[06:49:38]   5600/18401동 | 101,054건 | 2102s
[06:49:46]   5700/18401동 | 101,200건 | 2110s
[06:49:58]   5800/18401동 | 101,202건 | 2122s
[06:50:00]   5900/18401동 | 101,202건 | 2124s
[06:53:03]   6000/18401동 | 104,324건 | 2307s
[06:53:26]   6100/18401동 | 105,622건 | 2331s
[06:53:50]   6200/18401동 | 106,763건 | 2354s
[06:53:56]   6300/18401동 | 106,789건 | 2360s
[06:53:58]   6400/18401동 | 106,789건 | 2362s
[06:54:00]   6500/18401동 | 106,803건 | 2365s
[06:54:06]   6600/18401동 | 106,947건 | 2370s
[06:54:16]   6700/18401동 | 107,062건 | 2380s
[06:54:19]   6800/18401동 | 107,062건 | 2383s
[06:54:22]   6900/18401동 | 107,088건 | 2386s
[06:54:24]   7000/18401동 | 107,088건 | 2389s
[06:54:28]   7100/18401동 | 107,142건 | 2393s
[06:54:32]   7200/18401동 | 107,142건 | 2396s
[06:54:37]   7300/18401동 | 107,284건 | 2401s
[06:54:44]   7400/18401동 | 107,286건 | 2408s
[06:54:47]   7500/18401동 | 107,286건 | 2411s
[06:54:50]   7600/18401동 | 107,291건 | 2414s
[06:54:52]   7700/18401동 | 107,291건 | 2417s
[06:55:05]   7800/18401동 | 107,466건 | 2429s
[06:55:09]   7900/18401동 | 107,466건 | 2433s
[06:55:14]   8000/18401동 | 107,557건 | 2438s
[06:55:28]   8100/18401동 | 107,937건 | 2453s
[06:55:31]   8200/18401동 | 107,937건 | 2455s
[06:55:34]   8300/18401동 | 107,939건 | 2459s
[06:55:37]   8400/18401동 | 108,006건 | 2462s
[06:55:47]   8500/18401동 | 108,036건 | 2472s
[06:55:59]   8600/18401동 | 108,488건 | 2483s
[06:56:04]   8700/18401동 | 108,610건 | 2489s
[06:56:10]   8800/18401동 | 108,610건 | 2494s
[06:56:14]   8900/18401동 | 108,613건 | 2498s
[06:56:16]   9000/18401동 | 108,613건 | 2501s
[06:56:19]   9100/18401동 | 108,613건 | 2504s
[06:56:23]   9200/18401동 | 108,618건 | 2507s
[06:56:25]   9300/18401동 | 108,620건 | 2509s
[06:56:28]   9400/18401동 | 108,621건 | 2513s
[06:56:32]   9500/18401동 | 108,621건 | 2516s
[06:56:35]   9600/18401동 | 108,621건 | 2519s
