[03:00:04] 캐시 로드: 0개 완료 항목
[03:00:04] ==============================================================
[03:00:04]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[03:00:04]   precision: 5 → 7 | 세분화 임계: 400건
[03:00:04]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260820
[03:00:04] ==============================================================
[03:00:04] 지오해시 타일: 16891개 (precision=5)
[03:00:04] 
[1/3] 아파트 수집 ─────────────────────────────────
[03:00:14]   읍면동 18401개 확인
[03:00:27]   100/18401동 | 695건 | 23s
[03:00:33]   200/18401동 | 790건 | 29s
[03:01:31]   300/18401동 | 5,264건 | 87s
[03:02:01]   400/18401동 | 7,542건 | 117s
[03:03:13]   500/18401동 | 12,128건 | 190s
[03:05:06]   600/18401동 | 21,410건 | 302s
[03:07:44]   700/18401동 | 25,551건 | 461s
[03:08:25]   800/18401동 | 28,226건 | 501s
[03:09:05]   900/18401동 | 30,126건 | 541s
[03:09:50]   1000/18401동 | 31,775건 | 586s
[03:10:26]   1100/18401동 | 33,467건 | 622s
[03:11:42]   1200/18401동 | 39,169건 | 699s
[03:13:59]   1300/18401동 | 47,877건 | 835s
[03:14:05]   1400/18401동 | 47,936건 | 841s
[03:14:37]   1500/18401동 | 50,237건 | 873s
[03:15:05]   1600/18401동 | 51,589건 | 901s
[03:15:41]   1700/18401동 | 53,767건 | 937s
[03:16:25]   1800/18401동 | 56,426건 | 981s
[03:17:37]   1900/18401동 | 61,459건 | 1054s
[03:18:24]   2000/18401동 | 61,550건 | 1100s
[03:18:57]   2100/18401동 | 62,528건 | 1133s
[03:19:40]   2200/18401동 | 64,500건 | 1177s
[03:21:31]   2300/18401동 | 71,906건 | 1287s
[03:23:17]   2400/18401동 | 71,953건 | 1393s
[03:24:51]   2500/18401동 | 78,446건 | 1487s
[03:27:32]   2600/18401동 | 82,869건 | 1648s
[03:29:11]   2700/18401동 | 89,657건 | 1747s
[03:30:03]   2800/18401동 | 91,101건 | 1799s
[03:30:28]   2900/18401동 | 91,894건 | 1825s
[03:31:12]   3000/18401동 | 94,220건 | 1868s
[03:31:59]   3100/18401동 | 94,344건 | 1915s
[03:33:18]   3200/18401동 | 96,542건 | 1995s
[03:33:42]   3300/18401동 | 96,963건 | 2019s
[03:33:56]   3400/18401동 | 97,166건 | 2032s
[03:34:52]   3500/18401동 | 97,603건 | 2088s
[03:36:00]   3600/18401동 | 99,875건 | 2156s
[03:36:53]   3700/18401동 | 100,770건 | 2209s
[03:37:20]   3800/18401동 | 100,808건 | 2236s
[03:37:29]   3900/18401동 | 100,924건 | 2245s
[03:37:38]   4000/18401동 | 100,983건 | 2254s
[03:37:40]   4100/18401동 | 100,983건 | 2257s
[03:37:48]   4200/18401동 | 101,222건 | 2264s
[03:38:26]   4300/18401동 | 102,402건 | 2302s
[03:38:29]   4400/18401동 | 102,403건 | 2305s
[03:38:39]   4500/18401동 | 102,800건 | 2315s
[03:38:42]   4600/18401동 | 102,827건 | 2318s
[03:38:45]   4700/18401동 | 102,868건 | 2321s
[03:38:47]   4800/18401동 | 102,906건 | 2324s
[03:38:50]   4900/18401동 | 102,906건 | 2326s
[03:38:52]   5000/18401동 | 102,910건 | 2329s
[03:38:57]   5100/18401동 | 102,989건 | 2333s
[03:39:01]   5200/18401동 | 102,991건 | 2337s
[03:39:14]   5300/18401동 | 103,162건 | 2350s
[03:39:23]   5400/18401동 | 103,165건 | 2359s
[03:39:25]   5500/18401동 | 103,165건 | 2361s
[03:39:28]   5600/18401동 | 103,166건 | 2364s
[03:39:48]   5700/18401동 | 105,046건 | 2384s
[03:42:12]   5800/18401동 | 107,582건 | 2528s
[03:43:10]   5900/18401동 | 107,798건 | 2586s
[03:43:28]   6000/18401동 | 107,988건 | 2604s
[03:43:33]   6100/18401동 | 107,988건 | 2609s
[03:43:46]   6200/18401동 | 108,678건 | 2622s
[03:43:54]   6300/18401동 | 108,704건 | 2630s
[03:43:56]   6400/18401동 | 108,704건 | 2632s
[03:43:59]   6500/18401동 | 108,746건 | 2636s
[03:44:02]   6600/18401동 | 108,746건 | 2638s
[03:44:07]   6700/18401동 | 108,760건 | 2643s
[03:44:13]   6800/18401동 | 108,925건 | 2649s
[03:44:23]   6900/18401동 | 109,012건 | 2659s
[03:44:26]   7000/18401동 | 109,012건 | 2662s
[03:44:37]   7100/18401동 | 109,210건 | 2673s
[03:44:45]   7200/18401동 | 109,210건 | 2681s
[03:44:51]   7300/18401동 | 109,324건 | 2687s
[03:45:00]   7400/18401동 | 109,324건 | 2696s
[03:45:08]   7500/18401동 | 109,485건 | 2704s
[03:45:17]   7600/18401동 | 109,494건 | 2713s
[03:45:20]   7700/18401동 | 109,494건 | 2716s
[03:45:23]   7800/18401동 | 109,496건 | 2719s
[03:45:26]   7900/18401동 | 109,496건 | 2723s
[03:45:29]   8000/18401동 | 109,501건 | 2725s
[03:45:33]   8100/18401동 | 109,607건 | 2729s
[03:45:39]   8200/18401동 | 109,637건 | 2736s
[03:45:43]   8300/18401동 | 109,637건 | 2739s
[03:45:47]   8400/18401동 | 109,643건 | 2744s
[03:45:52]   8500/18401동 | 109,775건 | 2748s
[03:45:56]   8600/18401동 | 109,969건 | 2752s
[03:46:01]   8700/18401동 | 110,051건 | 2757s
[03:46:15]   8800/18401동 | 110,363건 | 2771s
[03:46:18]   8900/18401동 | 110,363건 | 2774s
[03:46:23]   9000/18401동 | 110,478건 | 2779s
[03:46:30]   9100/18401동 | 110,478건 | 2786s
[03:46:34]   9200/18401동 | 110,481건 | 2790s
[03:46:38]   9300/18401동 | 110,483건 | 2794s
[03:46:41]   9400/18401동 | 110,485건 | 2797s
[03:46:44]   9500/18401동 | 110,488건 | 2800s
[03:46:47]   9600/18401동 | 110,488건 | 2803s
[03:46:49]   9700/18401동 | 110,489건 | 2806s
[03:46:53]   9800/18401동 | 110,489건 | 2809s
[03:46:55]   9900/18401동 | 110,492건 | 2811s
[03:46:59]   10000/18401동 | 110,492건 | 2815s
[03:47:02]   10100/18401동 | 110,492건 | 2818s
