[07:04:51] 캐시 로드: 0개 완료 항목
[07:04:51] ==============================================================
[07:04:51]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[07:04:51]   precision: 5 → 7 | 세분화 임계: 400건
[07:04:51]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260904
[07:04:51] ==============================================================
[07:04:51] 지오해시 타일: 16891개 (precision=5)
[07:04:51] 
[1/3] 아파트 수집 ─────────────────────────────────
[07:05:01]   읍면동 18401개 확인
[07:05:09]   100/18401동 | 254건 | 19s
[07:05:46]   200/18401동 | 2,732건 | 56s
[07:06:10]   300/18401동 | 4,245건 | 80s
[07:07:09]   400/18401동 | 9,301건 | 138s
[07:08:15]   500/18401동 | 14,237건 | 204s
[07:10:01]   600/18401동 | 22,173건 | 311s
[07:11:17]   700/18401동 | 26,036건 | 386s
[07:13:20]   800/18401동 | 29,020건 | 509s
[07:14:57]   900/18401동 | 33,306건 | 606s
[07:15:06]   1000/18401동 | 33,405건 | 615s
[07:15:38]   1100/18401동 | 35,762건 | 647s
[07:16:29]   1200/18401동 | 38,651건 | 699s
[07:18:16]   1300/18401동 | 46,173건 | 805s
[07:18:37]   1400/18401동 | 46,665건 | 826s
[07:19:57]   1500/18401동 | 51,429건 | 907s
[07:20:23]   1600/18401동 | 52,850건 | 933s
[07:21:01]   1700/18401동 | 54,884건 | 971s
[07:21:51]   1800/18401동 | 58,062건 | 1021s
[07:23:04]   1900/18401동 | 62,822건 | 1094s
[07:23:53]   2000/18401동 | 62,824건 | 1142s
[07:24:24]   2100/18401동 | 63,551건 | 1173s
[07:25:06]   2200/18401동 | 65,894건 | 1215s
[07:26:18]   2300/18401동 | 71,019건 | 1288s
[07:29:05]   2400/18401동 | 78,987건 | 1454s
[07:30:51]   2500/18401동 | 81,271건 | 1560s
[07:32:52]   2600/18401동 | 88,993건 | 1681s
[07:35:04]   2700/18401동 | 91,392건 | 1813s
[07:35:52]   2800/18401동 | 93,081건 | 1862s
[07:36:22]   2900/18401동 | 94,425건 | 1892s
[07:36:49]   3000/18401동 | 95,000건 | 1918s
[07:37:28]   3100/18401동 | 95,005건 | 1957s
[07:37:42]   3200/18401동 | 95,066건 | 1972s
[07:37:45]   3300/18401동 | 95,066건 | 1974s
[07:38:03]   3400/18401동 | 95,460건 | 1993s
[07:39:02]   3500/18401동 | 97,503건 | 2052s
[07:40:01]   3600/18401동 | 100,292건 | 2111s
[07:41:01]   3700/18401동 | 101,476건 | 2170s
[07:41:45]   3800/18401동 | 101,477건 | 2214s
[07:42:53]   3900/18401동 | 102,431건 | 2283s
[07:42:59]   4000/18401동 | 102,451건 | 2289s
[07:43:10]   4100/18401동 | 102,571건 | 2299s
[07:43:18]   4200/18401동 | 102,586건 | 2307s
[07:43:24]   4300/18401동 | 102,873건 | 2313s
[07:43:57]   4400/18401동 | 103,567건 | 2346s
[07:44:01]   4500/18401동 | 103,627건 | 2350s
[07:44:05]   4600/18401동 | 103,627건 | 2354s
[07:44:13]   4700/18401동 | 103,875건 | 2362s
[07:44:20]   4800/18401동 | 104,484건 | 2370s
[07:44:23]   4900/18401동 | 104,484건 | 2373s
[07:44:27]   5000/18401동 | 104,507건 | 2377s
[07:44:30]   5100/18401동 | 104,507건 | 2379s
[07:44:33]   5200/18401동 | 104,507건 | 2382s
[07:44:35]   5300/18401동 | 104,511건 | 2384s
[07:44:38]   5400/18401동 | 104,511건 | 2387s
[07:44:54]   5500/18401동 | 104,691건 | 2403s
[07:45:02]   5600/18401동 | 104,695건 | 2412s
[07:45:11]   5700/18401동 | 104,822건 | 2420s
[07:45:25]   5800/18401동 | 104,905건 | 2435s
[07:45:28]   5900/18401동 | 104,910건 | 2438s
[07:45:30]   6000/18401동 | 104,910건 | 2440s
[07:45:33]   6100/18401동 | 104,910건 | 2443s
[07:45:50]   6200/18401동 | 105,614건 | 2460s
[07:45:54]   6300/18401동 | 105,628건 | 2464s
[07:48:10]   6400/18401동 | 108,166건 | 2600s
[07:49:05]   6500/18401동 | 108,376건 | 2654s
[07:49:39]   6600/18401동 | 110,511건 | 2689s
[07:49:50]   6700/18401동 | 110,539건 | 2700s
[07:49:54]   6800/18401동 | 110,575건 | 2703s
[07:49:56]   6900/18401동 | 110,575건 | 2705s
[07:50:01]   7000/18401동 | 110,582건 | 2710s
[07:50:06]   7100/18401동 | 110,731건 | 2715s
[07:50:13]   7200/18401동 | 110,731건 | 2723s
[07:50:17]   7300/18401동 | 110,733건 | 2727s
[07:50:21]   7400/18401동 | 110,733건 | 2730s
[07:50:24]   7500/18401동 | 110,733건 | 2734s
[07:50:27]   7600/18401동 | 110,738건 | 2736s
[07:50:30]   7700/18401동 | 110,738건 | 2739s
[07:50:46]   7800/18401동 | 110,928건 | 2755s
[07:50:51]   7900/18401동 | 110,971건 | 2761s
[07:50:55]   8000/18401동 | 111,038건 | 2764s
[07:51:07]   8100/18401동 | 111,166건 | 2777s
[07:51:15]   8200/18401동 | 111,189건 | 2784s
[07:51:19]   8300/18401동 | 111,268건 | 2788s
[07:51:27]   8400/18401동 | 111,368건 | 2796s
[07:51:31]   8500/18401동 | 111,406건 | 2800s
[07:51:34]   8600/18401동 | 111,578건 | 2804s
[07:51:39]   8700/18401동 | 111,659건 | 2809s
[07:51:43]   8800/18401동 | 111,660건 | 2812s
[07:51:46]   8900/18401동 | 111,660건 | 2816s
[07:52:00]   9000/18401동 | 111,976건 | 2830s
[07:52:03]   9100/18401동 | 111,976건 | 2833s
[07:52:07]   9200/18401동 | 111,976건 | 2837s
[07:52:11]   9300/18401동 | 111,976건 | 2840s
[07:52:15]   9400/18401동 | 111,976건 | 2844s
[07:52:18]   9500/18401동 | 111,978건 | 2848s
[07:52:22]   9600/18401동 | 111,981건 | 2851s
[07:52:24]   9700/18401동 | 111,981건 | 2854s
[07:52:26]   9800/18401동 | 111,982건 | 2856s
[07:52:29]   9900/18401동 | 111,983건 | 2859s
[07:52:32]   10000/18401동 | 111,983건 | 2862s
[07:52:36]   10100/18401동 | 111,985건 | 2865s
[07:52:46]   10200/18401동 | 112,101건 | 2875s
[07:52:51]   10300/18401동 | 112,101건 | 2881s
[07:52:56]   10400/18401동 | 112,137건 | 2885s
[07:52:59]   10500/18401동 | 112,137건 | 2889s
[07:53:02]   10600/18401동 | 112,139건 | 2892s
[07:53:06]   10700/18401동 | 112,139건 | 2895s
[07:53:08]   10800/18401동 | 112,139건 | 2898s
[07:53:12]   10900/18401동 | 112,139건 | 2901s
[07:53:15]   11000/18401동 | 112,140건 | 2904s
[07:53:19]   11100/18401동 | 112,141건 | 2909s
[07:54:00]   11200/18401동 | 113,532건 | 2950s
[07:54:23]   11300/18401동 | 113,736건 | 2973s
[07:54:34]   11400/18401동 | 113,740건 | 2983s
[07:54:47]   11500/18401동 | 113,756건 | 2997s
[07:54:51]   11600/18401동 | 113,756건 | 3000s
[07:56:36]   11700/18401동 | 116,225건 | 3105s
[07:56:46]   11800/18401동 | 116,243건 | 3115s
[07:56:50]   11900/18401동 | 116,251건 | 3119s
[07:56:53]   12000/18401동 | 116,257건 | 3122s
[07:56:55]   12100/18401동 | 116,257건 | 3124s
[07:56:59]   12200/18401동 | 116,270건 | 3128s
[07:57:02]   12300/18401동 | 116,270건 | 3132s
[07:57:06]   12400/18401동 | 116,270건 | 3135s
[07:57:09]   12500/18401동 | 116,270건 | 3138s
[07:57:25]   12600/18401동 | 116,663건 | 3154s
[07:57:38]   12700/18401동 | 116,695건 | 3167s
[07:57:41]   12800/18401동 | 116,695건 | 3170s
[07:57:49]   12900/18401동 | 117,073건 | 3179s
[07:57:55]   13000/18401동 | 117,073건 | 3185s
[07:57:59]   13100/18401동 | 117,073건 | 3189s
[07:58:02]   13200/18401동 | 117,073건 | 3191s
[07:58:06]   13300/18401동 | 117,073건 | 3195s
[07:58:09]   13400/18401동 | 117,073건 | 3199s
[07:58:12]   13500/18401동 | 117,073건 | 3201s
[07:58:15]   13600/18401동 | 117,074건 | 3204s
[07:58:18]   13700/18401동 | 117,076건 | 3207s
[07:58:21]   13800/18401동 | 117,076건 | 3210s
[07:58:24]   13900/18401동 | 117,084건 | 3213s
[07:58:26]   14000/18401동 | 117,092건 | 3216s
[07:58:29]   14100/18401동 | 117,092건 | 3219s
[07:58:33]   14200/18401동 | 117,093건 | 3223s
[07:58:39]   14300/18401동 | 117,129건 | 3229s
[07:58:51]   14400/18401동 | 117,393건 | 3240s
[07:59:11]   14500/18401동 | 118,288건 | 3260s
[07:59:30]   14600/18401동 | 119,205건 | 3280s
[07:59:41]   14700/18401동 | 119,205건 | 3291s
[07:59:47]   14800/18401동 | 119,292건 | 3297s
[07:59:54]   14900/18401동 | 119,367건 | 3304s
[08:01:12]   15000/18401동 | 121,683건 | 3381s
[08:01:42]   15100/18401동 | 122,302건 | 3411s
[08:02:01]   15200/18401동 | 122,803건 | 3431s
[08:02:13]   15300/18401동 | 122,805건 | 3443s
[08:02:21]   15400/18401동 | 123,189건 | 3451s
[08:03:10]   15500/18401동 | 123,830건 | 3499s
[08:03:13]   15600/18401동 | 123,838건 | 3503s
[08:03:17]   15700/18401동 | 123,843건 | 3507s
[08:03:22]   15800/18401동 | 123,843건 | 3511s
[08:03:26]   15900/18401동 | 123,843건 | 3516s
[08:03:29]   16000/18401동 | 123,845건 | 3519s
[08:03:33]   16100/18401동 | 123,845건 | 3523s
[08:03:36]   16200/18401동 | 123,845건 | 3526s
[08:03:40]   16300/18401동 | 123,845건 | 3529s
[08:03:44]   16400/18401동 | 123,845건 | 3534s
[08:03:51]   16500/18401동 | 124,095건 | 3540s
[08:03:55]   16600/18401동 | 124,099건 | 3545s
[08:03:58]   16700/18401동 | 124,099건 | 3548s
[08:04:02]   16800/18401동 | 124,099건 | 3551s
[08:04:08]   16900/18401동 | 124,253건 | 3557s
[08:04:13]   17000/18401동 | 124,303건 | 3562s
[08:04:45]   17100/18401동 | 125,551건 | 3594s
[08:05:35]   17200/18401동 | 126,629건 | 3645s
[08:05:51]   17300/18401동 | 126,649건 | 3660s
[08:05:56]   17400/18401동 | 126,655건 | 3665s
[08:06:00]   17500/18401동 | 126,667건 | 3669s
[08:06:05]   17600/18401동 | 126,743건 | 3675s
[08:06:12]   17700/18401동 | 126,746건 | 3681s
[08:06:15]   17800/18401동 | 126,746건 | 3684s
[08:06:19]   17900/18401동 | 126,751건 | 3688s
[08:06:23]   18000/18401동 | 126,755건 | 3692s
[08:06:27]   18100/18401동 | 126,800건 | 3696s
[08:06:31]   18200/18401동 | 126,800건 | 3701s
[08:06:35]   18300/18401동 | 126,808건 | 3704s
[08:06:37]   18400/18401동 | 126,810건 | 3706s
[08:06:37]   18401/18401동 | 126,810건 | 3706s
[08:06:38] 💾 저장: 직방_아파트_20260904_070451.csv (126,810건)
[08:06:38] 
[2/3] 원룸·빌라투룸·오피스텔 수집 (적응형) ──────────
[08:06:38]   작업: 50673개 (타일 × 유형)
[08:06:46]   100/50673 타일 | 0건 | 3716s
[08:06:53]   200/50673 타일 | 0건 | 3723s
[08:07:02]   300/50673 타일 | 0건 | 3732s
[08:07:10]   400/50673 타일 | 0건 | 3740s
[08:07:17]   500/50673 타일 | 0건 | 3747s
[08:07:25]   600/50673 타일 | 0건 | 3754s
[08:07:33]   700/50673 타일 | 1건 | 3762s
[08:07:40]   800/50673 타일 | 32건 | 3769s
[08:07:45]   900/50673 타일 | 48건 | 3775s
[08:07:51]   1000/50673 타일 | 51건 | 3780s
[08:07:56]   1100/50673 타일 | 60건 | 3785s
[08:08:01]   1200/50673 타일 | 60건 | 3790s
[08:08:06]   1300/50673 타일 | 60건 | 3796s
[08:08:11]   1400/50673 타일 | 60건 | 3801s
[08:08:16]   1500/50673 타일 | 60건 | 3806s
[08:08:21]   1600/50673 타일 | 60건 | 3811s
[08:08:27]   1700/50673 타일 | 60건 | 3816s
[08:08:32]   1800/50673 타일 | 60건 | 3822s
[08:08:39]   1900/50673 타일 | 60건 | 3829s
[08:08:47]   2000/50673 타일 | 60건 | 3837s
[08:08:53]   2100/50673 타일 | 60건 | 3842s
[08:08:58]   2200/50673 타일 | 60건 | 3847s
[08:09:03]   2300/50673 타일 | 60건 | 3853s
[08:09:09]   2400/50673 타일 | 60건 | 3858s
[08:09:13]   2500/50673 타일 | 60건 | 3863s
[08:09:18]   2600/50673 타일 | 60건 | 3868s
[08:09:23]   2700/50673 타일 | 60건 | 3873s
[08:09:28]   2800/50673 타일 | 60건 | 3878s
[08:09:33]   2900/50673 타일 | 60건 | 3883s
[08:09:39]   3000/50673 타일 | 66건 | 3888s
[08:09:44]   3100/50673 타일 | 66건 | 3893s
[08:09:49]   3200/50673 타일 | 66건 | 3898s
[08:09:54]   3300/50673 타일 | 66건 | 3903s
[08:09:59]   3400/50673 타일 | 66건 | 3908s
[08:10:04]   3500/50673 타일 | 66건 | 3914s
[08:10:09]   3600/50673 타일 | 66건 | 3919s
[08:10:15]   3700/50673 타일 | 79건 | 3924s
[08:10:20]   3800/50673 타일 | 92건 | 3929s
[08:10:25]   3900/50673 타일 | 92건 | 3934s
[08:10:30]   4000/50673 타일 | 92건 | 3940s
[08:10:35]   4100/50673 타일 | 92건 | 3945s
[08:10:40]   4200/50673 타일 | 92건 | 3950s
[08:10:45]   4300/50673 타일 | 92건 | 3955s
[08:10:50]   4400/50673 타일 | 92건 | 3960s
[08:10:56]   4500/50673 타일 | 92건 | 3965s
