[07:30:19] 캐시 로드: 0개 완료 항목
[07:30:19] ==============================================================
[07:30:19]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[07:30:19]   precision: 5 → 7 | 세분화 임계: 400건
[07:30:19]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260901
[07:30:19] ==============================================================
[07:30:19] 지오해시 타일: 16891개 (precision=5)
[07:30:19] 
[1/3] 아파트 수집 ─────────────────────────────────
[07:30:27]   읍면동 18401개 확인
[07:30:58]   100/18401동 | 2,400건 | 38s
[08:08:10]   7200/18401동 | 109,922건 | 2271s
[08:08:14]   7300/18401동 | 109,924건 | 2275s
[08:08:17]   7400/18401동 | 109,924건 | 2277s
[08:08:19]   7500/18401동 | 109,924건 | 2280s
[08:08:22]   7600/18401동 | 109,929건 | 2282s
[08:08:24]   7700/18401동 | 109,929건 | 2285s
[08:08:27]   7800/18401동 | 109,931건 | 2288s
[08:08:30]   7900/18401동 | 109,996건 | 2291s
[08:08:39]   8000/18401동 | 109,996건 | 2300s
[08:08:47]   8100/18401동 | 110,363건 | 2308s
[08:08:51]   8200/18401동 | 110,404건 | 2312s
[08:09:04]   8300/18401동 | 110,705건 | 2325s
[08:09:06]   8400/18401동 | 110,705건 | 2327s
[08:09:16]   8500/18401동 | 111,027건 | 2337s
[08:09:26]   8600/18401동 | 111,027건 | 2346s
[08:09:29]   8700/18401동 | 111,029건 | 2350s
[08:09:32]   8800/18401동 | 111,031건 | 2353s
[08:09:35]   8900/18401동 | 111,032건 | 2356s
[08:09:38]   9000/18401동 | 111,032건 | 2359s
[08:09:42]   9100/18401동 | 111,132건 | 2363s
[08:09:47]   9200/18401동 | 111,132건 | 2368s
[08:09:50]   9300/18401동 | 111,132건 | 2371s
[08:09:53]   9400/18401동 | 111,133건 | 2374s
[08:09:55]   9500/18401동 | 111,136건 | 2376s
[08:09:57]   9600/18401동 | 111,136건 | 2378s
[08:10:00]   9700/18401동 | 111,136건 | 2381s
[08:10:03]   9800/18401동 | 111,136건 | 2384s
[08:10:06]   9900/18401동 | 111,138건 | 2386s
[08:10:09]   10000/18401동 | 111,140건 | 2389s
[08:10:13]   10100/18401동 | 111,256건 | 2394s
[08:10:21]   10200/18401동 | 111,256건 | 2402s
[08:10:24]   10300/18401동 | 111,257건 | 2404s
[08:10:27]   10400/18401동 | 111,292건 | 2408s
[08:10:30]   10500/18401동 | 111,293건 | 2411s
[08:10:33]   10600/18401동 | 111,293건 | 2414s
[08:10:35]   10700/18401동 | 111,294건 | 2416s
[08:10:38]   10800/18401동 | 111,294건 | 2418s
[08:10:40]   10900/18401동 | 111,294건 | 2421s
[08:10:43]   11000/18401동 | 111,322건 | 2424s
[08:10:49]   11100/18401동 | 111,499건 | 2430s
[08:11:03]   11200/18401동 | 111,516건 | 2444s
[08:11:07]   11300/18401동 | 111,518건 | 2448s
[08:11:27]   11400/18401동 | 112,903건 | 2468s
[08:11:59]   11500/18401동 | 112,903건 | 2500s
[08:12:01]   11600/18401동 | 112,903건 | 2502s
[08:12:15]   11700/18401동 | 113,275건 | 2516s
[08:12:25]   11800/18401동 | 113,294건 | 2525s
[08:12:53]   11900/18401동 | 114,991건 | 2554s
[08:14:01]   12000/18401동 | 115,771건 | 2622s
[08:14:05]   12100/18401동 | 115,785건 | 2626s
[08:14:07]   12200/18401동 | 115,785건 | 2628s
[08:14:10]   12300/18401동 | 115,818건 | 2631s
[08:14:12]   12400/18401동 | 115,818건 | 2633s
[08:14:15]   12500/18401동 | 115,818건 | 2636s
[08:14:18]   12600/18401동 | 115,818건 | 2638s
[08:14:20]   12700/18401동 | 115,818건 | 2641s
[08:14:28]   12800/18401동 | 116,175건 | 2649s
[08:14:31]   12900/18401동 | 116,175건 | 2651s
[08:14:34]   13000/18401동 | 116,175건 | 2655s
[08:14:37]   13100/18401동 | 116,175건 | 2658s
[08:14:40]   13200/18401동 | 116,188건 | 2661s
[08:14:42]   13300/18401동 | 116,188건 | 2663s
[08:14:45]   13400/18401동 | 116,188건 | 2666s
[08:14:47]   13500/18401동 | 116,188건 | 2668s
[08:14:49]   13600/18401동 | 116,189건 | 2670s
[08:14:52]   13700/18401동 | 116,191건 | 2673s
[08:14:55]   13800/18401동 | 116,200건 | 2676s
[08:14:57]   13900/18401동 | 116,200건 | 2678s
[08:15:02]   14000/18401동 | 116,245건 | 2683s
[08:15:04]   14100/18401동 | 116,245건 | 2685s
[08:15:07]   14200/18401동 | 116,246건 | 2688s
[08:15:15]   14300/18401동 | 116,509건 | 2696s
[08:15:19]   14400/18401동 | 116,509건 | 2700s
[08:15:38]   14500/18401동 | 117,637건 | 2719s
[08:15:47]   14600/18401동 | 117,800건 | 2728s
[08:15:55]   14700/18401동 | 117,887건 | 2736s
[08:16:02]   14800/18401동 | 117,967건 | 2743s
[08:16:10]   14900/18401동 | 118,585건 | 2751s
[08:16:33]   15000/18401동 | 119,483건 | 2773s
[08:17:42]   15100/18401동 | 121,041건 | 2842s
[08:17:51]   15200/18401동 | 121,498건 | 2852s
[08:17:57]   15300/18401동 | 121,844건 | 2858s
[08:18:38]   15400/18401동 | 122,497건 | 2898s
[08:18:40]   15500/18401동 | 122,505건 | 2901s
[08:18:43]   15600/18401동 | 122,507건 | 2904s
[08:18:46]   15700/18401동 | 122,507건 | 2907s
[08:19:01]   15800/18401동 | 123,015건 | 2922s
[08:19:09]   15900/18401동 | 123,015건 | 2930s
[08:19:13]   16000/18401동 | 123,015건 | 2933s
[08:19:16]   16100/18401동 | 123,019건 | 2937s
[08:19:20]   16200/18401동 | 123,024건 | 2940s
[08:19:23]   16300/18401동 | 123,024건 | 2944s
[08:19:26]   16400/18401동 | 123,024건 | 2947s
[08:19:29]   16500/18401동 | 123,128건 | 2950s
[08:19:34]   16600/18401동 | 123,269건 | 2955s
[08:19:59]   16700/18401동 | 124,169건 | 2980s
[08:20:05]   16800/18401동 | 124,169건 | 2986s
[08:20:08]   16900/18401동 | 124,169건 | 2989s
[08:20:12]   17000/18401동 | 124,278건 | 2993s
[08:20:19]   17100/18401동 | 124,457건 | 3000s
[08:20:59]   17200/18401동 | 125,599건 | 3040s
[08:21:04]   17300/18401동 | 125,643건 | 3045s
[08:21:14]   17400/18401동 | 125,884건 | 3055s
[08:21:18]   17500/18401동 | 125,896건 | 3058s
[08:21:20]   17600/18401동 | 125,899건 | 3061s
[08:21:23]   17700/18401동 | 125,900건 | 3064s
[08:21:25]   17800/18401동 | 125,900건 | 3066s
[08:21:29]   17900/18401동 | 125,905건 | 3069s
[08:21:32]   18000/18401동 | 125,909건 | 3072s
[08:21:34]   18100/18401동 | 125,909건 | 3075s
[08:21:37]   18200/18401동 | 125,915건 | 3078s
[08:21:39]   18300/18401동 | 125,919건 | 3079s
[08:21:43]   18400/18401동 | 125,966건 | 3084s
[08:21:43]   18401/18401동 | 125,966건 | 3084s
[08:21:44] 💾 저장: 직방_아파트_20260901_073019.csv (125,966건)
[08:21:44] 
[2/3] 원룸·빌라투룸·오피스텔 수집 (적응형) ──────────
[08:21:44]   작업: 50673개 (타일 × 유형)
[08:21:50]   100/50673 타일 | 0건 | 3090s
[08:21:54]   200/50673 타일 | 0건 | 3094s
[08:21:58]   300/50673 타일 | 0건 | 3099s
[08:22:02]   400/50673 타일 | 0건 | 3103s
[08:22:07]   500/50673 타일 | 0건 | 3107s
[08:22:11]   600/50673 타일 | 0건 | 3112s
[08:22:15]   700/50673 타일 | 0건 | 3116s
[08:22:20]   800/50673 타일 | 24건 | 3121s
[08:22:25]   900/50673 타일 | 46건 | 3126s
[08:22:29]   1000/50673 타일 | 49건 | 3130s
[08:22:33]   1100/50673 타일 | 55건 | 3134s
[08:22:38]   1200/50673 타일 | 55건 | 3139s
[08:22:42]   1300/50673 타일 | 55건 | 3143s
[08:22:47]   1400/50673 타일 | 55건 | 3147s
[08:22:51]   1500/50673 타일 | 55건 | 3151s
[08:22:55]   1600/50673 타일 | 55건 | 3156s
[08:22:59]   1700/50673 타일 | 55건 | 3160s
[08:23:04]   1800/50673 타일 | 55건 | 3164s
[08:23:08]   1900/50673 타일 | 55건 | 3169s
[08:23:12]   2000/50673 타일 | 55건 | 3173s
[08:23:17]   2100/50673 타일 | 55건 | 3178s
[08:23:21]   2200/50673 타일 | 55건 | 3182s
[08:23:26]   2300/50673 타일 | 55건 | 3186s
[08:23:30]   2400/50673 타일 | 55건 | 3191s
[08:23:34]   2500/50673 타일 | 55건 | 3195s
[08:23:38]   2600/50673 타일 | 55건 | 3199s
[08:23:43]   2700/50673 타일 | 55건 | 3204s
[08:23:47]   2800/50673 타일 | 55건 | 3208s
[08:23:52]   2900/50673 타일 | 55건 | 3212s
[08:23:56]   3000/50673 타일 | 55건 | 3217s
[08:24:00]   3100/50673 타일 | 64건 | 3221s
[08:24:05]   3200/50673 타일 | 67건 | 3226s
[08:24:09]   3300/50673 타일 | 67건 | 3230s
[08:24:13]   3400/50673 타일 | 67건 | 3234s
[08:24:17]   3500/50673 타일 | 67건 | 3238s
[08:24:22]   3600/50673 타일 | 67건 | 3242s
[08:24:26]   3700/50673 타일 | 78건 | 3247s
[08:24:31]   3800/50673 타일 | 90건 | 3251s
[08:24:35]   3900/50673 타일 | 90건 | 3256s
[08:24:39]   4000/50673 타일 | 90건 | 3260s
[08:24:45]   4100/50673 타일 | 90건 | 3265s
[08:24:49]   4200/50673 타일 | 90건 | 3270s
[08:24:53]   4300/50673 타일 | 90건 | 3274s
[08:24:57]   4400/50673 타일 | 90건 | 3278s
[08:25:01]   4500/50673 타일 | 90건 | 3282s
[08:25:06]   4600/50673 타일 | 90건 | 3286s
[08:25:10]   4700/50673 타일 | 90건 | 3291s
[08:25:15]   4800/50673 타일 | 90건 | 3295s
[08:25:19]   4900/50673 타일 | 90건 | 3300s
[08:25:23]   5000/50673 타일 | 90건 | 3304s
[08:25:28]   5100/50673 타일 | 90건 | 3309s
[08:25:32]   5200/50673 타일 | 90건 | 3313s
[08:25:36]   5300/50673 타일 | 90건 | 3317s
[08:25:40]   5400/50673 타일 | 90건 | 3321s
[08:25:45]   5500/50673 타일 | 90건 | 3325s
[08:25:49]   5600/50673 타일 | 90건 | 3330s
[08:25:54]   5700/50673 타일 | 90건 | 3334s
[08:25:58]   5800/50673 타일 | 90건 | 3339s
[08:26:02]   5900/50673 타일 | 90건 | 3343s
[08:26:07]   6000/50673 타일 | 119건 | 3348s
[08:26:12]   6100/50673 타일 | 121건 | 3353s
[08:26:17]   6200/50673 타일 | 155건 | 3358s
[08:26:22]   6300/50673 타일 | 176건 | 3362s
[08:26:26]   6400/50673 타일 | 176건 | 3367s
[08:26:30]   6500/50673 타일 | 176건 | 3371s
[08:26:34]   6600/50673 타일 | 176건 | 3375s
[08:26:39]   6700/50673 타일 | 176건 | 3380s
[08:26:44]   6800/50673 타일 | 176건 | 3385s
[08:26:48]   6900/50673 타일 | 176건 | 3389s
[08:26:52]   7000/50673 타일 | 176건 | 3393s
[08:26:58]   7100/50673 타일 | 231건 | 3399s
[08:27:02]   7200/50673 타일 | 231건 | 3403s
[08:27:08]   7300/50673 타일 | 255건 | 3408s
[08:27:13]   7400/50673 타일 | 268건 | 3414s
[08:27:17]   7500/50673 타일 | 268건 | 3418s
[08:27:22]   7600/50673 타일 | 292건 | 3423s
[08:27:26]   7700/50673 타일 | 293건 | 3427s
[08:27:31]   7800/50673 타일 | 293건 | 3432s
[08:27:34]     🔍 세분화: 원룸/wy6he → 436건 (p5→6)
[08:27:36]   7900/50673 타일 | 309건 | 3437s
[08:27:42]   8000/50673 타일 | 342건 | 3443s
[08:27:47]   8100/50673 타일 | 343건 | 3448s
[08:27:51]   8200/50673 타일 | 355건 | 3452s
[08:27:54]     🔍 세분화: 원룸/wy6wc → 427건 (p5→6)
[08:27:54]     🔍 세분화: 원룸/wy6wd → 614건 (p5→6)
[08:27:54]     🔍 세분화: 원룸/wy6wf → 966건 (p5→6)
[08:27:55]     🔍 세분화: 원룸/wy6ws → 428건 (p5→6)
[08:28:00]   8300/50673 타일 | 361건 | 3461s
[08:28:10]   8400/50673 타일 | 393건 | 3470s
[08:28:14]   8500/50673 타일 | 424건 | 3475s
[08:28:19]   8600/50673 타일 | 430건 | 3480s
[08:28:22]     🔍 세분화: 원룸/wy78k → 417건 (p5→6)
[08:28:22]     🔍 세분화: 원룸/wy78r → 416건 (p5→6)
[08:28:26]   8700/50673 타일 | 472건 | 3487s
[08:28:33]   8800/50673 타일 | 542건 | 3494s
[08:28:38]   8900/50673 타일 | 596건 | 3499s
[08:28:42]     🔍 세분화: 원룸/wy7kn → 708건 (p5→6)
[08:28:43]     🔍 세분화: 원룸/wy7m2 → 591건 (p5→6)
[08:28:45]   9000/50673 타일 | 698건 | 3506s
[08:28:51]   9100/50673 타일 | 702건 | 3512s
[08:28:57]   9200/50673 타일 | 732건 | 3518s
[08:29:01]   9300/50673 타일 | 748건 | 3522s
[08:29:06]   9400/50673 타일 | 762건 | 3526s
[08:29:10]   9500/50673 타일 | 762건 | 3531s
[08:29:14]   9600/50673 타일 | 762건 | 3535s
[08:29:19]   9700/50673 타일 | 762건 | 3540s
[08:29:23]   9800/50673 타일 | 762건 | 3544s
[08:29:27]   9900/50673 타일 | 762건 | 3548s
[08:29:31]   10000/50673 타일 | 762건 | 3552s
[08:29:36]   10100/50673 타일 | 762건 | 3557s
[08:29:40]   10200/50673 타일 | 762건 | 3561s
[08:29:44]   10300/50673 타일 | 762건 | 3565s
[08:29:48]   10400/50673 타일 | 762건 | 3569s
[08:29:53]   10500/50673 타일 | 762건 | 3573s
[08:29:57]   10600/50673 타일 | 762건 | 3578s
[08:30:02]   10700/50673 타일 | 762건 | 3583s
[08:30:08]   10800/50673 타일 | 780건 | 3589s
[08:30:12]   10900/50673 타일 | 780건 | 3593s
[08:30:16]   11000/50673 타일 | 780건 | 3597s
[08:30:21]   11100/50673 타일 | 780건 | 3601s
[08:30:25]   11200/50673 타일 | 780건 | 3606s
[08:30:29]   11300/50673 타일 | 780건 | 3610s
[08:30:33]   11400/50673 타일 | 780건 | 3614s
[08:30:38]   11500/50673 타일 | 780건 | 3619s
[08:30:42]   11600/50673 타일 | 780건 | 3623s
[08:30:46]   11700/50673 타일 | 780건 | 3627s
[08:30:51]   11800/50673 타일 | 783건 | 3632s
[08:30:56]   11900/50673 타일 | 831건 | 3637s
[08:30:56]     🔍 세분화: 원룸/wyd3m → 541건 (p5→6)
[08:30:57]     🔍 세분화: 원룸/wyd3t → 569건 (p5→6)
[08:31:04]   12000/50673 타일 | 915건 | 3645s
[08:31:06]     🔍 세분화: 원룸/wyd77 → 950건 (p5→6)
[08:31:07]     🔍 세분화: 원룸/wyd7f → 509건 (p5→6)
[08:31:07]     🔍 세분화: 원룸/wyd7d → 528건 (p5→6)
[08:31:07]     🔍 세분화: 원룸/wyd7g → 539건 (p5→6)
[08:31:09]     🔍 세분화: 원룸/wyd7s → 489건 (p5→6)
[08:31:16]     🔍 세분화: 원룸/wyd8k → 548건 (p5→6)
[08:31:22]   12100/50673 타일 | 998건 | 3663s
[08:31:27]   12200/50673 타일 | 1,081건 | 3668s
[08:31:33]   12300/50673 타일 | 1,137건 | 3674s
[08:31:34]     🔍 세분화: 원룸/wydhk → 549건 (p5→6)
[08:31:36]     🔍 세분화: 원룸/wydj4 → 506건 (p5→6)
[08:31:37]     🔍 세분화: 원룸/wydj7 → 513건 (p5→6)
[08:31:40]     🔍 세분화: 원룸/wydjp → 587건 (p5→6)
[08:31:40]     🔍 세분화: 원룸/wydjr → 781건 (p5→6)
[08:31:42]     🔍 세분화: 원룸/wydjw → 526건 (p5→6)
[08:31:45]     🔍 세분화: 원룸/wydk4 → 506건 (p5→6)
[08:31:53]     🔍 세분화: 원룸/wydm0 → 628건 (p5→6)
[08:31:53]     🔍 세분화: 원룸/wydm2 → 479건 (p5→6)
[08:31:55]     🔍 세분화: 원룸/wydm6 → 1328건 (p5→6)
[08:31:55]     🔍 세분화: 원룸/wydm8 → 519건 (p5→6)
[08:31:57]   12400/50673 타일 | 1,321건 | 3697s
[08:31:57]     🔍 세분화: 원룸/wydme → 796건 (p5→6)
[08:31:58]     🔍 세분화: 원룸/wydmf → 649건 (p5→6)
[08:31:59]     🔍 세분화: 원룸/wydmg → 733건 (p5→6)
[08:32:07]     🔍 세분화: 원룸/wydmw → 414건 (p5→6)
[08:32:09]     🔍 세분화: 원룸/wydn1 → 487건 (p5→6)
[08:32:16]     🔍 세분화: 원룸/wydq4 → 401건 (p5→6)
[08:32:17]   12500/50673 타일 | 1,377건 | 3718s
[08:32:25]   12600/50673 타일 | 1,513건 | 3726s
[08:32:30]   12700/50673 타일 | 1,545건 | 3731s
[08:32:35]   12800/50673 타일 | 1,582건 | 3736s
[08:32:40]   12900/50673 타일 | 1,595건 | 3741s
[08:32:45]   13000/50673 타일 | 1,604건 | 3746s
[08:32:50]   13100/50673 타일 | 1,610건 | 3751s
[08:32:54]   13200/50673 타일 | 1,610건 | 3755s
[08:32:58]   13300/50673 타일 | 1,610건 | 3759s
[08:33:03]   13400/50673 타일 | 1,610건 | 3764s
[08:33:07]   13500/50673 타일 | 1,610건 | 3768s
[08:33:12]   13600/50673 타일 | 1,610건 | 3772s
[08:33:16]   13700/50673 타일 | 1,614건 | 3777s
[08:33:20]   13800/50673 타일 | 1,625건 | 3781s
[08:33:24]   13900/50673 타일 | 1,625건 | 3785s
[08:33:29]   14000/50673 타일 | 1,625건 | 3789s
[08:33:33]   14100/50673 타일 | 1,625건 | 3793s
[08:33:37]   14200/50673 타일 | 1,625건 | 3798s
[08:33:41]   14300/50673 타일 | 1,625건 | 3802s
[08:33:45]   14400/50673 타일 | 1,625건 | 3806s
[08:33:50]   14500/50673 타일 | 1,625건 | 3811s
[08:33:54]   14600/50673 타일 | 1,628건 | 3815s
[08:33:59]   14700/50673 타일 | 1,628건 | 3819s
[08:34:03]   14800/50673 타일 | 1,628건 | 3824s
[08:34:07]   14900/50673 타일 | 1,628건 | 3828s
[08:34:11]   15000/50673 타일 | 1,628건 | 3832s
[08:34:16]   15100/50673 타일 | 1,628건 | 3836s
[08:34:20]   15200/50673 타일 | 1,628건 | 3841s
[08:34:24]   15300/50673 타일 | 1,628건 | 3845s
[08:34:29]   15400/50673 타일 | 1,628건 | 3850s
[08:34:33]   15500/50673 타일 | 1,628건 | 3854s
[08:34:37]   15600/50673 타일 | 1,628건 | 3858s
[08:34:42]   15700/50673 타일 | 1,634건 | 3862s
[08:34:46]   15800/50673 타일 | 1,634건 | 3867s
[08:34:50]   15900/50673 타일 | 1,635건 | 3871s
[08:34:54]   16000/50673 타일 | 1,635건 | 3875s
[08:34:59]   16100/50673 타일 | 1,635건 | 3880s
[08:35:04]   16200/50673 타일 | 1,635건 | 3884s
[08:35:08]   16300/50673 타일 | 1,635건 | 3889s
[08:35:12]   16400/50673 타일 | 1,635건 | 3893s
[08:35:16]   16500/50673 타일 | 1,635건 | 3897s
[08:35:20]   16600/50673 타일 | 1,635건 | 3901s
[08:35:24]   16700/50673 타일 | 1,635건 | 3905s
[08:35:29]   16800/50673 타일 | 1,635건 | 3910s
[08:35:33]   16900/50673 타일 | 1,635건 | 3914s
[08:35:37]   17000/50673 타일 | 1,635건 | 3918s
[08:35:41]   17100/50673 타일 | 1,635건 | 3922s
[08:35:45]   17200/50673 타일 | 1,635건 | 3926s
[08:35:50]   17300/50673 타일 | 1,635건 | 3931s
[08:35:54]   17400/50673 타일 | 1,635건 | 3935s
[08:35:58]   17500/50673 타일 | 1,635건 | 3939s
[08:36:03]   17600/50673 타일 | 1,637건 | 3944s
[08:36:08]   17700/50673 타일 | 1,660건 | 3948s
[08:36:12]   17800/50673 타일 | 1,674건 | 3953s
[08:36:16]   17900/50673 타일 | 1,675건 | 3957s
[08:36:21]   18000/50673 타일 | 1,681건 | 3962s
[08:36:25]   18100/50673 타일 | 1,681건 | 3966s
[08:36:30]   18200/50673 타일 | 1,681건 | 3970s
[08:36:34]   18300/50673 타일 | 1,681건 | 3975s
[08:36:38]   18400/50673 타일 | 1,681건 | 3979s
[08:36:43]   18500/50673 타일 | 1,681건 | 3983s
[08:36:47]   18600/50673 타일 | 1,681건 | 3988s
[08:36:51]   18700/50673 타일 | 1,681건 | 3992s
[08:36:55]   18800/50673 타일 | 1,681건 | 3996s
[08:36:59]   18900/50673 타일 | 1,681건 | 4000s
[08:37:04]   19000/50673 타일 | 1,681건 | 4004s
[08:37:08]   19100/50673 타일 | 1,681건 | 4009s
[08:37:12]   19200/50673 타일 | 1,681건 | 4013s
[08:37:17]   19300/50673 타일 | 1,681건 | 4017s
[08:37:21]   19400/50673 타일 | 1,681건 | 4022s
[08:37:25]   19500/50673 타일 | 1,681건 | 4026s
[08:37:29]   19600/50673 타일 | 1,681건 | 4030s
[08:37:34]   19700/50673 타일 | 1,681건 | 4034s
[08:37:38]   19800/50673 타일 | 1,681건 | 4039s
[08:37:42]   19900/50673 타일 | 1,684건 | 4043s
[08:37:47]   20000/50673 타일 | 1,684건 | 4048s
[08:37:51]   20100/50673 타일 | 1,684건 | 4052s
[08:37:56]   20200/50673 타일 | 1,684건 | 4057s
[08:38:01]   20300/50673 타일 | 1,684건 | 4061s
[08:38:05]   20400/50673 타일 | 1,684건 | 4066s
[08:38:09]   20500/50673 타일 | 1,684건 | 4070s
[08:38:14]   20600/50673 타일 | 1,685건 | 4075s
[08:38:19]   20700/50673 타일 | 1,691건 | 4080s
[08:38:23]   20800/50673 타일 | 1,691건 | 4084s
[08:38:28]   20900/50673 타일 | 1,691건 | 4089s
[08:38:32]   21000/50673 타일 | 1,691건 | 4093s
[08:38:36]   21100/50673 타일 | 1,691건 | 4097s
[08:38:40]   21200/50673 타일 | 1,691건 | 4101s
[08:38:45]   21300/50673 타일 | 1,691건 | 4106s
[08:38:50]   21400/50673 타일 | 1,691건 | 4110s
[08:38:54]   21500/50673 타일 | 1,691건 | 4115s
[08:38:58]   21600/50673 타일 | 1,691건 | 4119s
[08:39:02]   21700/50673 타일 | 1,691건 | 4123s
[08:39:07]   21800/50673 타일 | 1,691건 | 4127s
[08:39:11]   21900/50673 타일 | 1,691건 | 4132s
[08:39:15]   22000/50673 타일 | 1,691건 | 4136s
[08:39:19]   22100/50673 타일 | 1,693건 | 4140s
[08:39:23]   22200/50673 타일 | 1,694건 | 4144s
[08:39:28]   22300/50673 타일 | 1,694건 | 4149s
[08:39:33]   22400/50673 타일 | 1,694건 | 4153s
[08:39:37]   22500/50673 타일 | 1,694건 | 4158s
[08:39:41]   22600/50673 타일 | 1,694건 | 4162s
[08:39:45]   22700/50673 타일 | 1,694건 | 4166s
[08:39:50]   22800/50673 타일 | 1,694건 | 4171s
[08:39:54]   22900/50673 타일 | 1,711건 | 4175s
[08:39:58]   23000/50673 타일 | 1,711건 | 4179s
[08:40:03]   23100/50673 타일 | 1,712건 | 4184s
[08:40:07]   23200/50673 타일 | 1,716건 | 4188s
[08:40:12]   23300/50673 타일 | 1,716건 | 4192s
[08:40:16]   23400/50673 타일 | 1,716건 | 4197s
[08:40:20]   23500/50673 타일 | 1,716건 | 4201s
[08:40:24]   23600/50673 타일 | 1,716건 | 4205s
[08:40:28]   23700/50673 타일 | 1,716건 | 4209s
[08:40:32]   23800/50673 타일 | 1,716건 | 4213s
