[04:53:58] 캐시 로드: 0개 완료 항목
[04:53:58] ==============================================================
[04:53:58]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[04:53:58]   precision: 5 → 7 | 세분화 임계: 400건
[04:53:58]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260419
[04:53:58] ==============================================================
[04:53:58] 지오해시 타일: 16891개 (precision=5)
[04:53:58] 
[1/3] 아파트 수집 ─────────────────────────────────
[04:54:08]   읍면동 18401개 확인
[04:54:36]   100/18401동 | 2,123건 | 38s
[04:54:47]   200/18401동 | 2,461건 | 49s
[04:54:55]   300/18401동 | 2,767건 | 56s
[04:55:43]   400/18401동 | 7,113건 | 105s
[04:56:53]   500/18401동 | 12,689건 | 175s
[04:58:18]   600/18401동 | 19,575건 | 260s
[05:00:18]   700/18401동 | 24,473건 | 380s
[05:00:57]   800/18401동 | 25,708건 | 419s
[05:01:47]   900/18401동 | 29,168건 | 468s
[05:02:33]   1000/18401동 | 30,561건 | 515s
[05:02:41]   1100/18401동 | 30,609건 | 523s
[05:03:15]   1200/18401동 | 33,254건 | 557s
[05:03:32]   1300/18401동 | 34,543건 | 574s
[05:05:33]   1400/18401동 | 43,249건 | 695s
[05:06:32]   1500/18401동 | 46,799건 | 754s
[05:06:58]   1600/18401동 | 48,274건 | 780s
[05:07:28]   1700/18401동 | 50,148건 | 809s
[05:08:07]   1800/18401동 | 52,526건 | 849s
[05:08:43]   1900/18401동 | 54,780건 | 884s
[05:09:30]   2000/18401동 | 56,387건 | 932s
[05:10:55]   2100/18401동 | 59,292건 | 1017s
[05:11:22]   2200/18401동 | 60,019건 | 1044s
[05:12:50]   2300/18401동 | 66,286건 | 1132s
[05:14:56]   2400/18401동 | 71,164건 | 1258s
[05:16:34]   2500/18401동 | 74,028건 | 1356s
[05:19:04]   2600/18401동 | 81,781건 | 1506s
[05:20:59]   2700/18401동 | 86,143건 | 1621s
[05:22:00]   2800/18401동 | 87,942건 | 1682s
[05:22:50]   2900/18401동 | 90,920건 | 1732s
[05:23:48]   3000/18401동 | 90,922건 | 1790s
[05:25:09]   3100/18401동 | 92,156건 | 1871s
[05:26:21]   3200/18401동 | 94,986건 | 1943s
[05:26:55]   3300/18401동 | 95,648건 | 1977s
[05:27:41]   3400/18401동 | 96,032건 | 2023s
[05:28:10]   3500/18401동 | 96,403건 | 2052s
[05:28:33]   3600/18401동 | 96,718건 | 2075s
[05:28:41]   3700/18401동 | 96,769건 | 2083s
[05:29:19]   3800/18401동 | 98,590건 | 2121s
[05:29:25]   3900/18401동 | 98,631건 | 2127s
[05:29:58]   4000/18401동 | 99,528건 | 2160s
[05:30:00]   4100/18401동 | 99,528건 | 2162s
[05:30:04]   4200/18401동 | 99,545건 | 2166s
[05:30:08]   4300/18401동 | 99,627건 | 2170s
[05:30:17]   4400/18401동 | 100,124건 | 2179s
[05:30:26]   4500/18401동 | 100,130건 | 2188s
[05:30:32]   4600/18401동 | 100,319건 | 2194s
[05:30:36]   4700/18401동 | 100,586건 | 2198s
[05:30:39]   4800/18401동 | 100,591건 | 2201s
[05:30:41]   4900/18401동 | 100,591건 | 2203s
[05:30:46]   5000/18401동 | 100,679건 | 2208s
[05:30:50]   5100/18401동 | 100,697건 | 2212s
[05:31:03]   5200/18401동 | 100,816건 | 2225s
[05:31:07]   5300/18401동 | 100,818건 | 2229s
[05:31:10]   5400/18401동 | 100,818건 | 2231s
[05:31:12]   5500/18401동 | 100,821건 | 2234s
[05:31:22]   5600/18401동 | 100,995건 | 2244s
[05:31:37]   5700/18401동 | 100,998건 | 2258s
[05:31:39]   5800/18401동 | 100,999건 | 2261s
[05:31:42]   5900/18401동 | 100,999건 | 2263s
[05:31:57]   6000/18401동 | 101,595건 | 2279s
[05:32:24]   6100/18401동 | 103,245건 | 2305s
[05:32:36]   6200/18401동 | 103,413건 | 2318s
[05:32:39]   6300/18401동 | 103,435건 | 2321s
[05:32:42]   6400/18401동 | 103,435건 | 2323s
[05:32:45]   6500/18401동 | 103,450건 | 2327s
[05:32:49]   6600/18401동 | 103,470건 | 2331s
[05:32:51]   6700/18401동 | 103,470건 | 2333s
[05:34:20]   6800/18401동 | 106,348건 | 2422s
[05:35:53]   6900/18401동 | 106,502건 | 2515s
[05:36:06]   7000/18401동 | 106,734건 | 2527s
[05:36:13]   7100/18401동 | 106,734건 | 2534s
[05:36:18]   7200/18401동 | 106,879건 | 2540s
[05:36:26]   7300/18401동 | 106,893건 | 2548s
[05:36:29]   7400/18401동 | 106,897건 | 2551s
[05:36:32]   7500/18401동 | 106,897건 | 2554s
[05:36:36]   7600/18401동 | 106,899건 | 2557s
[05:36:37]   7700/18401동 | 106,900건 | 2559s
[05:36:41]   7800/18401동 | 106,900건 | 2562s
[05:36:43]   7900/18401동 | 106,900건 | 2565s
[05:36:48]   8000/18401동 | 106,990건 | 2570s
[05:36:53]   8100/18401동 | 106,990건 | 2574s
[05:37:08]   8200/18401동 | 107,370건 | 2589s
[05:37:17]   8300/18401동 | 107,381건 | 2599s
[05:37:22]   8400/18401동 | 107,475건 | 2603s
[05:37:30]   8500/18401동 | 107,800건 | 2612s
[05:37:36]   8600/18401동 | 107,935건 | 2618s
[05:37:40]   8700/18401동 | 107,935건 | 2622s
[05:37:45]   8800/18401동 | 107,963건 | 2626s
[05:37:49]   8900/18401동 | 108,074건 | 2631s
[05:37:56]   9000/18401동 | 108,076건 | 2638s
[05:37:59]   9100/18401동 | 108,076건 | 2641s
[05:38:02]   9200/18401동 | 108,076건 | 2643s
[05:38:04]   9300/18401동 | 108,083건 | 2646s
[05:38:07]   9400/18401동 | 108,083건 | 2649s
[05:38:10]   9500/18401동 | 108,086건 | 2652s
[05:38:13]   9600/18401동 | 108,087건 | 2654s
[05:38:15]   9700/18401동 | 108,088건 | 2657s
[05:38:19]   9800/18401동 | 108,088건 | 2661s
[05:38:22]   9900/18401동 | 108,088건 | 2664s
[05:38:24]   10000/18401동 | 108,088건 | 2666s
[05:38:36]   10100/18401동 | 108,192건 | 2677s
[05:38:39]   10200/18401동 | 108,193건 | 2680s
[05:38:42]   10300/18401동 | 108,198건 | 2684s
[05:38:45]   10400/18401동 | 108,198건 | 2687s
[05:38:49]   10500/18401동 | 108,198건 | 2690s
[05:38:51]   10600/18401동 | 108,200건 | 2693s
[05:38:54]   10700/18401동 | 108,202건 | 2696s
[05:38:57]   10800/18401동 | 108,205건 | 2698s
[05:39:06]   10900/18401동 | 108,312건 | 2708s
[05:39:17]   11000/18401동 | 108,718건 | 2718s
[05:39:57]   11100/18401동 | 109,544건 | 2759s
[05:41:37]   11200/18401동 | 111,937건 | 2858s
[05:41:40]   11300/18401동 | 111,937건 | 2862s
[05:41:44]   11400/18401동 | 111,958건 | 2865s
[05:41:52]   11500/18401동 | 112,124건 | 2873s
[05:42:06]   11600/18401동 | 112,229건 | 2888s
[05:42:28]   11700/18401동 | 112,604건 | 2910s
[05:42:38]   11800/18401동 | 112,623건 | 2920s
[05:42:41]   11900/18401동 | 112,623건 | 2923s
[05:42:44]   12000/18401동 | 112,635건 | 2926s
[05:42:46]   12100/18401동 | 112,635건 | 2928s
[05:42:49]   12200/18401동 | 112,639건 | 2931s
[05:42:52]   12300/18401동 | 112,639건 | 2933s
[05:42:55]   12400/18401동 | 112,639건 | 2937s
[05:42:59]   12500/18401동 | 112,650건 | 2940s
[05:43:02]   12600/18401동 | 112,650건 | 2944s
[05:43:11]   12700/18401동 | 113,079건 | 2952s
[05:43:14]   12800/18401동 | 113,093건 | 2956s
[05:43:17]   12900/18401동 | 113,093건 | 2959s
[05:43:20]   13000/18401동 | 113,093건 | 2962s
[05:43:23]   13100/18401동 | 113,093건 | 2965s
[05:43:25]   13200/18401동 | 113,093건 | 2967s
[05:43:29]   13300/18401동 | 113,113건 | 2971s
[05:43:32]   13400/18401동 | 113,113건 | 2974s
[05:43:34]   13500/18401동 | 113,113건 | 2976s
[05:43:37]   13600/18401동 | 113,114건 | 2979s
[05:43:41]   13700/18401동 | 113,114건 | 2982s
[05:43:44]   13800/18401동 | 113,116건 | 2986s
[05:43:47]   13900/18401동 | 113,116건 | 2989s
[05:44:02]   14000/18401동 | 113,861건 | 3004s
[05:44:19]   14100/18401동 | 114,146건 | 3020s
[05:44:25]   14200/18401동 | 114,171건 | 3026s
[05:44:27]   14300/18401동 | 114,171건 | 3029s
[05:44:30]   14400/18401동 | 114,171건 | 3032s
[05:44:44]   14500/18401동 | 114,796건 | 3046s
[05:44:48]   14600/18401동 | 114,816건 | 3050s
[05:45:03]   14700/18401동 | 115,470건 | 3065s
[05:45:10]   14800/18401동 | 115,470건 | 3072s
[05:45:15]   14900/18401동 | 115,550건 | 3077s
[05:45:23]   15000/18401동 | 115,642건 | 3084s
[05:45:28]   15100/18401동 | 115,873건 | 3090s
[05:45:42]   15200/18401동 | 116,628건 | 3104s
[05:46:51]   15300/18401동 | 118,406건 | 3173s
[05:47:31]   15400/18401동 | 118,985건 | 3213s
[05:47:34]   15500/18401동 | 118,993건 | 3216s
[05:47:38]   15600/18401동 | 118,998건 | 3220s
[05:47:42]   15700/18401동 | 118,999건 | 3223s
[05:47:59]   15800/18401동 | 119,519건 | 3241s
[05:48:08]   15900/18401동 | 119,525건 | 3250s
[05:48:12]   16000/18401동 | 119,525건 | 3253s
[05:48:15]   16100/18401동 | 119,525건 | 3257s
[05:48:18]   16200/18401동 | 119,525건 | 3260s
[05:48:21]   16300/18401동 | 119,526건 | 3263s
[05:48:26]   16400/18401동 | 119,531건 | 3268s
[05:48:29]   16500/18401동 | 119,531건 | 3271s
[05:48:32]   16600/18401동 | 119,531건 | 3274s
[05:48:38]   16700/18401동 | 119,717건 | 3280s
[05:48:41]   16800/18401동 | 119,717건 | 3283s
[05:48:46]   16900/18401동 | 119,829건 | 3287s
[05:48:50]   17000/18401동 | 119,877건 | 3292s
[05:48:55]   17100/18401동 | 119,973건 | 3297s
[05:49:21]   17200/18401동 | 120,718건 | 3323s
[05:50:03]   17300/18401동 | 122,107건 | 3365s
[05:50:19]   17400/18401동 | 122,159건 | 3380s
[05:50:22]   17500/18401동 | 122,161건 | 3383s
[05:50:25]   17600/18401동 | 122,171건 | 3387s
[05:50:28]   17700/18401동 | 122,172건 | 3390s
[05:50:31]   17800/18401동 | 122,172건 | 3393s
[05:50:35]   17900/18401동 | 122,177건 | 3396s
[05:50:37]   18000/18401동 | 122,178건 | 3399s
[05:50:41]   18100/18401동 | 122,180건 | 3403s
[05:50:46]   18200/18401동 | 122,240건 | 3408s
[05:50:51]   18300/18401동 | 122,256건 | 3412s
[05:50:52]   18400/18401동 | 122,258건 | 3414s
[05:50:53]   18401/18401동 | 122,258건 | 3414s
[05:50:53] 💾 저장: 직방_아파트_20260419_045358.csv (122,258건)
[05:50:53] 
[2/3] 원룸·빌라투룸·오피스텔 수집 (적응형) ──────────
[05:50:53]   작업: 50673개 (타일 × 유형)
[05:51:00]   100/50673 타일 | 0건 | 3421s
[05:51:04]   200/50673 타일 | 0건 | 3426s
[05:51:09]   300/50673 타일 | 0건 | 3431s
[05:51:13]   400/50673 타일 | 0건 | 3435s
[05:51:18]   500/50673 타일 | 0건 | 3440s
[05:51:23]   600/50673 타일 | 0건 | 3445s
[05:51:27]   700/50673 타일 | 0건 | 3449s
[05:51:32]   800/50673 타일 | 14건 | 3454s
[05:51:38]   900/50673 타일 | 30건 | 3459s
[05:51:42]   1000/50673 타일 | 35건 | 3464s
[05:51:47]   1100/50673 타일 | 50건 | 3469s
[05:51:51]   1200/50673 타일 | 50건 | 3473s
[05:51:56]   1300/50673 타일 | 50건 | 3478s
[05:52:00]   1400/50673 타일 | 50건 | 3482s
[05:52:06]   1500/50673 타일 | 50건 | 3488s
[05:52:10]   1600/50673 타일 | 50건 | 3492s
[05:52:15]   1700/50673 타일 | 50건 | 3497s
[05:52:19]   1800/50673 타일 | 50건 | 3501s
[05:52:24]   1900/50673 타일 | 50건 | 3506s
[05:52:29]   2000/50673 타일 | 50건 | 3511s
[05:52:34]   2100/50673 타일 | 50건 | 3516s
[05:52:38]   2200/50673 타일 | 50건 | 3520s
[05:52:43]   2300/50673 타일 | 50건 | 3525s
[05:52:48]   2400/50673 타일 | 50건 | 3529s
[05:52:52]   2500/50673 타일 | 50건 | 3534s
[05:52:57]   2600/50673 타일 | 50건 | 3539s
[05:53:01]   2700/50673 타일 | 50건 | 3543s
[05:53:06]   2800/50673 타일 | 50건 | 3548s
[05:53:10]   2900/50673 타일 | 50건 | 3552s
[05:53:15]   3000/50673 타일 | 54건 | 3557s
[05:53:20]   3100/50673 타일 | 54건 | 3562s
[05:53:24]   3200/50673 타일 | 54건 | 3566s
[05:53:29]   3300/50673 타일 | 54건 | 3571s
[05:53:33]   3400/50673 타일 | 54건 | 3575s
[05:53:38]   3500/50673 타일 | 54건 | 3579s
[05:53:42]   3600/50673 타일 | 54건 | 3584s
[05:53:47]   3700/50673 타일 | 62건 | 3588s
[05:53:53]   3800/50673 타일 | 68건 | 3595s
[05:53:57]   3900/50673 타일 | 68건 | 3599s
[05:54:02]   4000/50673 타일 | 68건 | 3604s
[05:54:06]   4100/50673 타일 | 68건 | 3608s
[05:54:11]   4200/50673 타일 | 68건 | 3613s
[05:54:16]   4300/50673 타일 | 68건 | 3618s
[05:54:20]   4400/50673 타일 | 68건 | 3622s
[05:54:25]   4500/50673 타일 | 68건 | 3627s
[05:54:30]   4600/50673 타일 | 68건 | 3631s
[05:54:34]   4700/50673 타일 | 68건 | 3636s
[05:54:39]   4800/50673 타일 | 68건 | 3641s
[05:54:43]   4900/50673 타일 | 68건 | 3645s
[05:54:48]   5000/50673 타일 | 68건 | 3649s
[05:54:52]   5100/50673 타일 | 68건 | 3654s
[05:54:57]   5200/50673 타일 | 69건 | 3659s
[05:55:01]   5300/50673 타일 | 70건 | 3663s
[05:55:06]   5400/50673 타일 | 70건 | 3668s
[05:55:11]   5500/50673 타일 | 70건 | 3673s
[05:55:16]   5600/50673 타일 | 70건 | 3677s
[05:55:20]   5700/50673 타일 | 70건 | 3682s
[05:55:24]   5800/50673 타일 | 70건 | 3686s
[05:55:29]   5900/50673 타일 | 70건 | 3691s
[05:55:34]   6000/50673 타일 | 79건 | 3696s
[05:55:39]   6100/50673 타일 | 82건 | 3701s
[05:55:44]   6200/50673 타일 | 109건 | 3706s
[05:55:50]   6300/50673 타일 | 159건 | 3711s
[05:55:54]   6400/50673 타일 | 159건 | 3716s
[05:55:59]   6500/50673 타일 | 159건 | 3721s
[05:56:04]   6600/50673 타일 | 159건 | 3726s
[05:56:08]   6700/50673 타일 | 159건 | 3730s
[05:56:13]   6800/50673 타일 | 159건 | 3735s
[05:56:17]   6900/50673 타일 | 159건 | 3739s
[05:56:22]   7000/50673 타일 | 159건 | 3744s
[05:56:27]   7100/50673 타일 | 212건 | 3749s
[05:56:32]   7200/50673 타일 | 212건 | 3753s
[05:56:37]   7300/50673 타일 | 229건 | 3759s
[05:56:43]   7400/50673 타일 | 266건 | 3765s
[05:56:48]   7500/50673 타일 | 266건 | 3769s
[05:56:52]     🔍 세분화: 원룸/wy67u → 451건 (p5→6)
[05:56:53]   7600/50673 타일 | 273건 | 3775s
[05:56:58]   7700/50673 타일 | 275건 | 3780s
[05:57:04]   7800/50673 타일 | 275건 | 3785s
[05:57:07]     🔍 세분화: 원룸/wy6he → 416건 (p5→6)
[05:57:09]   7900/50673 타일 | 292건 | 3791s
[05:57:15]   8000/50673 타일 | 323건 | 3797s
[05:57:20]   8100/50673 타일 | 324건 | 3802s
[05:57:25]   8200/50673 타일 | 339건 | 3807s
[05:57:27]     🔍 세분화: 원룸/wy6wc → 510건 (p5→6)
[05:57:27]     🔍 세분화: 원룸/wy6wd → 623건 (p5→6)
[05:57:27]     🔍 세분화: 원룸/wy6we → 427건 (p5→6)
[05:57:28]     🔍 세분화: 원룸/wy6wf → 1030건 (p5→6)
[05:57:29]     🔍 세분화: 원룸/wy6ws → 460건 (p5→6)
[05:57:36]   8300/50673 타일 | 359건 | 3818s
[05:57:45]   8400/50673 타일 | 392건 | 3827s
[05:57:50]   8500/50673 타일 | 420건 | 3832s
[05:57:54]   8600/50673 타일 | 436건 | 3836s
[05:57:57]     🔍 세분화: 원룸/wy78k → 461건 (p5→6)
[05:57:57]     🔍 세분화: 원룸/wy78p → 403건 (p5→6)
[05:57:57]     🔍 세분화: 원룸/wy78r → 472건 (p5→6)
[05:58:04]   8700/50673 타일 | 480건 | 3846s
[05:58:11]     🔍 세분화: 원룸/wy7ec → 423건 (p5→6)
[05:58:12]   8800/50673 타일 | 541건 | 3854s
[05:58:18]   8900/50673 타일 | 580건 | 3860s
[05:58:22]     🔍 세분화: 원룸/wy7kn → 749건 (p5→6)
[05:58:23]     🔍 세분화: 원룸/wy7m2 → 691건 (p5→6)
[05:58:24]     🔍 세분화: 원룸/wy7m6 → 403건 (p5→6)
[05:58:26]   9000/50673 타일 | 613건 | 3868s
[05:58:33]   9100/50673 타일 | 617건 | 3875s
[05:58:40]   9200/50673 타일 | 622건 | 3881s
[05:58:44]   9300/50673 타일 | 645건 | 3886s
[05:58:49]   9400/50673 타일 | 654건 | 3891s
[05:58:54]   9500/50673 타일 | 654건 | 3895s
[05:58:58]   9600/50673 타일 | 654건 | 3900s
[05:59:03]   9700/50673 타일 | 654건 | 3905s
[05:59:08]   9800/50673 타일 | 654건 | 3909s
[05:59:12]   9900/50673 타일 | 654건 | 3914s
[05:59:17]   10000/50673 타일 | 654건 | 3918s
[05:59:21]   10100/50673 타일 | 654건 | 3923s
[05:59:26]   10200/50673 타일 | 654건 | 3927s
[05:59:30]   10300/50673 타일 | 655건 | 3932s
[05:59:35]   10400/50673 타일 | 655건 | 3936s
[05:59:39]   10500/50673 타일 | 655건 | 3941s
[05:59:44]   10600/50673 타일 | 655건 | 3945s
[05:59:48]   10700/50673 타일 | 655건 | 3950s
[05:59:53]   10800/50673 타일 | 667건 | 3955s
[05:59:58]   10900/50673 타일 | 667건 | 3959s
[06:00:03]   11000/50673 타일 | 667건 | 3964s
[06:00:07]   11100/50673 타일 | 667건 | 3969s
[06:00:12]   11200/50673 타일 | 667건 | 3974s
[06:00:17]   11300/50673 타일 | 667건 | 3978s
[06:00:21]   11400/50673 타일 | 667건 | 3983s
