[05:56:40] 캐시 로드: 0개 완료 항목
[05:56:40] ==============================================================
[05:56:40]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[05:56:40]   precision: 5 → 7 | 세분화 임계: 400건
[05:56:40]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260627
[05:56:40] ==============================================================
[05:56:40] 지오해시 타일: 16891개 (precision=5)
[05:56:40] 
[1/3] 아파트 수집 ─────────────────────────────────
[05:56:48]   읍면동 18401개 확인
[05:57:00]   100/18401동 | 884건 | 21s
[05:57:15]   200/18401동 | 1,696건 | 35s
[05:57:34]   300/18401동 | 3,162건 | 54s
[05:58:08]   400/18401동 | 6,377건 | 88s
[05:59:11]   500/18401동 | 11,974건 | 151s
[06:00:42]   600/18401동 | 19,837건 | 242s
[06:02:36]   700/18401동 | 24,867건 | 357s
[06:03:18]   800/18401동 | 26,892건 | 399s
[06:03:23]   900/18401동 | 27,179건 | 404s
[06:03:59]   1000/18401동 | 29,862건 | 440s
[06:04:45]   1100/18401동 | 33,020건 | 485s
[06:05:42]   1200/18401동 | 36,125건 | 543s
[06:07:11]   1300/18401동 | 44,504건 | 631s
[06:07:28]   1400/18401동 | 45,008건 | 648s
[06:08:23]   1500/18401동 | 48,265건 | 704s
[06:09:13]   1600/18401동 | 51,864건 | 753s
[06:09:44]   1700/18401동 | 53,893건 | 784s
[06:10:01]   1800/18401동 | 55,056건 | 801s
[06:10:28]   1900/18401동 | 55,980건 | 828s
[06:11:30]   2000/18401동 | 59,673건 | 890s
[06:12:16]   2100/18401동 | 60,385건 | 936s
[06:12:48]   2200/18401동 | 62,944건 | 968s
[06:14:56]   2300/18401동 | 71,697건 | 1096s
[06:16:13]   2400/18401동 | 71,765건 | 1173s
[06:17:19]   2500/18401동 | 77,162건 | 1239s
[06:19:43]   2600/18401동 | 83,246건 | 1383s
[06:20:48]   2700/18401동 | 87,227건 | 1449s
[06:21:19]   2800/18401동 | 89,324건 | 1480s
[06:21:51]   2900/18401동 | 90,563건 | 1511s
[06:22:42]   3000/18401동 | 91,641건 | 1563s
[06:23:35]   3100/18401동 | 93,477건 | 1615s
[06:24:16]   3200/18401동 | 93,595건 | 1657s
[06:25:02]   3300/18401동 | 94,292건 | 1702s
[06:25:20]   3400/18401동 | 94,336건 | 1720s
[06:26:49]   3500/18401동 | 98,815건 | 1809s
[06:27:10]   3600/18401동 | 99,434건 | 1831s
[06:27:51]   3700/18401동 | 99,434건 | 1871s
[06:27:56]   3800/18401동 | 99,501건 | 1876s
[06:27:59]   3900/18401동 | 99,523건 | 1879s
[06:28:03]   4000/18401동 | 99,549건 | 1883s
[06:28:10]   4100/18401동 | 99,675건 | 1890s
[06:28:18]   4200/18401동 | 99,707건 | 1898s
[06:28:23]   4300/18401동 | 100,108건 | 1903s
[06:28:28]   4400/18401동 | 100,151건 | 1909s
[06:29:03]   4500/18401동 | 101,439건 | 1943s
[06:29:07]   4600/18401동 | 101,561건 | 1948s
[06:29:10]   4700/18401동 | 101,565건 | 1950s
[06:29:13]   4800/18401동 | 101,604건 | 1953s
[06:29:15]   4900/18401동 | 101,617건 | 1956s
[06:29:20]   5000/18401동 | 101,695건 | 1960s
[06:29:23]   5100/18401동 | 101,695건 | 1963s
[06:29:25]   5200/18401동 | 101,695건 | 1965s
[06:29:27]   5300/18401동 | 101,695건 | 1967s
[06:29:29]   5400/18401동 | 101,700건 | 1970s
[06:29:43]   5500/18401동 | 101,889건 | 1984s
[06:29:51]   5600/18401동 | 101,891건 | 1991s
[06:30:01]   5700/18401동 | 102,562건 | 2001s
[06:30:21]   5800/18401동 | 103,399건 | 2022s
[06:30:38]   5900/18401동 | 104,592건 | 2038s
[06:30:49]   6000/18401동 | 104,610건 | 2049s
[06:30:51]   6100/18401동 | 104,613건 | 2052s
[06:30:53]   6200/18401동 | 104,613건 | 2054s
[06:30:57]   6300/18401동 | 104,651건 | 2057s
[06:33:54]   6400/18401동 | 107,620건 | 2234s
[06:33:59]   6500/18401동 | 107,636건 | 2239s
[06:34:02]   6600/18401동 | 107,653건 | 2243s
[06:34:05]   6700/18401동 | 107,671건 | 2245s
[06:34:08]   6800/18401동 | 107,711건 | 2248s
[06:34:20]   6900/18401동 | 107,954건 | 2260s
[06:34:22]   7000/18401동 | 107,956건 | 2262s
[06:34:24]   7100/18401동 | 107,956건 | 2265s
[06:34:27]   7200/18401동 | 107,966건 | 2268s
[06:34:30]   7300/18401동 | 107,966건 | 2271s
[06:34:33]   7400/18401동 | 107,966건 | 2273s
[06:34:38]   7500/18401동 | 108,123건 | 2279s
[06:34:46]   7600/18401동 | 108,197건 | 2287s
[06:34:51]   7700/18401동 | 108,197건 | 2291s
[06:34:58]   7800/18401동 | 108,202건 | 2298s
[06:35:00]   7900/18401동 | 108,202건 | 2300s
[06:35:11]   8000/18401동 | 108,380건 | 2311s
[06:35:13]   8100/18401동 | 108,383건 | 2314s
[06:35:18]   8200/18401동 | 108,440건 | 2318s
[06:35:21]   8300/18401동 | 108,502건 | 2321s
[06:35:30]   8400/18401동 | 108,640건 | 2330s
[06:35:36]   8500/18401동 | 108,771건 | 2336s
[06:35:39]   8600/18401동 | 108,774건 | 2339s
[06:35:42]   8700/18401동 | 109,060건 | 2343s
[06:35:50]   8800/18401동 | 109,420건 | 2350s
[06:35:59]   8900/18401동 | 109,433건 | 2360s
[06:36:01]   9000/18401동 | 109,433건 | 2362s
[06:36:04]   9100/18401동 | 109,433건 | 2364s
[06:36:07]   9200/18401동 | 109,439건 | 2367s
[06:36:10]   9300/18401동 | 109,443건 | 2371s
[06:36:13]   9400/18401동 | 109,443건 | 2374s
[06:36:16]   9500/18401동 | 109,451건 | 2376s
[06:36:18]   9600/18401동 | 109,451건 | 2378s
[06:36:20]   9700/18401동 | 109,451건 | 2381s
[06:36:22]   9800/18401동 | 109,451건 | 2383s
[06:36:25]   9900/18401동 | 109,454건 | 2386s
[06:36:28]   10000/18401동 | 109,454건 | 2388s
[06:36:31]   10100/18401동 | 109,455건 | 2391s
[06:36:34]   10200/18401동 | 109,456건 | 2394s
[06:36:37]   10300/18401동 | 109,456건 | 2397s
[06:36:39]   10400/18401동 | 109,456건 | 2399s
[06:36:42]   10500/18401동 | 109,462건 | 2402s
[06:36:52]   10600/18401동 | 109,570건 | 2412s
[06:36:54]   10700/18401동 | 109,572건 | 2415s
[06:37:02]   10800/18401동 | 109,677건 | 2423s
[06:37:05]   10900/18401동 | 109,677건 | 2425s
[06:37:08]   11000/18401동 | 109,677건 | 2428s
[06:38:30]   11100/18401동 | 112,342건 | 2510s
[06:38:50]   11200/18401동 | 112,433건 | 2530s
[06:38:57]   11300/18401동 | 112,576건 | 2538s
[06:39:12]   11400/18401동 | 112,589건 | 2553s
[06:39:15]   11500/18401동 | 112,594건 | 2556s
[06:39:19]   11600/18401동 | 112,631건 | 2559s
[06:39:21]   11700/18401동 | 112,632건 | 2562s
[06:39:24]   11800/18401동 | 112,632건 | 2565s
[06:39:27]   11900/18401동 | 112,690건 | 2567s
[06:39:40]   12000/18401동 | 113,043건 | 2580s
[06:40:28]   12100/18401동 | 114,369건 | 2629s
[06:40:39]   12200/18401동 | 114,388건 | 2640s
[06:40:47]   12300/18401동 | 114,780건 | 2647s
[06:40:50]   12400/18401동 | 114,780건 | 2651s
[06:40:53]   12500/18401동 | 114,780건 | 2653s
[06:40:56]   12600/18401동 | 114,792건 | 2656s
[06:40:58]   12700/18401동 | 114,792건 | 2658s
[06:41:00]   12800/18401동 | 114,796건 | 2660s
[06:41:02]   12900/18401동 | 114,802건 | 2663s
[06:41:05]   13000/18401동 | 114,802건 | 2666s
[06:41:08]   13100/18401동 | 114,802건 | 2668s
[06:41:11]   13200/18401동 | 114,802건 | 2671s
[06:41:13]   13300/18401동 | 114,802건 | 2673s
[06:41:16]   13400/18401동 | 114,802건 | 2676s
[06:41:19]   13500/18401동 | 114,802건 | 2679s
[06:41:21]   13600/18401동 | 114,802건 | 2681s
[06:41:23]   13700/18401동 | 114,803건 | 2684s
[06:41:26]   13800/18401동 | 114,820건 | 2686s
[06:41:29]   13900/18401동 | 114,820건 | 2689s
[06:41:35]   14000/18401동 | 114,865건 | 2695s
[06:41:44]   14100/18401동 | 115,185건 | 2704s
[06:42:02]   14200/18401동 | 116,290건 | 2723s
[06:42:18]   14300/18401동 | 116,580건 | 2739s
[06:42:20]   14400/18401동 | 116,580건 | 2740s
[06:42:22]   14500/18401동 | 116,581건 | 2743s
[06:42:26]   14600/18401동 | 116,607건 | 2747s
[06:42:40]   14700/18401동 | 117,265건 | 2761s
[06:42:47]   14800/18401동 | 117,265건 | 2767s
[06:42:52]   14900/18401동 | 117,354건 | 2773s
[06:44:12]   15000/18401동 | 119,792건 | 2853s
[06:44:19]   15100/18401동 | 119,863건 | 2859s
[06:44:34]   15200/18401동 | 120,357건 | 2874s
[06:44:42]   15300/18401동 | 120,360건 | 2882s
[06:44:47]   15400/18401동 | 120,482건 | 2887s
[06:44:50]   15500/18401동 | 120,619건 | 2890s
[06:44:53]   15600/18401동 | 120,627건 | 2894s
[06:45:37]   15700/18401동 | 121,665건 | 2937s
[06:45:40]   15800/18401동 | 121,665건 | 2941s
[06:45:43]   15900/18401동 | 121,665건 | 2943s
[06:45:46]   16000/18401동 | 121,665건 | 2947s
[06:45:50]   16100/18401동 | 121,669건 | 2950s
[06:45:53]   16200/18401동 | 121,676건 | 2954s
[06:45:56]   16300/18401동 | 121,683건 | 2957s
[06:45:59]   16400/18401동 | 121,683건 | 2960s
[06:46:02]   16500/18401동 | 121,683건 | 2962s
[06:46:05]   16600/18401동 | 121,683건 | 2965s
[06:46:07]   16700/18401동 | 121,683건 | 2968s
[06:46:11]   16800/18401동 | 121,732건 | 2971s
[06:46:16]   16900/18401동 | 121,956건 | 2977s
[06:46:36]   17000/18401동 | 122,808건 | 2997s
[06:47:06]   17100/18401동 | 124,143건 | 3026s
[06:47:36]   17200/18401동 | 124,296건 | 3056s
[06:47:41]   17300/18401동 | 124,329건 | 3062s
[06:47:47]   17400/18401동 | 124,506건 | 3067s
[06:47:52]   17500/18401동 | 124,566건 | 3072s
[06:47:57]   17600/18401동 | 124,569건 | 3077s
[06:47:59]   17700/18401동 | 124,571건 | 3080s
[06:48:02]   17800/18401동 | 124,574건 | 3083s
[06:48:06]   17900/18401동 | 124,578건 | 3086s
[06:48:09]   18000/18401동 | 124,578건 | 3089s
[06:48:12]   18100/18401동 | 124,580건 | 3093s
[06:48:16]   18200/18401동 | 124,637건 | 3096s
[06:48:19]   18300/18401동 | 124,650건 | 3099s
[06:48:21]   18400/18401동 | 124,652건 | 3101s
[06:48:21]   18401/18401동 | 124,652건 | 3101s
[06:48:21] 💾 저장: 직방_아파트_20260627_055640.csv (124,652건)
[06:48:21] 
[2/3] 원룸·빌라투룸·오피스텔 수집 (적응형) ──────────
[06:48:21]   작업: 50673개 (타일 × 유형)
[06:48:27]   100/50673 타일 | 0건 | 3107s
[06:48:31]   200/50673 타일 | 0건 | 3111s
[06:48:35]   300/50673 타일 | 0건 | 3116s
[06:48:39]   400/50673 타일 | 0건 | 3120s
[06:48:44]   500/50673 타일 | 0건 | 3124s
[06:48:48]   600/50673 타일 | 0건 | 3128s
[06:48:52]   700/50673 타일 | 0건 | 3132s
[06:48:57]   800/50673 타일 | 20건 | 3137s
[06:49:01]   900/50673 타일 | 47건 | 3142s
[06:49:06]   1000/50673 타일 | 52건 | 3146s
[06:49:10]   1100/50673 타일 | 60건 | 3151s
[06:49:14]   1200/50673 타일 | 60건 | 3155s
[06:49:18]   1300/50673 타일 | 60건 | 3159s
[06:49:22]   1400/50673 타일 | 60건 | 3163s
[06:49:26]   1500/50673 타일 | 60건 | 3167s
[06:49:30]   1600/50673 타일 | 60건 | 3171s
[06:49:35]   1700/50673 타일 | 60건 | 3175s
[06:49:39]   1800/50673 타일 | 60건 | 3179s
[06:49:43]   1900/50673 타일 | 60건 | 3184s
[06:49:47]   2000/50673 타일 | 60건 | 3188s
[06:49:51]   2100/50673 타일 | 60건 | 3192s
[06:49:55]   2200/50673 타일 | 60건 | 3196s
[06:50:00]   2300/50673 타일 | 60건 | 3200s
[06:50:04]   2400/50673 타일 | 60건 | 3204s
[06:50:08]   2500/50673 타일 | 60건 | 3208s
[06:50:12]   2600/50673 타일 | 60건 | 3212s
[06:50:16]   2700/50673 타일 | 60건 | 3217s
[06:50:20]   2800/50673 타일 | 60건 | 3220s
