[04:51:10] 캐시 로드: 0개 완료 항목
[04:51:10] ==============================================================
[04:51:10]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[04:51:10]   precision: 5 → 7 | 세분화 임계: 400건
[04:51:10]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260421
[04:51:10] ==============================================================
[04:51:10] 지오해시 타일: 16891개 (precision=5)
[04:51:10] 
[1/3] 아파트 수집 ─────────────────────────────────
[04:51:20]   읍면동 18401개 확인
[04:51:32]   100/18401동 | 690건 | 22s
[04:51:57]   200/18401동 | 2,448건 | 46s
[04:52:13]   300/18401동 | 3,235건 | 63s
[04:52:54]   400/18401동 | 7,325건 | 103s
[04:54:02]   500/18401동 | 12,797건 | 172s
[04:55:24]   600/18401동 | 19,345건 | 254s
[04:57:16]   700/18401동 | 21,859건 | 366s
[04:57:56]   800/18401동 | 25,659건 | 406s
[04:58:34]   900/18401동 | 27,653건 | 444s
[04:59:12]   1000/18401동 | 29,148건 | 481s
[04:59:38]   1100/18401동 | 30,839건 | 508s
[05:01:02]   1200/18401동 | 36,634건 | 591s
[05:02:46]   1300/18401동 | 44,218건 | 696s
[05:02:51]   1400/18401동 | 44,251건 | 701s
[05:03:31]   1500/18401동 | 46,796건 | 740s
[05:04:00]   1600/18401동 | 48,455건 | 770s
[05:04:24]   1700/18401동 | 49,882건 | 794s
[05:05:14]   1800/18401동 | 53,128건 | 844s
[05:05:43]   1900/18401동 | 54,497건 | 872s
[05:06:36]   2000/18401동 | 57,386건 | 926s
[05:07:22]   2100/18401동 | 57,389건 | 971s
[05:08:23]   2200/18401동 | 60,822건 | 1032s
[05:10:03]   2300/18401동 | 68,507건 | 1133s
[05:12:07]   2400/18401동 | 73,157건 | 1257s
[05:13:28]   2500/18401동 | 75,610건 | 1337s
[05:16:13]   2600/18401동 | 80,299건 | 1503s
[05:17:32]   2700/18401동 | 86,222건 | 1581s
[05:17:52]   2800/18401동 | 87,297건 | 1602s
[05:18:41]   2900/18401동 | 87,297건 | 1651s
[05:19:36]   3000/18401동 | 88,624건 | 1705s
[05:20:05]   3100/18401동 | 90,325건 | 1735s
[05:20:26]   3200/18401동 | 91,083건 | 1756s
[05:20:50]   3300/18401동 | 91,083건 | 1780s
[05:21:51]   3400/18401동 | 93,432건 | 1841s
[05:21:54]   3500/18401동 | 93,432건 | 1843s
[05:22:30]   3600/18401동 | 95,647건 | 1880s
[05:23:25]   3700/18401동 | 95,649건 | 1934s
[05:23:55]   3800/18401동 | 95,666건 | 1964s
