[06:18:34] 캐시 로드: 0개 완료 항목
[06:18:34] ==============================================================
[06:18:34]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[06:18:34]   precision: 5 → 7 | 세분화 임계: 400건
[06:18:34]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260529
[06:18:34] ==============================================================
[06:18:34] 지오해시 타일: 16891개 (precision=5)
[06:18:34] 
[1/3] 아파트 수집 ─────────────────────────────────
[06:18:44]   읍면동 18401개 확인
[06:18:51]   100/18401동 | 192건 | 17s
[06:19:01]   200/18401동 | 706건 | 27s
[06:19:45]   300/18401동 | 3,452건 | 71s
[06:20:21]   400/18401동 | 7,029건 | 107s
[06:21:27]   500/18401동 | 11,847건 | 173s
[06:23:06]   600/18401동 | 19,073건 | 272s
[06:24:26]   700/18401동 | 25,094건 | 352s
[06:26:09]   800/18401동 | 25,788건 | 455s
[06:27:03]   900/18401동 | 29,219건 | 509s
[06:27:18]   1000/18401동 | 30,075건 | 524s
[06:27:57]   1100/18401동 | 32,367건 | 563s
[06:28:59]   1200/18401동 | 35,907건 | 625s
[06:31:00]   1300/18401동 | 43,546건 | 746s
[06:31:16]   1400/18401동 | 44,025건 | 762s
[06:31:56]   1500/18401동 | 46,905건 | 802s
[06:32:34]   1600/18401동 | 49,008건 | 840s
[06:33:02]   1700/18401동 | 50,483건 | 868s
[06:34:03]   1800/18401동 | 54,231건 | 929s
[06:34:40]   1900/18401동 | 55,238건 | 966s
[06:35:22]   2000/18401동 | 56,661건 | 1008s
[06:36:37]   2100/18401동 | 61,280건 | 1083s
[06:37:19]   2200/18401동 | 61,873건 | 1125s
[06:39:29]   2300/18401동 | 70,770건 | 1255s
[06:41:16]   2400/18401동 | 70,816건 | 1362s
[06:43:20]   2500/18401동 | 77,615건 | 1486s
[06:46:04]   2600/18401동 | 81,146건 | 1650s
[06:47:28]   2700/18401동 | 86,821건 | 1733s
[06:48:37]   2800/18401동 | 89,244건 | 1803s
[06:49:24]   2900/18401동 | 90,440건 | 1850s
[06:49:48]   3000/18401동 | 90,762건 | 1874s
[06:50:03]   3100/18401동 | 90,762건 | 1889s
[06:51:08]   3200/18401동 | 93,034건 | 1954s
[06:51:55]   3300/18401동 | 93,583건 | 2001s
[06:52:37]   3400/18401동 | 94,557건 | 2043s
