수집시간,매물유형,매물ID,거래유형,단지명,시도,구군,읍면동,보증금(만원),월세(만원),매매가(만원),면적(m2),평,층,방향,URL
2026-06-04 06:46:47,아파트,48939469,전세,센트레빌아스테리움서울,,용산구,서울특별시 용산구 서계동,120000,0,0,131.05,39.64,중,,https://www.zigbang.com/home/apt/items/48939469
2026-06-04 06:46:47,아파트,210625,전세,동자,,용산구,서울특별시 용산구 서계동,23000,0,0,20.96,6.34,-1,,https://www.zigbang.com/home/apt/items/210625
2026-06-04 06:46:47,아파트,47307823,매매,용산파크자이,,용산구,서울특별시 용산구 용산동1가,245000,0,245000,99.85,30.2,10,,https://www.zigbang.com/home/apt/items/47307823
2026-06-04 06:46:47,아파트,49248378,매매,탑맨션,,용산구,서울특별시 용산구 용산동2가,210000,0,210000,112.73,34.1,저,,https://www.zigbang.com/home/apt/items/49248378
2026-06-04 06:46:47,아파트,232420,매매,청화,,용산구,서울특별시 용산구 용산동2가,630000,0,630000,174.38,52.75,3,,https://www.zigbang.com/home/apt/items/232420
2026-06-04 06:46:47,아파트,230345,매매,이태원주공,,용산구,서울특별시 용산구 용산동2가,230000,0,230000,84.57,25.58,5,,https://www.zigbang.com/home/apt/items/230345
2026-06-04 06:46:47,아파트,200187,매매,청화,,용산구,서울특별시 용산구 용산동2가,340000,0,340000,106.12,32.1,2,,https://www.zigbang.com/home/apt/items/200187
2026-06-04 06:46:47,아파트,49244914,매매,효창한신,,용산구,서울특별시 용산구 청파동1가,155000,0,155000,71.77,21.71,1,,https://www.zigbang.com/home/apt/items/49244914
2026-06-04 06:46:47,아파트,49244142,매매,효창한신,,용산구,서울특별시 용산구 청파동1가,250000,0,250000,112.41,34.0,저,,https://www.zigbang.com/home/apt/items/49244142
2026-06-04 06:46:47,아파트,49244114,전세,효창한신,,용산구,서울특별시 용산구 청파동1가,69000,0,0,112.41,34.0,저,,https://www.zigbang.com/home/apt/items/49244114
2026-06-04 06:46:47,아파트,190300,매매,용산데시앙포레,,용산구,서울특별시 용산구 청파동1가,185000,0,185000,59.84,18.1,8,,https://www.zigbang.com/home/apt/items/190300
2026-06-04 06:46:47,아파트,48721097,매매,도원삼성래미안,,용산구,서울특별시 용산구 신창동,185000,0,185000,84.92,25.69,고,,https://www.zigbang.com/home/apt/items/48721097
2026-06-04 06:46:47,아파트,49210498,매매,용산더프라임,,용산구,서울특별시 용산구 갈월동,210000,0,210000,84.97,25.7,고,,https://www.zigbang.com/home/apt/items/49210498
2026-06-04 06:46:47,아파트,49210055,매매,용산더프라임,,용산구,서울특별시 용산구 갈월동,85000,0,85000,38.61,11.68,저,,https://www.zigbang.com/home/apt/items/49210055
2026-06-04 06:46:47,아파트,49017789,월세,용산더프라임,,용산구,서울특별시 용산구 갈월동,2000,350,0,55.98,16.93,저,,https://www.zigbang.com/home/apt/items/49017789
2026-06-04 06:46:47,아파트,48824429,매매,용산더프라임,,용산구,서울특별시 용산구 갈월동,240000,0,240000,142.9,43.23,저,,https://www.zigbang.com/home/apt/items/48824429
2026-06-04 06:46:47,아파트,48640468,매매,용산더프라임,,용산구,서울특별시 용산구 갈월동,275000,0,275000,142.9,43.23,고,,https://www.zigbang.com/home/apt/items/48640468
2026-06-04 06:46:47,아파트,48360412,매매,용산더프라임,,용산구,서울특별시 용산구 갈월동,90000,0,90000,38.61,11.68,저,,https://www.zigbang.com/home/apt/items/48360412
2026-06-04 06:46:47,아파트,48274160,매매,용산더프라임,,용산구,서울특별시 용산구 갈월동,230000,0,230000,123.67,37.41,중,,https://www.zigbang.com/home/apt/items/48274160
2026-06-04 06:46:47,아파트,48212262,매매,용산더프라임,,용산구,서울특별시 용산구 갈월동,150000,0,150000,55.98,16.93,저,,https://www.zigbang.com/home/apt/items/48212262
2026-06-04 06:46:47,아파트,48212052,매매,용산더프라임,,용산구,서울특별시 용산구 갈월동,245000,0,245000,123.67,37.41,중,,https://www.zigbang.com/home/apt/items/48212052
2026-06-04 06:46:47,아파트,48211812,매매,용산더프라임,,용산구,서울특별시 용산구 갈월동,93000,0,93000,38.61,11.68,저,,https://www.zigbang.com/home/apt/items/48211812
2026-06-04 06:46:47,아파트,48211649,매매,용산더프라임,,용산구,서울특별시 용산구 갈월동,230000,0,230000,123.67,37.41,저,,https://www.zigbang.com/home/apt/items/48211649
2026-06-04 06:46:47,아파트,48211257,매매,용산더프라임,,용산구,서울특별시 용산구 갈월동,215000,0,215000,114.21,34.55,7,,https://www.zigbang.com/home/apt/items/48211257
2026-06-04 06:46:47,아파트,48210648,매매,용산더프라임,,용산구,서울특별시 용산구 갈월동,213000,0,213000,84.97,25.7,고,,https://www.zigbang.com/home/apt/items/48210648
2026-06-04 06:46:47,아파트,43841163,매매,용산더프라임,,용산구,서울특별시 용산구 갈월동,122000,0,122000,52.77,15.96,저,,https://www.zigbang.com/home/apt/items/43841163
2026-06-04 06:46:47,아파트,49211314,월세,용산CJ나인파크,,용산구,서울특별시 용산구 갈월동,30000,360,0,97.24,29.41,중,,https://www.zigbang.com/home/apt/items/49211314
2026-06-04 06:46:47,아파트,49210678,매매,용산KCC웰츠타워,,용산구,서울특별시 용산구 갈월동,185000,0,185000,84.03,25.42,고,,https://www.zigbang.com/home/apt/items/49210678
2026-06-04 06:46:47,아파트,49209818,매매,용산KCC웰츠타워,,용산구,서울특별시 용산구 갈월동,188000,0,188000,84.03,25.42,고,,https://www.zigbang.com/home/apt/items/49209818
2026-06-04 06:46:47,아파트,240986,매매,이안용산1차,,용산구,서울특별시 용산구 갈월동,153000,0,153000,84.22,25.48,3,,https://www.zigbang.com/home/apt/items/240986
2026-06-04 06:46:47,아파트,239061,매매,이안용산1차,,용산구,서울특별시 용산구 갈월동,160000,0,160000,84.56,25.58,5,,https://www.zigbang.com/home/apt/items/239061
2026-06-04 06:46:47,아파트,48829135,월세,이안용산프리미어,,용산구,서울특별시 용산구 갈월동,20000,400,0,109.74,33.2,중,,https://www.zigbang.com/home/apt/items/48829135
2026-06-04 06:46:47,아파트,233373,매매,시온캐슬용산,,용산구,서울특별시 용산구 갈월동,45000,0,45000,23.66,7.16,9,,https://www.zigbang.com/home/apt/items/233373
2026-06-04 06:46:47,아파트,231119,매매,용산아크로타워,,용산구,서울특별시 용산구 갈월동,210000,0,210000,126.3,38.21,22,,https://www.zigbang.com/home/apt/items/231119
2026-06-04 06:46:47,아파트,224942,월세,용산아크로타워,,용산구,서울특별시 용산구 갈월동,3000,70,0,126.3,38.21,22,,https://www.zigbang.com/home/apt/items/224942
2026-06-04 06:46:47,아파트,196646,매매,용산KCC웰츠타워,,용산구,서울특별시 용산구 갈월동,240000,0,240000,84.03,25.42,31,,https://www.zigbang.com/home/apt/items/196646
2026-06-04 06:46:47,아파트,46170906,매매,이안용산프리미어,,용산구,서울특별시 용산구 갈월동,190000,0,190000,110.14,33.32,고,,https://www.zigbang.com/home/apt/items/46170906
2026-06-04 06:46:47,아파트,177062,매매,용산KCC웰츠타워,,용산구,서울특별시 용산구 갈월동,240000,0,240000,84.68,25.62,19,,https://www.zigbang.com/home/apt/items/177062
2026-06-04 06:46:47,아파트,43883354,매매,시온캐슬용산,,용산구,서울특별시 용산구 갈월동,54000,0,54000,21.62,6.54,고,,https://www.zigbang.com/home/apt/items/43883354
2026-06-04 06:46:47,아파트,49093128,매매,파크타워,,용산구,서울특별시 용산구 용산동4가,338000,0,338000,118.2,35.76,저,,https://www.zigbang.com/home/apt/items/49093128
2026-06-04 06:46:47,아파트,49092977,전세,파크타워,,용산구,서울특별시 용산구 용산동4가,150000,0,0,78.22,23.66,중,,https://www.zigbang.com/home/apt/items/49092977
2026-06-04 06:46:47,아파트,49084824,전세,파크타워,,용산구,서울특별시 용산구 용산동4가,160000,0,0,131.53,39.79,고,,https://www.zigbang.com/home/apt/items/49084824
2026-06-04 06:46:47,아파트,49084539,전세,파크타워,,용산구,서울특별시 용산구 용산동4가,156000,0,0,124.8,37.75,저,,https://www.zigbang.com/home/apt/items/49084539
2026-06-04 06:46:47,아파트,49084500,전세,파크타워,,용산구,서울특별시 용산구 용산동4가,157000,0,0,131.53,39.79,중,,https://www.zigbang.com/home/apt/items/49084500
2026-06-04 06:46:47,아파트,49077367,전세,파크타워,,용산구,서울특별시 용산구 용산동4가,160000,0,0,131.53,39.79,21,,https://www.zigbang.com/home/apt/items/49077367
2026-06-04 06:46:47,아파트,49032964,매매,파크타워,,용산구,서울특별시 용산구 용산동4가,370000,0,370000,124.8,37.75,고,,https://www.zigbang.com/home/apt/items/49032964
2026-06-04 06:46:47,아파트,49032656,매매,파크타워,,용산구,서울특별시 용산구 용산동4가,370000,0,370000,118.2,35.76,중,,https://www.zigbang.com/home/apt/items/49032656
2026-06-04 06:46:47,아파트,49021745,매매,파크타워,,용산구,서울특별시 용산구 용산동4가,350000,0,350000,118.2,35.76,중,,https://www.zigbang.com/home/apt/items/49021745
2026-06-04 06:46:47,아파트,49007365,월세,파크타워,,용산구,서울특별시 용산구 용산동4가,20000,1200,0,205.29,62.1,고,,https://www.zigbang.com/home/apt/items/49007365
2026-06-04 06:46:47,아파트,49007094,월세,파크타워,,용산구,서울특별시 용산구 용산동4가,170000,330,0,154.47,46.73,저,,https://www.zigbang.com/home/apt/items/49007094
2026-06-04 06:46:47,아파트,49006725,월세,파크타워,,용산구,서울특별시 용산구 용산동4가,20000,750,0,149.92,45.35,중,,https://www.zigbang.com/home/apt/items/49006725
2026-06-04 06:46:47,아파트,49006631,월세,파크타워,,용산구,서울특별시 용산구 용산동4가,20000,700,0,137.63,41.63,고,,https://www.zigbang.com/home/apt/items/49006631
2026-06-04 06:46:47,아파트,49006555,월세,파크타워,,용산구,서울특별시 용산구 용산동4가,170000,90,0,134.02,40.54,저,,https://www.zigbang.com/home/apt/items/49006555
2026-06-04 06:46:47,아파트,49006444,월세,파크타워,,용산구,서울특별시 용산구 용산동4가,10000,800,0,131.53,39.79,고,,https://www.zigbang.com/home/apt/items/49006444
2026-06-04 06:46:47,아파트,49006269,월세,파크타워,,용산구,서울특별시 용산구 용산동4가,160000,60,0,128.36,38.83,중,,https://www.zigbang.com/home/apt/items/49006269
2026-06-04 06:46:47,아파트,49005663,월세,파크타워,,용산구,서울특별시 용산구 용산동4가,60000,450,0,124.8,37.75,중,,https://www.zigbang.com/home/apt/items/49005663
2026-06-04 06:46:47,아파트,49005573,월세,파크타워,,용산구,서울특별시 용산구 용산동4가,135000,160,0,124.8,37.75,고,,https://www.zigbang.com/home/apt/items/49005573
2026-06-04 06:46:47,아파트,49005463,월세,파크타워,,용산구,서울특별시 용산구 용산동4가,10000,600,0,100.29,30.34,중,,https://www.zigbang.com/home/apt/items/49005463
2026-06-04 06:46:47,아파트,49005358,월세,파크타워,,용산구,서울특별시 용산구 용산동4가,120000,140,0,100.29,30.34,중,,https://www.zigbang.com/home/apt/items/49005358
2026-06-04 06:46:47,아파트,49005186,월세,파크타워,,용산구,서울특별시 용산구 용산동4가,60000,320,0,103.12,31.19,중,,https://www.zigbang.com/home/apt/items/49005186
2026-06-04 06:46:47,아파트,49005013,월세,파크타워,,용산구,서울특별시 용산구 용산동4가,50000,400,0,95.96,29.03,중,,https://www.zigbang.com/home/apt/items/49005013
2026-06-04 06:46:47,아파트,48901893,매매,파크타워,,용산구,서울특별시 용산구 용산동4가,370000,0,370000,131.53,39.79,고,,https://www.zigbang.com/home/apt/items/48901893
2026-06-04 06:46:47,아파트,48734135,전세,파크타워,,용산구,서울특별시 용산구 용산동4가,150000,0,0,100.29,30.34,고,,https://www.zigbang.com/home/apt/items/48734135
2026-06-04 06:46:47,아파트,48732669,전세,파크타워,,용산구,서울특별시 용산구 용산동4가,200000,0,0,154.47,46.73,중,,https://www.zigbang.com/home/apt/items/48732669
2026-06-04 06:46:47,아파트,48732559,전세,파크타워,,용산구,서울특별시 용산구 용산동4가,230000,0,0,149.92,45.35,중,,https://www.zigbang.com/home/apt/items/48732559
2026-06-04 06:46:47,아파트,48732369,전세,파크타워,,용산구,서울특별시 용산구 용산동4가,180000,0,0,131.53,39.79,중,,https://www.zigbang.com/home/apt/items/48732369
2026-06-04 06:46:47,아파트,48732327,전세,파크타워,,용산구,서울특별시 용산구 용산동4가,190000,0,0,130.56,39.49,중,,https://www.zigbang.com/home/apt/items/48732327
2026-06-04 06:46:47,아파트,48730607,전세,파크타워,,용산구,서울특별시 용산구 용산동4가,155000,0,0,100.29,30.34,중,,https://www.zigbang.com/home/apt/items/48730607
2026-06-04 06:46:47,아파트,48730544,전세,파크타워,,용산구,서울특별시 용산구 용산동4가,135000,0,0,95.96,29.03,고,,https://www.zigbang.com/home/apt/items/48730544
2026-06-04 06:46:47,아파트,47514978,매매,파크타워,,용산구,서울특별시 용산구 용산동4가,570000,0,570000,158.33,47.89,고,,https://www.zigbang.com/home/apt/items/47514978
2026-06-04 06:46:48,아파트,48384626,월세,천년명가청암자이,,용산구,서울특별시 용산구 산천동,20000,1500,0,240.39,72.72,고,,https://www.zigbang.com/home/apt/items/48384626
2026-06-04 06:46:48,아파트,49079134,매매,용산센트럴파크,,용산구,서울특별시 용산구 원효로3가,390000,0,390000,102.86,31.12,중,,https://www.zigbang.com/home/apt/items/49079134
2026-06-04 06:46:48,아파트,49079084,매매,용산센트럴파크,,용산구,서울특별시 용산구 원효로3가,360000,0,360000,102.86,31.12,고,,https://www.zigbang.com/home/apt/items/49079084
2026-06-04 06:46:48,아파트,48977394,전세,용산센트럴파크,,용산구,서울특별시 용산구 원효로3가,190000,0,0,114.89,34.75,14,,https://www.zigbang.com/home/apt/items/48977394
2026-06-04 06:46:48,아파트,48977343,전세,용산센트럴파크,,용산구,서울특별시 용산구 원효로3가,200000,0,0,114.5,34.64,8,,https://www.zigbang.com/home/apt/items/48977343
2026-06-04 06:46:48,아파트,48977291,전세,용산센트럴파크,,용산구,서울특별시 용산구 원효로3가,180000,0,0,102.86,31.12,중,,https://www.zigbang.com/home/apt/items/48977291
2026-06-04 06:46:48,아파트,235362,매매,GS한강에클라트,,용산구,서울특별시 용산구 원효로3가,220000,0,220000,103.57,31.33,21,,https://www.zigbang.com/home/apt/items/235362
2026-06-04 06:46:48,아파트,48738873,월세,용산시티파크2단지,,용산구,서울특별시 용산구 원효로3가,20000,1000,0,184.49,55.81,중,,https://www.zigbang.com/home/apt/items/48738873
2026-06-04 06:46:48,아파트,48738856,월세,용산시티파크1단지,,용산구,서울특별시 용산구 원효로3가,30000,1050,0,181.89,55.02,고,,https://www.zigbang.com/home/apt/items/48738856
2026-06-04 06:46:48,아파트,48738837,월세,용산시티파크2단지,,용산구,서울특별시 용산구 원효로3가,100000,430,0,145.87,44.13,중,,https://www.zigbang.com/home/apt/items/48738837
2026-06-04 06:46:48,아파트,48738816,월세,용산시티파크1단지,,용산구,서울특별시 용산구 원효로3가,150000,100,0,146.53,44.33,저,,https://www.zigbang.com/home/apt/items/48738816
2026-06-04 06:46:48,아파트,48738799,월세,용산시티파크1단지,,용산구,서울특별시 용산구 원효로3가,100000,270,0,144.95,43.85,고,,https://www.zigbang.com/home/apt/items/48738799
2026-06-04 06:46:48,아파트,48738792,월세,용산시티파크2단지,,용산구,서울특별시 용산구 원효로3가,20000,650,0,117.62,35.58,중,,https://www.zigbang.com/home/apt/items/48738792
2026-06-04 06:46:48,아파트,48738780,월세,용산시티파크1단지,,용산구,서울특별시 용산구 원효로3가,50000,550,0,114.17,34.54,중,,https://www.zigbang.com/home/apt/items/48738780
2026-06-04 06:46:48,아파트,48738372,월세,용산센트럴파크,,용산구,서울특별시 용산구 원효로3가,20000,1300,0,135.38,40.95,중,,https://www.zigbang.com/home/apt/items/48738372
2026-06-04 06:46:48,아파트,48738361,월세,용산센트럴파크,,용산구,서울특별시 용산구 원효로3가,100000,600,0,114.89,34.75,고,,https://www.zigbang.com/home/apt/items/48738361
2026-06-04 06:46:48,아파트,48738353,월세,용산센트럴파크,,용산구,서울특별시 용산구 원효로3가,10000,950,0,114.5,34.64,중,,https://www.zigbang.com/home/apt/items/48738353
2026-06-04 06:46:48,아파트,48738344,월세,용산센트럴파크,,용산구,서울특별시 용산구 원효로3가,140000,300,0,102.86,31.12,중,,https://www.zigbang.com/home/apt/items/48738344
2026-06-04 06:46:48,아파트,48737585,전세,용산시티파크2단지,,용산구,서울특별시 용산구 원효로3가,240000,0,0,184.49,55.81,중,,https://www.zigbang.com/home/apt/items/48737585
2026-06-04 06:46:48,아파트,48737566,전세,용산시티파크1단지,,용산구,서울특별시 용산구 원효로3가,240000,0,0,181.89,55.02,중,,https://www.zigbang.com/home/apt/items/48737566
2026-06-04 06:46:48,아파트,48737537,전세,용산시티파크2단지,,용산구,서울특별시 용산구 원효로3가,200000,0,0,145.87,44.13,중,,https://www.zigbang.com/home/apt/items/48737537
2026-06-04 06:46:48,아파트,48737440,전세,용산시티파크1단지,,용산구,서울특별시 용산구 원효로3가,167000,0,0,146.53,44.33,저,,https://www.zigbang.com/home/apt/items/48737440
2026-06-04 06:46:48,아파트,48299611,매매,용산시티파크2단지,,용산구,서울특별시 용산구 원효로3가,550000,0,550000,149.23,45.14,고,,https://www.zigbang.com/home/apt/items/48299611
2026-06-04 06:46:48,아파트,49136025,매매,강촌,,용산구,서울특별시 용산구 원효로4가,360000,0,360000,114.59,34.66,14,,https://www.zigbang.com/home/apt/items/49136025
2026-06-04 06:46:48,아파트,49093049,매매,반도,,용산구,서울특별시 용산구 원효로4가,349000,0,349000,136.21,41.2,중,,https://www.zigbang.com/home/apt/items/49093049
2026-06-04 06:46:48,아파트,49056663,월세,점보,,용산구,서울특별시 용산구 원효로4가,70000,100,0,215.67,65.24,저,,https://www.zigbang.com/home/apt/items/49056663
2026-06-04 06:46:48,아파트,238793,월세,점보,,용산구,서울특별시 용산구 원효로4가,4000,350,0,217.36,65.75,13,,https://www.zigbang.com/home/apt/items/238793
2026-06-04 06:46:48,아파트,237459,월세,중산1차시범,,용산구,서울특별시 용산구 원효로4가,1000,80,0,59.5,18.0,6,,https://www.zigbang.com/home/apt/items/237459
2026-06-04 06:46:48,아파트,48959471,월세,래미안첼리투스,,용산구,서울특별시 용산구 원효로4가,10000,1000,0,124.02,37.52,저,,https://www.zigbang.com/home/apt/items/48959471
2026-06-04 06:46:48,아파트,48959417,월세,래미안첼리투스,,용산구,서울특별시 용산구 원효로4가,10000,950,0,124.02,37.52,중,,https://www.zigbang.com/home/apt/items/48959417
2026-06-04 06:46:48,아파트,48959374,월세,래미안첼리투스,,용산구,서울특별시 용산구 원효로4가,70000,700,0,124.35,37.62,중,,https://www.zigbang.com/home/apt/items/48959374
2026-06-04 06:46:48,아파트,48959328,월세,래미안첼리투스,,용산구,서울특별시 용산구 원효로4가,10000,1000,0,124.02,37.52,저,,https://www.zigbang.com/home/apt/items/48959328
2026-06-04 06:46:48,아파트,48959002,전세,래미안첼리투스,,용산구,서울특별시 용산구 원효로4가,210000,0,0,124.35,37.62,저,,https://www.zigbang.com/home/apt/items/48959002
2026-06-04 06:46:48,아파트,48958933,전세,래미안첼리투스,,용산구,서울특별시 용산구 원효로4가,220000,0,0,124.02,37.52,저,,https://www.zigbang.com/home/apt/items/48958933
2026-06-04 06:46:48,아파트,48958871,전세,래미안첼리투스,,용산구,서울특별시 용산구 원효로4가,220000,0,0,124.35,37.62,중,,https://www.zigbang.com/home/apt/items/48958871
2026-06-04 06:46:48,아파트,48956229,전세,래미안첼리투스,,용산구,서울특별시 용산구 원효로4가,220000,0,0,124.35,37.62,중,,https://www.zigbang.com/home/apt/items/48956229
2026-06-04 06:46:48,아파트,48954855,전세,래미안첼리투스,,용산구,서울특별시 용산구 원효로4가,280000,0,0,124.02,37.52,고,,https://www.zigbang.com/home/apt/items/48954855
2026-06-04 06:46:48,아파트,235781,전세,중산1차시범,,용산구,서울특별시 용산구 원효로4가,18500,0,0,59.5,18.0,6,,https://www.zigbang.com/home/apt/items/235781
2026-06-04 06:46:48,아파트,48873166,매매,이촌동부센트레빌,,용산구,서울특별시 용산구 원효로4가,265000,0,265000,84.65,25.61,저,,https://www.zigbang.com/home/apt/items/48873166
2026-06-04 06:46:48,아파트,48873089,매매,북한강성원,,용산구,서울특별시 용산구 원효로4가,210000,0,210000,59.55,18.01,저,,https://www.zigbang.com/home/apt/items/48873089
2026-06-04 06:46:48,아파트,48873047,매매,북한강성원,,용산구,서울특별시 용산구 원효로4가,220000,0,220000,59.55,18.01,고,,https://www.zigbang.com/home/apt/items/48873047
2026-06-04 06:46:48,아파트,48872957,매매,북한강성원,,용산구,서울특별시 용산구 원효로4가,230000,0,230000,59.55,18.01,고,,https://www.zigbang.com/home/apt/items/48872957
2026-06-04 06:46:48,아파트,48872887,매매,강촌,,용산구,서울특별시 용산구 원효로4가,235000,0,235000,59.12,17.88,고,,https://www.zigbang.com/home/apt/items/48872887
2026-06-04 06:46:48,아파트,48872847,매매,강촌,,용산구,서울특별시 용산구 원효로4가,250000,0,250000,59.12,17.88,고,,https://www.zigbang.com/home/apt/items/48872847
2026-06-04 06:46:48,아파트,48872729,매매,현대한강,,용산구,서울특별시 용산구 원효로4가,250000,0,250000,84.88,25.68,중,,https://www.zigbang.com/home/apt/items/48872729
2026-06-04 06:46:48,아파트,48872677,매매,현대한강,,용산구,서울특별시 용산구 원효로4가,215000,0,215000,59.55,18.01,중,,https://www.zigbang.com/home/apt/items/48872677
2026-06-04 06:46:48,아파트,230090,전세,대림,,용산구,서울특별시 용산구 원효로4가,85000,0,0,84.78,25.65,21,,https://www.zigbang.com/home/apt/items/230090
2026-06-04 06:46:48,아파트,222156,매매,대림,,용산구,서울특별시 용산구 원효로4가,225000,0,225000,59.22,17.91,5,,https://www.zigbang.com/home/apt/items/222156
2026-06-04 06:46:48,아파트,47985190,매매,LG한강자이,,용산구,서울특별시 용산구 원효로4가,639900,0,639900,170.06,51.44,저,,https://www.zigbang.com/home/apt/items/47985190
2026-06-04 06:46:48,아파트,47575930,매매,왕궁,,용산구,서울특별시 용산구 원효로4가,350000,0,350000,102.48,31.0,1,,https://www.zigbang.com/home/apt/items/47575930
2026-06-04 06:46:48,아파트,205245,매매,반도,,용산구,서울특별시 용산구 원효로4가,410000,0,410000,199.28,60.28,5,,https://www.zigbang.com/home/apt/items/205245
2026-06-04 06:46:48,아파트,184946,매매,대림,,용산구,서울특별시 용산구 원효로4가,220000,0,220000,59.22,17.91,10,,https://www.zigbang.com/home/apt/items/184946
2026-06-04 06:46:49,아파트,49161226,전세,용산푸르지오써밋,,용산구,서울특별시 용산구 한강로1가,280000,0,0,169.06,51.14,고,,https://www.zigbang.com/home/apt/items/49161226
2026-06-04 06:46:49,아파트,49161213,전세,용산푸르지오써밋,,용산구,서울특별시 용산구 한강로1가,165000,0,0,137.57,41.61,13,,https://www.zigbang.com/home/apt/items/49161213
2026-06-04 06:46:49,아파트,49161201,전세,용산푸르지오써밋,,용산구,서울특별시 용산구 한강로1가,180000,0,0,124.22,37.58,저,,https://www.zigbang.com/home/apt/items/49161201
2026-06-04 06:46:49,아파트,49161185,전세,용산푸르지오써밋,,용산구,서울특별시 용산구 한강로1가,170000,0,0,112.11,33.91,저,,https://www.zigbang.com/home/apt/items/49161185
2026-06-04 06:46:49,아파트,49089500,월세,아스테리움용산,,용산구,서울특별시 용산구 한강로1가,0,1500,0,191.1,57.81,고,,https://www.zigbang.com/home/apt/items/49089500
2026-06-04 06:46:49,아파트,49089469,월세,아스테리움용산,,용산구,서울특별시 용산구 한강로1가,20000,1500,0,191.1,57.81,중,,https://www.zigbang.com/home/apt/items/49089469
2026-06-04 06:46:49,아파트,49089449,월세,아스테리움용산,,용산구,서울특별시 용산구 한강로1가,10000,1340,0,156.1,47.22,저,,https://www.zigbang.com/home/apt/items/49089449
2026-06-04 06:46:49,아파트,49089395,월세,아스테리움용산,,용산구,서울특별시 용산구 한강로1가,20000,1300,0,141.1,42.68,중,,https://www.zigbang.com/home/apt/items/49089395
2026-06-04 06:46:49,아파트,49089337,월세,아스테리움용산,,용산구,서울특별시 용산구 한강로1가,10000,1200,0,130.1,39.36,고,,https://www.zigbang.com/home/apt/items/49089337
2026-06-04 06:46:49,아파트,49088013,월세,아스테리움용산,,용산구,서울특별시 용산구 한강로1가,150000,350,0,121.2,36.66,고,,https://www.zigbang.com/home/apt/items/49088013
2026-06-04 06:46:49,아파트,49079307,매매,용산호반써밋에이디션,,용산구,서울특별시 용산구 한강로1가,470000,0,470000,122.8,37.15,고,,https://www.zigbang.com/home/apt/items/49079307
2026-06-04 06:46:49,아파트,49078509,월세,용산호반써밋에이디션,,용산구,서울특별시 용산구 한강로1가,150000,400,0,122.8,37.15,36,,https://www.zigbang.com/home/apt/items/49078509
2026-06-04 06:46:49,아파트,49078413,전세,용산호반써밋에이디션,,용산구,서울특별시 용산구 한강로1가,230000,0,0,122.8,37.15,36,,https://www.zigbang.com/home/apt/items/49078413
2026-06-04 06:46:49,아파트,49064440,매매,아스테리움용산,,용산구,서울특별시 용산구 한강로1가,550000,0,550000,141.1,42.68,중,,https://www.zigbang.com/home/apt/items/49064440
2026-06-04 06:46:49,아파트,48388188,매매,아스테리움용산,,용산구,서울특별시 용산구 한강로1가,700000,0,700000,171.3,51.82,저,,https://www.zigbang.com/home/apt/items/48388188
2026-06-04 06:46:49,아파트,240035,월세,한성,,용산구,서울특별시 용산구 이태원동,500,70,0,29.45,8.91,6,,https://www.zigbang.com/home/apt/items/240035
2026-06-04 06:46:49,아파트,234358,월세,시범,,용산구,서울특별시 용산구 이태원동,15000,100,0,69.42,21.0,1,,https://www.zigbang.com/home/apt/items/234358
2026-06-04 06:46:49,아파트,48706761,매매,한남더힐,,용산구,서울특별시 용산구 이태원동,1200000,0,1200000,206.21,62.38,저,,https://www.zigbang.com/home/apt/items/48706761
2026-06-04 06:46:49,아파트,48589248,전세,한남힐스테이트,,용산구,서울특별시 용산구 이태원동,120000,0,0,130.89,39.59,2,,https://www.zigbang.com/home/apt/items/48589248
2026-06-04 06:46:49,아파트,223620,매매,한남해피트리,,용산구,서울특별시 용산구 이태원동,185000,0,185000,65.17,19.71,2,,https://www.zigbang.com/home/apt/items/223620
2026-06-04 06:46:49,아파트,48140758,매매,나인원한남,,용산구,서울특별시 용산구 이태원동,2190000,0,2190000,244.35,73.91,중,,https://www.zigbang.com/home/apt/items/48140758
2026-06-04 06:46:49,아파트,48134317,매매,한남더힐,,용산구,서울특별시 용산구 이태원동,1300000,0,1300000,233.06,70.5,중,,https://www.zigbang.com/home/apt/items/48134317
2026-06-04 06:46:50,아파트,48558194,매매,신동아,,용산구,서울특별시 용산구 동빙고동,590000,0,590000,210.25,63.6,저,,https://www.zigbang.com/home/apt/items/48558194
2026-06-04 06:46:50,아파트,47663621,매매,신동아,,용산구,서울특별시 용산구 동빙고동,500000,0,500000,140.81,42.59,6,,https://www.zigbang.com/home/apt/items/47663621
2026-06-04 06:46:51,아파트,235859,월세,힐스테이트세운센트럴2단지,,중구,서울특별시 중구 수표동,5000,280,0,45.98,13.91,23,,https://www.zigbang.com/home/apt/items/235859
2026-06-04 06:46:51,아파트,233100,매매,힐스테이트세운센트럴2단지,,중구,서울특별시 중구 수표동,110000,0,110000,45.98,13.91,17,,https://www.zigbang.com/home/apt/items/233100
2026-06-04 06:46:51,아파트,226378,매매,힐스테이트세운센트럴2단지,,중구,서울특별시 중구 수표동,130000,0,130000,50.0,15.12,11,,https://www.zigbang.com/home/apt/items/226378
2026-06-04 06:46:51,아파트,224551,매매,힐스테이트세운센트럴2단지,,중구,서울특별시 중구 수표동,148000,0,148000,50.0,15.12,13,,https://www.zigbang.com/home/apt/items/224551
2026-06-04 06:46:51,아파트,48214930,매매,힐스테이트세운센트럴2단지,,중구,서울특별시 중구 수표동,120000,0,120000,49.21,14.89,5,,https://www.zigbang.com/home/apt/items/48214930
