[06:46:36] 캐시 로드: 0개 완료 항목
[06:46:36] ==============================================================
[06:46:36]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[06:46:36]   precision: 5 → 7 | 세분화 임계: 400건
[06:46:36]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260604
[06:46:36] ==============================================================
[06:46:36] 지오해시 타일: 16891개 (precision=5)
[06:46:36] 
[1/3] 아파트 수집 ─────────────────────────────────
[06:46:47]   읍면동 18401개 확인
[06:46:54]   100/18401동 | 181건 | 19s
[06:47:12]   200/18401동 | 1,445건 | 36s
[06:47:45]   300/18401동 | 3,416건 | 70s
[06:48:44]   400/18401동 | 9,779건 | 128s
[06:49:29]   500/18401동 | 12,090건 | 174s
[06:50:59]   600/18401동 | 18,436건 | 264s
[06:52:11]   700/18401동 | 24,152건 | 335s
[06:53:56]   800/18401동 | 25,475건 | 440s
[06:54:24]   900/18401동 | 26,384건 | 468s
[06:55:12]   1000/18401동 | 28,795건 | 516s
[06:55:19]   1100/18401동 | 29,186건 | 523s
[06:56:58]   1200/18401동 | 35,368건 | 622s
[06:59:01]   1300/18401동 | 43,481건 | 745s
[06:59:09]   1400/18401동 | 43,623건 | 754s
[06:59:55]   1500/18401동 | 47,131건 | 799s
[07:00:28]   1600/18401동 | 48,897건 | 833s
[07:01:13]   1700/18401동 | 51,496건 | 878s
[07:01:50]   1800/18401동 | 53,509건 | 915s
[07:02:55]   1900/18401동 | 57,318건 | 979s
[07:03:39]   2000/18401동 | 58,594건 | 1023s
[07:04:42]   2100/18401동 | 60,314건 | 1087s
[07:05:08]   2200/18401동 | 61,965건 | 1112s
[07:07:27]   2300/18401동 | 70,583건 | 1252s
[07:09:00]   2400/18401동 | 70,583건 | 1344s
[07:09:57]   2500/18401동 | 74,863건 | 1401s
[07:11:58]   2600/18401동 | 81,214건 | 1522s
[07:12:02]   2700/18401동 | 81,214건 | 1526s
[07:12:05]   2800/18401동 | 81,214건 | 1530s
[07:12:08]   2900/18401동 | 81,214건 | 1533s
[07:12:10]   3000/18401동 | 81,214건 | 1535s
[07:12:14]   3100/18401동 | 81,214건 | 1538s
[07:12:17]   3200/18401동 | 81,214건 | 1541s
[07:12:20]   3300/18401동 | 81,214건 | 1544s
[07:12:23]   3400/18401동 | 81,214건 | 1547s
[07:12:26]   3500/18401동 | 81,214건 | 1550s
[07:12:28]   3600/18401동 | 81,214건 | 1553s
[07:12:31]   3700/18401동 | 81,214건 | 1555s
[07:12:34]   3800/18401동 | 81,214건 | 1558s
[07:12:37]   3900/18401동 | 81,214건 | 1561s
[07:12:40]   4000/18401동 | 81,214건 | 1564s
[07:12:42]   4100/18401동 | 81,214건 | 1567s
[07:12:45]   4200/18401동 | 81,214건 | 1569s
[07:12:48]   4300/18401동 | 81,214건 | 1572s
[07:12:52]   4400/18401동 | 81,214건 | 1576s
[07:12:55]   4500/18401동 | 81,214건 | 1580s
[07:12:58]   4600/18401동 | 81,214건 | 1583s
[07:13:02]   4700/18401동 | 81,214건 | 1587s
[07:13:05]   4800/18401동 | 81,214건 | 1589s
[07:13:09]   4900/18401동 | 81,214건 | 1593s
[07:13:12]   5000/18401동 | 81,214건 | 1597s
[07:13:15]   5100/18401동 | 81,214건 | 1599s
[07:13:18]   5200/18401동 | 81,214건 | 1602s
[07:13:21]   5300/18401동 | 81,214건 | 1605s
[07:13:24]   5400/18401동 | 81,214건 | 1608s
[07:13:27]   5500/18401동 | 81,214건 | 1612s
[07:13:31]   5600/18401동 | 81,214건 | 1615s
[07:13:35]   5700/18401동 | 81,214건 | 1619s
[07:13:38]   5800/18401동 | 81,214건 | 1623s
[07:13:42]   5900/18401동 | 81,214건 | 1627s
[07:13:45]   6000/18401동 | 81,214건 | 1630s
[07:13:48]   6100/18401동 | 81,214건 | 1633s
[07:13:53]   6200/18401동 | 81,214건 | 1637s
[07:13:56]   6300/18401동 | 81,214건 | 1641s
[07:14:00]   6400/18401동 | 81,214건 | 1645s
[07:14:03]   6500/18401동 | 81,214건 | 1648s
[07:14:07]   6600/18401동 | 81,214건 | 1652s
[07:14:10]   6700/18401동 | 81,214건 | 1654s
[07:14:14]   6800/18401동 | 81,214건 | 1658s
[07:14:17]   6900/18401동 | 81,214건 | 1661s
[07:14:20]   7000/18401동 | 81,214건 | 1664s
[07:14:23]   7100/18401동 | 81,214건 | 1668s
[07:14:26]   7200/18401동 | 81,214건 | 1670s
[07:14:29]   7300/18401동 | 81,214건 | 1674s
[07:14:33]   7400/18401동 | 81,214건 | 1677s
[07:14:36]   7500/18401동 | 81,214건 | 1680s
[07:14:39]   7600/18401동 | 81,214건 | 1683s
[07:14:42]   7700/18401동 | 81,214건 | 1686s
[07:14:46]   7800/18401동 | 81,214건 | 1690s
[07:14:49]   7900/18401동 | 81,214건 | 1693s
[07:14:51]   8000/18401동 | 81,214건 | 1695s
[07:14:53]   8100/18401동 | 81,214건 | 1697s
[07:14:57]   8200/18401동 | 81,214건 | 1701s
[07:14:59]   8300/18401동 | 81,214건 | 1703s
[07:15:01]   8400/18401동 | 81,214건 | 1706s
[07:15:04]   8500/18401동 | 81,214건 | 1708s
[07:15:07]   8600/18401동 | 81,214건 | 1711s
[07:15:11]   8700/18401동 | 81,214건 | 1715s
[07:15:14]   8800/18401동 | 81,214건 | 1718s
[07:15:16]   8900/18401동 | 81,214건 | 1721s
