[07:25:28] 캐시 로드: 0개 완료 항목
[07:25:28] ==============================================================
[07:25:28]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[07:25:28]   precision: 5 → 7 | 세분화 임계: 400건
[07:25:28]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260615
[07:25:28] ==============================================================
[07:25:28] 지오해시 타일: 16891개 (precision=5)
[07:25:28] 
[1/3] 아파트 수집 ─────────────────────────────────
[07:25:38]   읍면동 18401개 확인
[07:25:53]   100/18401동 | 947건 | 26s
[07:26:11]   200/18401동 | 2,131건 | 43s
[07:26:37]   300/18401동 | 4,230건 | 69s
[07:27:03]   400/18401동 | 6,297건 | 95s
[07:28:14]   500/18401동 | 12,027건 | 166s
[07:29:42]   600/18401동 | 19,335건 | 254s
[07:31:48]   700/18401동 | 24,605건 | 380s
[07:32:27]   800/18401동 | 25,460건 | 419s
[07:33:05]   900/18401동 | 27,994건 | 457s
[07:33:44]   1000/18401동 | 29,108건 | 497s
[07:34:07]   1100/18401동 | 30,610건 | 519s
[07:35:14]   1200/18401동 | 35,201건 | 586s
[07:37:21]   1300/18401동 | 44,089건 | 713s
[07:37:26]   1400/18401동 | 44,119건 | 718s
[07:38:03]   1500/18401동 | 46,816건 | 755s
[07:38:35]   1600/18401동 | 48,753건 | 787s
[07:39:18]   1700/18401동 | 51,373건 | 830s
[07:40:02]   1800/18401동 | 54,081건 | 874s
[07:41:02]   1900/18401동 | 57,863건 | 934s
[07:41:44]   2000/18401동 | 58,581건 | 977s
[07:42:16]   2100/18401동 | 58,815건 | 1009s
[07:43:08]   2200/18401동 | 61,781건 | 1060s
[07:44:54]   2300/18401동 | 70,341건 | 1166s
[07:46:35]   2400/18401동 | 72,054건 | 1267s
[07:47:47]   2500/18401동 | 74,946건 | 1339s
[07:50:29]   2600/18401동 | 81,195건 | 1501s
[07:51:49]   2700/18401동 | 86,574건 | 1582s
[07:52:14]   2800/18401동 | 87,876건 | 1606s
[07:53:00]   2900/18401동 | 89,144건 | 1652s
[07:54:11]   3000/18401동 | 91,896건 | 1723s
[07:54:39]   3100/18401동 | 92,579건 | 1751s
[07:54:56]   3200/18401동 | 92,640건 | 1768s
[07:55:35]   3300/18401동 | 93,186건 | 1807s
[07:56:01]   3400/18401동 | 93,228건 | 1833s
[07:56:17]   3500/18401동 | 94,142건 | 1849s
[07:57:21]   3600/18401동 | 95,198건 | 1913s
[07:58:04]   3700/18401동 | 95,780건 | 1956s
[07:59:33]   3800/18401동 | 98,214건 | 2045s
[07:59:40]   3900/18401동 | 98,278건 | 2052s
[07:59:43]   4000/18401동 | 98,296건 | 2055s
[07:59:46]   4100/18401동 | 98,296건 | 2059s
[07:59:55]   4200/18401동 | 98,724건 | 2067s
[08:00:03]   4300/18401동 | 98,842건 | 2075s
[08:00:14]   4400/18401동 | 99,054건 | 2086s
[08:00:38]   4500/18401동 | 100,148건 | 2110s
[08:00:50]   4600/18401동 | 100,258건 | 2122s
[08:00:53]   4700/18401동 | 100,293건 | 2125s
[08:00:57]   4800/18401동 | 100,363건 | 2129s
[08:01:01]   4900/18401동 | 100,366건 | 2133s
[08:01:03]   5000/18401동 | 100,366건 | 2135s
[08:01:06]   5100/18401동 | 100,366건 | 2138s
[08:01:08]   5200/18401동 | 100,371건 | 2140s
[08:01:10]   5300/18401동 | 100,377건 | 2142s
[08:01:13]   5400/18401동 | 100,377건 | 2146s
[08:01:28]   5500/18401동 | 100,569건 | 2160s
[08:02:01]   5600/18401동 | 102,414건 | 2193s
[08:02:05]   5700/18401동 | 102,414건 | 2197s
[08:02:08]   5800/18401동 | 102,414건 | 2200s
[08:02:18]   5900/18401동 | 102,564건 | 2210s
[08:02:39]   6000/18401동 | 103,045건 | 2231s
[08:02:50]   6100/18401동 | 103,204건 | 2242s
[08:02:53]   6200/18401동 | 103,220건 | 2246s
[08:02:56]   6300/18401동 | 103,241건 | 2249s
[08:02:59]   6400/18401동 | 103,241건 | 2251s
[08:06:08]   6500/18401동 | 106,233건 | 2441s
[08:06:21]   6600/18401동 | 106,376건 | 2453s
[08:06:30]   6700/18401동 | 106,476건 | 2463s
[08:06:33]   6800/18401동 | 106,510건 | 2466s
[08:06:36]   6900/18401동 | 106,510건 | 2468s
[08:06:38]   7000/18401동 | 106,515건 | 2470s
[08:06:41]   7100/18401동 | 106,515건 | 2473s
[08:06:48]   7200/18401동 | 106,719건 | 2480s
[08:06:57]   7300/18401동 | 106,719건 | 2489s
[08:07:00]   7400/18401동 | 106,729건 | 2492s
[08:07:03]   7500/18401동 | 106,729건 | 2495s
[08:07:05]   7600/18401동 | 106,731건 | 2497s
[08:07:08]   7700/18401동 | 106,731건 | 2500s
[08:07:12]   7800/18401동 | 106,801건 | 2505s
[08:07:19]   7900/18401동 | 106,801건 | 2511s
[08:07:28]   8000/18401동 | 106,927건 | 2520s
[08:07:37]   8100/18401동 | 107,475건 | 2529s
[08:07:48]   8200/18401동 | 107,490건 | 2540s
[08:07:53]   8300/18401동 | 107,669건 | 2545s
[08:08:03]   8400/18401동 | 107,669건 | 2555s
[08:08:08]   8500/18401동 | 107,760건 | 2560s
[08:08:11]   8600/18401동 | 107,766건 | 2564s
[08:08:15]   8700/18401동 | 107,766건 | 2567s
[08:08:18]   8800/18401동 | 107,769건 | 2570s
[08:08:21]   8900/18401동 | 107,769건 | 2573s
[08:08:26]   9000/18401동 | 107,889건 | 2579s
[08:08:34]   9100/18401동 | 107,889건 | 2587s
[08:08:37]   9200/18401동 | 107,889건 | 2589s
[08:08:45]   9300/18401동 | 108,039건 | 2597s
[08:08:49]   9400/18401동 | 108,042건 | 2601s
[08:08:51]   9500/18401동 | 108,050건 | 2604s
[08:08:54]   9600/18401동 | 108,050건 | 2606s
[08:08:56]   9700/18401동 | 108,051건 | 2609s
[08:08:59]   9800/18401동 | 108,051건 | 2611s
[08:09:02]   9900/18401동 | 108,052건 | 2614s
[08:09:11]   10000/18401동 | 108,155건 | 2623s
[08:09:16]   10100/18401동 | 108,159건 | 2628s
[08:09:19]   10200/18401동 | 108,161건 | 2631s
[08:09:22]   10300/18401동 | 108,162건 | 2634s
[08:09:24]   10400/18401동 | 108,163건 | 2636s
[08:09:27]   10500/18401동 | 108,163건 | 2639s
[08:09:29]   10600/18401동 | 108,165건 | 2642s
[08:09:40]   10700/18401동 | 108,300건 | 2653s
[08:09:43]   10800/18401동 | 108,300건 | 2656s
[08:09:46]   10900/18401동 | 108,300건 | 2658s
[08:09:49]   11000/18401동 | 108,300건 | 2661s
[08:11:21]   11100/18401동 | 111,049건 | 2753s
[08:11:43]   11200/18401동 | 111,074건 | 2775s
[08:11:51]   11300/18401동 | 111,283건 | 2784s
[08:12:09]   11400/18401동 | 111,297건 | 2802s
[08:12:13]   11500/18401동 | 111,297건 | 2805s
[08:12:16]   11600/18401동 | 111,297건 | 2808s
[08:12:20]   11700/18401동 | 111,331건 | 2812s
[08:12:23]   11800/18401동 | 111,332건 | 2815s
[08:12:26]   11900/18401동 | 111,350건 | 2818s
[08:13:14]   12000/18401동 | 112,633건 | 2867s
[08:13:17]   12100/18401동 | 112,633건 | 2870s
[08:13:28]   12200/18401동 | 113,058건 | 2880s
[08:13:48]   12300/18401동 | 113,237건 | 2900s
[08:13:54]   12400/18401동 | 113,457건 | 2906s
[08:13:57]   12500/18401동 | 113,457건 | 2910s
[08:14:01]   12600/18401동 | 113,457건 | 2913s
[08:14:05]   12700/18401동 | 113,457건 | 2917s
[08:14:08]   12800/18401동 | 113,472건 | 2920s
[08:14:12]   12900/18401동 | 113,481건 | 2924s
[08:14:15]   13000/18401동 | 113,481건 | 2927s
[08:14:17]   13100/18401동 | 113,486건 | 2929s
[08:14:20]   13200/18401동 | 113,491건 | 2932s
[08:14:23]   13300/18401동 | 113,491건 | 2935s
[08:14:26]   13400/18401동 | 113,491건 | 2938s
[08:14:29]   13500/18401동 | 113,493건 | 2941s
[08:14:34]   13600/18401동 | 113,539건 | 2946s
[08:14:38]   13700/18401동 | 113,539건 | 2950s
[08:14:41]   13800/18401동 | 113,540건 | 2953s
[08:14:44]   13900/18401동 | 113,540건 | 2956s
[08:14:47]   14000/18401동 | 113,541건 | 2959s
[08:14:55]   14100/18401동 | 113,865건 | 2967s
[08:14:59]   14200/18401동 | 113,865건 | 2972s
[08:15:02]   14300/18401동 | 113,876건 | 2975s
[08:15:05]   14400/18401동 | 113,876건 | 2977s
[08:15:25]   14500/18401동 | 114,898건 | 2997s
[08:15:39]   14600/18401동 | 115,545건 | 3011s
[08:15:47]   14700/18401동 | 115,545건 | 3019s
[08:15:52]   14800/18401동 | 115,631건 | 3024s
[08:16:00]   14900/18401동 | 115,707건 | 3032s
[08:16:18]   15000/18401동 | 116,351건 | 3051s
[08:17:12]   15100/18401동 | 118,720건 | 3104s
[08:17:47]   15200/18401동 | 118,724건 | 3139s
[08:17:54]   15300/18401동 | 118,978건 | 3146s
[08:18:17]   15400/18401동 | 119,618건 | 3169s
[08:19:02]   15500/18401동 | 120,232건 | 3214s
[08:19:07]   15600/18401동 | 120,239건 | 3219s
[08:19:11]   15700/18401동 | 120,244건 | 3223s
[08:19:14]   15800/18401동 | 120,246건 | 3226s
[08:19:19]   15900/18401동 | 120,246건 | 3231s
[08:19:23]   16000/18401동 | 120,246건 | 3235s
[08:19:27]   16100/18401동 | 120,246건 | 3239s
[08:19:31]   16200/18401동 | 120,250건 | 3244s
[08:19:37]   16300/18401동 | 120,277건 | 3249s
[08:19:40]   16400/18401동 | 120,295건 | 3252s
[08:19:45]   16500/18401동 | 120,408건 | 3257s
[08:19:50]   16600/18401동 | 120,521건 | 3262s
[08:19:53]   16700/18401동 | 120,521건 | 3265s
[08:19:56]   16800/18401동 | 120,521건 | 3268s
[08:20:18]   16900/18401동 | 121,340건 | 3290s
[08:20:25]   17000/18401동 | 121,340건 | 3298s
[08:20:49]   17100/18401동 | 122,711건 | 3321s
[08:21:23]   17200/18401동 | 122,862건 | 3355s
[08:21:30]   17300/18401동 | 123,048건 | 3362s
[08:21:34]   17400/18401동 | 123,068건 | 3366s
[08:21:40]   17500/18401동 | 123,133건 | 3372s
[08:21:46]   17600/18401동 | 123,134건 | 3378s
[08:21:49]   17700/18401동 | 123,136건 | 3382s
[08:21:52]   17800/18401동 | 123,138건 | 3385s
