[05:43:41] 캐시 로드: 0개 완료 항목
[05:43:41] ==============================================================
[05:43:41]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[05:43:41]   precision: 5 → 7 | 세분화 임계: 400건
[05:43:41]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260720
[05:43:41] ==============================================================
[05:43:41] 지오해시 타일: 16891개 (precision=5)
[05:43:41] 
[1/3] 아파트 수집 ─────────────────────────────────
[05:43:51]   읍면동 18401개 확인
[05:44:02]   100/18401동 | 496건 | 22s
[05:44:21]   200/18401동 | 1,934건 | 40s
[05:44:52]   300/18401동 | 4,130건 | 72s
[05:45:45]   400/18401동 | 7,652건 | 125s
[05:46:46]   500/18401동 | 12,967건 | 185s
[05:48:19]   600/18401동 | 19,827건 | 278s
[05:50:12]   700/18401동 | 26,541건 | 391s
[05:51:39]   800/18401동 | 27,013건 | 479s
[05:52:21]   900/18401동 | 30,149건 | 521s
[05:53:12]   1000/18401동 | 31,545건 | 571s
[05:53:18]   1100/18401동 | 31,545건 | 577s
[05:54:25]   1200/18401동 | 35,260건 | 645s
[05:56:20]   1300/18401동 | 43,376건 | 759s
[05:56:55]   1400/18401동 | 46,349건 | 795s
[05:57:17]   1500/18401동 | 47,392건 | 816s
[05:57:58]   1600/18401동 | 49,916건 | 858s
[05:58:47]   1700/18401동 | 52,853건 | 906s
[05:59:19]   1800/18401동 | 54,575건 | 938s
[05:59:49]   1900/18401동 | 54,575건 | 969s
[06:01:11]   2000/18401동 | 57,559건 | 1050s
[06:02:00]   2100/18401동 | 59,538건 | 1100s
[06:02:55]   2200/18401동 | 63,026건 | 1154s
[06:03:47]   2300/18401동 | 67,533건 | 1206s
[06:06:39]   2400/18401동 | 77,092건 | 1379s
[06:08:08]   2500/18401동 | 77,153건 | 1468s
[06:09:21]   2600/18401동 | 82,627건 | 1541s
[06:11:51]   2700/18401동 | 87,055건 | 1690s
[06:12:53]   2800/18401동 | 89,224건 | 1752s
[06:13:27]   2900/18401동 | 89,901건 | 1787s
[06:13:50]   3000/18401동 | 90,298건 | 1809s
[06:14:16]   3100/18401동 | 91,560건 | 1835s
[06:15:27]   3200/18401동 | 93,546건 | 1906s
[06:16:40]   3300/18401동 | 95,681건 | 1980s
[06:17:29]   3400/18401동 | 95,809건 | 2028s
[06:18:12]   3500/18401동 | 95,964건 | 2071s
[06:18:57]   3600/18401동 | 96,435건 | 2116s
[06:19:26]   3700/18401동 | 96,496건 | 2145s
[06:19:28]   3800/18401동 | 96,496건 | 2148s
[06:19:35]   3900/18401동 | 96,743건 | 2155s
[06:20:21]   4000/18401동 | 99,176건 | 2201s
[06:20:28]   4100/18401동 | 99,196건 | 2208s
[06:20:32]   4200/18401동 | 99,213건 | 2211s
[06:20:41]   4300/18401동 | 99,357건 | 2221s
[06:20:50]   4400/18401동 | 99,363건 | 2229s
[06:21:23]   4500/18401동 | 100,614건 | 2262s
[06:21:35]   4600/18401동 | 100,645건 | 2275s
[06:21:37]   4700/18401동 | 100,645건 | 2277s
[06:21:40]   4800/18401동 | 100,645건 | 2280s
[06:21:45]   4900/18401동 | 100,767건 | 2285s
[06:21:49]   5000/18401동 | 100,831건 | 2289s
[06:21:53]   5100/18401동 | 100,831건 | 2293s
[06:21:57]   5200/18401동 | 100,851건 | 2296s
[06:21:59]   5300/18401동 | 100,851건 | 2299s
[06:22:02]   5400/18401동 | 100,851건 | 2302s
[06:22:06]   5500/18401동 | 100,856건 | 2305s
[06:22:19]   5600/18401동 | 101,544건 | 2318s
[06:22:30]   5700/18401동 | 101,711건 | 2329s
[06:22:51]   5800/18401동 | 101,852건 | 2350s
[06:23:05]   5900/18401동 | 101,915건 | 2364s
[06:23:07]   6000/18401동 | 101,915건 | 2367s
[06:23:38]   6100/18401동 | 103,943건 | 2397s
[06:23:48]   6200/18401동 | 104,031건 | 2407s
[06:23:51]   6300/18401동 | 104,048건 | 2410s
[06:23:53]   6400/18401동 | 104,048건 | 2413s
[06:23:57]   6500/18401동 | 104,063건 | 2416s
[06:24:02]   6600/18401동 | 104,126건 | 2421s
[06:24:04]   6700/18401동 | 104,144건 | 2424s
[06:24:27]   6800/18401동 | 105,853건 | 2447s
[06:27:33]   6900/18401동 | 107,066건 | 2632s
[06:27:37]   7000/18401동 | 107,075건 | 2637s
[06:27:40]   7100/18401동 | 107,077건 | 2640s
[06:27:43]   7200/18401동 | 107,077건 | 2643s
[06:27:48]   7300/18401동 | 107,178건 | 2648s
[06:27:56]   7400/18401동 | 107,233건 | 2655s
[06:28:01]   7500/18401동 | 107,233건 | 2661s
[06:28:12]   7600/18401동 | 107,411건 | 2671s
[06:28:18]   7700/18401동 | 107,411건 | 2678s
[06:28:22]   7800/18401동 | 107,472건 | 2681s
[06:28:32]   7900/18401동 | 107,472건 | 2691s
[06:28:34]   8000/18401동 | 107,478건 | 2693s
[06:28:37]   8100/18401동 | 107,481건 | 2697s
[06:28:45]   8200/18401동 | 107,628건 | 2704s
[06:28:56]   8300/18401동 | 107,954건 | 2716s
[06:29:03]   8400/18401동 | 107,954건 | 2723s
[06:29:08]   8500/18401동 | 108,074건 | 2727s
[06:29:12]   8600/18401동 | 108,074건 | 2731s
[06:29:21]   8700/18401동 | 108,201건 | 2740s
[06:29:29]   8800/18401동 | 108,488건 | 2748s
[06:29:33]   8900/18401동 | 108,493건 | 2752s
[06:29:36]   9000/18401동 | 108,494건 | 2755s
[06:29:39]   9100/18401동 | 108,494건 | 2758s
[06:29:43]   9200/18401동 | 108,494건 | 2762s
[06:29:47]   9300/18401동 | 108,498건 | 2766s
[06:29:50]   9400/18401동 | 108,503건 | 2769s
[06:29:52]   9500/18401동 | 108,503건 | 2772s
[06:29:55]   9600/18401동 | 108,503건 | 2775s
[06:29:58]   9700/18401동 | 108,504건 | 2778s
[06:30:02]   9800/18401동 | 108,504건 | 2781s
[06:30:05]   9900/18401동 | 108,505건 | 2785s
[06:30:08]   10000/18401동 | 108,505건 | 2787s
[06:30:11]   10100/18401동 | 108,508건 | 2790s
[06:30:24]   10200/18401동 | 108,625건 | 2803s
[06:30:27]   10300/18401동 | 108,625건 | 2806s
[06:30:29]   10400/18401동 | 108,628건 | 2809s
[06:30:33]   10500/18401동 | 108,628건 | 2812s
[06:30:35]   10600/18401동 | 108,628건 | 2815s
[06:30:43]   10700/18401동 | 108,698건 | 2823s
[06:30:47]   10800/18401동 | 108,699건 | 2826s
[06:30:51]   10900/18401동 | 108,699건 | 2830s
[06:30:53]   11000/18401동 | 108,699건 | 2833s
[06:30:57]   11100/18401동 | 108,699건 | 2837s
[06:31:36]   11200/18401동 | 110,026건 | 2876s
[06:33:14]   11300/18401동 | 112,617건 | 2974s
[06:33:49]   11400/18401동 | 112,644건 | 3009s
[06:33:59]   11500/18401동 | 112,860건 | 3019s
[06:34:19]   11600/18401동 | 112,869건 | 3038s
[06:34:23]   11700/18401동 | 112,877건 | 3042s
[06:34:28]   11800/18401동 | 113,029건 | 3048s
[06:34:46]   11900/18401동 | 113,257건 | 3066s
[06:34:53]   12000/18401동 | 113,277건 | 3072s
[06:34:57]   12100/18401동 | 113,290건 | 3076s
[06:34:59]   12200/18401동 | 113,290건 | 3078s
[06:35:02]   12300/18401동 | 113,291건 | 3081s
[06:35:07]   12400/18401동 | 113,460건 | 3086s
[06:35:13]   12500/18401동 | 113,665건 | 3093s
[06:35:18]   12600/18401동 | 113,699건 | 3097s
[06:35:20]   12700/18401동 | 113,699건 | 3100s
[06:35:24]   12800/18401동 | 113,704건 | 3103s
[06:35:27]   12900/18401동 | 113,711건 | 3107s
[06:35:31]   13000/18401동 | 113,711건 | 3110s
[06:35:34]   13100/18401동 | 113,711건 | 3113s
[06:35:37]   13200/18401동 | 113,711건 | 3117s
[06:35:41]   13300/18401동 | 113,711건 | 3120s
[06:35:44]   13400/18401동 | 113,711건 | 3123s
[06:35:46]   13500/18401동 | 113,711건 | 3126s
[06:35:49]   13600/18401동 | 113,711건 | 3128s
[06:35:52]   13700/18401동 | 113,728건 | 3131s
[06:35:59]   13800/18401동 | 113,781건 | 3139s
[06:36:01]   13900/18401동 | 113,781건 | 3141s
[06:36:05]   14000/18401동 | 113,781건 | 3144s
[06:36:09]   14100/18401동 | 113,781건 | 3148s
[06:36:13]   14200/18401동 | 113,782건 | 3152s
[06:36:16]   14300/18401동 | 113,784건 | 3155s
[06:36:28]   14400/18401동 | 114,426건 | 3167s
[06:36:42]   14500/18401동 | 114,491건 | 3182s
[06:37:02]   14600/18401동 | 115,407건 | 3202s
[06:37:11]   14700/18401동 | 115,407건 | 3210s
[06:37:20]   14800/18401동 | 115,693건 | 3220s
[06:37:39]   14900/18401동 | 116,511건 | 3239s
[06:37:46]   15000/18401동 | 116,582건 | 3246s
[06:38:43]   15100/18401동 | 119,022건 | 3303s
[06:39:39]   15200/18401동 | 119,532건 | 3358s
[06:39:51]   15300/18401동 | 119,535건 | 3370s
[06:39:59]   15400/18401동 | 119,927건 | 3379s
[06:40:45]   15500/18401동 | 120,533건 | 3425s
[06:40:49]   15600/18401동 | 120,542건 | 3428s
[06:40:53]   15700/18401동 | 120,548건 | 3432s
[06:40:56]   15800/18401동 | 120,548건 | 3436s
[06:41:00]   15900/18401동 | 120,554건 | 3440s
[06:41:05]   16000/18401동 | 120,554건 | 3444s
[06:41:09]   16100/18401동 | 120,554건 | 3449s
[06:41:13]   16200/18401동 | 120,558건 | 3453s
[06:41:24]   16300/18401동 | 120,896건 | 3464s
[06:41:47]   16400/18401동 | 121,413건 | 3487s
[06:41:50]   16500/18401동 | 121,413건 | 3490s
[06:42:38]   16600/18401동 | 122,681건 | 3538s
[06:42:43]   16700/18401동 | 122,681건 | 3542s
[06:42:48]   16800/18401동 | 122,729건 | 3547s
[06:42:56]   16900/18401동 | 122,970건 | 3556s
[06:43:03]   17000/18401동 | 123,139건 | 3562s
[06:43:06]   17100/18401동 | 123,139건 | 3566s
[06:43:09]   17200/18401동 | 123,139건 | 3569s
[06:43:16]   17300/18401동 | 123,336건 | 3575s
[06:43:19]   17400/18401동 | 123,337건 | 3578s
[06:43:26]   17500/18401동 | 123,402건 | 3585s
[06:43:30]   17600/18401동 | 123,434건 | 3590s
[06:43:34]   17700/18401동 | 123,440건 | 3593s
[06:43:37]   17800/18401동 | 123,441건 | 3597s
[06:43:40]   17900/18401동 | 123,442건 | 3600s
[06:43:44]   18000/18401동 | 123,442건 | 3603s
[06:43:48]   18100/18401동 | 123,442건 | 3607s
[06:43:52]   18200/18401동 | 123,499건 | 3612s
[06:43:57]   18300/18401동 | 123,511건 | 3616s
[06:43:59]   18400/18401동 | 123,513건 | 3618s
[06:43:59]   18401/18401동 | 123,513건 | 3618s
[06:44:00] 💾 저장: 직방_아파트_20260720_054341.csv (123,513건)
[06:44:00] 
[2/3] 원룸·빌라투룸·오피스텔 수집 (적응형) ──────────
[06:44:00]   작업: 50673개 (타일 × 유형)
[06:44:07]   100/50673 타일 | 0건 | 3627s
[06:44:13]   200/50673 타일 | 0건 | 3632s
[06:44:18]   300/50673 타일 | 0건 | 3637s
[06:44:23]   400/50673 타일 | 0건 | 3642s
[06:44:28]   500/50673 타일 | 0건 | 3647s
[06:44:33]   600/50673 타일 | 0건 | 3652s
[06:44:39]   700/50673 타일 | 0건 | 3658s
[06:44:44]   800/50673 타일 | 21건 | 3664s
[06:44:50]   900/50673 타일 | 46건 | 3669s
[06:44:55]   1000/50673 타일 | 53건 | 3675s
[06:45:01]   1100/50673 타일 | 61건 | 3680s
[06:45:06]   1200/50673 타일 | 61건 | 3686s
[06:45:12]   1300/50673 타일 | 61건 | 3691s
[06:45:17]   1400/50673 타일 | 61건 | 3696s
[06:45:22]   1500/50673 타일 | 61건 | 3701s
[06:45:27]   1600/50673 타일 | 61건 | 3706s
[06:45:32]   1700/50673 타일 | 61건 | 3711s
[06:45:37]   1800/50673 타일 | 61건 | 3716s
[06:45:41]   1900/50673 타일 | 61건 | 3721s
[06:45:46]   2000/50673 타일 | 61건 | 3726s
[06:45:51]   2100/50673 타일 | 61건 | 3731s
[06:45:57]   2200/50673 타일 | 61건 | 3736s
[06:46:02]   2300/50673 타일 | 61건 | 3742s
[06:46:07]   2400/50673 타일 | 61건 | 3747s
[06:46:12]   2500/50673 타일 | 61건 | 3752s
[06:46:17]   2600/50673 타일 | 61건 | 3756s
[06:46:23]   2700/50673 타일 | 61건 | 3762s
[06:46:28]   2800/50673 타일 | 61건 | 3767s
[06:46:33]   2900/50673 타일 | 61건 | 3772s
[06:46:37]   3000/50673 타일 | 61건 | 3777s
[06:46:43]   3100/50673 타일 | 61건 | 3782s
[06:46:47]   3200/50673 타일 | 67건 | 3787s
[06:46:53]   3300/50673 타일 | 67건 | 3792s
[06:46:58]   3400/50673 타일 | 67건 | 3798s
[06:47:04]   3500/50673 타일 | 67건 | 3803s
[06:47:08]   3600/50673 타일 | 67건 | 3808s
[06:47:13]   3700/50673 타일 | 76건 | 3813s
[06:47:18]   3800/50673 타일 | 83건 | 3818s
[06:47:23]   3900/50673 타일 | 83건 | 3823s
[06:47:29]   4000/50673 타일 | 83건 | 3828s
[06:47:34]   4100/50673 타일 | 83건 | 3833s
[06:47:39]   4200/50673 타일 | 83건 | 3838s
[06:47:44]   4300/50673 타일 | 83건 | 3843s
[06:47:49]   4400/50673 타일 | 83건 | 3848s
[06:47:54]   4500/50673 타일 | 83건 | 3853s
[06:47:59]   4600/50673 타일 | 83건 | 3859s
[06:48:07]   4700/50673 타일 | 83건 | 3866s
[06:48:12]   4800/50673 타일 | 83건 | 3872s
[06:48:17]   4900/50673 타일 | 83건 | 3877s
[06:48:22]   5000/50673 타일 | 83건 | 3882s
[06:48:27]   5100/50673 타일 | 83건 | 3886s
[06:48:32]   5200/50673 타일 | 84건 | 3892s
[06:48:37]   5300/50673 타일 | 85건 | 3897s
[06:48:42]   5400/50673 타일 | 85건 | 3902s
[06:48:48]   5500/50673 타일 | 85건 | 3907s
[06:48:53]   5600/50673 타일 | 85건 | 3912s
[06:48:58]   5700/50673 타일 | 85건 | 3917s
[06:49:03]   5800/50673 타일 | 85건 | 3923s
[06:49:08]   5900/50673 타일 | 85건 | 3928s
[06:49:14]   6000/50673 타일 | 104건 | 3934s
[06:49:19]   6100/50673 타일 | 120건 | 3939s
[06:49:25]   6200/50673 타일 | 146건 | 3945s
[06:49:32]   6300/50673 타일 | 188건 | 3951s
[06:49:37]   6400/50673 타일 | 188건 | 3956s
[06:49:42]   6500/50673 타일 | 188건 | 3961s
[06:49:47]   6600/50673 타일 | 188건 | 3967s
[06:49:52]   6700/50673 타일 | 188건 | 3972s
[06:49:57]   6800/50673 타일 | 188건 | 3976s
[06:50:03]   6900/50673 타일 | 188건 | 3983s
[06:50:09]   7000/50673 타일 | 188건 | 3989s
[06:50:15]   7100/50673 타일 | 218건 | 3995s
[06:50:20]   7200/50673 타일 | 218건 | 4000s
