[06:18:21] 캐시 로드: 0개 완료 항목
[06:18:21] ==============================================================
[06:18:21]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[06:18:21]   precision: 5 → 7 | 세분화 임계: 400건
[06:18:21]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260518
[06:18:21] ==============================================================
[06:18:21] 지오해시 타일: 16891개 (precision=5)
[06:18:21] 
[1/3] 아파트 수집 ─────────────────────────────────
[06:18:32]   읍면동 18401개 확인
[06:18:54]   100/18401동 | 1,496건 | 32s
[06:19:04]   200/18401동 | 2,003건 | 43s
[06:19:16]   300/18401동 | 2,922건 | 54s
[06:20:10]   400/18401동 | 7,678건 | 108s
[06:21:12]   500/18401동 | 12,408건 | 170s
[06:22:45]   600/18401동 | 20,081건 | 263s
[06:23:34]   700/18401동 | 23,199건 | 313s
[06:25:29]   800/18401동 | 26,216건 | 428s
[06:26:02]   900/18401동 | 28,297건 | 461s
[06:26:46]   1000/18401동 | 31,153건 | 504s
[06:27:03]   1100/18401동 | 31,751건 | 522s
[06:28:19]   1200/18401동 | 34,881건 | 598s
[06:29:59]   1300/18401동 | 43,209건 | 698s
[06:30:18]   1400/18401동 | 43,793건 | 717s
[06:31:18]   1500/18401동 | 47,701건 | 777s
[06:31:37]   1600/18401동 | 48,335건 | 795s
[06:32:37]   1700/18401동 | 51,912건 | 856s
[06:33:13]   1800/18401동 | 54,106건 | 892s
[06:33:38]   1900/18401동 | 54,448건 | 917s
[06:34:34]   2000/18401동 | 58,464건 | 973s
[06:35:20]   2100/18401동 | 58,468건 | 1018s
[06:36:10]   2200/18401동 | 61,810건 | 1069s
[06:37:24]   2300/18401동 | 67,210건 | 1142s
[06:39:24]   2400/18401동 | 71,836건 | 1263s
[06:40:55]   2500/18401동 | 74,755건 | 1354s
[06:44:03]   2600/18401동 | 81,083건 | 1541s
[06:45:27]   2700/18401동 | 87,468건 | 1626s
[06:46:22]   2800/18401동 | 88,530건 | 1681s
[06:47:05]   2900/18401동 | 90,251건 | 1724s
[06:47:30]   3000/18401동 | 90,580건 | 1748s
[06:47:43]   3100/18401동 | 90,580건 | 1762s
[06:49:11]   3200/18401동 | 93,975건 | 1850s
[06:50:15]   3300/18401동 | 94,571건 | 1914s
[06:51:02]   3400/18401동 | 94,581건 | 1961s
[06:51:53]   3500/18401동 | 96,565건 | 2012s
[06:52:51]   3600/18401동 | 96,676건 | 2069s
[06:54:06]   3700/18401동 | 98,607건 | 2145s
[06:54:15]   3800/18401동 | 98,660건 | 2154s
[06:54:23]   3900/18401동 | 98,770건 | 2162s
[06:54:31]   4000/18401동 | 98,820건 | 2169s
[06:54:33]   4100/18401동 | 98,820건 | 2172s
[06:54:36]   4200/18401동 | 98,837건 | 2175s
[06:54:45]   4300/18401동 | 99,269건 | 2184s
[06:54:53]   4400/18401동 | 99,491건 | 2191s
[06:55:16]   4500/18401동 | 100,571건 | 2215s
[06:55:26]   4600/18401동 | 100,673건 | 2225s
[06:55:47]   4700/18401동 | 100,838건 | 2246s
[06:55:51]   4800/18401동 | 100,841건 | 2249s
[06:55:56]   4900/18401동 | 100,919건 | 2255s
[06:56:00]   5000/18401동 | 100,919건 | 2259s
[06:56:04]   5100/18401동 | 100,959건 | 2263s
[06:56:07]   5200/18401동 | 100,962건 | 2266s
[06:56:10]   5300/18401동 | 100,962건 | 2269s
[06:56:13]   5400/18401동 | 100,962건 | 2271s
[06:56:15]   5500/18401동 | 100,962건 | 2274s
[06:56:32]   5600/18401동 | 101,632건 | 2290s
[06:56:59]   5700/18401동 | 103,387건 | 2318s
[06:57:05]   5800/18401동 | 103,411건 | 2323s
[06:57:07]   5900/18401동 | 103,411건 | 2326s
[06:57:10]   6000/18401동 | 103,411건 | 2329s
[06:59:14]   6100/18401동 | 106,335건 | 2453s
[07:00:28]   6200/18401동 | 106,538건 | 2527s
[07:00:31]   6300/18401동 | 106,538건 | 2530s
[07:00:41]   6400/18401동 | 106,678건 | 2539s
[07:00:57]   6500/18401동 | 106,940건 | 2555s
[07:01:05]   6600/18401동 | 106,940건 | 2563s
[07:01:09]   6700/18401동 | 106,954건 | 2567s
[07:01:13]   6800/18401동 | 107,023건 | 2572s
[07:01:15]   6900/18401동 | 107,023건 | 2574s
[07:01:26]   7000/18401동 | 107,196건 | 2584s
[07:01:32]   7100/18401동 | 107,196건 | 2590s
[07:01:38]   7200/18401동 | 107,340건 | 2597s
[07:01:49]   7300/18401동 | 107,354건 | 2607s
[07:01:53]   7400/18401동 | 107,360건 | 2611s
[07:01:55]   7500/18401동 | 107,360건 | 2614s
[07:01:58]   7600/18401동 | 107,361건 | 2617s
[07:02:02]   7700/18401동 | 107,361건 | 2621s
[07:02:06]   7800/18401동 | 107,361건 | 2624s
[07:02:09]   7900/18401동 | 107,361건 | 2627s
[07:02:14]   8000/18401동 | 107,455건 | 2633s
[07:02:20]   8100/18401동 | 107,561건 | 2638s
[07:02:28]   8200/18401동 | 107,770건 | 2646s
[07:02:48]   8300/18401동 | 108,152건 | 2666s
[07:02:51]   8400/18401동 | 108,152건 | 2670s
[07:02:56]   8500/18401동 | 108,245건 | 2675s
[07:03:05]   8600/18401동 | 108,399건 | 2684s
[07:03:12]   8700/18401동 | 108,523건 | 2690s
[07:03:18]   8800/18401동 | 108,523건 | 2697s
[07:03:24]   8900/18401동 | 108,523건 | 2702s
[07:03:27]   9000/18401동 | 108,526건 | 2706s
[07:03:31]   9100/18401동 | 108,526건 | 2710s
[07:03:34]   9200/18401동 | 108,526건 | 2713s
[07:03:39]   9300/18401동 | 108,530건 | 2717s
[07:03:43]   9400/18401동 | 108,531건 | 2721s
[07:03:47]   9500/18401동 | 108,540건 | 2725s
[07:03:49]   9600/18401동 | 108,540건 | 2728s
[07:03:52]   9700/18401동 | 108,542건 | 2730s
[07:03:55]   9800/18401동 | 108,542건 | 2734s
[07:03:59]   9900/18401동 | 108,544건 | 2737s
[07:04:02]   10000/18401동 | 108,547건 | 2741s
[07:04:06]   10100/18401동 | 108,551건 | 2745s
[07:04:09]   10200/18401동 | 108,551건 | 2748s
[07:04:22]   10300/18401동 | 108,655건 | 2761s
[07:04:26]   10400/18401동 | 108,655건 | 2764s
