[05:30:21] 캐시 로드: 0개 완료 항목
[05:30:21] ==============================================================
[05:30:21]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[05:30:21]   precision: 5 → 7 | 세분화 임계: 400건
[05:30:21]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260516
[05:30:21] ==============================================================
[05:30:21] 지오해시 타일: 16891개 (precision=5)
[05:30:21] 
[1/3] 아파트 수집 ─────────────────────────────────
[05:30:31]   읍면동 18401개 확인
[05:30:54]   100/18401동 | 1,367건 | 33s
[06:22:44]   14700/18401동 | 116,581건 | 3143s
[06:22:51]   14800/18401동 | 116,581건 | 3150s
[06:22:57]   14900/18401동 | 116,664건 | 3156s
[06:23:04]   15000/18401동 | 116,751건 | 3163s
[06:24:13]   15100/18401동 | 119,014건 | 3232s
[06:24:28]   15200/18401동 | 119,019건 | 3247s
[06:24:38]   15300/18401동 | 119,527건 | 3257s
[06:25:01]   15400/18401동 | 120,151건 | 3280s
[06:25:44]   15500/18401동 | 120,714건 | 3323s
[06:25:48]   15600/18401동 | 120,720건 | 3327s
[06:25:51]   15700/18401동 | 120,726건 | 3330s
[06:25:55]   15800/18401동 | 120,726건 | 3334s
[06:25:59]   15900/18401동 | 120,733건 | 3338s
[06:26:03]   16000/18401동 | 120,733건 | 3343s
[06:26:07]   16100/18401동 | 120,733건 | 3346s
[06:26:11]   16200/18401동 | 120,738건 | 3350s
[06:26:16]   16300/18401동 | 120,738건 | 3355s
[06:26:19]   16400/18401동 | 120,738건 | 3358s
[06:26:23]   16500/18401동 | 120,757건 | 3362s
[06:26:26]   16600/18401동 | 120,779건 | 3365s
[06:26:29]   16700/18401동 | 120,782건 | 3368s
[06:26:56]   16800/18401동 | 121,559건 | 3395s
[06:27:47]   16900/18401동 | 122,918건 | 3446s
[06:27:50]   17000/18401동 | 122,918건 | 3450s
[06:27:59]   17100/18401동 | 123,097건 | 3458s
[06:28:05]   17200/18401동 | 123,242건 | 3464s
[06:28:12]   17300/18401동 | 123,413건 | 3471s
[06:28:14]   17400/18401동 | 123,414건 | 3474s
[06:28:21]   17500/18401동 | 123,466건 | 3480s
[06:28:25]   17600/18401동 | 123,492건 | 3484s
[06:28:28]   17700/18401동 | 123,496건 | 3487s
[06:28:30]   17800/18401동 | 123,502건 | 3489s
[06:28:33]   17900/18401동 | 123,502건 | 3493s
[06:28:37]   18000/18401동 | 123,506건 | 3496s
[06:28:41]   18100/18401동 | 123,506건 | 3500s
[06:28:46]   18200/18401동 | 123,564건 | 3505s
[06:28:50]   18300/18401동 | 123,578건 | 3509s
[06:28:52]   18400/18401동 | 123,580건 | 3511s
[06:28:52]   18401/18401동 | 123,580건 | 3511s
[06:28:53] 💾 저장: 직방_아파트_20260516_053021.csv (123,580건)
[06:28:53] 
[2/3] 원룸·빌라투룸·오피스텔 수집 (적응형) ──────────
[06:28:53]   작업: 50673개 (타일 × 유형)
[06:28:59]   100/50673 타일 | 0건 | 3519s
[06:29:04]   200/50673 타일 | 0건 | 3523s
[06:29:09]   300/50673 타일 | 0건 | 3529s
[06:29:14]   400/50673 타일 | 0건 | 3533s
[06:29:19]   500/50673 타일 | 0건 | 3538s
[06:29:24]   600/50673 타일 | 0건 | 3543s
[06:29:29]   700/50673 타일 | 0건 | 3548s
[06:29:34]   800/50673 타일 | 20건 | 3553s
[06:29:40]   900/50673 타일 | 36건 | 3559s
[06:29:45]   1000/50673 타일 | 41건 | 3564s
[06:29:50]   1100/50673 타일 | 52건 | 3569s
[06:29:55]   1200/50673 타일 | 52건 | 3574s
[06:30:00]   1300/50673 타일 | 52건 | 3579s
[06:30:05]   1400/50673 타일 | 52건 | 3585s
[06:30:10]   1500/50673 타일 | 52건 | 3589s
[06:30:15]   1600/50673 타일 | 52건 | 3594s
[06:30:19]   1700/50673 타일 | 52건 | 3599s
[06:30:24]   1800/50673 타일 | 52건 | 3603s
[06:30:29]   1900/50673 타일 | 52건 | 3608s
[06:30:34]   2000/50673 타일 | 52건 | 3613s
[06:30:38]   2100/50673 타일 | 52건 | 3617s
[06:30:43]   2200/50673 타일 | 52건 | 3622s
[06:30:48]   2300/50673 타일 | 52건 | 3627s
[06:30:53]   2400/50673 타일 | 52건 | 3632s
[06:30:58]   2500/50673 타일 | 52건 | 3637s
[06:31:02]   2600/50673 타일 | 52건 | 3641s
[06:31:07]   2700/50673 타일 | 52건 | 3646s
[06:31:12]   2800/50673 타일 | 52건 | 3651s
[06:31:17]   2900/50673 타일 | 52건 | 3656s
[06:31:22]   3000/50673 타일 | 55건 | 3661s
[06:31:26]   3100/50673 타일 | 55건 | 3665s
[06:31:31]   3200/50673 타일 | 57건 | 3670s
[06:31:36]   3300/50673 타일 | 57건 | 3675s
[06:31:41]   3400/50673 타일 | 57건 | 3680s
[06:31:46]   3500/50673 타일 | 57건 | 3685s
[06:31:50]   3600/50673 타일 | 57건 | 3690s
[06:31:55]   3700/50673 타일 | 68건 | 3694s
[06:32:00]   3800/50673 타일 | 77건 | 3699s
[06:32:05]   3900/50673 타일 | 77건 | 3704s
[06:32:10]   4000/50673 타일 | 77건 | 3709s
[06:32:15]   4100/50673 타일 | 77건 | 3714s
[06:32:20]   4200/50673 타일 | 77건 | 3719s
[06:32:24]   4300/50673 타일 | 77건 | 3724s
[06:32:29]   4400/50673 타일 | 77건 | 3728s
[06:32:34]   4500/50673 타일 | 77건 | 3733s
[06:32:39]   4600/50673 타일 | 77건 | 3738s
[06:32:44]   4700/50673 타일 | 77건 | 3744s
[06:32:49]   4800/50673 타일 | 77건 | 3749s
[06:32:54]   4900/50673 타일 | 77건 | 3753s
[06:32:59]   5000/50673 타일 | 77건 | 3758s
[06:33:04]   5100/50673 타일 | 77건 | 3763s
[06:33:09]   5200/50673 타일 | 77건 | 3768s
[06:33:14]   5300/50673 타일 | 77건 | 3773s
[06:33:19]   5400/50673 타일 | 77건 | 3778s
[06:33:24]   5500/50673 타일 | 77건 | 3783s
[06:33:28]   5600/50673 타일 | 77건 | 3788s
[06:33:33]   5700/50673 타일 | 77건 | 3792s
[06:33:38]   5800/50673 타일 | 77건 | 3797s
[06:33:42]   5900/50673 타일 | 77건 | 3802s
[06:33:48]   6000/50673 타일 | 92건 | 3807s
[06:33:53]   6100/50673 타일 | 107건 | 3812s
[06:33:59]   6200/50673 타일 | 133건 | 3818s
[06:34:05]   6300/50673 타일 | 178건 | 3824s
[06:34:09]   6400/50673 타일 | 178건 | 3828s
[06:34:14]   6500/50673 타일 | 178건 | 3833s
[06:34:20]   6600/50673 타일 | 178건 | 3839s
[06:34:24]   6700/50673 타일 | 178건 | 3843s
[06:34:29]   6800/50673 타일 | 178건 | 3849s
[06:34:35]   6900/50673 타일 | 178건 | 3854s
[06:34:40]   7000/50673 타일 | 178건 | 3859s
[06:34:45]   7100/50673 타일 | 269건 | 3865s
[06:34:50]   7200/50673 타일 | 269건 | 3869s
[06:34:56]   7300/50673 타일 | 284건 | 3875s
[06:35:02]   7400/50673 타일 | 303건 | 3882s
[06:35:08]   7500/50673 타일 | 303건 | 3887s
[06:35:13]   7600/50673 타일 | 318건 | 3892s
[06:35:18]   7700/50673 타일 | 326건 | 3897s
[06:35:22]   7800/50673 타일 | 326건 | 3902s
[06:35:26]     🔍 세분화: 원룸/wy6he → 415건 (p5→6)
[06:35:28]   7900/50673 타일 | 345건 | 3907s
[06:35:35]   8000/50673 타일 | 399건 | 3914s
[06:35:41]   8100/50673 타일 | 400건 | 3920s
[06:35:45]   8200/50673 타일 | 425건 | 3925s
[06:35:48]     🔍 세분화: 원룸/wy6wc → 469건 (p5→6)
[06:35:48]     🔍 세분화: 원룸/wy6we → 422건 (p5→6)
[06:35:48]     🔍 세분화: 원룸/wy6wd → 641건 (p5→6)
[06:35:49]     🔍 세분화: 원룸/wy6wf → 1010건 (p5→6)
[06:35:50]     🔍 세분화: 원룸/wy6ws → 465건 (p5→6)
[06:35:58]   8300/50673 타일 | 478건 | 3937s
[06:36:07]   8400/50673 타일 | 512건 | 3946s
[06:36:12]   8500/50673 타일 | 538건 | 3951s
[06:36:18]   8600/50673 타일 | 548건 | 3957s
[06:36:21]     🔍 세분화: 원룸/wy78k → 433건 (p5→6)
[06:36:21]     🔍 세분화: 원룸/wy78p → 416건 (p5→6)
[06:36:21]     🔍 세분화: 원룸/wy78r → 488건 (p5→6)
[06:36:28]   8700/50673 타일 | 602건 | 3967s
[06:36:35]     🔍 세분화: 원룸/wy7ec → 481건 (p5→6)
[06:36:36]   8800/50673 타일 | 632건 | 3976s
[06:36:44]   8900/50673 타일 | 673건 | 3983s
[06:36:48]     🔍 세분화: 원룸/wy7kn → 640건 (p5→6)
[06:36:50]     🔍 세분화: 원룸/wy7m2 → 652건 (p5→6)
[06:36:51]     🔍 세분화: 원룸/wy7m6 → 401건 (p5→6)
[06:36:54]   9000/50673 타일 | 727건 | 3993s
[06:37:01]   9100/50673 타일 | 731건 | 4000s
[06:37:08]   9200/50673 타일 | 751건 | 4007s
[06:37:13]   9300/50673 타일 | 771건 | 4013s
[06:37:19]   9400/50673 타일 | 781건 | 4018s
[06:37:23]   9500/50673 타일 | 781건 | 4023s
[06:37:28]   9600/50673 타일 | 781건 | 4028s
[06:37:34]   9700/50673 타일 | 781건 | 4033s
[06:37:39]   9800/50673 타일 | 781건 | 4038s
[06:37:44]   9900/50673 타일 | 781건 | 4043s
[06:37:48]   10000/50673 타일 | 781건 | 4048s
[06:37:53]   10100/50673 타일 | 781건 | 4052s
[06:37:58]   10200/50673 타일 | 781건 | 4057s
[06:38:03]   10300/50673 타일 | 781건 | 4062s
[06:38:08]   10400/50673 타일 | 781건 | 4067s
[06:38:12]   10500/50673 타일 | 781건 | 4071s
[06:38:17]   10600/50673 타일 | 781건 | 4076s
[06:38:22]   10700/50673 타일 | 781건 | 4081s
[06:38:27]   10800/50673 타일 | 789건 | 4086s
[06:38:32]   10900/50673 타일 | 789건 | 4091s
[06:38:37]   11000/50673 타일 | 789건 | 4096s
[06:38:42]   11100/50673 타일 | 789건 | 4101s
[06:38:47]   11200/50673 타일 | 789건 | 4106s
[06:38:52]   11300/50673 타일 | 789건 | 4111s
[06:38:56]   11400/50673 타일 | 789건 | 4116s
[06:39:01]   11500/50673 타일 | 789건 | 4120s
[06:39:06]   11600/50673 타일 | 789건 | 4125s
[06:39:10]   11700/50673 타일 | 789건 | 4130s
[06:39:16]   11800/50673 타일 | 793건 | 4135s
[06:39:21]     🔍 세분화: 원룸/wyd3k → 437건 (p5→6)
[06:39:22]     🔍 세분화: 원룸/wyd3m → 604건 (p5→6)
[06:39:22]   11900/50673 타일 | 846건 | 4141s
[06:39:22]     🔍 세분화: 원룸/wyd3t → 710건 (p5→6)
[06:39:33]   12000/50673 타일 | 931건 | 4152s
[06:39:35]     🔍 세분화: 원룸/wyd77 → 1163건 (p5→6)
[06:39:36]     🔍 세분화: 원룸/wyd7f → 541건 (p5→6)
[06:39:36]     🔍 세분화: 원룸/wyd7g → 588건 (p5→6)
[06:39:36]     🔍 세분화: 원룸/wyd7d → 616건 (p5→6)
[06:39:38]     🔍 세분화: 원룸/wyd7s → 583건 (p5→6)
[06:39:41]     🔍 세분화: 원룸/wyd77h → 405건 (p6→7)
[06:39:43]     🔍 세분화: 원룸/wyd8k → 653건 (p5→6)
[06:39:52]   12100/50673 타일 | 1,020건 | 4171s
[06:39:59]   12200/50673 타일 | 1,089건 | 4178s
[06:40:06]   12300/50673 타일 | 1,152건 | 4185s
[06:40:06]     🔍 세분화: 원룸/wydh5 → 490건 (p5→6)
[06:40:07]     🔍 세분화: 원룸/wydhk → 683건 (p5→6)
[06:40:10]     🔍 세분화: 원룸/wydj4 → 429건 (p5→6)
[06:40:10]     🔍 세분화: 원룸/wydj5 → 427건 (p5→6)
[06:40:11]     🔍 세분화: 원룸/wydj9 → 514건 (p5→6)
[06:40:11]     🔍 세분화: 원룸/wydj7 → 658건 (p5→6)
[06:40:13]     🔍 세분화: 원룸/wydjf → 426건 (p5→6)
[06:40:17]     🔍 세분화: 원룸/wydh5y → 420건 (p6→7)
[06:40:20]     🔍 세분화: 원룸/wydjp → 607건 (p5→6)
[06:40:24]     🔍 세분화: 원룸/wydjr → 786건 (p5→6)
[06:40:26]     🔍 세분화: 원룸/wydjw → 586건 (p5→6)
[06:40:28]     🔍 세분화: 원룸/wydk4 → 483건 (p5→6)
[06:40:34]     🔍 세분화: 원룸/wydm0 → 594건 (p5→6)
[06:40:35]     🔍 세분화: 원룸/wydm2 → 462건 (p5→6)
[06:40:36]     🔍 세분화: 원룸/wydm7 → 420건 (p5→6)
[06:40:36]     🔍 세분화: 원룸/wydm6 → 1400건 (p5→6)
[06:40:36]     🔍 세분화: 원룸/wydm8 → 615건 (p5→6)
[06:40:41]   12400/50673 타일 | 1,318건 | 4220s
[06:40:42]     🔍 세분화: 원룸/wydmd → 403건 (p5→6)
[06:40:42]     🔍 세분화: 원룸/wydme → 947건 (p5→6)
[06:40:43]     🔍 세분화: 원룸/wydmf → 786건 (p5→6)
[06:40:49]     🔍 세분화: 원룸/wydmg → 832건 (p5→6)
[06:40:51]     🔍 세분화: 원룸/wydmk → 403건 (p5→6)
[06:40:55]     🔍 세분화: 원룸/wydmw → 485건 (p5→6)
[06:40:57]     🔍 세분화: 원룸/wydn1 → 564건 (p5→6)
[06:41:06]     🔍 세분화: 원룸/wydq4 → 485건 (p5→6)
[06:41:07]   12500/50673 타일 | 1,369건 | 4246s
[06:41:16]   12600/50673 타일 | 1,479건 | 4255s
[06:41:22]   12700/50673 타일 | 1,513건 | 4261s
[06:41:28]   12800/50673 타일 | 1,526건 | 4267s
[06:41:33]   12900/50673 타일 | 1,549건 | 4272s
[06:41:38]   13000/50673 타일 | 1,561건 | 4277s
[06:41:43]   13100/50673 타일 | 1,584건 | 4282s
[06:41:48]   13200/50673 타일 | 1,584건 | 4287s
[06:41:53]   13300/50673 타일 | 1,584건 | 4292s
[06:41:59]   13400/50673 타일 | 1,584건 | 4298s
[06:42:04]   13500/50673 타일 | 1,584건 | 4303s
[06:42:09]   13600/50673 타일 | 1,584건 | 4308s
[06:42:14]   13700/50673 타일 | 1,588건 | 4314s
[06:42:19]   13800/50673 타일 | 1,596건 | 4319s
[06:42:25]   13900/50673 타일 | 1,596건 | 4324s
[06:42:29]   14000/50673 타일 | 1,596건 | 4328s
[06:42:34]   14100/50673 타일 | 1,596건 | 4333s
[06:42:39]   14200/50673 타일 | 1,596건 | 4338s
[06:42:43]   14300/50673 타일 | 1,596건 | 4343s
[06:42:48]   14400/50673 타일 | 1,596건 | 4347s
[06:42:53]   14500/50673 타일 | 1,596건 | 4352s
[06:42:58]   14600/50673 타일 | 1,598건 | 4357s
[06:43:03]   14700/50673 타일 | 1,598건 | 4362s
[06:43:08]   14800/50673 타일 | 1,598건 | 4367s
[06:43:14]   14900/50673 타일 | 1,598건 | 4373s
[06:43:19]   15000/50673 타일 | 1,598건 | 4378s
[06:43:23]   15100/50673 타일 | 1,598건 | 4382s
[06:43:28]   15200/50673 타일 | 1,598건 | 4387s
[06:43:33]   15300/50673 타일 | 1,598건 | 4392s
[06:43:38]   15400/50673 타일 | 1,598건 | 4397s
[06:43:43]   15500/50673 타일 | 1,598건 | 4402s
[06:43:47]   15600/50673 타일 | 1,598건 | 4407s
[06:43:53]   15700/50673 타일 | 1,598건 | 4412s
[06:43:58]   15800/50673 타일 | 1,598건 | 4417s
[06:44:03]   15900/50673 타일 | 1,601건 | 4422s
[06:44:08]   16000/50673 타일 | 1,601건 | 4427s
[06:44:13]   16100/50673 타일 | 1,601건 | 4432s
[06:44:18]   16200/50673 타일 | 1,601건 | 4437s
[06:44:23]   16300/50673 타일 | 1,601건 | 4442s
[06:44:28]   16400/50673 타일 | 1,601건 | 4447s
[06:44:33]   16500/50673 타일 | 1,601건 | 4452s
[06:44:37]   16600/50673 타일 | 1,601건 | 4457s
[06:44:42]   16700/50673 타일 | 1,601건 | 4461s
[06:44:48]   16800/50673 타일 | 1,601건 | 4467s
[06:44:52]   16900/50673 타일 | 1,601건 | 4472s
[06:44:57]   17000/50673 타일 | 1,601건 | 4477s
[06:45:02]   17100/50673 타일 | 1,601건 | 4481s
[06:45:07]   17200/50673 타일 | 1,601건 | 4486s
[06:45:11]   17300/50673 타일 | 1,601건 | 4491s
[06:45:17]   17400/50673 타일 | 1,601건 | 4496s
[06:45:22]   17500/50673 타일 | 1,601건 | 4501s
[06:45:27]   17600/50673 타일 | 1,603건 | 4506s
[06:45:32]   17700/50673 타일 | 1,611건 | 4511s
[06:45:37]   17800/50673 타일 | 1,619건 | 4516s
[06:45:42]   17900/50673 타일 | 1,619건 | 4521s
[06:45:47]   18000/50673 타일 | 1,635건 | 4526s
[06:45:52]   18100/50673 타일 | 1,635건 | 4531s
[06:45:56]   18200/50673 타일 | 1,635건 | 4536s
[06:46:02]   18300/50673 타일 | 1,635건 | 4541s
[06:46:07]   18400/50673 타일 | 1,635건 | 4546s
[06:46:12]   18500/50673 타일 | 1,635건 | 4551s
[06:46:17]   18600/50673 타일 | 1,635건 | 4556s
[06:46:22]   18700/50673 타일 | 1,635건 | 4561s
[06:46:27]   18800/50673 타일 | 1,635건 | 4566s
[06:46:32]   18900/50673 타일 | 1,635건 | 4571s
[06:46:37]   19000/50673 타일 | 1,635건 | 4576s
[06:46:43]   19100/50673 타일 | 1,635건 | 4582s
[06:46:48]   19200/50673 타일 | 1,635건 | 4587s
[06:46:53]   19300/50673 타일 | 1,635건 | 4592s
[06:46:58]   19400/50673 타일 | 1,635건 | 4597s
[06:47:03]   19500/50673 타일 | 1,635건 | 4602s
[06:47:08]   19600/50673 타일 | 1,635건 | 4607s
[06:47:13]   19700/50673 타일 | 1,635건 | 4613s
[06:47:19]   19800/50673 타일 | 1,635건 | 4618s
[06:47:24]   19900/50673 타일 | 1,635건 | 4623s
[06:47:29]   20000/50673 타일 | 1,637건 | 4628s
[06:47:34]   20100/50673 타일 | 1,638건 | 4633s
[06:47:39]   20200/50673 타일 | 1,638건 | 4638s
[06:47:43]   20300/50673 타일 | 1,638건 | 4642s
[06:47:48]   20400/50673 타일 | 1,638건 | 4647s
[06:47:54]   20500/50673 타일 | 1,638건 | 4653s
[06:47:59]   20600/50673 타일 | 1,640건 | 4658s
[06:48:05]   20700/50673 타일 | 1,644건 | 4664s
[06:48:09]   20800/50673 타일 | 1,644건 | 4668s
[06:48:14]   20900/50673 타일 | 1,644건 | 4674s
[06:48:19]   21000/50673 타일 | 1,644건 | 4678s
[06:48:24]   21100/50673 타일 | 1,644건 | 4684s
[06:48:29]   21200/50673 타일 | 1,644건 | 4688s
[06:48:34]   21300/50673 타일 | 1,644건 | 4694s
[06:48:39]   21400/50673 타일 | 1,644건 | 4699s
[06:48:45]   21500/50673 타일 | 1,644건 | 4704s
[06:48:50]   21600/50673 타일 | 1,644건 | 4709s
[06:48:54]   21700/50673 타일 | 1,644건 | 4714s
[06:48:59]   21800/50673 타일 | 1,644건 | 4718s
[06:49:04]   21900/50673 타일 | 1,644건 | 4723s
[06:49:09]   22000/50673 타일 | 1,644건 | 4728s
[06:49:14]   22100/50673 타일 | 1,644건 | 4733s
