[04:12:03] 캐시 로드: 0개 완료 항목
[04:12:03] ==============================================================
[04:12:03]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[04:12:03]   precision: 5 → 7 | 세분화 임계: 400건
[04:12:03]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260814
[04:12:03] ==============================================================
[04:12:03] 지오해시 타일: 16891개 (precision=5)
[04:12:03] 
[1/3] 아파트 수집 ─────────────────────────────────
[04:12:15]   읍면동 18401개 확인
[04:12:29]   100/18401동 | 729건 | 26s
[04:12:35]   200/18401동 | 1,063건 | 32s
[04:13:29]   300/18401동 | 5,107건 | 86s
[04:14:22]   400/18401동 | 9,400건 | 139s
[04:15:27]   500/18401동 | 13,695건 | 204s
[04:17:00]   600/18401동 | 20,007건 | 297s
[04:19:42]   700/18401동 | 26,621건 | 459s
[04:20:28]   800/18401동 | 27,902건 | 505s
[04:21:34]   900/18401동 | 32,209건 | 571s
[04:22:17]   1000/18401동 | 34,676건 | 614s
[04:22:26]   1100/18401동 | 34,739건 | 623s
[04:23:06]   1200/18401동 | 37,969건 | 663s
[04:24:56]   1300/18401동 | 46,228건 | 773s
[04:25:16]   1400/18401동 | 46,916건 | 792s
[04:26:13]   1500/18401동 | 49,922건 | 850s
[04:27:05]   1600/18401동 | 52,906건 | 902s
[04:27:43]   1700/18401동 | 54,907건 | 940s
[04:28:24]   1800/18401동 | 57,130건 | 981s
[04:29:12]   1900/18401동 | 60,425건 | 1029s
[04:30:36]   2000/18401동 | 63,460건 | 1113s
[04:30:56]   2100/18401동 | 63,773건 | 1133s
[04:31:30]   2200/18401동 | 64,191건 | 1167s
[04:33:26]   2300/18401동 | 72,747건 | 1283s
[04:35:19]   2400/18401동 | 74,460건 | 1396s
[04:36:53]   2500/18401동 | 78,734건 | 1490s
[04:39:32]   2600/18401동 | 84,368건 | 1649s
[04:40:56]   2700/18401동 | 89,105건 | 1733s
[04:41:54]   2800/18401동 | 91,218건 | 1791s
[04:42:25]   2900/18401동 | 91,588건 | 1822s
[04:42:50]   3000/18401동 | 92,703건 | 1847s
[04:43:10]   3100/18401동 | 92,703건 | 1867s
[04:44:36]   3200/18401동 | 95,894건 | 1952s
[04:45:34]   3300/18401동 | 96,525건 | 2011s
[04:46:19]   3400/18401동 | 96,530건 | 2056s
[04:46:58]   3500/18401동 | 98,189건 | 2095s
[04:47:45]   3600/18401동 | 98,320건 | 2142s
[04:49:06]   3700/18401동 | 100,478건 | 2223s
[04:49:12]   3800/18401동 | 100,495건 | 2229s
[04:49:18]   3900/18401동 | 100,531건 | 2235s
[04:49:24]   4000/18401동 | 100,559건 | 2241s
[04:49:28]   4100/18401동 | 100,617건 | 2245s
[04:49:35]   4200/18401동 | 100,991건 | 2252s
[04:50:14]   4300/18401동 | 102,010건 | 2291s
[04:50:24]   4400/18401동 | 102,016건 | 2300s
[04:50:29]   4500/18401동 | 102,096건 | 2306s
[04:50:37]   4600/18401동 | 102,584건 | 2314s
[04:50:42]   4700/18401동 | 102,648건 | 2319s
[04:50:46]   4800/18401동 | 102,648건 | 2323s
[04:50:48]   4900/18401동 | 102,675건 | 2325s
[04:50:51]   5000/18401동 | 102,675건 | 2328s
[04:50:54]   5100/18401동 | 102,675건 | 2331s
[04:50:56]   5200/18401동 | 102,680건 | 2333s
[04:50:59]   5300/18401동 | 102,702건 | 2336s
[04:51:02]   5400/18401동 | 102,702건 | 2339s
[04:51:18]   5500/18401동 | 102,868건 | 2355s
[04:51:27]   5600/18401동 | 102,872건 | 2364s
[04:51:29]   5700/18401동 | 102,872건 | 2366s
[04:51:48]   5800/18401동 | 103,706건 | 2385s
[04:52:16]   5900/18401동 | 105,438건 | 2413s
[04:52:28]   6000/18401동 | 105,573건 | 2425s
[04:52:42]   6100/18401동 | 105,657건 | 2439s
[04:52:45]   6200/18401동 | 105,657건 | 2442s
[04:52:59]   6300/18401동 | 105,905건 | 2456s
[04:53:04]   6400/18401동 | 105,928건 | 2461s
[04:53:06]   6500/18401동 | 105,928건 | 2463s
[04:54:17]   6600/18401동 | 108,528건 | 2534s
[04:56:18]   6700/18401동 | 108,745건 | 2655s
[04:56:23]   6800/18401동 | 108,791건 | 2660s
[04:56:26]   6900/18401동 | 108,791건 | 2663s
[04:56:34]   7000/18401동 | 108,998건 | 2671s
[04:56:42]   7100/18401동 | 108,998건 | 2679s
[04:56:47]   7200/18401동 | 109,007건 | 2684s
[04:56:50]   7300/18401동 | 109,009건 | 2687s
[04:56:53]   7400/18401동 | 109,009건 | 2690s
[04:57:10]   7500/18401동 | 109,212건 | 2707s
[04:57:14]   7600/18401동 | 109,212건 | 2711s
[04:57:17]   7700/18401동 | 109,212건 | 2714s
[04:57:20]   7800/18401동 | 109,217건 | 2717s
[04:57:23]   7900/18401동 | 109,217건 | 2720s
[04:57:27]   8000/18401동 | 109,287건 | 2724s
[04:57:38]   8100/18401동 | 109,290건 | 2735s
[04:57:44]   8200/18401동 | 109,391건 | 2741s
[04:57:53]   8300/18401동 | 109,712건 | 2750s
[04:58:04]   8400/18401동 | 110,028건 | 2761s
