[06:11:45] 캐시 로드: 0개 완료 항목
[06:11:45] ==============================================================
[06:11:45]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[06:11:45]   precision: 5 → 7 | 세분화 임계: 400건
[06:11:45]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260625
[06:11:45] ==============================================================
[06:11:45] 지오해시 타일: 16891개 (precision=5)
[06:11:45] 
[1/3] 아파트 수집 ─────────────────────────────────
[06:11:55]   읍면동 18401개 확인
[06:12:12]   100/18401동 | 954건 | 28s
[06:12:28]   200/18401동 | 1,625건 | 44s
[06:12:47]   300/18401동 | 2,908건 | 63s
[06:13:32]   400/18401동 | 6,472건 | 107s
[06:15:00]   500/18401동 | 13,598건 | 195s
[06:16:19]   600/18401동 | 19,745건 | 274s
[06:18:46]   700/18401동 | 25,095건 | 421s
[06:19:35]   800/18401동 | 26,443건 | 470s
[06:20:17]   900/18401동 | 29,665건 | 512s
[06:21:10]   1000/18401동 | 32,831건 | 565s
[06:21:22]   1100/18401동 | 32,831건 | 577s
[06:21:56]   1200/18401동 | 35,092건 | 611s
[06:24:40]   1300/18401동 | 45,033건 | 775s
[06:24:54]   1400/18401동 | 46,802건 | 789s
[06:25:20]   1500/18401동 | 48,291건 | 815s
[06:25:46]   1600/18401동 | 49,762건 | 841s
[06:26:30]   1700/18401동 | 52,401건 | 885s
[06:27:13]   1800/18401동 | 54,787건 | 928s
[06:28:37]   1900/18401동 | 60,809건 | 1012s
[06:29:26]   2000/18401동 | 61,271건 | 1061s
[06:29:50]   2100/18401동 | 61,590건 | 1085s
[06:30:19]   2200/18401동 | 62,379건 | 1114s
[06:32:11]   2300/18401동 | 71,143건 | 1226s
[06:33:53]   2400/18401동 | 72,849건 | 1329s
[06:35:22]   2500/18401동 | 77,073건 | 1418s
[06:37:31]   2600/18401동 | 83,867건 | 1546s
[06:39:22]   2700/18401동 | 87,191건 | 1657s
[06:40:29]   2800/18401동 | 88,769건 | 1724s
