[05:29:20] 캐시 로드: 0개 완료 항목
[05:29:20] ==============================================================
[05:29:20]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[05:29:20]   precision: 5 → 7 | 세분화 임계: 400건
[05:29:20]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260723
[05:29:20] ==============================================================
[05:29:20] 지오해시 타일: 16891개 (precision=5)
[05:29:20] 
[1/3] 아파트 수집 ─────────────────────────────────
[05:29:30]   읍면동 18401개 확인
[05:29:49]   100/18401동 | 1,241건 | 29s
[05:29:55]   200/18401동 | 1,312건 | 35s
[05:30:27]   300/18401동 | 3,250건 | 67s
[05:31:23]   400/18401동 | 8,588건 | 123s
[05:32:25]   500/18401동 | 13,299건 | 185s
[05:33:58]   600/18401동 | 20,005건 | 278s
[05:36:16]   700/18401동 | 25,640건 | 416s
[05:37:12]   800/18401동 | 28,040건 | 472s
[05:37:50]   900/18401동 | 30,211건 | 510s
[05:38:06]   1000/18401동 | 31,175건 | 526s
[05:38:41]   1100/18401동 | 33,493건 | 561s
[05:39:34]   1200/18401동 | 36,432건 | 614s
[05:41:58]   1300/18401동 | 45,751건 | 758s
[05:42:07]   1400/18401동 | 46,009건 | 767s
[05:42:32]   1500/18401동 | 48,132건 | 792s
[05:42:54]   1600/18401동 | 49,357건 | 814s
[05:43:40]   1700/18401동 | 51,921건 | 860s
[05:44:42]   1800/18401동 | 55,986건 | 922s
[05:45:27]   1900/18401동 | 59,165건 | 967s
[05:45:55]   2000/18401동 | 59,363건 | 995s
[05:46:51]   2100/18401동 | 62,764건 | 1051s
[05:47:40]   2200/18401동 | 63,051건 | 1100s
[05:48:35]   2300/18401동 | 67,046건 | 1155s
[05:50:50]   2400/18401동 | 76,142건 | 1290s
[05:52:32]   2500/18401동 | 76,182건 | 1392s
[05:55:10]   2600/18401동 | 81,174건 | 1549s
[05:56:54]   2700/18401동 | 87,685건 | 1654s
[05:57:37]   2800/18401동 | 89,352건 | 1697s
[05:57:58]   2900/18401동 | 89,597건 | 1718s
[05:58:28]   3000/18401동 | 91,149건 | 1748s
[05:58:43]   3100/18401동 | 91,149건 | 1762s
[05:59:34]   3200/18401동 | 92,953건 | 1814s
[06:00:33]   3300/18401동 | 92,954건 | 1873s
[06:01:36]   3400/18401동 | 95,305건 | 1936s
[06:02:19]   3500/18401동 | 95,860건 | 1979s
[06:02:54]   3600/18401동 | 96,322건 | 2013s
[06:03:52]   3700/18401동 | 96,853건 | 2072s
[06:03:54]   3800/18401동 | 96,853건 | 2074s
[06:04:39]   3900/18401동 | 99,058건 | 2119s
[06:04:42]   4000/18401동 | 99,076건 | 2122s
[06:04:49]   4100/18401동 | 99,100건 | 2128s
[06:04:58]   4200/18401동 | 99,377건 | 2138s
