[05:26:59] 캐시 로드: 0개 완료 항목
[05:26:59] ==============================================================
[05:26:59]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[05:26:59]   precision: 5 → 7 | 세분화 임계: 400건
[05:26:59]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260719
[05:26:59] ==============================================================
[05:27:00] 지오해시 타일: 16891개 (precision=5)
[05:27:00] 
[1/3] 아파트 수집 ─────────────────────────────────
[05:27:10]   읍면동 18401개 확인
[05:27:28]   100/18401동 | 843건 | 29s
[05:27:33]   200/18401동 | 934건 | 34s
[05:28:16]   300/18401동 | 4,662건 | 77s
[05:28:47]   400/18401동 | 6,828건 | 107s
[05:29:56]   500/18401동 | 12,539건 | 177s
[05:31:30]   600/18401동 | 19,626건 | 270s
[05:33:58]   700/18401동 | 25,670건 | 419s
[05:34:44]   800/18401동 | 27,165건 | 465s
[05:35:29]   900/18401동 | 30,375건 | 509s
[05:36:20]   1000/18401동 | 33,157건 | 560s
[05:36:32]   1100/18401동 | 33,157건 | 573s
[05:37:08]   1200/18401동 | 35,217건 | 609s
[05:37:17]   1300/18401동 | 35,330건 | 617s
[05:39:43]   1400/18401동 | 45,774건 | 763s
[05:40:40]   1500/18401동 | 48,851건 | 821s
[05:41:10]   1600/18401동 | 50,134건 | 850s
[05:41:52]   1700/18401동 | 52,787건 | 893s
[05:42:26]   1800/18401동 | 54,850건 | 927s
[05:42:54]   1900/18401동 | 55,044건 | 955s
[05:44:03]   2000/18401동 | 59,522건 | 1024s
[05:44:53]   2100/18401동 | 59,969건 | 1074s
[05:45:34]   2200/18401동 | 62,796건 | 1114s
[05:46:47]   2300/18401동 | 68,212건 | 1187s
[05:48:50]   2400/18401동 | 73,157건 | 1310s
[05:50:27]   2500/18401동 | 76,134건 | 1407s
[05:52:28]   2600/18401동 | 84,698건 | 1528s
[05:54:16]   2700/18401동 | 87,059건 | 1636s
[05:54:37]   2800/18401동 | 87,179건 | 1657s
[05:55:44]   2900/18401동 | 89,866건 | 1724s
[05:56:09]   3000/18401동 | 90,701건 | 1749s
[05:56:23]   3100/18401동 | 90,701건 | 1764s
[05:57:26]   3200/18401동 | 93,150건 | 1827s
[05:58:08]   3300/18401동 | 93,620건 | 1869s
[05:58:35]   3400/18401동 | 93,682건 | 1896s
[05:58:37]   3500/18401동 | 93,682건 | 1898s
[05:59:06]   3600/18401동 | 95,519건 | 1927s
[06:00:02]   3700/18401동 | 95,520건 | 1982s
[06:01:17]   3800/18401동 | 96,471건 | 2058s
[06:01:37]   3900/18401동 | 96,488건 | 2077s
[06:02:21]   4000/18401동 | 98,676건 | 2122s
[06:02:28]   4100/18401동 | 98,694건 | 2128s
[06:02:36]   4200/18401동 | 99,099건 | 2137s
[06:02:44]   4300/18401동 | 99,219건 | 2145s
[06:02:52]   4400/18401동 | 99,250건 | 2153s
[06:02:54]   4500/18401동 | 99,250건 | 2155s
[06:02:57]   4600/18401동 | 99,250건 | 2158s
[06:03:04]   4700/18401동 | 99,497건 | 2164s
[06:03:12]   4800/18401동 | 100,041건 | 2173s
[06:03:44]   4900/18401동 | 100,739건 | 2205s
[06:03:48]   5000/18401동 | 100,803건 | 2209s
[06:03:52]   5100/18401동 | 100,803건 | 2213s
[06:03:55]   5200/18401동 | 100,808건 | 2216s
[06:03:58]   5300/18401동 | 100,825건 | 2218s
[06:04:18]   5400/18401동 | 100,996건 | 2239s
[06:04:21]   5500/18401동 | 100,996건 | 2242s
[06:04:24]   5600/18401동 | 101,000건 | 2244s
[06:04:27]   5700/18401동 | 101,017건 | 2248s
[06:04:30]   5800/18401동 | 101,017건 | 2250s
[06:04:38]   5900/18401동 | 101,153건 | 2258s
[06:05:02]   6000/18401동 | 101,709건 | 2283s
[06:08:02]   6100/18401동 | 104,142건 | 2463s
[06:08:12]   6200/18401동 | 104,379건 | 2473s
[06:08:19]   6300/18401동 | 104,379건 | 2479s
[06:08:21]   6400/18401동 | 104,379건 | 2482s
[06:08:37]   6500/18401동 | 105,072건 | 2497s
[06:09:05]   6600/18401동 | 106,950건 | 2525s
[06:09:09]   6700/18401동 | 106,965건 | 2529s
[06:09:14]   6800/18401동 | 107,019건 | 2535s
[06:09:17]   6900/18401동 | 107,019건 | 2538s
[06:09:20]   7000/18401동 | 107,019건 | 2541s
[06:09:23]   7100/18401동 | 107,059건 | 2544s
[06:09:27]   7200/18401동 | 107,059건 | 2548s
[06:09:40]   7300/18401동 | 107,237건 | 2560s
[06:09:45]   7400/18401동 | 107,394건 | 2566s
[06:09:54]   7500/18401동 | 107,394건 | 2574s
[06:09:58]   7600/18401동 | 107,457건 | 2579s
[06:10:03]   7700/18401동 | 107,457건 | 2583s
[06:10:11]   7800/18401동 | 107,459건 | 2591s
[06:10:14]   7900/18401동 | 107,459건 | 2594s
[06:10:17]   8000/18401동 | 107,464건 | 2598s
[06:10:20]   8100/18401동 | 107,464건 | 2600s
[06:10:25]   8200/18401동 | 107,557건 | 2605s
[06:10:33]   8300/18401동 | 107,871건 | 2613s
[06:10:41]   8400/18401동 | 108,018건 | 2621s
[06:10:46]   8500/18401동 | 108,139건 | 2627s
[06:10:54]   8600/18401동 | 108,139건 | 2634s
[06:10:56]   8700/18401동 | 108,140건 | 2637s
[06:10:59]   8800/18401동 | 108,140건 | 2640s
[06:11:03]   8900/18401동 | 108,140건 | 2643s
[06:11:06]   9000/18401동 | 108,146건 | 2647s
[06:11:10]   9100/18401동 | 108,149건 | 2651s
