[04:54:43] 캐시 로드: 0개 완료 항목
[04:54:43] ==============================================================
[04:54:43]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[04:54:43]   precision: 5 → 7 | 세분화 임계: 400건
[04:54:43]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260714
[04:54:43] ==============================================================
[04:54:43] 지오해시 타일: 16891개 (precision=5)
[04:54:43] 
[1/3] 아파트 수집 ─────────────────────────────────
[04:54:54]   읍면동 18401개 확인
[04:55:07]   100/18401동 | 807건 | 24s
[04:55:15]   200/18401동 | 1,123건 | 32s
[04:55:54]   300/18401동 | 3,765건 | 71s
[04:56:27]   400/18401동 | 6,137건 | 104s
[04:57:44]   500/18401동 | 12,325건 | 181s
[04:59:34]   600/18401동 | 19,988건 | 291s
[05:00:35]   700/18401동 | 25,275건 | 352s
[05:02:45]   800/18401동 | 26,800건 | 482s
[05:03:21]   900/18401동 | 28,860건 | 518s
[05:03:46]   1000/18401동 | 28,877건 | 542s
[05:04:10]   1100/18401동 | 30,136건 | 566s
[05:05:55]   1200/18401동 | 37,427건 | 671s
[05:07:40]   1300/18401동 | 45,105건 | 776s
[05:07:47]   1400/18401동 | 45,197건 | 784s
[05:08:49]   1500/18401동 | 48,433건 | 846s
[05:09:26]   1600/18401동 | 50,165건 | 882s
[05:10:04]   1700/18401동 | 52,527건 | 920s
[05:10:38]   1800/18401동 | 54,455건 | 954s
[05:11:57]   1900/18401동 | 58,935건 | 1033s
[05:12:33]   2000/18401동 | 59,380건 | 1069s
[05:13:00]   2100/18401동 | 59,660건 | 1096s
[05:13:41]   2200/18401동 | 61,977건 | 1137s
[05:15:41]   2300/18401동 | 70,765건 | 1257s
[05:17:31]   2400/18401동 | 72,472건 | 1367s
[05:18:48]   2500/18401동 | 76,277건 | 1444s
[05:20:53]   2600/18401동 | 84,538건 | 1570s
[05:23:21]   2700/18401동 | 86,292건 | 1718s
[05:24:06]   2800/18401동 | 88,528건 | 1763s
[05:24:39]   2900/18401동 | 90,003건 | 1795s
[05:25:00]   3000/18401동 | 90,400건 | 1816s
[05:25:15]   3100/18401동 | 90,400건 | 1832s
[05:25:47]   3200/18401동 | 91,013건 | 1863s
[05:26:26]   3300/18401동 | 91,013건 | 1902s
[05:27:42]   3400/18401동 | 94,128건 | 1979s
[05:28:47]   3500/18401동 | 95,177건 | 2044s
[05:29:27]   3600/18401동 | 95,243건 | 2084s
[05:29:30]   3700/18401동 | 95,243건 | 2086s
[05:30:25]   3800/18401동 | 96,238건 | 2142s
[05:30:44]   3900/18401동 | 96,281건 | 2160s
[05:31:30]   4000/18401동 | 98,443건 | 2207s
[05:31:35]   4100/18401동 | 98,461건 | 2211s
[05:31:43]   4200/18401동 | 98,706건 | 2219s
[05:31:47]   4300/18401동 | 99,016건 | 2224s
[05:31:51]   4400/18401동 | 99,018건 | 2228s
[05:32:00]   4500/18401동 | 99,138건 | 2237s
[05:32:13]   4600/18401동 | 99,416건 | 2249s
[05:32:49]   4700/18401동 | 100,374건 | 2286s
[05:32:51]   4800/18401동 | 100,374건 | 2288s
[05:32:55]   4900/18401동 | 100,497건 | 2292s
[05:32:59]   5000/18401동 | 100,501건 | 2296s
[05:33:02]   5100/18401동 | 100,501건 | 2299s
[05:33:06]   5200/18401동 | 100,533건 | 2303s
[05:33:13]   5300/18401동 | 100,707건 | 2309s
[05:33:30]   5400/18401동 | 100,714건 | 2326s
[05:33:32]   5500/18401동 | 100,714건 | 2329s
[05:33:52]   5600/18401동 | 100,914건 | 2348s
[05:33:55]   5700/18401동 | 100,914건 | 2352s
