[06:03:32] 캐시 로드: 0개 완료 항목
[06:03:32] ==============================================================
[06:03:32]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[06:03:32]   precision: 5 → 7 | 세분화 임계: 400건
[06:03:32]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260702
[06:03:32] ==============================================================
[06:03:32] 지오해시 타일: 16891개 (precision=5)
[06:03:32] 
[1/3] 아파트 수집 ─────────────────────────────────
[06:03:41]   읍면동 18401개 확인
[06:03:52]   100/18401동 | 644건 | 20s
[06:03:58]   200/18401동 | 854건 | 26s
[06:04:38]   300/18401동 | 4,475건 | 66s
[06:05:13]   400/18401동 | 6,985건 | 101s
[06:05:51]   500/18401동 | 10,732건 | 139s
[06:07:29]   600/18401동 | 19,511건 | 237s
[06:09:27]   700/18401동 | 22,019건 | 355s
[06:10:08]   800/18401동 | 25,959건 | 396s
[06:11:03]   900/18401동 | 29,899건 | 451s
[06:11:27]   1000/18401동 | 31,485건 | 475s
[06:11:46]   1100/18401동 | 31,995건 | 494s
[06:12:09]   1200/18401동 | 33,953건 | 517s
[06:14:26]   1300/18401동 | 44,430건 | 654s
[06:14:51]   1400/18401동 | 45,190건 | 679s
[06:15:22]   1500/18401동 | 47,997건 | 709s
[06:16:01]   1600/18401동 | 50,870건 | 749s
[06:16:27]   1700/18401동 | 52,381건 | 775s
[06:17:07]   1800/18401동 | 54,966건 | 815s
[06:18:01]   1900/18401동 | 58,423건 | 868s
[06:18:35]   2000/18401동 | 58,951건 | 903s
[06:19:12]   2100/18401동 | 60,873건 | 940s
[06:19:37]   2200/18401동 | 61,784건 | 965s
[06:22:01]   2300/18401동 | 70,775건 | 1109s
[06:23:06]   2400/18401동 | 70,936건 | 1174s
[06:24:01]   2500/18401동 | 75,100건 | 1229s
[06:25:53]   2600/18401동 | 83,610건 | 1341s
[06:27:45]   2700/18401동 | 86,471건 | 1453s
[06:28:08]   2800/18401동 | 87,336건 | 1476s
[06:28:25]   2900/18401동 | 87,711건 | 1493s
[06:28:54]   3000/18401동 | 88,953건 | 1522s
[06:29:31]   3100/18401동 | 89,730건 | 1559s
[06:29:58]   3200/18401동 | 90,334건 | 1586s
[06:30:31]   3300/18401동 | 90,334건 | 1619s
[06:31:54]   3400/18401동 | 94,225건 | 1702s
[06:32:57]   3500/18401동 | 96,055건 | 1765s
[06:33:37]   3600/18401동 | 96,179건 | 1805s
[06:34:10]   3700/18401동 | 96,245건 | 1838s
[06:34:12]   3800/18401동 | 96,245건 | 1840s
[06:34:52]   3900/18401동 | 98,402건 | 1880s
[06:34:59]   4000/18401동 | 98,762건 | 1887s
[06:35:08]   4100/18401동 | 99,210건 | 1896s
[06:35:12]   4200/18401동 | 99,242건 | 1900s
[06:35:15]   4300/18401동 | 99,260건 | 1903s
[06:35:23]   4400/18401동 | 99,382건 | 1911s
[06:35:49]   4500/18401동 | 100,270건 | 1937s
[06:36:02]   4600/18401동 | 100,389건 | 1950s
[06:36:03]   4700/18401동 | 100,389건 | 1951s
[06:36:05]   4800/18401동 | 100,389건 | 1953s
[06:36:21]   4900/18401동 | 100,612건 | 1969s
[06:36:30]   5000/18401동 | 100,691건 | 1978s
[06:36:33]   5100/18401동 | 100,691건 | 1981s
[06:36:36]   5200/18401동 | 100,723건 | 1984s
[06:36:44]   5300/18401동 | 100,871건 | 1992s
[06:36:56]   5400/18401동 | 100,942건 | 2004s
[06:36:59]   5500/18401동 | 100,942건 | 2006s
[06:37:01]   5600/18401동 | 100,947건 | 2009s
[06:37:04]   5700/18401동 | 100,947건 | 2012s
[06:37:06]   5800/18401동 | 100,947건 | 2014s
[06:37:09]   5900/18401동 | 100,947건 | 2017s
[06:37:23]   6000/18401동 | 101,626건 | 2031s
[06:37:26]   6100/18401동 | 101,662건 | 2034s
[06:37:28]   6200/18401동 | 101,662건 | 2036s
[06:37:53]   6300/18401동 | 103,543건 | 2061s
[06:37:56]   6400/18401동 | 103,547건 | 2064s
[06:37:59]   6500/18401동 | 103,562건 | 2067s
[06:38:01]   6600/18401동 | 103,563건 | 2069s
[06:40:53]   6700/18401동 | 106,555건 | 2241s
[06:41:05]   6800/18401동 | 106,707건 | 2253s
[06:41:13]   6900/18401동 | 106,796건 | 2261s
[06:41:18]   7000/18401동 | 106,953건 | 2266s
[06:41:25]   7100/18401동 | 106,959건 | 2273s
[06:41:28]   7200/18401동 | 106,963건 | 2276s
[06:41:31]   7300/18401동 | 106,963건 | 2279s
[06:41:41]   7400/18401동 | 107,179건 | 2288s
[06:41:45]   7500/18401동 | 107,179건 | 2293s
[06:41:48]   7600/18401동 | 107,184건 | 2296s
[06:41:50]   7700/18401동 | 107,184건 | 2298s
[06:41:53]   7800/18401동 | 107,188건 | 2301s
[06:41:55]   7900/18401동 | 107,190건 | 2303s
[06:41:59]   8000/18401동 | 107,262건 | 2307s
[06:42:03]   8100/18401동 | 107,262건 | 2311s
[06:42:11]   8200/18401동 | 107,354건 | 2319s
[06:42:18]   8300/18401동 | 107,638건 | 2326s
[06:42:27]   8400/18401동 | 107,683건 | 2335s
[06:42:30]   8500/18401동 | 107,716건 | 2338s
[06:42:40]   8600/18401동 | 108,134건 | 2348s
[06:42:43]   8700/18401동 | 108,134건 | 2351s
[06:42:47]   8800/18401동 | 108,158건 | 2355s
[06:42:51]   8900/18401동 | 108,260건 | 2359s
[06:42:57]   9000/18401동 | 108,266건 | 2365s
[06:43:00]   9100/18401동 | 108,266건 | 2368s
[06:43:03]   9200/18401동 | 108,268건 | 2371s
[06:43:06]   9300/18401동 | 108,268건 | 2374s
[06:43:08]   9400/18401동 | 108,268건 | 2376s
[06:43:11]   9500/18401동 | 108,272건 | 2379s
[06:43:14]   9600/18401동 | 108,272건 | 2382s
[06:43:17]   9700/18401동 | 108,276건 | 2385s
[06:43:19]   9800/18401동 | 108,284건 | 2387s
[06:43:22]   9900/18401동 | 108,284건 | 2389s
[06:43:29]   10000/18401동 | 108,390건 | 2397s
[06:43:33]   10100/18401동 | 108,391건 | 2401s
[06:43:36]   10200/18401동 | 108,394건 | 2404s
[06:43:39]   10300/18401동 | 108,394건 | 2407s
[06:43:42]   10400/18401동 | 108,395건 | 2409s
[06:43:44]   10500/18401동 | 108,395건 | 2412s
[06:43:47]   10600/18401동 | 108,395건 | 2415s
[06:43:50]   10700/18401동 | 108,395건 | 2418s
[06:43:52]   10800/18401동 | 108,396건 | 2420s
[06:43:55]   10900/18401동 | 108,396건 | 2423s
[06:43:57]   11000/18401동 | 108,396건 | 2425s
[06:44:42]   11100/18401동 | 109,727건 | 2470s
[06:44:48]   11200/18401동 | 109,788건 | 2476s
[06:44:54]   11300/18401동 | 109,894건 | 2482s
[06:45:03]   11400/18401동 | 110,019건 | 2491s
[06:45:20]   11500/18401동 | 110,422건 | 2508s
[06:45:36]   11600/18401동 | 110,442건 | 2524s
[06:45:39]   11700/18401동 | 110,460건 | 2527s
[06:45:41]   11800/18401동 | 110,460건 | 2529s
[06:45:44]   11900/18401동 | 110,480건 | 2532s
[06:47:21]   12000/18401동 | 113,118건 | 2629s
