[03:59:52] 캐시 로드: 0개 완료 항목
[03:59:52] ==============================================================
[03:59:52]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[03:59:52]   precision: 5 → 7 | 세분화 임계: 400건
[03:59:52]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260810
[03:59:52] ==============================================================
[03:59:52] 지오해시 타일: 16891개 (precision=5)
[03:59:52] 
[1/3] 아파트 수집 ─────────────────────────────────
[04:00:02]   읍면동 18401개 확인
[04:00:08]   100/18401동 | 187건 | 16s
[04:00:25]   200/18401동 | 911건 | 33s
[04:00:54]   300/18401동 | 3,173건 | 62s
[04:01:38]   400/18401동 | 6,701건 | 106s
[04:02:12]   500/18401동 | 9,281건 | 140s
[04:04:20]   600/18401동 | 19,347건 | 267s
[04:05:45]   700/18401동 | 24,015건 | 353s
[04:07:39]   800/18401동 | 25,234건 | 467s
[04:08:37]   900/18401동 | 31,105건 | 525s
[04:09:25]   1000/18401동 | 32,274건 | 572s
[04:09:33]   1100/18401동 | 32,339건 | 581s
[04:10:15]   1200/18401동 | 35,503건 | 622s
[04:12:36]   1300/18401동 | 45,500건 | 763s
[04:12:49]   1400/18401동 | 45,984건 | 777s
[04:13:38]   1500/18401동 | 49,308건 | 826s
[04:13:51]   1600/18401동 | 49,708건 | 839s
[04:14:38]   1700/18401동 | 52,455건 | 885s
[04:15:34]   1800/18401동 | 55,992건 | 942s
[04:16:12]   1900/18401동 | 58,567건 | 979s
[04:16:37]   2000/18401동 | 58,568건 | 1004s
[04:17:48]   2100/18401동 | 62,717건 | 1075s
[04:18:49]   2200/18401동 | 64,611건 | 1136s
[04:20:32]   2300/18401동 | 72,043건 | 1240s
[04:21:55]   2400/18401동 | 72,090건 | 1323s
[04:23:19]   2500/18401동 | 77,308건 | 1407s
[04:25:51]   2600/18401동 | 85,206건 | 1558s
[04:27:39]   2700/18401동 | 87,096건 | 1666s
[04:28:23]   2800/18401동 | 89,702건 | 1711s
[04:28:57]   2900/18401동 | 91,278건 | 1745s
[04:29:17]   3000/18401동 | 91,651건 | 1765s
[04:29:30]   3100/18401동 | 91,651건 | 1778s
[04:30:02]   3200/18401동 | 92,282건 | 1809s
[04:30:42]   3300/18401동 | 92,282건 | 1850s
[04:32:06]   3400/18401동 | 95,476건 | 1933s
[04:33:11]   3500/18401동 | 97,135건 | 1999s
[04:33:58]   3600/18401동 | 97,260건 | 2045s
[04:34:36]   3700/18401동 | 97,278건 | 2083s
[04:34:43]   3800/18401동 | 97,394건 | 2091s
[04:34:50]   3900/18401동 | 97,400건 | 2098s
[04:35:39]   4000/18401동 | 99,587건 | 2147s
[04:35:48]   4100/18401동 | 99,825건 | 2155s
[04:35:52]   4200/18401동 | 100,123건 | 2160s
[04:35:54]   4300/18401동 | 100,123건 | 2162s
[04:36:06]   4400/18401동 | 100,761건 | 2173s
[04:36:38]   4500/18401동 | 101,401건 | 2206s
[04:36:42]   4600/18401동 | 101,429건 | 2209s
[04:36:44]   4700/18401동 | 101,429건 | 2212s
[04:36:46]   4800/18401동 | 101,429건 | 2214s
[04:36:49]   4900/18401동 | 101,491건 | 2217s
[04:36:53]   5000/18401동 | 101,555건 | 2220s
[04:36:56]   5100/18401동 | 101,589건 | 2224s
[04:37:00]   5200/18401동 | 101,590건 | 2228s
[04:37:03]   5300/18401동 | 101,590건 | 2231s
[04:37:06]   5400/18401동 | 101,595건 | 2233s
[04:37:08]   5500/18401동 | 101,599건 | 2236s
[04:37:15]   5600/18401동 | 101,772건 | 2243s
[04:37:32]   5700/18401동 | 101,776건 | 2259s
[04:37:35]   5800/18401동 | 101,794건 | 2263s
[04:37:37]   5900/18401동 | 101,796건 | 2265s
[04:37:40]   6000/18401동 | 101,810건 | 2267s
[04:37:43]   6100/18401동 | 101,810건 | 2271s
[04:38:01]   6200/18401동 | 102,021건 | 2288s
[04:38:14]   6300/18401동 | 102,270건 | 2301s
[04:38:28]   6400/18401동 | 102,954건 | 2316s
