[05:18:19] 캐시 로드: 0개 완료 항목
[05:18:19] ==============================================================
[05:18:19]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[05:18:19]   precision: 5 → 7 | 세분화 임계: 400건
[05:18:19]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260505
[05:18:19] ==============================================================
[05:18:19] 지오해시 타일: 16891개 (precision=5)
[05:18:19] 
[1/3] 아파트 수집 ─────────────────────────────────
[05:18:29]   읍면동 18401개 확인
[05:18:43]   100/18401동 | 972건 | 23s
[05:18:57]   200/18401동 | 1,728건 | 38s
[05:19:33]   300/18401동 | 5,278건 | 74s
[05:19:54]   400/18401동 | 6,790건 | 94s
[05:21:01]   500/18401동 | 12,503건 | 162s
[05:22:26]   600/18401동 | 19,604건 | 247s
[05:23:13]   700/18401동 | 23,805건 | 294s
[05:24:48]   800/18401동 | 25,448건 | 389s
[05:25:37]   900/18401동 | 29,092건 | 438s
[05:26:05]   1000/18401동 | 31,027건 | 465s
[05:26:19]   1100/18401동 | 31,748건 | 480s
[05:27:33]   1200/18401동 | 35,556건 | 554s
[05:29:40]   1300/18401동 | 44,991건 | 680s
[05:29:46]   1400/18401동 | 45,110건 | 686s
[05:30:04]   1500/18401동 | 46,187건 | 704s
[05:30:36]   1600/18401동 | 48,116건 | 737s
[05:31:05]   1700/18401동 | 50,069건 | 766s
[05:31:49]   1800/18401동 | 53,053건 | 810s
[05:32:25]   1900/18401동 | 54,616건 | 846s
[05:33:18]   2000/18401동 | 57,779건 | 899s
[05:34:01]   2100/18401동 | 58,368건 | 942s
[05:34:39]   2200/18401동 | 61,152건 | 980s
[05:35:53]   2300/18401동 | 66,882건 | 1054s
[05:37:53]   2400/18401동 | 71,514건 | 1174s
[05:39:39]   2500/18401동 | 75,959건 | 1280s
[05:42:17]   2600/18401동 | 80,621건 | 1438s
[05:43:37]   2700/18401동 | 87,316건 | 1518s
[05:44:20]   2800/18401동 | 87,720건 | 1561s
[05:44:52]   2900/18401동 | 88,727건 | 1593s
[05:45:30]   3000/18401동 | 88,770건 | 1630s
[05:46:11]   3100/18401동 | 90,864건 | 1672s
[05:46:31]   3200/18401동 | 91,187건 | 1692s
[05:46:42]   3300/18401동 | 91,187건 | 1702s
[05:47:49]   3400/18401동 | 94,504건 | 1769s
[05:48:52]   3500/18401동 | 95,616건 | 1833s
[05:49:33]   3600/18401동 | 96,611건 | 1874s
[05:50:25]   3700/18401동 | 96,807건 | 1926s
[05:51:02]   3800/18401동 | 98,683건 | 1963s
[05:51:08]   3900/18401동 | 98,710건 | 1969s
[05:51:11]   4000/18401동 | 98,760건 | 1972s
[05:51:14]   4100/18401동 | 98,777건 | 1975s
[05:51:20]   4200/18401동 | 98,879건 | 1981s
[05:51:27]   4300/18401동 | 98,895건 | 1988s
[05:51:33]   4400/18401동 | 99,312건 | 1993s
[05:51:43]   4500/18401동 | 99,780건 | 2003s
[05:51:46]   4600/18401동 | 99,780건 | 2007s
[05:52:14]   4700/18401동 | 100,644건 | 2035s
[05:52:18]   4800/18401동 | 100,757건 | 2039s
[05:52:20]   4900/18401동 | 100,757건 | 2041s
[05:52:23]   5000/18401동 | 100,795건 | 2044s
[05:52:26]   5100/18401동 | 100,795건 | 2046s
[05:52:28]   5200/18401동 | 100,795건 | 2049s
[05:52:31]   5300/18401동 | 100,795건 | 2052s
[05:52:34]   5400/18401동 | 100,795건 | 2054s
[05:52:36]   5500/18401동 | 100,798건 | 2057s
[05:52:43]   5600/18401동 | 100,996건 | 2063s
[05:53:04]   5700/18401동 | 101,534건 | 2085s
[05:53:24]   5800/18401동 | 102,828건 | 2105s
[05:53:40]   5900/18401동 | 103,456건 | 2120s
[05:53:50]   6000/18401동 | 103,458건 | 2130s
[05:53:52]   6100/18401동 | 103,458건 | 2132s
[05:54:04]   6200/18401동 | 103,711건 | 2144s
[05:54:07]   6300/18401동 | 103,732건 | 2147s
[05:54:09]   6400/18401동 | 103,732건 | 2149s
[05:54:12]   6500/18401동 | 103,747건 | 2152s
[05:55:21]   6600/18401동 | 106,624건 | 2221s
[05:57:03]   6700/18401동 | 106,778건 | 2324s
[05:57:09]   6800/18401동 | 106,852건 | 2329s
[05:57:11]   6900/18401동 | 106,852건 | 2332s
[05:57:16]   7000/18401동 | 106,997건 | 2336s
[05:57:22]   7100/18401동 | 106,997건 | 2343s
[05:57:27]   7200/18401동 | 107,011건 | 2348s
[05:57:31]   7300/18401동 | 107,082건 | 2352s
[05:57:39]   7400/18401동 | 107,082건 | 2359s
[05:57:42]   7500/18401동 | 107,084건 | 2363s
[05:57:45]   7600/18401동 | 107,084건 | 2366s
[05:57:48]   7700/18401동 | 107,090건 | 2368s
[05:57:50]   7800/18401동 | 107,090건 | 2371s
[05:57:53]   7900/18401동 | 107,090건 | 2374s
[05:58:06]   8000/18401동 | 107,265건 | 2387s
[05:58:09]   8100/18401동 | 107,266건 | 2390s
[05:58:14]   8200/18401동 | 107,394건 | 2395s
[05:58:22]   8300/18401동 | 107,685건 | 2403s
[05:58:33]   8400/18401동 | 108,074건 | 2414s
[05:58:39]   8500/18401동 | 108,074건 | 2420s
[05:58:42]   8600/18401동 | 108,074건 | 2423s
[05:58:45]   8700/18401동 | 108,074건 | 2426s
[05:58:54]   8800/18401동 | 108,266건 | 2435s
[05:58:58]   8900/18401동 | 108,366건 | 2439s
[05:59:04]   9000/18401동 | 108,368건 | 2445s
[05:59:07]   9100/18401동 | 108,368건 | 2447s
[05:59:09]   9200/18401동 | 108,369건 | 2450s
[05:59:12]   9300/18401동 | 108,369건 | 2453s
[05:59:15]   9400/18401동 | 108,369건 | 2456s
[05:59:18]   9500/18401동 | 108,374건 | 2459s
[05:59:21]   9600/18401동 | 108,374건 | 2462s
[05:59:24]   9700/18401동 | 108,374건 | 2465s
[05:59:26]   9800/18401동 | 108,374건 | 2467s
[05:59:29]   9900/18401동 | 108,382건 | 2469s
[05:59:31]   10000/18401동 | 108,382건 | 2472s
[05:59:40]   10100/18401동 | 108,494건 | 2481s
[05:59:44]   10200/18401동 | 108,498건 | 2484s
[05:59:46]   10300/18401동 | 108,500건 | 2486s
[05:59:53]   10400/18401동 | 108,607건 | 2493s
[05:59:57]   10500/18401동 | 108,608건 | 2498s
[06:00:00]   10600/18401동 | 108,613건 | 2501s
[06:00:03]   10700/18401동 | 108,613건 | 2504s
[06:00:06]   10800/18401동 | 108,616건 | 2506s
[06:00:09]   10900/18401동 | 108,616건 | 2509s
[06:00:12]   11000/18401동 | 108,616건 | 2512s
[06:00:45]   11100/18401동 | 109,803건 | 2545s
[06:02:25]   11200/18401동 | 112,567건 | 2646s
[06:02:44]   11300/18401동 | 112,568건 | 2665s
[06:02:49]   11400/18401동 | 112,588건 | 2669s
[06:02:57]   11500/18401동 | 112,766건 | 2677s
[06:03:09]   11600/18401동 | 112,784건 | 2690s
[06:03:12]   11700/18401동 | 112,791건 | 2693s
[06:03:15]   11800/18401동 | 112,791건 | 2696s
[06:03:30]   11900/18401동 | 113,231건 | 2711s
[06:03:42]   12000/18401동 | 113,242건 | 2723s
[06:03:45]   12100/18401동 | 113,242건 | 2726s
[06:03:47]   12200/18401동 | 113,242건 | 2728s
[06:03:50]   12300/18401동 | 113,242건 | 2730s
[06:03:53]   12400/18401동 | 113,257건 | 2734s
[06:03:56]   12500/18401동 | 113,257건 | 2737s
[06:03:59]   12600/18401동 | 113,262건 | 2740s
[06:04:02]   12700/18401동 | 113,262건 | 2743s
[06:04:05]   12800/18401동 | 113,276건 | 2746s
[06:04:09]   12900/18401동 | 113,276건 | 2749s
[06:04:12]   13000/18401동 | 113,276건 | 2752s
[06:04:15]   13100/18401동 | 113,276건 | 2755s
[06:04:21]   13200/18401동 | 113,484건 | 2762s
[06:04:25]   13300/18401동 | 113,703건 | 2766s
[06:04:28]   13400/18401동 | 113,705건 | 2769s
[06:04:31]   13500/18401동 | 113,705건 | 2772s
[06:04:34]   13600/18401동 | 113,716건 | 2774s
[06:04:36]   13700/18401동 | 113,716건 | 2777s
[06:04:39]   13800/18401동 | 113,716건 | 2779s
[06:04:42]   13900/18401동 | 113,726건 | 2782s
[06:04:44]   14000/18401동 | 113,726건 | 2785s
[06:04:47]   14100/18401동 | 113,726건 | 2788s
[06:04:53]   14200/18401동 | 113,770건 | 2793s
[06:04:57]   14300/18401동 | 113,770건 | 2798s
[06:05:06]   14400/18401동 | 114,090건 | 2807s
[06:05:25]   14500/18401동 | 115,030건 | 2825s
[06:05:36]   14600/18401동 | 115,571건 | 2836s
[06:05:53]   14700/18401동 | 116,256건 | 2853s
[06:06:34]   14800/18401동 | 117,177건 | 2895s
[06:06:46]   14900/18401동 | 117,397건 | 2906s
[06:06:52]   15000/18401동 | 117,429건 | 2913s
[06:06:58]   15100/18401동 | 117,486건 | 2919s
[06:07:01]   15200/18401동 | 117,486건 | 2922s
[06:07:52]   15300/18401동 | 119,675건 | 2973s
[06:08:14]   15400/18401동 | 119,680건 | 2994s
[06:08:21]   15500/18401동 | 119,946건 | 3002s
[06:08:38]   15600/18401동 | 120,196건 | 3019s
[06:08:41]   15700/18401동 | 120,201건 | 3022s
[06:08:45]   15800/18401동 | 120,201건 | 3025s
[06:08:48]   15900/18401동 | 120,208건 | 3029s
[06:08:52]   16000/18401동 | 120,208건 | 3033s
[06:08:55]   16100/18401동 | 120,208건 | 3036s
[06:08:58]   16200/18401동 | 120,213건 | 3038s
[06:09:02]   16300/18401동 | 120,213건 | 3042s
[06:09:05]   16400/18401동 | 120,213건 | 3046s
[06:09:10]   16500/18401동 | 120,491건 | 3051s
[06:09:32]   16600/18401동 | 121,034건 | 3073s
[06:09:36]   16700/18401동 | 121,035건 | 3077s
[06:09:39]   16800/18401동 | 121,035건 | 3079s
[06:09:42]   16900/18401동 | 121,035건 | 3082s
[06:09:47]   17000/18401동 | 121,176건 | 3088s
[06:09:53]   17100/18401동 | 121,355건 | 3094s
[06:10:12]   17200/18401동 | 122,641건 | 3113s
[06:10:45]   17300/18401동 | 122,810건 | 3145s
[06:10:48]   17400/18401동 | 122,811건 | 3148s
[06:10:51]   17500/18401동 | 122,835건 | 3151s
[06:10:54]   17600/18401동 | 122,836건 | 3155s
[06:10:57]   17700/18401동 | 122,840건 | 3158s
[06:11:00]   17800/18401동 | 122,846건 | 3161s
[06:11:05]   17900/18401동 | 122,899건 | 3165s
[06:11:10]   18000/18401동 | 122,899건 | 3170s
[06:11:14]   18100/18401동 | 122,973건 | 3175s
[06:11:16]   18200/18401동 | 122,977건 | 3176s
[06:11:19]   18300/18401동 | 122,979건 | 3180s
[06:11:22]   18400/18401동 | 122,979건 | 3183s
[06:11:22]   18401/18401동 | 122,979건 | 3183s
[06:11:23] 💾 저장: 직방_아파트_20260505_051819.csv (122,979건)
[06:11:23] 
[2/3] 원룸·빌라투룸·오피스텔 수집 (적응형) ──────────
[06:11:23]   작업: 50673개 (타일 × 유형)
[06:11:29]   100/50673 타일 | 0건 | 3189s
[06:11:33]   200/50673 타일 | 0건 | 3194s
[06:11:37]   300/50673 타일 | 0건 | 3198s
[06:11:42]   400/50673 타일 | 0건 | 3203s
[06:11:47]   500/50673 타일 | 0건 | 3207s
[06:11:51]   600/50673 타일 | 0건 | 3211s
[06:11:55]   700/50673 타일 | 0건 | 3216s
[06:12:00]   800/50673 타일 | 18건 | 3221s
[06:12:06]   900/50673 타일 | 43건 | 3226s
[06:12:10]   1000/50673 타일 | 46건 | 3231s
[06:12:15]   1100/50673 타일 | 58건 | 3236s
[06:12:19]   1200/50673 타일 | 58건 | 3240s
[06:12:24]   1300/50673 타일 | 58건 | 3244s
[06:12:28]   1400/50673 타일 | 58건 | 3249s
[06:12:32]   1500/50673 타일 | 58건 | 3253s
[06:12:37]   1600/50673 타일 | 58건 | 3258s
[06:12:42]   1700/50673 타일 | 58건 | 3263s
[06:12:46]   1800/50673 타일 | 58건 | 3267s
[06:12:51]   1900/50673 타일 | 58건 | 3272s
[06:12:56]   2000/50673 타일 | 58건 | 3277s
[06:13:01]   2100/50673 타일 | 58건 | 3281s
[06:13:05]   2200/50673 타일 | 58건 | 3286s
[06:13:10]   2300/50673 타일 | 58건 | 3290s
[06:13:14]   2400/50673 타일 | 58건 | 3295s
[06:13:19]   2500/50673 타일 | 58건 | 3300s
[06:13:23]   2600/50673 타일 | 58건 | 3304s
[06:13:28]   2700/50673 타일 | 58건 | 3309s
[06:13:32]   2800/50673 타일 | 58건 | 3313s
[06:13:37]   2900/50673 타일 | 58건 | 3318s
