[06:45:23] 캐시 로드: 0개 완료 항목
[06:45:23] ==============================================================
[06:45:23]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[06:45:23]   precision: 5 → 7 | 세분화 임계: 400건
[06:45:23]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260614
[06:45:23] ==============================================================
[06:45:23] 지오해시 타일: 16891개 (precision=5)
[06:45:23] 
[1/3] 아파트 수집 ─────────────────────────────────
[06:45:31]   읍면동 18401개 확인
[06:45:46]   100/18401동 | 755건 | 23s
[06:45:56]   200/18401동 | 1,417건 | 33s
[06:46:16]   300/18401동 | 3,242건 | 53s
[06:46:53]   400/18401동 | 6,478건 | 90s
[06:47:58]   500/18401동 | 12,090건 | 155s
[06:49:24]   600/18401동 | 19,620건 | 241s
[06:51:18]   700/18401동 | 24,693건 | 355s
[06:51:52]   800/18401동 | 25,734건 | 389s
[06:52:55]   900/18401동 | 30,333건 | 452s
[06:53:57]   1000/18401동 | 35,429건 | 514s
[06:54:11]   1100/18401동 | 35,429건 | 528s
[06:54:50]   1200/18401동 | 38,047건 | 567s
[06:55:56]   1300/18401동 | 44,157건 | 633s
[06:56:19]   1400/18401동 | 44,723건 | 656s
[06:57:08]   1500/18401동 | 48,026건 | 705s
[06:57:26]   1600/18401동 | 48,717건 | 723s
[06:57:49]   1700/18401동 | 50,223건 | 746s
[06:58:46]   1800/18401동 | 53,998건 | 803s
[06:59:11]   1900/18401동 | 54,791건 | 828s
[07:00:04]   2000/18401동 | 58,263건 | 882s
[07:00:48]   2100/18401동 | 58,265건 | 925s
[07:01:32]   2200/18401동 | 61,843건 | 969s
[07:03:36]   2300/18401동 | 71,548건 | 1093s
[07:05:00]   2400/18401동 | 71,659건 | 1177s
[07:06:00]   2500/18401동 | 76,545건 | 1237s
[07:08:02]   2600/18401동 | 82,474건 | 1359s
[07:09:36]   2700/18401동 | 86,567건 | 1453s
[07:10:34]   2800/18401동 | 88,504건 | 1511s
[07:11:02]   2900/18401동 | 89,948건 | 1539s
[07:11:43]   3000/18401동 | 89,948건 | 1581s
[07:12:00]   3100/18401동 | 90,310건 | 1597s
[07:12:18]   3200/18401동 | 90,992건 | 1615s
[07:12:36]   3300/18401동 | 90,992건 | 1634s
[07:13:40]   3400/18401동 | 92,180건 | 1697s
[07:15:05]   3500/18401동 | 96,297건 | 1782s
[07:15:37]   3600/18401동 | 98,264건 | 1814s
[07:16:29]   3700/18401동 | 98,265건 | 1866s
[07:16:51]   3800/18401동 | 98,306건 | 1888s
[07:16:55]   3900/18401동 | 98,324건 | 1892s
[07:16:59]   4000/18401동 | 98,353건 | 1896s
[07:17:02]   4100/18401동 | 98,417건 | 1899s
[07:17:08]   4200/18401동 | 98,628건 | 1905s
[07:17:16]   4300/18401동 | 99,204건 | 1913s
[07:17:45]   4400/18401동 | 100,120건 | 1942s
[07:17:48]   4500/18401동 | 100,155건 | 1945s
[07:17:55]   4600/18401동 | 100,270건 | 1952s
[07:18:03]   4700/18401동 | 100,379건 | 1960s
[07:18:06]   4800/18401동 | 100,384건 | 1963s
[07:18:08]   4900/18401동 | 100,384건 | 1965s
[07:18:10]   5000/18401동 | 100,390건 | 1967s
[07:18:14]   5100/18401동 | 100,464건 | 1971s
[07:18:18]   5200/18401동 | 100,464건 | 1975s
[07:18:20]   5300/18401동 | 100,464건 | 1977s
[07:18:22]   5400/18401동 | 100,464건 | 1979s
[07:18:31]   5500/18401동 | 100,631건 | 1988s
[07:18:42]   5600/18401동 | 100,633건 | 1999s
[07:18:47]   5700/18401동 | 100,803건 | 2004s
[07:19:02]   5800/18401동 | 100,827건 | 2020s
[07:19:04]   5900/18401동 | 100,827건 | 2021s
[07:19:07]   6000/18401동 | 100,827건 | 2024s
[07:19:09]   6100/18401동 | 100,827건 | 2026s
[07:19:13]   6200/18401동 | 100,842건 | 2030s
[07:19:28]   6300/18401동 | 101,479건 | 2045s
[07:21:35]   6400/18401동 | 104,256건 | 2172s
[07:22:29]   6500/18401동 | 104,465건 | 2226s
[07:22:56]   6600/18401동 | 106,517건 | 2253s
[07:23:05]   6700/18401동 | 106,550건 | 2262s
[07:23:07]   6800/18401동 | 106,585건 | 2264s
[07:23:10]   6900/18401동 | 106,585건 | 2267s
[07:23:16]   7000/18401동 | 106,751건 | 2273s
[07:23:23]   7100/18401동 | 106,751건 | 2280s
[07:23:27]   7200/18401동 | 106,796건 | 2284s
[07:23:29]   7300/18401동 | 106,796건 | 2286s
[07:23:32]   7400/18401동 | 106,806건 | 2289s
[07:23:35]   7500/18401동 | 106,808건 | 2292s
[07:23:38]   7600/18401동 | 106,808건 | 2295s
[07:23:41]   7700/18401동 | 106,808건 | 2298s
[07:23:45]   7800/18401동 | 106,928건 | 2303s
[07:23:58]   7900/18401동 | 107,303건 | 2315s
[07:24:01]   8000/18401동 | 107,393건 | 2318s
[07:24:05]   8100/18401동 | 107,402건 | 2322s
[07:24:09]   8200/18401동 | 107,463건 | 2326s
[07:24:18]   8300/18401동 | 107,465건 | 2335s
[07:24:22]   8400/18401동 | 107,582건 | 2339s
[07:24:26]   8500/18401동 | 107,582건 | 2343s
[07:24:31]   8600/18401동 | 107,582건 | 2348s
[07:24:37]   8700/18401동 | 107,795건 | 2354s
[07:24:49]   8800/18401동 | 107,952건 | 2366s
[07:24:51]   8900/18401동 | 107,953건 | 2368s
[07:24:54]   9000/18401동 | 107,955건 | 2371s
[07:24:57]   9100/18401동 | 107,955건 | 2374s
[07:25:01]   9200/18401동 | 108,105건 | 2378s
[07:25:07]   9300/18401동 | 108,108건 | 2384s
[07:25:09]   9400/18401동 | 108,108건 | 2387s
[07:25:13]   9500/18401동 | 108,115건 | 2390s
[07:25:15]   9600/18401동 | 108,115건 | 2392s
[07:25:18]   9700/18401동 | 108,116건 | 2395s
[07:25:21]   9800/18401동 | 108,120건 | 2398s
[07:25:24]   9900/18401동 | 108,121건 | 2401s
[07:25:26]   10000/18401동 | 108,121건 | 2403s
[07:25:28]   10100/18401동 | 108,129건 | 2405s
[07:25:31]   10200/18401동 | 108,129건 | 2408s
[07:25:33]   10300/18401동 | 108,131건 | 2410s
[07:25:36]   10400/18401동 | 108,131건 | 2413s
[07:25:45]   10500/18401동 | 108,267건 | 2422s
[07:25:53]   10600/18401동 | 108,370건 | 2430s
[07:25:58]   10700/18401동 | 108,370건 | 2435s
[07:26:01]   10800/18401동 | 108,372건 | 2438s
[07:26:03]   10900/18401동 | 108,373건 | 2440s
[07:26:36]   11000/18401동 | 110,348건 | 2473s
[07:27:48]   11100/18401동 | 111,122건 | 2545s
[07:28:28]   11200/18401동 | 112,414건 | 2586s
[07:28:38]   11300/18401동 | 112,414건 | 2595s
[07:28:41]   11400/18401동 | 112,423건 | 2598s
[07:28:45]   11500/18401동 | 112,428건 | 2602s
[07:28:49]   11600/18401동 | 112,472건 | 2606s
[07:28:56]   11700/18401동 | 112,666건 | 2613s
[07:29:12]   11800/18401동 | 112,675건 | 2630s
[07:29:15]   11900/18401동 | 112,675건 | 2632s
[07:29:17]   12000/18401동 | 112,743건 | 2634s
[07:29:30]   12100/18401동 | 113,101건 | 2647s
[07:29:41]   12200/18401동 | 113,136건 | 2658s
[07:29:44]   12300/18401동 | 113,136건 | 2661s
[07:29:47]   12400/18401동 | 113,151건 | 2664s
[07:29:51]   12500/18401동 | 113,156건 | 2668s
[07:29:53]   12600/18401동 | 113,160건 | 2670s
[07:29:56]   12700/18401동 | 113,160건 | 2673s
[07:30:04]   12800/18401동 | 113,559건 | 2681s
[07:30:07]   12900/18401동 | 113,559건 | 2684s
[07:30:10]   13000/18401동 | 113,559건 | 2687s
[07:30:12]   13100/18401동 | 113,559건 | 2690s
[07:30:16]   13200/18401동 | 113,559건 | 2693s
[07:30:18]   13300/18401동 | 113,559건 | 2695s
[07:30:21]   13400/18401동 | 113,561건 | 2698s
[07:30:24]   13500/18401동 | 113,561건 | 2701s
[07:30:26]   13600/18401동 | 113,561건 | 2703s
[07:30:28]   13700/18401동 | 113,561건 | 2705s
[07:30:31]   13800/18401동 | 113,561건 | 2708s
[07:30:37]   13900/18401동 | 113,607건 | 2714s
[07:30:40]   14000/18401동 | 113,618건 | 2717s
[07:30:43]   14100/18401동 | 113,618건 | 2720s
[07:30:45]   14200/18401동 | 113,627건 | 2723s
[07:30:49]   14300/18401동 | 113,628건 | 2726s
[07:30:58]   14400/18401동 | 113,944건 | 2735s
[07:31:14]   14500/18401동 | 114,577건 | 2751s
[07:31:24]   14600/18401동 | 114,899건 | 2761s
