[06:27:20] 캐시 로드: 0개 완료 항목
[06:27:20] ==============================================================
[06:27:20]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[06:27:20]   precision: 5 → 7 | 세분화 임계: 400건
[06:27:20]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260605
[06:27:20] ==============================================================
[06:27:20] 지오해시 타일: 16891개 (precision=5)
[06:27:20] 
[1/3] 아파트 수집 ─────────────────────────────────
[06:27:31]   읍면동 18401개 확인
[06:27:36]   100/18401동 | 0건 | 16s
[06:27:41]   200/18401동 | 0건 | 22s
[06:27:46]   300/18401동 | 0건 | 27s
[06:27:51]   400/18401동 | 0건 | 32s
[06:27:56]   500/18401동 | 0건 | 37s
[06:28:02]   600/18401동 | 0건 | 42s
[06:28:07]   700/18401동 | 0건 | 47s
[06:28:10]   800/18401동 | 0건 | 51s
[06:28:15]   900/18401동 | 0건 | 56s
[06:28:19]   1000/18401동 | 0건 | 59s
[06:28:23]   1100/18401동 | 0건 | 63s
[06:28:27]   1200/18401동 | 0건 | 67s
[06:28:32]   1300/18401동 | 0건 | 72s
[06:28:36]   1400/18401동 | 0건 | 76s
[06:28:41]   1500/18401동 | 0건 | 81s
[06:28:46]   1600/18401동 | 0건 | 86s
[06:28:51]   1700/18401동 | 0건 | 91s
[06:28:56]   1800/18401동 | 0건 | 96s
[06:29:00]   1900/18401동 | 0건 | 100s
[06:29:03]   2000/18401동 | 0건 | 103s
[06:29:06]   2100/18401동 | 0건 | 107s
[06:29:11]   2200/18401동 | 0건 | 111s
[06:29:15]   2300/18401동 | 0건 | 115s
[06:29:19]   2400/18401동 | 0건 | 119s
[06:29:24]   2500/18401동 | 0건 | 124s
[06:29:29]   2600/18401동 | 0건 | 129s
[06:29:33]   2700/18401동 | 0건 | 133s
[06:29:38]   2800/18401동 | 0건 | 138s
[06:29:42]   2900/18401동 | 0건 | 142s
[06:29:45]   3000/18401동 | 0건 | 146s
[06:29:49]   3100/18401동 | 0건 | 149s
[06:29:53]   3200/18401동 | 0건 | 153s
[06:29:57]   3300/18401동 | 0건 | 157s
[06:29:59]   3400/18401동 | 0건 | 159s
[06:30:03]   3500/18401동 | 0건 | 163s
[06:30:05]   3600/18401동 | 0건 | 166s
[06:30:08]   3700/18401동 | 0건 | 169s
[06:30:11]   3800/18401동 | 0건 | 172s
[06:30:16]   3900/18401동 | 0건 | 176s
[06:30:20]   4000/18401동 | 0건 | 180s
[06:30:22]   4100/18401동 | 0건 | 183s
[06:30:25]   4200/18401동 | 0건 | 186s
[06:30:29]   4300/18401동 | 0건 | 189s
[06:30:32]   4400/18401동 | 0건 | 192s
[06:30:36]   4500/18401동 | 0건 | 196s
[06:30:38]   4600/18401동 | 0건 | 198s
[06:30:41]   4700/18401동 | 0건 | 201s
[06:30:44]   4800/18401동 | 0건 | 204s
[06:30:46]   4900/18401동 | 0건 | 207s
[06:30:49]   5000/18401동 | 0건 | 209s
[06:30:52]   5100/18401동 | 0건 | 212s
[06:30:55]   5200/18401동 | 0건 | 215s
[06:30:58]   5300/18401동 | 0건 | 218s
[06:31:00]   5400/18401동 | 0건 | 221s
[06:31:04]   5500/18401동 | 0건 | 224s
[06:31:07]   5600/18401동 | 0건 | 228s
