[06:13:19] 캐시 로드: 0개 완료 항목
[06:13:19] ==============================================================
[06:13:19]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[06:13:19]   precision: 5 → 7 | 세분화 임계: 400건
[06:13:19]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260609
[06:13:19] ==============================================================
[06:13:19] 지오해시 타일: 16891개 (precision=5)
[06:13:19] 
[1/3] 아파트 수집 ─────────────────────────────────
[06:13:30]   읍면동 18401개 확인
[06:13:46]   100/18401동 | 738건 | 27s
[06:13:58]   200/18401동 | 1,397건 | 39s
[06:14:28]   300/18401동 | 3,955건 | 69s
[06:14:58]   400/18401동 | 6,325건 | 99s
[06:16:05]   500/18401동 | 11,910건 | 166s
[06:17:42]   600/18401동 | 19,268건 | 263s
[06:18:35]   700/18401동 | 22,096건 | 316s
[06:20:15]   800/18401동 | 25,766건 | 415s
[06:21:29]   900/18401동 | 28,974건 | 490s
[06:21:56]   1000/18401동 | 29,032건 | 517s
[06:22:59]   1100/18401동 | 33,359건 | 579s
[06:23:05]   1200/18401동 | 33,535건 | 586s
[06:23:17]   1300/18401동 | 34,224건 | 597s
[06:25:33]   1400/18401동 | 43,965건 | 733s
[06:26:34]   1500/18401동 | 47,579건 | 795s
[06:27:00]   1600/18401동 | 48,720건 | 821s
[06:27:45]   1700/18401동 | 51,423건 | 865s
[06:28:26]   1800/18401동 | 54,214건 | 906s
[06:29:03]   1900/18401동 | 56,238건 | 944s
[06:29:40]   2000/18401동 | 56,571건 | 981s
[06:31:02]   2100/18401동 | 59,582건 | 1063s
[06:31:36]   2200/18401동 | 61,829건 | 1097s
[06:34:00]   2300/18401동 | 71,101건 | 1240s
[06:35:40]   2400/18401동 | 71,166건 | 1341s
[06:36:47]   2500/18401동 | 76,203건 | 1407s
[06:39:35]   2600/18401동 | 81,019건 | 1576s
[06:41:08]   2700/18401동 | 85,223건 | 1668s
[06:42:05]   2800/18401동 | 88,595건 | 1725s
[06:42:32]   2900/18401동 | 89,135건 | 1753s
[06:42:56]   3000/18401동 | 89,488건 | 1777s
[06:43:10]   3100/18401동 | 90,019건 | 1791s
[06:43:43]   3200/18401동 | 90,795건 | 1823s
[06:44:22]   3300/18401동 | 90,795건 | 1862s
[06:45:03]   3400/18401동 | 92,802건 | 1904s
[06:46:21]   3500/18401동 | 92,803건 | 1982s
[06:46:28]   3600/18401동 | 92,848건 | 1988s
[06:46:31]   3700/18401동 | 92,866건 | 1992s
[06:46:36]   3800/18401동 | 92,932건 | 1996s
[06:47:11]   3900/18401동 | 95,180건 | 2031s
[06:48:15]   4000/18401동 | 96,268건 | 2095s
[06:49:29]   4100/18401동 | 98,233건 | 2170s
[06:49:38]   4200/18401동 | 98,431건 | 2179s
[06:49:48]   4300/18401동 | 99,086건 | 2188s
[06:49:53]   4400/18401동 | 99,165건 | 2193s
[06:49:56]   4500/18401동 | 99,165건 | 2197s
[06:50:06]   4600/18401동 | 99,281건 | 2206s
[06:50:14]   4700/18401동 | 99,317건 | 2214s
[06:50:24]   4800/18401동 | 99,894건 | 2225s
[06:50:49]   4900/18401동 | 100,188건 | 2249s
[06:50:51]   5000/18401동 | 100,188건 | 2252s
[06:50:54]   5100/18401동 | 100,192건 | 2255s
[06:50:56]   5200/18401동 | 100,198건 | 2257s
[06:50:59]   5300/18401동 | 100,198건 | 2260s
[06:51:05]   5400/18401동 | 100,303건 | 2265s
[06:51:07]   5500/18401동 | 100,303건 | 2268s
[06:51:31]   5600/18401동 | 102,130건 | 2292s
[06:51:47]   5700/18401동 | 102,328건 | 2308s
[06:51:57]   5800/18401동 | 102,330건 | 2318s
[06:52:07]   5900/18401동 | 102,487건 | 2328s
[06:52:28]   6000/18401동 | 102,986건 | 2349s
[06:52:39]   6100/18401동 | 103,151건 | 2360s
[06:52:42]   6200/18401동 | 103,174건 | 2363s
[06:52:44]   6300/18401동 | 103,188건 | 2365s
[06:52:47]   6400/18401동 | 103,189건 | 2368s
[06:52:54]   6500/18401동 | 103,355건 | 2375s
[06:54:15]   6600/18401동 | 106,148건 | 2455s
[06:56:34]   6700/18401동 | 106,356건 | 2594s
[06:56:45]   6800/18401동 | 106,604건 | 2605s
[06:56:53]   6900/18401동 | 106,604건 | 2614s
[06:56:56]   7000/18401동 | 106,629건 | 2616s
[06:56:58]   7100/18401동 | 106,629건 | 2619s
[06:57:02]   7200/18401동 | 106,667건 | 2623s
[06:57:05]   7300/18401동 | 106,677건 | 2626s
[06:57:08]   7400/18401동 | 106,679건 | 2629s
[06:57:11]   7500/18401동 | 106,679건 | 2632s
[06:57:22]   7600/18401동 | 106,864건 | 2643s
[06:57:30]   7700/18401동 | 106,864건 | 2651s
[06:57:34]   7800/18401동 | 106,933건 | 2655s
[06:57:45]   7900/18401동 | 106,933건 | 2666s
[06:57:48]   8000/18401동 | 106,938건 | 2668s
[06:57:54]   8100/18401동 | 107,030건 | 2674s
[06:58:08]   8200/18401동 | 107,318건 | 2688s
[06:58:10]   8300/18401동 | 107,320건 | 2691s
[06:58:15]   8400/18401동 | 107,408건 | 2696s
[06:58:24]   8500/18401동 | 107,738건 | 2705s
[06:58:31]   8600/18401동 | 107,889건 | 2712s
[06:58:37]   8700/18401동 | 107,894건 | 2717s
[06:58:42]   8800/18401동 | 108,017건 | 2723s
[06:58:50]   8900/18401동 | 108,017건 | 2730s
[06:58:53]   9000/18401동 | 108,020건 | 2733s
[06:58:56]   9100/18401동 | 108,020건 | 2737s
[06:58:59]   9200/18401동 | 108,020건 | 2740s
[06:59:03]   9300/18401동 | 108,020건 | 2743s
[06:59:05]   9400/18401동 | 108,028건 | 2746s
[06:59:08]   9500/18401동 | 108,028건 | 2748s
[06:59:11]   9600/18401동 | 108,031건 | 2752s
[06:59:15]   9700/18401동 | 108,032건 | 2756s
[06:59:19]   9800/18401동 | 108,032건 | 2759s
[06:59:22]   9900/18401동 | 108,033건 | 2762s
[06:59:25]   10000/18401동 | 108,033건 | 2765s
[06:59:28]   10100/18401동 | 108,036건 | 2769s
[06:59:31]   10200/18401동 | 108,039건 | 2771s
[06:59:34]   10300/18401동 | 108,040건 | 2774s
[06:59:36]   10400/18401동 | 108,041건 | 2777s
[06:59:47]   10500/18401동 | 108,140건 | 2788s
[06:59:51]   10600/18401동 | 108,140건 | 2792s
[06:59:55]   10700/18401동 | 108,144건 | 2795s
[06:59:58]   10800/18401동 | 108,144건 | 2799s
[07:00:01]   10900/18401동 | 108,144건 | 2802s
[07:00:52]   11000/18401동 | 109,432건 | 2853s
[07:01:05]   11100/18401동 | 109,563건 | 2865s
[07:02:43]   11200/18401동 | 112,354건 | 2964s
[07:03:08]   11300/18401동 | 112,354건 | 2988s
[07:03:11]   11400/18401동 | 112,375건 | 2992s
[07:03:21]   11500/18401동 | 112,593건 | 3002s
[07:03:41]   11600/18401동 | 112,602건 | 3022s
[07:03:45]   11700/18401동 | 112,608건 | 3025s
