[06:48:27] 캐시 로드: 0개 완료 항목
[06:48:27] ==============================================================
[06:48:27]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[06:48:27]   precision: 5 → 7 | 세분화 임계: 400건
[06:48:27]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260905
[06:48:27] ==============================================================
[06:48:27] 지오해시 타일: 16891개 (precision=5)
[06:48:27] 
[1/3] 아파트 수집 ─────────────────────────────────
[06:48:38]   읍면동 18401개 확인
[06:49:09]   100/18401동 | 2,115건 | 42s
[07:30:18]   5800/18401동 | 106,854건 | 2511s
[07:30:26]   5900/18401동 | 106,980건 | 2519s
[07:30:41]   6000/18401동 | 107,065건 | 2533s
[07:30:44]   6100/18401동 | 107,068건 | 2536s
[07:30:46]   6200/18401동 | 107,082건 | 2539s
[07:30:50]   6300/18401동 | 107,082건 | 2543s
[07:34:04]   6400/18401동 | 109,833건 | 2736s
[07:34:28]   6500/18401동 | 110,533건 | 2760s
[07:34:39]   6600/18401동 | 110,707건 | 2772s
[07:34:50]   6700/18401동 | 110,799건 | 2783s
[07:34:57]   6800/18401동 | 110,992건 | 2790s
[07:35:05]   6900/18401동 | 110,992건 | 2798s
[07:35:10]   7000/18401동 | 110,999건 | 2803s
[07:35:13]   7100/18401동 | 111,004건 | 2806s
[07:35:16]   7200/18401동 | 111,004건 | 2809s
[07:35:20]   7300/18401동 | 111,040건 | 2813s
[07:35:23]   7400/18401동 | 111,040건 | 2816s
[07:35:27]   7500/18401동 | 111,042건 | 2820s
[07:35:31]   7600/18401동 | 111,042건 | 2823s
[07:35:35]   7700/18401동 | 111,045건 | 2828s
[07:35:39]   7800/18401동 | 111,112건 | 2832s
[07:35:51]   7900/18401동 | 111,112건 | 2844s
[07:35:54]   8000/18401동 | 111,112건 | 2847s
[07:36:12]   8100/18401동 | 111,311건 | 2865s
[07:36:22]   8200/18401동 | 111,615건 | 2874s
[07:36:31]   8300/18401동 | 111,625건 | 2884s
[07:36:36]   8400/18401동 | 111,727건 | 2889s
[07:36:44]   8500/18401동 | 112,039건 | 2897s
[07:36:50]   8600/18401동 | 112,039건 | 2902s
[07:36:55]   8700/18401동 | 112,121건 | 2908s
[07:36:58]   8800/18401동 | 112,121건 | 2911s
[07:37:02]   8900/18401동 | 112,123건 | 2914s
[07:37:06]   9000/18401동 | 112,123건 | 2918s
[07:37:09]   9100/18401동 | 112,123건 | 2922s
[07:37:17]   9200/18401동 | 112,250건 | 2930s
[07:37:21]   9300/18401동 | 112,250건 | 2934s
[07:37:24]   9400/18401동 | 112,252건 | 2937s
[07:37:27]   9500/18401동 | 112,253건 | 2940s
[07:37:30]   9600/18401동 | 112,253건 | 2942s
[07:37:33]   9700/18401동 | 112,256건 | 2945s
[07:37:36]   9800/18401동 | 112,256건 | 2948s
[07:37:39]   9900/18401동 | 112,258건 | 2952s
[07:37:42]   10000/18401동 | 112,259건 | 2955s
[07:37:46]   10100/18401동 | 112,259건 | 2958s
[07:37:56]   10200/18401동 | 112,375건 | 2969s
[07:38:02]   10300/18401동 | 112,375건 | 2974s
[07:38:05]   10400/18401동 | 112,378건 | 2977s
[07:38:09]   10500/18401동 | 112,378건 | 2981s
[07:38:12]   10600/18401동 | 112,379건 | 2984s
[07:38:17]   10700/18401동 | 112,416건 | 2990s
[07:38:21]   10800/18401동 | 112,417건 | 2993s
[07:38:25]   10900/18401동 | 112,417건 | 2997s
[07:38:27]   11000/18401동 | 112,417건 | 3000s
[07:38:31]   11100/18401동 | 112,417건 | 3003s
[07:39:13]   11200/18401동 | 113,811건 | 3045s
[07:39:37]   11300/18401동 | 114,015건 | 3069s
[07:39:48]   11400/18401동 | 114,019건 | 3081s
[07:40:08]   11500/18401동 | 114,411건 | 3101s
[07:40:28]   11600/18401동 | 114,425건 | 3121s
[07:40:31]   11700/18401동 | 114,443건 | 3124s
[07:40:34]   11800/18401동 | 114,443건 | 3127s
[07:40:38]   11900/18401동 | 114,457건 | 3130s
[07:40:40]   12000/18401동 | 114,457건 | 3133s
[07:42:20]   12100/18401동 | 116,927건 | 3232s
[07:42:43]   12200/18401동 | 116,943건 | 3255s
[07:42:47]   12300/18401동 | 116,943건 | 3259s
[07:42:50]   12400/18401동 | 116,943건 | 3262s
[07:42:52]   12500/18401동 | 116,944건 | 3265s
[07:42:56]   12600/18401동 | 116,956건 | 3269s
[07:42:59]   12700/18401동 | 116,956건 | 3272s
[07:43:03]   12800/18401동 | 116,974건 | 3275s
[07:43:13]   12900/18401동 | 117,356건 | 3285s
[07:43:19]   13000/18401동 | 117,356건 | 3291s
[07:43:23]   13100/18401동 | 117,356건 | 3295s
[07:43:26]   13200/18401동 | 117,356건 | 3299s
[07:43:30]   13300/18401동 | 117,356건 | 3302s
[07:43:32]   13400/18401동 | 117,356건 | 3305s
[07:43:35]   13500/18401동 | 117,357건 | 3308s
[07:43:38]   13600/18401동 | 117,359건 | 3310s
[07:43:41]   13700/18401동 | 117,359건 | 3314s
[07:43:43]   13800/18401동 | 117,367건 | 3316s
[07:43:46]   13900/18401동 | 117,367건 | 3319s
[07:43:49]   14000/18401동 | 117,367건 | 3321s
[07:43:53]   14100/18401동 | 117,369건 | 3326s
[07:43:56]   14200/18401동 | 117,376건 | 3329s
[07:44:03]   14300/18401동 | 117,412건 | 3335s
[07:44:13]   14400/18401동 | 117,675건 | 3346s
[07:44:38]   14500/18401동 | 119,105건 | 3371s
[07:44:57]   14600/18401동 | 119,237건 | 3390s
[07:45:11]   14700/18401동 | 119,977건 | 3403s
[07:45:26]   14800/18401동 | 120,110건 | 3419s
[07:45:32]   14900/18401동 | 120,196건 | 3425s
[07:45:40]   15000/18401동 | 120,271건 | 3432s
[07:45:43]   15100/18401동 | 120,273건 | 3435s
[07:45:51]   15200/18401동 | 120,528건 | 3443s
[07:46:10]   15300/18401동 | 120,768건 | 3463s
[07:46:14]   15400/18401동 | 120,768건 | 3467s
[07:46:18]   15500/18401동 | 120,776건 | 3471s
[07:47:55]   15600/18401동 | 123,090건 | 3568s
[07:47:58]   15700/18401동 | 123,092건 | 3571s
[07:48:03]   15800/18401동 | 123,097건 | 3576s
[07:48:07]   15900/18401동 | 123,097건 | 3580s
[07:48:16]   16000/18401동 | 123,299건 | 3589s
[07:49:09]   16100/18401동 | 124,132건 | 3641s
[07:49:12]   16200/18401동 | 124,132건 | 3645s
[07:49:16]   16300/18401동 | 124,132건 | 3649s
[07:49:19]   16400/18401동 | 124,132건 | 3652s
[07:49:22]   16500/18401동 | 124,132건 | 3655s
[07:49:29]   16600/18401동 | 124,380건 | 3662s
[07:49:34]   16700/18401동 | 124,380건 | 3667s
[07:49:38]   16800/18401동 | 124,422건 | 3671s
[07:50:06]   16900/18401동 | 125,332건 | 3698s
[07:50:16]   17000/18401동 | 125,336건 | 3709s
[07:50:44]   17100/18401동 | 126,562건 | 3737s
[07:51:22]   17200/18401동 | 126,741건 | 3775s
[07:51:27]   17300/18401동 | 126,766건 | 3780s
[07:51:32]   17400/18401동 | 126,935건 | 3785s
[07:51:36]   17500/18401동 | 126,938건 | 3789s
[07:51:39]   17600/18401동 | 126,943건 | 3792s
[07:51:43]   17700/18401동 | 126,945건 | 3796s
[07:51:47]   17800/18401동 | 126,947건 | 3800s
[07:51:51]   17900/18401동 | 126,959건 | 3803s
[07:51:58]   18000/18401동 | 127,035건 | 3811s
[07:52:03]   18100/18401동 | 127,036건 | 3816s
[07:52:09]   18200/18401동 | 127,081건 | 3821s
[07:52:13]   18300/18401동 | 127,089건 | 3825s
[07:52:15]   18400/18401동 | 127,091건 | 3827s
[07:52:15]   18401/18401동 | 127,091건 | 3827s
[07:52:16] 💾 저장: 직방_아파트_20260905_064827.csv (127,091건)
[07:52:16] 
[2/3] 원룸·빌라투룸·오피스텔 수집 (적응형) ──────────
[07:52:16]   작업: 50673개 (타일 × 유형)
[07:52:23]   100/50673 타일 | 0건 | 3836s
[07:52:29]   200/50673 타일 | 0건 | 3841s
[07:52:34]   300/50673 타일 | 0건 | 3846s
[07:52:38]   400/50673 타일 | 0건 | 3851s
[07:52:44]   500/50673 타일 | 0건 | 3856s
[07:52:49]   600/50673 타일 | 0건 | 3861s
[07:52:54]   700/50673 타일 | 0건 | 3866s
[07:52:59]   800/50673 타일 | 33건 | 3872s
[07:53:05]   900/50673 타일 | 49건 | 3878s
[07:53:10]   1000/50673 타일 | 52건 | 3883s
[07:53:16]   1100/50673 타일 | 62건 | 3888s
[07:53:21]   1200/50673 타일 | 62건 | 3893s
[07:53:26]   1300/50673 타일 | 62건 | 3899s
[07:53:31]   1400/50673 타일 | 62건 | 3904s
[07:53:37]   1500/50673 타일 | 62건 | 3909s
[07:53:42]   1600/50673 타일 | 62건 | 3914s
[07:53:47]   1700/50673 타일 | 62건 | 3919s
[07:53:52]   1800/50673 타일 | 62건 | 3925s
[07:53:57]   1900/50673 타일 | 62건 | 3930s
[07:54:02]   2000/50673 타일 | 62건 | 3935s
[07:54:08]   2100/50673 타일 | 62건 | 3940s
[07:54:13]   2200/50673 타일 | 62건 | 3945s
[07:54:18]   2300/50673 타일 | 62건 | 3951s
[07:54:23]   2400/50673 타일 | 62건 | 3956s
[07:54:28]   2500/50673 타일 | 62건 | 3961s
[07:54:33]   2600/50673 타일 | 62건 | 3966s
[07:54:39]   2700/50673 타일 | 62건 | 3971s
[07:54:44]   2800/50673 타일 | 62건 | 3976s
[07:54:49]   2900/50673 타일 | 62건 | 3981s
[07:54:54]   3000/50673 타일 | 62건 | 3987s
[07:54:59]   3100/50673 타일 | 68건 | 3992s
[07:55:05]   3200/50673 타일 | 68건 | 3998s
[07:55:10]   3300/50673 타일 | 68건 | 4003s
[07:55:15]   3400/50673 타일 | 68건 | 4008s
[07:55:20]   3500/50673 타일 | 68건 | 4013s
[07:55:25]   3600/50673 타일 | 68건 | 4018s
[07:55:31]   3700/50673 타일 | 80건 | 4023s
[07:55:36]   3800/50673 타일 | 93건 | 4029s
[07:55:41]   3900/50673 타일 | 93건 | 4034s
[07:55:46]   4000/50673 타일 | 93건 | 4039s
[07:55:51]   4100/50673 타일 | 93건 | 4044s
[07:55:56]   4200/50673 타일 | 93건 | 4049s
[07:56:01]   4300/50673 타일 | 93건 | 4054s
[07:56:06]   4400/50673 타일 | 93건 | 4059s
[07:56:12]   4500/50673 타일 | 93건 | 4064s
[07:56:17]   4600/50673 타일 | 93건 | 4069s
[07:56:22]   4700/50673 타일 | 93건 | 4074s
[07:56:27]   4800/50673 타일 | 93건 | 4080s
[07:56:32]   4900/50673 타일 | 93건 | 4085s
[07:56:37]   5000/50673 타일 | 93건 | 4090s
[07:56:42]   5100/50673 타일 | 93건 | 4095s
[07:56:48]   5200/50673 타일 | 93건 | 4100s
[07:56:53]   5300/50673 타일 | 93건 | 4106s
[07:56:59]   5400/50673 타일 | 93건 | 4111s
[07:57:04]   5500/50673 타일 | 93건 | 4116s
[07:57:09]   5600/50673 타일 | 93건 | 4121s
[07:57:14]   5700/50673 타일 | 93건 | 4126s
[07:57:19]   5800/50673 타일 | 93건 | 4131s
[07:57:24]   5900/50673 타일 | 93건 | 4136s
[07:57:29]   6000/50673 타일 | 123건 | 4142s
[07:57:35]   6100/50673 타일 | 125건 | 4148s
[07:57:41]   6200/50673 타일 | 161건 | 4153s
[07:57:46]   6300/50673 타일 | 184건 | 4159s
[07:57:52]   6400/50673 타일 | 184건 | 4164s
[07:57:56]   6500/50673 타일 | 184건 | 4169s
[07:58:01]   6600/50673 타일 | 184건 | 4174s
[07:58:06]   6700/50673 타일 | 184건 | 4179s
[07:58:11]   6800/50673 타일 | 184건 | 4184s
[07:58:17]   6900/50673 타일 | 184건 | 4189s
[07:58:21]   7000/50673 타일 | 184건 | 4194s
[07:58:27]   7100/50673 타일 | 228건 | 4200s
[07:58:32]   7200/50673 타일 | 228건 | 4205s
[07:58:39]   7300/50673 타일 | 260건 | 4211s
[07:58:45]   7400/50673 타일 | 274건 | 4218s
[07:58:51]   7500/50673 타일 | 274건 | 4223s
[07:58:57]   7600/50673 타일 | 295건 | 4229s
[07:59:02]   7700/50673 타일 | 297건 | 4235s
[07:59:08]   7800/50673 타일 | 297건 | 4240s
[07:59:12]     🔍 세분화: 원룸/wy6he → 442건 (p5→6)
[07:59:14]   7900/50673 타일 | 312건 | 4247s
[07:59:22]   8000/50673 타일 | 343건 | 4254s
[07:59:28]   8100/50673 타일 | 343건 | 4260s
[07:59:33]   8200/50673 타일 | 354건 | 4266s
[07:59:36]     🔍 세분화: 원룸/wy6wc → 441건 (p5→6)
[07:59:36]     🔍 세분화: 원룸/wy6wd → 621건 (p5→6)
[07:59:37]     🔍 세분화: 원룸/wy6wf → 983건 (p5→6)
[07:59:38]     🔍 세분화: 원룸/wy6ws → 434건 (p5→6)
[07:59:44]   8300/50673 타일 | 370건 | 4276s
[07:59:54]   8400/50673 타일 | 388건 | 4287s
[08:00:00]   8500/50673 타일 | 403건 | 4293s
[08:00:07]   8600/50673 타일 | 410건 | 4300s
[08:00:11]     🔍 세분화: 원룸/wy78k → 419건 (p5→6)
[08:00:11]     🔍 세분화: 원룸/wy78p → 400건 (p5→6)
[08:00:11]     🔍 세분화: 원룸/wy78r → 453건 (p5→6)
[08:00:18]   8700/50673 타일 | 460건 | 4310s
[08:00:27]   8800/50673 타일 | 539건 | 4320s
[08:00:33]   8900/50673 타일 | 596건 | 4326s
[08:00:38]     🔍 세분화: 원룸/wy7kn → 734건 (p5→6)
[08:00:39]     🔍 세분화: 원룸/wy7m2 → 584건 (p5→6)
[08:00:41]   9000/50673 타일 | 669건 | 4334s
[08:00:48]   9100/50673 타일 | 672건 | 4341s
[08:00:56]   9200/50673 타일 | 688건 | 4348s
[08:01:01]   9300/50673 타일 | 706건 | 4354s
[08:01:07]   9400/50673 타일 | 717건 | 4359s
[08:01:12]   9500/50673 타일 | 717건 | 4364s
[08:01:17]   9600/50673 타일 | 717건 | 4369s
[08:01:22]   9700/50673 타일 | 717건 | 4375s
[08:01:27]   9800/50673 타일 | 717건 | 4380s
[08:01:32]   9900/50673 타일 | 717건 | 4385s
[08:01:37]   10000/50673 타일 | 717건 | 4390s
[08:01:42]   10100/50673 타일 | 717건 | 4395s
[08:01:47]   10200/50673 타일 | 717건 | 4400s
[08:01:53]   10300/50673 타일 | 724건 | 4405s
[08:01:58]   10400/50673 타일 | 724건 | 4410s
[08:02:03]   10500/50673 타일 | 724건 | 4416s
[08:02:09]   10600/50673 타일 | 724건 | 4421s
[08:02:14]   10700/50673 타일 | 724건 | 4427s
[08:02:20]   10800/50673 타일 | 752건 | 4432s
[08:02:24]   10900/50673 타일 | 752건 | 4437s
[08:02:30]   11000/50673 타일 | 752건 | 4442s
[08:02:35]   11100/50673 타일 | 752건 | 4447s
[08:02:40]   11200/50673 타일 | 752건 | 4452s
[08:02:45]   11300/50673 타일 | 752건 | 4457s
[08:02:50]   11400/50673 타일 | 752건 | 4462s
[08:02:55]   11500/50673 타일 | 752건 | 4468s
[08:03:01]   11600/50673 타일 | 752건 | 4473s
[08:03:06]   11700/50673 타일 | 752건 | 4478s
[08:03:11]   11800/50673 타일 | 756건 | 4484s
[08:03:17]     🔍 세분화: 원룸/wyd3m → 545건 (p5→6)
[08:03:17]   11900/50673 타일 | 794건 | 4490s
[08:03:18]     🔍 세분화: 원룸/wyd3t → 577건 (p5→6)
[08:03:27]   12000/50673 타일 | 875건 | 4500s
[08:03:29]     🔍 세분화: 원룸/wyd77 → 946건 (p5→6)
[08:03:30]     🔍 세분화: 원룸/wyd7d → 539건 (p5→6)
[08:03:30]     🔍 세분화: 원룸/wyd7f → 519건 (p5→6)
[08:03:30]     🔍 세분화: 원룸/wyd7g → 551건 (p5→6)
[08:03:33]     🔍 세분화: 원룸/wyd7s → 506건 (p5→6)
[08:03:38]     🔍 세분화: 원룸/wyd8k → 558건 (p5→6)
[08:03:48]   12100/50673 타일 | 963건 | 4521s
[08:03:55]   12200/50673 타일 | 1,055건 | 4528s
[08:04:01]   12300/50673 타일 | 1,113건 | 4534s
[08:04:03]     🔍 세분화: 원룸/wydhk → 560건 (p5→6)
[08:04:05]     🔍 세분화: 원룸/wydj4 → 517건 (p5→6)
[08:04:06]     🔍 세분화: 원룸/wydj7 → 519건 (p5→6)
[08:04:09]     🔍 세분화: 원룸/wydjp → 592건 (p5→6)
[08:04:09]     🔍 세분화: 원룸/wydjr → 802건 (p5→6)
[08:04:11]     🔍 세분화: 원룸/wydjw → 547건 (p5→6)
[08:04:15]     🔍 세분화: 원룸/wydk4 → 498건 (p5→6)
[08:04:24]     🔍 세분화: 원룸/wydm0 → 655건 (p5→6)
[08:04:25]     🔍 세분화: 원룸/wydm2 → 469건 (p5→6)
[08:04:26]     🔍 세분화: 원룸/wydm8 → 549건 (p5→6)
[08:04:26]     🔍 세분화: 원룸/wydm6 → 1361건 (p5→6)
[08:04:28]   12400/50673 타일 | 1,278건 | 4561s
[08:04:29]     🔍 세분화: 원룸/wydme → 838건 (p5→6)
[08:04:29]     🔍 세분화: 원룸/wydmf → 654건 (p5→6)
[08:04:30]     🔍 세분화: 원룸/wydmg → 731건 (p5→6)
[08:04:41]     🔍 세분화: 원룸/wydmw → 403건 (p5→6)
[08:04:42]     🔍 세분화: 원룸/wydn1 → 499건 (p5→6)
[08:04:52]   12500/50673 타일 | 1,345건 | 4585s
[08:05:01]   12600/50673 타일 | 1,472건 | 4593s
[08:05:07]   12700/50673 타일 | 1,507건 | 4599s
[08:05:12]   12800/50673 타일 | 1,529건 | 4605s
[08:05:18]   12900/50673 타일 | 1,549건 | 4610s
[08:05:23]   13000/50673 타일 | 1,557건 | 4616s
[08:05:29]   13100/50673 타일 | 1,573건 | 4621s
[08:05:34]   13200/50673 타일 | 1,573건 | 4626s
[08:05:39]   13300/50673 타일 | 1,573건 | 4631s
[08:05:44]   13400/50673 타일 | 1,573건 | 4637s
[08:05:49]   13500/50673 타일 | 1,573건 | 4642s
[08:05:54]   13600/50673 타일 | 1,573건 | 4647s
[08:05:59]   13700/50673 타일 | 1,577건 | 4652s
[08:06:05]   13800/50673 타일 | 1,587건 | 4658s
[08:06:10]   13900/50673 타일 | 1,587건 | 4663s
[08:06:16]   14000/50673 타일 | 1,587건 | 4668s
[08:06:20]   14100/50673 타일 | 1,587건 | 4673s
[08:06:25]   14200/50673 타일 | 1,587건 | 4678s
[08:06:31]   14300/50673 타일 | 1,587건 | 4683s
[08:06:35]   14400/50673 타일 | 1,587건 | 4688s
[08:06:41]   14500/50673 타일 | 1,587건 | 4693s
[08:06:46]   14600/50673 타일 | 1,590건 | 4699s
[08:06:51]   14700/50673 타일 | 1,590건 | 4704s
[08:06:56]   14800/50673 타일 | 1,590건 | 4709s
[08:07:01]   14900/50673 타일 | 1,590건 | 4714s
[08:07:06]   15000/50673 타일 | 1,590건 | 4719s
[08:07:12]   15100/50673 타일 | 1,590건 | 4724s
[08:07:17]   15200/50673 타일 | 1,590건 | 4729s
[08:07:22]   15300/50673 타일 | 1,590건 | 4734s
[08:07:27]   15400/50673 타일 | 1,590건 | 4739s
[08:07:32]   15500/50673 타일 | 1,590건 | 4744s
[08:07:37]   15600/50673 타일 | 1,590건 | 4750s
[08:07:43]   15700/50673 타일 | 1,596건 | 4755s
[08:07:48]   15800/50673 타일 | 1,596건 | 4760s
[08:07:53]   15900/50673 타일 | 1,598건 | 4766s
[08:07:58]   16000/50673 타일 | 1,598건 | 4771s
[08:08:04]   16100/50673 타일 | 1,598건 | 4777s
[08:08:09]   16200/50673 타일 | 1,598건 | 4782s
[08:08:14]   16300/50673 타일 | 1,598건 | 4787s
[08:08:20]   16400/50673 타일 | 1,598건 | 4792s
[08:08:25]   16500/50673 타일 | 1,598건 | 4797s
[08:08:30]   16600/50673 타일 | 1,598건 | 4803s
[08:08:35]   16700/50673 타일 | 1,598건 | 4807s
[08:08:40]   16800/50673 타일 | 1,598건 | 4813s
[08:08:45]   16900/50673 타일 | 1,598건 | 4817s
[08:08:50]   17000/50673 타일 | 1,598건 | 4823s
[08:08:55]   17100/50673 타일 | 1,598건 | 4828s
[08:09:00]   17200/50673 타일 | 1,598건 | 4833s
[08:09:05]   17300/50673 타일 | 1,598건 | 4838s
[08:09:11]   17400/50673 타일 | 1,598건 | 4843s
[08:09:16]   17500/50673 타일 | 1,598건 | 4848s
[08:09:21]   17600/50673 타일 | 1,599건 | 4854s
[08:09:27]   17700/50673 타일 | 1,622건 | 4859s
[08:09:32]   17800/50673 타일 | 1,623건 | 4865s
[08:09:37]   17900/50673 타일 | 1,624건 | 4870s
[08:09:43]   18000/50673 타일 | 1,631건 | 4876s
[08:09:48]   18100/50673 타일 | 1,631건 | 4881s
[08:09:53]   18200/50673 타일 | 1,631건 | 4886s
[08:09:58]   18300/50673 타일 | 1,631건 | 4891s
[08:10:04]   18400/50673 타일 | 1,631건 | 4896s
[08:10:09]   18500/50673 타일 | 1,631건 | 4901s
[08:10:14]   18600/50673 타일 | 1,631건 | 4907s
[08:10:19]   18700/50673 타일 | 1,631건 | 4912s
[08:10:24]   18800/50673 타일 | 1,631건 | 4917s
[08:10:30]   18900/50673 타일 | 1,631건 | 4922s
[08:10:34]   19000/50673 타일 | 1,631건 | 4927s
[08:10:40]   19100/50673 타일 | 1,631건 | 4932s
[08:10:45]   19200/50673 타일 | 1,631건 | 4937s
[08:10:50]   19300/50673 타일 | 1,631건 | 4942s
[08:10:55]   19400/50673 타일 | 1,631건 | 4947s
[08:11:00]   19500/50673 타일 | 1,631건 | 4953s
[08:11:05]   19600/50673 타일 | 1,631건 | 4958s
[08:11:10]   19700/50673 타일 | 1,631건 | 4963s
[08:11:16]   19800/50673 타일 | 1,631건 | 4968s
[08:11:21]   19900/50673 타일 | 1,633건 | 4973s
[08:11:26]   20000/50673 타일 | 1,633건 | 4978s
[08:11:31]   20100/50673 타일 | 1,633건 | 4984s
[08:11:36]   20200/50673 타일 | 1,633건 | 4989s
[08:11:41]   20300/50673 타일 | 1,633건 | 4994s
[08:11:47]   20400/50673 타일 | 1,633건 | 4999s
[08:11:52]   20500/50673 타일 | 1,633건 | 5005s
[08:11:57]   20600/50673 타일 | 1,634건 | 5010s
[08:12:03]   20700/50673 타일 | 1,640건 | 5015s
[08:12:08]   20800/50673 타일 | 1,640건 | 5021s
[08:12:13]   20900/50673 타일 | 1,640건 | 5026s
[08:12:18]   21000/50673 타일 | 1,640건 | 5031s
[08:12:24]   21100/50673 타일 | 1,640건 | 5036s
[08:12:29]   21200/50673 타일 | 1,640건 | 5041s
[08:12:34]   21300/50673 타일 | 1,640건 | 5047s
[08:12:40]   21400/50673 타일 | 1,640건 | 5052s
[08:12:45]   21500/50673 타일 | 1,640건 | 5058s
[08:12:51]   21600/50673 타일 | 1,640건 | 5063s
[08:12:56]   21700/50673 타일 | 1,640건 | 5069s
[08:13:02]   21800/50673 타일 | 1,640건 | 5074s
[08:13:07]   21900/50673 타일 | 1,640건 | 5080s
[08:13:13]   22000/50673 타일 | 1,640건 | 5086s
[08:13:19]   22100/50673 타일 | 1,641건 | 5091s
[08:13:24]   22200/50673 타일 | 1,642건 | 5097s
[08:13:30]   22300/50673 타일 | 1,642건 | 5103s
[08:13:35]   22400/50673 타일 | 1,642건 | 5108s
[08:13:41]   22500/50673 타일 | 1,642건 | 5114s
[08:13:46]   22600/50673 타일 | 1,642건 | 5119s
[08:13:52]   22700/50673 타일 | 1,642건 | 5124s
[08:13:57]   22800/50673 타일 | 1,642건 | 5130s
[08:14:03]   22900/50673 타일 | 1,658건 | 5136s
[08:14:08]   23000/50673 타일 | 1,672건 | 5140s
[08:14:13]   23100/50673 타일 | 1,674건 | 5146s
[08:14:18]   23200/50673 타일 | 1,677건 | 5151s
[08:14:24]   23300/50673 타일 | 1,677건 | 5156s
[08:14:29]   23400/50673 타일 | 1,677건 | 5162s
[08:14:34]   23500/50673 타일 | 1,677건 | 5167s
[08:14:39]   23600/50673 타일 | 1,677건 | 5172s
[08:14:44]   23700/50673 타일 | 1,677건 | 5177s
[08:14:49]   23800/50673 타일 | 1,677건 | 5182s
