[06:56:27] 캐시 로드: 0개 완료 항목
[06:56:27] ==============================================================
[06:56:27]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[06:56:27]   precision: 5 → 7 | 세분화 임계: 400건
[06:56:27]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260618
[06:56:27] ==============================================================
[06:56:27] 지오해시 타일: 16891개 (precision=5)
[06:56:27] 
[1/3] 아파트 수집 ─────────────────────────────────
[06:56:37]   읍면동 18401개 확인
[06:57:01]   100/18401동 | 1,390건 | 34s
[06:57:10]   200/18401동 | 1,802건 | 43s
[06:57:37]   300/18401동 | 3,699건 | 70s
[06:57:59]   400/18401동 | 5,598건 | 92s
[06:59:33]   500/18401동 | 13,280건 | 186s
[07:00:33]   600/18401동 | 17,670건 | 246s
[07:01:57]   700/18401동 | 24,465건 | 330s
[07:04:04]   800/18401동 | 26,475건 | 457s
[07:04:54]   900/18401동 | 29,212건 | 507s
[07:05:08]   1000/18401동 | 30,160건 | 521s
[07:05:46]   1100/18401동 | 32,476건 | 559s
[07:07:01]   1200/18401동 | 36,057건 | 634s
[07:07:57]   1300/18401동 | 41,786건 | 690s
[07:09:35]   1400/18401동 | 46,221건 | 788s
[07:09:41]   1500/18401동 | 46,252건 | 793s
[07:10:15]   1600/18401동 | 49,069건 | 828s
[07:10:47]   1700/18401동 | 50,917건 | 860s
[07:11:41]   1800/18401동 | 54,828건 | 914s
[07:12:09]   1900/18401동 | 55,058건 | 942s
[07:13:12]   2000/18401동 | 59,216건 | 1005s
[07:14:01]   2100/18401동 | 59,219건 | 1054s
[07:15:05]   2200/18401동 | 63,653건 | 1118s
[07:16:45]   2300/18401동 | 70,383건 | 1218s
[07:18:19]   2400/18401동 | 72,098건 | 1312s
[07:20:14]   2500/18401동 | 77,848건 | 1427s
[07:21:32]   2600/18401동 | 83,623건 | 1505s
[07:23:47]   2700/18401동 | 86,798건 | 1640s
[07:24:56]   2800/18401동 | 89,695건 | 1708s
[07:25:31]   2900/18401동 | 90,381건 | 1744s
[07:26:42]   3000/18401동 | 92,752건 | 1815s
[07:27:46]   3100/18401동 | 93,817건 | 1879s
[07:28:50]   3200/18401동 | 96,688건 | 1943s
[07:29:59]   3300/18401동 | 97,765건 | 2012s
[07:30:37]   3400/18401동 | 97,832건 | 2050s
[07:30:40]   3500/18401동 | 97,832건 | 2053s
[07:30:53]   3600/18401동 | 98,201건 | 2066s
[07:31:03]   3700/18401동 | 98,242건 | 2076s
[07:31:09]   3800/18401동 | 98,289건 | 2082s
[07:31:56]   3900/18401동 | 98,860건 | 2129s
[07:32:24]   4000/18401동 | 98,882건 | 2157s
[07:32:33]   4100/18401동 | 99,291건 | 2166s
[07:32:38]   4200/18401동 | 99,421건 | 2171s
[07:32:41]   4300/18401동 | 99,422건 | 2174s
[07:32:50]   4400/18401동 | 99,546건 | 2183s
[07:33:03]   4500/18401동 | 99,762건 | 2196s
[07:33:28]   4600/18401동 | 100,878건 | 2221s
[07:33:38]   4700/18401동 | 100,878건 | 2231s
[07:33:41]   4800/18401동 | 100,878건 | 2234s
[07:33:45]   4900/18401동 | 100,952건 | 2238s
[07:33:49]   5000/18401동 | 100,978건 | 2242s
[07:33:52]   5100/18401동 | 100,986건 | 2245s
[07:34:05]   5200/18401동 | 101,188건 | 2258s
[07:34:19]   5300/18401동 | 101,190건 | 2272s
[07:34:21]   5400/18401동 | 101,194건 | 2274s
[07:34:24]   5500/18401동 | 101,194건 | 2277s
[07:34:42]   5600/18401동 | 101,345건 | 2295s
[07:34:48]   5700/18401동 | 101,352건 | 2300s
[07:34:50]   5800/18401동 | 101,352건 | 2303s
[07:34:53]   5900/18401동 | 101,352건 | 2306s
[07:35:31]   6000/18401동 | 103,816건 | 2344s
[07:35:42]   6100/18401동 | 103,875건 | 2355s
[07:35:45]   6200/18401동 | 103,896건 | 2358s
[07:35:49]   6300/18401동 | 103,936건 | 2362s
[07:35:52]   6400/18401동 | 103,971건 | 2365s
[07:35:55]   6500/18401동 | 103,971건 | 2368s
[07:35:59]   6600/18401동 | 103,987건 | 2372s
[07:36:03]   6700/18401동 | 103,997건 | 2376s
[07:38:34]   6800/18401동 | 106,792건 | 2527s
[07:39:36]   6900/18401동 | 107,004건 | 2589s
[07:39:48]   7000/18401동 | 107,243건 | 2601s
[07:39:51]   7100/18401동 | 107,245건 | 2604s
[07:39:54]   7200/18401동 | 107,245건 | 2607s
[07:39:57]   7300/18401동 | 107,245건 | 2610s
[07:40:00]   7400/18401동 | 107,245건 | 2613s
[07:40:04]   7500/18401동 | 107,250건 | 2617s
[07:40:12]   7600/18401동 | 107,346건 | 2625s
[07:40:20]   7700/18401동 | 107,414건 | 2633s
[07:40:27]   7800/18401동 | 107,416건 | 2639s
[07:40:32]   7900/18401동 | 107,509건 | 2645s
[07:40:44]   8000/18401동 | 107,881건 | 2657s
[07:40:52]   8100/18401동 | 107,881건 | 2665s
[07:41:05]   8200/18401동 | 108,059건 | 2678s
[07:41:09]   8300/18401동 | 108,059건 | 2682s
[07:41:18]   8400/18401동 | 108,274건 | 2691s
[07:41:23]   8500/18401동 | 108,274건 | 2695s
[07:41:32]   8600/18401동 | 108,360건 | 2705s
[07:41:40]   8700/18401동 | 108,713건 | 2713s
[07:41:47]   8800/18401동 | 108,713건 | 2720s
[07:41:51]   8900/18401동 | 108,721건 | 2724s
[07:41:54]   9000/18401동 | 108,721건 | 2726s
[07:41:56]   9100/18401동 | 108,723건 | 2729s
[07:41:59]   9200/18401동 | 108,723건 | 2732s
[07:42:02]   9300/18401동 | 108,723건 | 2735s
[07:42:06]   9400/18401동 | 108,730건 | 2739s
[07:42:10]   9500/18401동 | 108,730건 | 2742s
[07:42:14]   9600/18401동 | 108,733건 | 2746s
[07:42:17]   9700/18401동 | 108,733건 | 2750s
[07:42:21]   9800/18401동 | 108,733건 | 2754s
[07:42:24]   9900/18401동 | 108,734건 | 2757s
[07:42:34]   10000/18401동 | 108,841건 | 2767s
[07:42:39]   10100/18401동 | 108,845건 | 2772s
[07:42:43]   10200/18401동 | 108,845건 | 2776s
[07:42:46]   10300/18401동 | 108,845건 | 2779s
[07:42:57]   10400/18401동 | 108,954건 | 2789s
[07:43:00]   10500/18401동 | 108,954건 | 2793s
[07:43:02]   10600/18401동 | 108,955건 | 2795s
[07:43:05]   10700/18401동 | 108,955건 | 2798s
[07:43:48]   10800/18401동 | 110,275건 | 2841s
[07:43:59]   10900/18401동 | 110,275건 | 2852s
[07:44:02]   11000/18401동 | 110,277건 | 2855s
[07:44:05]   11100/18401동 | 110,278건 | 2858s
[07:44:09]   11200/18401동 | 110,281건 | 2862s
[07:45:34]   11300/18401동 | 112,997건 | 2946s
[07:46:08]   11400/18401동 | 113,021건 | 2981s
[07:46:17]   11500/18401동 | 113,234건 | 2990s
[07:46:35]   11600/18401동 | 113,243건 | 3008s
[07:46:39]   11700/18401동 | 113,248건 | 3012s
[07:46:42]   11800/18401동 | 113,263건 | 3015s
[07:46:47]   11900/18401동 | 113,361건 | 3020s
[07:47:04]   12000/18401동 | 113,684건 | 3037s
[07:47:15]   12100/18401동 | 113,694건 | 3048s
[07:47:18]   12200/18401동 | 113,694건 | 3051s
[07:47:22]   12300/18401동 | 113,694건 | 3055s
[07:47:24]   12400/18401동 | 113,694건 | 3057s
[07:47:33]   12500/18401동 | 114,093건 | 3066s
[07:47:37]   12600/18401동 | 114,096건 | 3070s
[07:47:41]   12700/18401동 | 114,130건 | 3074s
[07:47:44]   12800/18401동 | 114,130건 | 3077s
[07:47:47]   12900/18401동 | 114,130건 | 3080s
[07:47:51]   13000/18401동 | 114,139건 | 3083s
[07:47:53]   13100/18401동 | 114,139건 | 3086s
[07:47:55]   13200/18401동 | 114,139건 | 3088s
[07:47:58]   13300/18401동 | 114,139건 | 3091s
[07:48:01]   13400/18401동 | 114,139건 | 3094s
[07:48:04]   13500/18401동 | 114,139건 | 3097s
[07:48:07]   13600/18401동 | 114,139건 | 3100s
[07:48:10]   13700/18401동 | 114,148건 | 3103s
[07:48:13]   13800/18401동 | 114,150건 | 3106s
[07:48:16]   13900/18401동 | 114,150건 | 3109s
[07:48:23]   14000/18401동 | 114,206건 | 3116s
[07:48:25]   14100/18401동 | 114,206건 | 3118s
[07:48:28]   14200/18401동 | 114,206건 | 3121s
[07:48:33]   14300/18401동 | 114,207건 | 3125s
[07:48:43]   14400/18401동 | 114,523건 | 3136s
[07:49:06]   14500/18401동 | 115,914건 | 3159s
[07:49:25]   14600/18401동 | 116,045건 | 3178s
[07:49:37]   14700/18401동 | 116,747건 | 3190s
[07:50:32]   14800/18401동 | 119,112건 | 3245s
[07:51:14]   14900/18401동 | 119,188건 | 3287s
[07:51:23]   15000/18401동 | 119,448건 | 3296s
[07:51:42]   15100/18401동 | 119,688건 | 3315s
[07:51:45]   15200/18401동 | 119,688건 | 3318s
[07:52:39]   15300/18401동 | 120,799건 | 3372s
[07:52:51]   15400/18401동 | 120,912건 | 3384s
[07:52:55]   15500/18401동 | 120,922건 | 3388s
[07:52:59]   15600/18401동 | 120,929건 | 3392s
[07:53:02]   15700/18401동 | 120,934건 | 3395s
[07:53:06]   15800/18401동 | 120,936건 | 3399s
[07:53:10]   15900/18401동 | 120,936건 | 3402s
[07:53:13]   16000/18401동 | 120,936건 | 3406s
[07:53:16]   16100/18401동 | 120,936건 | 3409s
[07:53:20]   16200/18401동 | 120,936건 | 3413s
[07:53:24]   16300/18401동 | 120,936건 | 3417s
[07:53:28]   16400/18401동 | 120,936건 | 3421s
[07:53:32]   16500/18401동 | 120,940건 | 3425s
[07:53:39]   16600/18401동 | 121,162건 | 3432s
[07:53:43]   16700/18401동 | 121,206건 | 3436s
[07:53:47]   16800/18401동 | 121,206건 | 3440s
[07:53:49]   16900/18401동 | 121,206건 | 3442s
[07:54:13]   17000/18401동 | 122,036건 | 3466s
[07:54:46]   17100/18401동 | 123,392건 | 3498s
[07:55:21]   17200/18401동 | 123,543건 | 3534s
[07:55:27]   17300/18401동 | 123,578건 | 3540s
[07:55:33]   17400/18401동 | 123,749건 | 3546s
[07:55:39]   17500/18401동 | 123,813건 | 3552s
[07:55:44]   17600/18401동 | 123,815건 | 3557s
[07:55:47]   17700/18401동 | 123,816건 | 3560s
[07:55:50]   17800/18401동 | 123,819건 | 3563s
