[06:08:47] 캐시 로드: 0개 완료 항목
[06:08:47] ==============================================================
[06:08:47]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[06:08:47]   precision: 5 → 7 | 세분화 임계: 400건
[06:08:47]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260705
[06:08:47] ==============================================================
[06:08:47] 지오해시 타일: 16891개 (precision=5)
[06:08:47] 
[1/3] 아파트 수집 ─────────────────────────────────
[06:08:57]   읍면동 18401개 확인
[06:09:05]   100/18401동 | 348건 | 18s
[06:09:32]   200/18401동 | 2,271건 | 46s
[06:09:50]   300/18401동 | 3,414건 | 63s
[06:10:27]   400/18401동 | 6,699건 | 100s
[06:11:01]   500/18401동 | 8,989건 | 134s
[06:12:57]   600/18401동 | 17,488건 | 250s
[06:15:26]   700/18401동 | 23,518건 | 399s
[06:16:20]   800/18401동 | 27,471건 | 453s
[06:16:56]   900/18401동 | 30,131건 | 489s
[06:17:35]   1000/18401동 | 30,844건 | 528s
[06:18:12]   1100/18401동 | 32,757건 | 565s
[06:19:09]   1200/18401동 | 38,191건 | 622s
[06:20:15]   1300/18401동 | 43,295건 | 688s
[06:21:11]   1400/18401동 | 45,388건 | 744s
[06:21:39]   1500/18401동 | 47,798건 | 772s
[06:22:04]   1600/18401동 | 49,243건 | 797s
[06:22:43]   1700/18401동 | 51,476건 | 836s
[06:23:20]   1800/18401동 | 54,001건 | 873s
[06:23:47]   1900/18401동 | 54,207건 | 900s
[06:24:43]   2000/18401동 | 57,177건 | 956s
[06:25:36]   2100/18401동 | 58,537건 | 1009s
[06:26:20]   2200/18401동 | 61,870건 | 1053s
[06:27:14]   2300/18401동 | 65,927건 | 1107s
[06:29:29]   2400/18401동 | 73,055건 | 1243s
[06:31:11]   2500/18401동 | 76,331건 | 1344s
[06:33:45]   2600/18401동 | 81,704건 | 1499s
[06:34:55]   2700/18401동 | 82,975건 | 1568s
[06:36:05]   2800/18401동 | 87,948건 | 1639s
[06:36:30]   2900/18401동 | 89,418건 | 1663s
[06:36:50]   3000/18401동 | 90,086건 | 1683s
[06:37:11]   3100/18401동 | 90,086건 | 1704s
[06:38:35]   3200/18401동 | 93,519건 | 1788s
[06:39:33]   3300/18401동 | 94,131건 | 1846s
[06:40:11]   3400/18401동 | 94,139건 | 1884s
[06:40:50]   3500/18401동 | 95,893건 | 1923s
[06:41:36]   3600/18401동 | 96,015건 | 1969s
[06:42:46]   3700/18401동 | 98,104건 | 2039s
[06:42:55]   3800/18401동 | 98,147건 | 2048s
[06:42:59]   3900/18401동 | 98,212건 | 2052s
[06:43:06]   4000/18401동 | 98,507건 | 2059s
[06:43:12]   4100/18401동 | 98,812건 | 2065s
[06:43:38]   4200/18401동 | 99,928건 | 2091s
[06:43:47]   4300/18401동 | 99,946건 | 2100s
[06:43:52]   4400/18401동 | 99,978건 | 2105s
[06:44:01]   4500/18401동 | 100,100건 | 2114s
[06:44:08]   4600/18401동 | 100,105건 | 2122s
[06:44:14]   4700/18401동 | 100,221건 | 2128s
[06:44:19]   4800/18401동 | 100,281건 | 2132s
[06:44:24]   4900/18401동 | 100,316건 | 2137s
[06:44:29]   5000/18401동 | 100,349건 | 2142s
[06:44:32]   5100/18401동 | 100,349건 | 2145s
[06:44:35]   5200/18401동 | 100,349건 | 2148s
[06:44:37]   5300/18401동 | 100,349건 | 2150s
