[05:45:03] 캐시 로드: 0개 완료 항목
[05:45:03] ==============================================================
[05:45:03]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[05:45:03]   precision: 5 → 7 | 세분화 임계: 400건
[05:45:03]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260501
[05:45:03] ==============================================================
[05:45:03] 지오해시 타일: 16891개 (precision=5)
[05:45:03] 
[1/3] 아파트 수집 ─────────────────────────────────
[05:45:14]   읍면동 18401개 확인
[05:45:41]   100/18401동 | 1,421건 | 38s
[05:45:55]   200/18401동 | 2,332건 | 53s
[05:46:26]   300/18401동 | 4,738건 | 83s
[05:46:56]   400/18401동 | 6,783건 | 113s
[05:48:14]   500/18401동 | 12,610건 | 191s
[05:49:50]   600/18401동 | 19,432건 | 287s
[05:52:07]   700/18401동 | 24,554건 | 424s
[05:52:52]   800/18401동 | 25,427건 | 469s
[05:53:28]   900/18401동 | 27,409건 | 505s
[05:54:20]   1000/18401동 | 29,062건 | 557s
[05:54:58]   1100/18401동 | 30,590건 | 595s
[05:55:49]   1200/18401동 | 34,562건 | 646s
[05:56:55]   1300/18401동 | 37,583건 | 712s
[05:57:58]   1400/18401동 | 43,369건 | 775s
[05:59:05]   1500/18401동 | 46,858건 | 842s
[05:59:49]   1600/18401동 | 49,253건 | 887s
[06:00:15]   1700/18401동 | 50,418건 | 912s
[06:01:04]   1800/18401동 | 53,330건 | 961s
[06:01:40]   1900/18401동 | 54,835건 | 997s
[06:02:44]   2000/18401동 | 57,444건 | 1061s
[06:03:36]   2100/18401동 | 58,114건 | 1113s
[06:04:22]   2200/18401동 | 60,998건 | 1159s
[06:06:18]   2300/18401동 | 69,490건 | 1275s
[06:08:38]   2400/18401동 | 71,292건 | 1415s
[06:10:18]   2500/18401동 | 75,572건 | 1515s
[06:13:18]   2600/18401동 | 80,640건 | 1695s
[06:14:50]   2700/18401동 | 86,378건 | 1787s
[06:16:01]   2800/18401동 | 88,347건 | 1858s
[06:16:35]   2900/18401동 | 89,901건 | 1892s
[06:17:35]   3000/18401동 | 89,901건 | 1952s
[06:18:08]   3100/18401동 | 90,637건 | 1985s
[06:18:32]   3200/18401동 | 90,956건 | 2009s
[06:18:46]   3300/18401동 | 90,956건 | 2023s
[06:20:08]   3400/18401동 | 94,287건 | 2105s
[06:21:31]   3500/18401동 | 95,415건 | 2188s
[06:22:23]   3600/18401동 | 96,143건 | 2240s
[06:24:03]   3700/18401동 | 98,437건 | 2340s
[06:24:13]   3800/18401동 | 98,489건 | 2350s
[06:24:17]   3900/18401동 | 98,539건 | 2354s
[06:24:20]   4000/18401동 | 98,556건 | 2357s
[06:24:24]   4100/18401동 | 98,571건 | 2361s
[06:24:33]   4200/18401동 | 98,677건 | 2370s
[06:24:40]   4300/18401동 | 98,704건 | 2377s
[06:24:47]   4400/18401동 | 99,107건 | 2384s
[06:25:22]   4500/18401동 | 100,380건 | 2419s
[06:25:35]   4600/18401동 | 100,486건 | 2432s
[06:25:40]   4700/18401동 | 100,567건 | 2437s
[06:25:44]   4800/18401동 | 100,567건 | 2441s
[06:25:47]   4900/18401동 | 100,609건 | 2444s
[06:25:50]   5000/18401동 | 100,609건 | 2447s
[06:25:53]   5100/18401동 | 100,609건 | 2450s
[06:25:56]   5200/18401동 | 100,614건 | 2453s
[06:25:58]   5300/18401동 | 100,617건 | 2455s
[06:26:02]   5400/18401동 | 100,617건 | 2459s
[06:26:20]   5500/18401동 | 100,820건 | 2477s
[06:26:29]   5600/18401동 | 100,822건 | 2486s
[06:26:40]   5700/18401동 | 101,412건 | 2497s
[06:26:55]   5800/18401동 | 101,552건 | 2512s
[06:27:08]   5900/18401동 | 101,554건 | 2526s
[06:27:12]   6000/18401동 | 101,555건 | 2529s
[06:27:15]   6100/18401동 | 101,576건 | 2532s
[06:27:17]   6200/18401동 | 101,576건 | 2535s
[06:27:21]   6300/18401동 | 101,592건 | 2538s
[06:29:53]   6400/18401동 | 104,461건 | 2690s
[06:30:45]   6500/18401동 | 104,615건 | 2742s
[06:31:15]   6600/18401동 | 106,325건 | 2772s
[06:31:22]   6700/18401동 | 106,468건 | 2779s
[06:31:38]   6800/18401동 | 106,720건 | 2795s
[06:31:46]   6900/18401동 | 106,720건 | 2803s
[06:31:50]   7000/18401동 | 106,744건 | 2807s
[06:31:52]   7100/18401동 | 106,744건 | 2809s
[06:31:56]   7200/18401동 | 106,744건 | 2813s
[06:32:12]   7300/18401동 | 106,920건 | 2829s
[06:32:16]   7400/18401동 | 106,929건 | 2833s
[06:32:20]   7500/18401동 | 106,934건 | 2837s
[06:32:23]   7600/18401동 | 106,937건 | 2840s
[06:32:26]   7700/18401동 | 106,937건 | 2843s
[06:32:29]   7800/18401동 | 106,942건 | 2846s
[06:32:33]   7900/18401동 | 106,942건 | 2850s
[06:32:37]   8000/18401동 | 107,015건 | 2854s
[06:32:49]   8100/18401동 | 107,027건 | 2866s
[06:32:54]   8200/18401동 | 107,100건 | 2871s
[06:33:00]   8300/18401동 | 107,125건 | 2877s
[06:33:05]   8400/18401동 | 107,230건 | 2882s
[06:33:17]   8500/18401동 | 107,550건 | 2894s
[06:33:30]   8600/18401동 | 107,613건 | 2907s
[06:33:34]   8700/18401동 | 107,638건 | 2911s
[06:33:39]   8800/18401동 | 107,746건 | 2916s
[06:33:43]   8900/18401동 | 107,954건 | 2920s
[06:33:50]   9000/18401동 | 108,112건 | 2927s
[06:33:56]   9100/18401동 | 108,114건 | 2933s
[06:34:00]   9200/18401동 | 108,114건 | 2937s
[06:34:04]   9300/18401동 | 108,114건 | 2941s
[06:34:08]   9400/18401동 | 108,122건 | 2945s
[06:34:11]   9500/18401동 | 108,122건 | 2948s
[06:34:14]   9600/18401동 | 108,123건 | 2951s
[06:34:18]   9700/18401동 | 108,123건 | 2955s
[06:34:21]   9800/18401동 | 108,123건 | 2959s
[06:34:24]   9900/18401동 | 108,124건 | 2961s
[06:34:28]   10000/18401동 | 108,126건 | 2965s
[06:34:31]   10100/18401동 | 108,126건 | 2968s
[06:34:34]   10200/18401동 | 108,129건 | 2971s
[06:34:37]   10300/18401동 | 108,129건 | 2975s
[06:34:41]   10400/18401동 | 108,134건 | 2978s
[06:34:56]   10500/18401동 | 108,254건 | 2993s
[06:34:59]   10600/18401동 | 108,256건 | 2996s
[06:35:10]   10700/18401동 | 108,368건 | 3007s
[06:35:22]   10800/18401동 | 108,783건 | 3019s
[06:36:10]   10900/18401동 | 109,521건 | 3067s
[06:36:14]   11000/18401동 | 109,521건 | 3071s
[06:36:17]   11100/18401동 | 109,521건 | 3074s
[06:36:21]   11200/18401동 | 109,521건 | 3078s
[06:36:32]   11300/18401동 | 109,951건 | 3089s
[06:37:30]   11400/18401동 | 111,971건 | 3147s
[06:38:52]   11500/18401동 | 112,706건 | 3229s
[06:39:03]   11600/18401동 | 112,893건 | 3240s
[06:39:16]   11700/18401동 | 112,893건 | 3253s
[06:39:23]   11800/18401동 | 112,906건 | 3260s
[06:39:26]   11900/18401동 | 112,906건 | 3263s
[06:39:30]   12000/18401동 | 112,931건 | 3267s
[06:39:33]   12100/18401동 | 112,931건 | 3270s
