[07:08:38] 캐시 로드: 0개 완료 항목
[07:08:38] ==============================================================
[07:08:38]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[07:08:38]   precision: 5 → 7 | 세분화 임계: 400건
[07:08:38]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260910
[07:08:38] ==============================================================
[07:08:38] 지오해시 타일: 16891개 (precision=5)
[07:08:38] 
[1/3] 아파트 수집 ─────────────────────────────────
[07:08:49]   읍면동 18401개 확인
[07:09:01]   100/18401동 | 867건 | 23s
[07:09:33]   200/18401동 | 2,770건 | 54s
[07:09:43]   300/18401동 | 3,187건 | 65s
[07:11:02]   400/18401동 | 9,824건 | 144s
[07:12:28]   500/18401동 | 16,261건 | 230s
[07:13:40]   600/18401동 | 21,602건 | 302s
[07:14:50]   700/18401동 | 27,515건 | 372s
[07:17:20]   800/18401동 | 29,542건 | 522s
[07:17:41]   900/18401동 | 30,887건 | 542s
[07:17:45]   1000/18401동 | 31,075건 | 547s
[07:19:06]   1100/18401동 | 36,118건 | 628s
[07:20:00]   1200/18401동 | 38,917건 | 682s
[07:20:05]   1300/18401동 | 38,953건 | 687s
[07:21:57]   1400/18401동 | 48,519건 | 798s
[07:22:35]   1500/18401동 | 49,096건 | 837s
[07:23:49]   1600/18401동 | 53,920건 | 911s
[07:24:38]   1700/18401동 | 56,868건 | 959s
[07:25:13]   1800/18401동 | 58,962건 | 995s
[07:25:40]   1900/18401동 | 59,316건 | 1022s
[07:26:43]   2000/18401동 | 62,299건 | 1085s
[07:27:40]   2100/18401동 | 62,925건 | 1142s
[07:28:28]   2200/18401동 | 66,239건 | 1190s
[07:29:34]   2300/18401동 | 71,046건 | 1255s
[07:32:16]   2400/18401동 | 79,286건 | 1418s
[07:34:02]   2500/18401동 | 81,562건 | 1524s
[07:36:35]   2600/18401동 | 86,500건 | 1676s
[07:38:17]   2700/18401동 | 92,446건 | 1779s
[07:38:59]   2800/18401동 | 93,516건 | 1820s
[07:39:20]   2900/18401동 | 93,745건 | 1842s
[07:39:43]   3000/18401동 | 94,127건 | 1865s
[07:39:55]   3100/18401동 | 94,302건 | 1877s
[07:40:36]   3200/18401동 | 94,707건 | 1918s
[07:41:11]   3300/18401동 | 95,552건 | 1953s
[07:42:33]   3400/18401동 | 98,993건 | 2035s
[07:43:20]   3500/18401동 | 99,029건 | 2082s
[07:43:47]   3600/18401동 | 100,567건 | 2109s
[07:44:36]   3700/18401동 | 100,689건 | 2157s
[07:45:18]   3800/18401동 | 100,933건 | 2200s
[07:45:41]   3900/18401동 | 102,131건 | 2223s
[07:46:10]   4000/18401동 | 103,585건 | 2252s
[07:46:13]   4100/18401동 | 103,585건 | 2255s
[07:46:21]   4200/18401동 | 103,945건 | 2263s
[07:46:25]   4300/18401동 | 103,970건 | 2266s
[07:47:00]   4400/18401동 | 104,871건 | 2302s
[07:47:09]   4500/18401동 | 104,982건 | 2310s
[07:47:16]   4600/18401동 | 105,048건 | 2318s
[07:47:20]   4700/18401동 | 105,108건 | 2322s
[07:47:24]   4800/18401동 | 105,108건 | 2326s
[07:47:27]   4900/18401동 | 105,130건 | 2328s
[07:47:29]   5000/18401동 | 105,130건 | 2331s
[07:47:32]   5100/18401동 | 105,130건 | 2334s
[07:47:46]   5200/18401동 | 105,284건 | 2348s
