[12:36:55] 캐시 로드: 0개 완료 항목
[12:36:55] ==============================================================
[12:36:55]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[12:36:55]   precision: 5 → 7 | 세분화 임계: 400건
[12:36:55]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260827
[12:36:55] ==============================================================
[12:36:55] 지오해시 타일: 16891개 (precision=5)
[12:36:55] 
[1/3] 아파트 수집 ─────────────────────────────────
[12:37:03]   읍면동 18401개 확인
[12:37:31]   100/18401동 | 2,004건 | 37s
[12:37:41]   200/18401동 | 2,735건 | 47s
[12:37:53]   300/18401동 | 3,623건 | 58s
[12:38:37]   400/18401동 | 7,716건 | 102s
[12:39:42]   500/18401동 | 13,511건 | 168s
[12:41:15]   600/18401동 | 21,830건 | 260s
[12:43:36]   700/18401동 | 26,077건 | 401s
[12:44:07]   800/18401동 | 28,678건 | 433s
[12:44:41]   900/18401동 | 30,559건 | 466s
[12:45:19]   1000/18401동 | 32,111건 | 505s
[12:45:48]   1100/18401동 | 33,891건 | 533s
[12:46:52]   1200/18401동 | 38,991건 | 597s
[12:48:47]   1300/18401동 | 47,814건 | 712s
[12:48:52]   1400/18401동 | 47,873건 | 717s
[12:49:28]   1500/18401동 | 50,719건 | 753s
[12:49:52]   1600/18401동 | 52,095건 | 777s
[12:50:18]   1700/18401동 | 53,864건 | 803s
[12:51:16]   1800/18401동 | 58,090건 | 861s
[12:52:03]   1900/18401동 | 62,060건 | 909s
[12:52:45]   2000/18401동 | 62,140건 | 951s
[12:53:15]   2100/18401동 | 63,456건 | 981s
[12:53:48]   2200/18401동 | 65,051건 | 1013s
[12:55:47]   2300/18401동 | 74,545건 | 1132s
[12:57:21]   2400/18401동 | 74,594건 | 1226s
[12:58:27]   2500/18401동 | 79,905건 | 1292s
[13:00:51]   2600/18401동 | 84,264건 | 1437s
[13:01:59]   2700/18401동 | 90,212건 | 1504s
[13:02:24]   2800/18401동 | 91,902건 | 1529s
[13:02:57]   2900/18401동 | 93,126건 | 1562s
[13:03:31]   3000/18401동 | 93,781건 | 1597s
[13:04:07]   3100/18401동 | 93,786건 | 1632s
[13:04:43]   3200/18401동 | 94,640건 | 1668s
[13:05:23]   3300/18401동 | 95,289건 | 1709s
[13:05:52]   3400/18401동 | 96,951건 | 1737s
[13:06:53]   3500/18401동 | 99,198건 | 1798s
[13:07:31]   3600/18401동 | 99,323건 | 1836s
[13:08:36]   3700/18401동 | 101,530건 | 1902s
[13:08:42]   3800/18401동 | 101,590건 | 1907s
[13:08:48]   3900/18401동 | 101,607건 | 1913s
[13:08:51]   4000/18401동 | 101,647건 | 1916s
[13:08:57]   4100/18401동 | 101,902건 | 1922s
[13:08:59]   4200/18401동 | 102,175건 | 1925s
[13:09:05]   4300/18401동 | 102,285건 | 1931s
[13:09:13]   4400/18401동 | 102,291건 | 1938s
[13:09:45]   4500/18401동 | 103,236건 | 1970s
[13:09:47]   4600/18401동 | 103,236건 | 1972s
[13:09:54]   4700/18401동 | 103,599건 | 1979s
[13:09:56]   4800/18401동 | 103,599건 | 1982s
[13:09:58]   4900/18401동 | 103,599건 | 1983s
[13:10:00]   5000/18401동 | 103,611건 | 1985s
[13:10:03]   5100/18401동 | 103,677건 | 1988s
[13:10:05]   5200/18401동 | 103,677건 | 1991s
[13:10:09]   5300/18401동 | 103,740건 | 1994s
[13:10:12]   5400/18401동 | 103,740건 | 1998s
[13:10:20]   5500/18401동 | 103,879건 | 2006s
[13:10:45]   5600/18401동 | 105,839건 | 2030s
[13:11:03]   5700/18401동 | 106,005건 | 2049s
[13:11:10]   5800/18401동 | 106,031건 | 2056s
[13:11:12]   5900/18401동 | 106,031건 | 2057s
[13:11:15]   6000/18401동 | 106,032건 | 2060s
[13:11:17]   6100/18401동 | 106,032건 | 2062s
[13:11:27]   6200/18401동 | 106,647건 | 2072s
[13:11:34]   6300/18401동 | 106,755건 | 2079s
[13:11:37]   6400/18401동 | 106,755건 | 2082s
[13:11:40]   6500/18401동 | 106,797건 | 2086s
[13:11:43]   6600/18401동 | 106,797건 | 2088s
[13:14:09]   6700/18401동 | 109,519건 | 2234s
[13:14:22]   6800/18401동 | 109,693건 | 2247s
[13:14:30]   6900/18401동 | 109,781건 | 2256s
[13:14:36]   7000/18401동 | 109,981건 | 2261s
[13:14:42]   7100/18401동 | 109,981건 | 2267s
[13:14:46]   7200/18401동 | 109,990건 | 2272s
[13:14:48]   7300/18401동 | 109,992건 | 2274s
[13:14:51]   7400/18401동 | 109,992건 | 2277s
[13:14:54]   7500/18401동 | 109,997건 | 2279s
[13:14:56]   7600/18401동 | 109,997건 | 2281s
[13:14:59]   7700/18401동 | 109,997건 | 2284s
