[03:03:35] 캐시 로드: 0개 완료 항목
[03:03:35] ==============================================================
[03:03:35]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[03:03:35]   precision: 5 → 7 | 세분화 임계: 400건
[03:03:35]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260817
[03:03:35] ==============================================================
[03:03:35] 지오해시 타일: 16891개 (precision=5)
[03:03:35] 
[1/3] 아파트 수집 ─────────────────────────────────
[03:03:43]   읍면동 18401개 확인
[03:04:02]   100/18401동 | 1,224건 | 27s
[03:04:16]   200/18401동 | 2,208건 | 41s
[03:04:49]   300/18401동 | 4,940건 | 73s
[03:05:18]   400/18401동 | 7,293건 | 103s
[03:06:31]   500/18401동 | 12,926건 | 176s
[03:08:04]   600/18401동 | 21,530건 | 269s
[03:08:59]   700/18401동 | 26,419건 | 324s
[03:11:05]   800/18401동 | 29,117건 | 449s
[03:11:29]   900/18401동 | 30,611건 | 473s
[03:11:44]   1000/18401동 | 31,242건 | 489s
[03:13:27]   1100/18401동 | 39,314건 | 592s
[03:13:53]   1200/18401동 | 39,758건 | 618s
[03:14:44]   1300/18401동 | 44,206건 | 669s
[03:16:00]   1400/18401동 | 48,652건 | 745s
[03:16:17]   1500/18401동 | 49,887건 | 761s
[03:16:48]   1600/18401동 | 52,189건 | 793s
[03:17:08]   1700/18401동 | 53,089건 | 813s
[03:17:57]   1800/18401동 | 56,562건 | 861s
[03:19:04]   1900/18401동 | 60,740건 | 929s
[03:19:35]   2000/18401동 | 61,043건 | 960s
[03:20:00]   2100/18401동 | 61,475건 | 984s
[03:20:38]   2200/18401동 | 63,996건 | 1022s
[03:21:54]   2300/18401동 | 69,957건 | 1098s
[03:23:50]   2400/18401동 | 74,502건 | 1215s
[03:25:29]   2500/18401동 | 79,029건 | 1314s
[03:27:17]   2600/18401동 | 84,867건 | 1422s
[03:28:53]   2700/18401동 | 89,145건 | 1518s
[03:29:45]   2800/18401동 | 91,055건 | 1570s
[03:30:20]   2900/18401동 | 92,182건 | 1605s
[03:30:38]   3000/18401동 | 92,580건 | 1622s
[03:30:52]   3100/18401동 | 92,580건 | 1636s
[03:31:19]   3200/18401동 | 93,215건 | 1664s
[03:31:55]   3300/18401동 | 93,215건 | 1699s
[03:32:28]   3400/18401동 | 94,987건 | 1732s
[03:33:27]   3500/18401동 | 94,988건 | 1792s
[03:34:22]   3600/18401동 | 97,309건 | 1847s
[03:34:34]   3700/18401동 | 97,744건 | 1859s
[03:35:21]   3800/18401동 | 98,219건 | 1906s
[03:35:51]   3900/18401동 | 99,150건 | 1935s
[03:36:08]   4000/18401동 | 100,413건 | 1952s
[03:36:12]   4100/18401동 | 100,472건 | 1957s
[03:36:19]   4200/18401동 | 100,720건 | 1963s
[03:36:26]   4300/18401동 | 101,332건 | 1971s
[03:36:33]   4400/18401동 | 101,451건 | 1978s
[03:37:02]   4500/18401동 | 102,366건 | 2007s
[03:37:14]   4600/18401동 | 102,430건 | 2018s
[03:37:17]   4700/18401동 | 102,430건 | 2022s
[03:37:20]   4800/18401동 | 102,457건 | 2024s
[03:37:23]   4900/18401동 | 102,534건 | 2028s
[03:37:28]   5000/18401동 | 102,716건 | 2033s
[03:37:41]   5100/18401동 | 102,719건 | 2045s
[03:37:43]   5200/18401동 | 102,719건 | 2048s
[03:37:46]   5300/18401동 | 102,724건 | 2050s
[03:37:48]   5400/18401동 | 102,728건 | 2052s
[03:37:51]   5500/18401동 | 102,728건 | 2056s
[03:38:02]   5600/18401동 | 102,858건 | 2067s
[03:38:10]   5700/18401동 | 102,923건 | 2075s
[03:38:20]   5800/18401동 | 103,608건 | 2085s
[03:38:28]   5900/18401동 | 103,611건 | 2092s
[03:38:30]   6000/18401동 | 103,611건 | 2095s
[03:38:56]   6100/18401동 | 105,503건 | 2120s
[03:38:59]   6200/18401동 | 105,534건 | 2124s
[03:39:04]   6300/18401동 | 105,618건 | 2128s
[03:39:09]   6400/18401동 | 105,692건 | 2133s
[03:39:16]   6500/18401동 | 105,716건 | 2141s
[03:39:18]   6600/18401동 | 105,716건 | 2143s
[03:40:58]   6700/18401동 | 108,266건 | 2242s
[03:42:04]   6800/18401동 | 108,482건 | 2308s
[03:42:08]   6900/18401동 | 108,496건 | 2313s
[03:42:16]   7000/18401동 | 108,745건 | 2321s
[03:42:23]   7100/18401동 | 108,745건 | 2327s
[03:42:27]   7200/18401동 | 108,803건 | 2332s
[03:42:30]   7300/18401동 | 108,808건 | 2334s
[03:42:32]   7400/18401동 | 108,808건 | 2337s
[03:42:34]   7500/18401동 | 108,810건 | 2339s
[03:42:37]   7600/18401동 | 108,810건 | 2342s
[03:42:52]   7700/18401동 | 109,012건 | 2356s
[03:42:56]   7800/18401동 | 109,081건 | 2361s
[03:43:00]   7900/18401동 | 109,081건 | 2365s
[03:43:08]   8000/18401동 | 109,084건 | 2373s
[03:43:14]   8100/18401동 | 109,225건 | 2379s
[03:43:21]   8200/18401동 | 109,501건 | 2385s
[03:43:24]   8300/18401동 | 109,501건 | 2388s
[03:43:30]   8400/18401동 | 109,636건 | 2395s
[03:43:33]   8500/18401동 | 109,640건 | 2398s
[03:43:37]   8600/18401동 | 109,642건 | 2402s
[03:43:47]   8700/18401동 | 109,958건 | 2411s
[03:43:53]   8800/18401동 | 109,958건 | 2417s
[03:43:57]   8900/18401동 | 110,038건 | 2421s
[03:43:59]   9000/18401동 | 110,070건 | 2424s
[03:44:05]   9100/18401동 | 110,070건 | 2430s
[03:44:08]   9200/18401동 | 110,072건 | 2433s
[03:44:11]   9300/18401동 | 110,072건 | 2436s
[03:44:14]   9400/18401동 | 110,072건 | 2439s
[03:44:16]   9500/18401동 | 110,074건 | 2441s
[03:44:19]   9600/18401동 | 110,074건 | 2444s
[03:44:29]   9700/18401동 | 110,176건 | 2454s
[03:44:32]   9800/18401동 | 110,177건 | 2457s
[03:44:35]   9900/18401동 | 110,177건 | 2459s
[03:44:37]   10000/18401동 | 110,180건 | 2461s
[03:44:39]   10100/18401동 | 110,180건 | 2464s
[03:44:41]   10200/18401동 | 110,181건 | 2466s
[03:44:44]   10300/18401동 | 110,184건 | 2469s
[03:44:47]   10400/18401동 | 110,185건 | 2472s
[03:44:50]   10500/18401동 | 110,185건 | 2475s
[03:44:52]   10600/18401동 | 110,185건 | 2477s
[03:44:55]   10700/18401동 | 110,186건 | 2480s
[03:44:58]   10800/18401동 | 110,188건 | 2483s
[03:45:01]   10900/18401동 | 110,188건 | 2486s
[03:45:04]   11000/18401동 | 110,188건 | 2489s
[03:45:09]   11100/18401동 | 110,245건 | 2494s
[03:45:47]   11200/18401동 | 111,629건 | 2531s
[03:46:05]   11300/18401동 | 111,649건 | 2550s
[03:46:08]   11400/18401동 | 111,649건 | 2553s
[03:46:19]   11500/18401동 | 112,028건 | 2564s
[03:46:31]   11600/18401동 | 112,049건 | 2576s
[03:46:46]   11700/18401동 | 113,065건 | 2590s
[03:48:12]   11800/18401동 | 114,593건 | 2677s
[03:48:16]   11900/18401동 | 114,607건 | 2680s
[03:48:18]   12000/18401동 | 114,607건 | 2682s
[03:48:22]   12100/18401동 | 114,715건 | 2687s
[03:48:32]   12200/18401동 | 114,837건 | 2697s
[03:48:44]   12300/18401동 | 114,872건 | 2709s
[03:48:47]   12400/18401동 | 114,872건 | 2711s
[03:48:49]   12500/18401동 | 114,879건 | 2714s
[03:48:52]   12600/18401동 | 114,885건 | 2717s
[03:48:55]   12700/18401동 | 114,885건 | 2720s
[03:48:58]   12800/18401동 | 114,885건 | 2723s
[03:49:01]   12900/18401동 | 114,885건 | 2726s
[03:49:04]   13000/18401동 | 114,885건 | 2729s
[03:49:07]   13100/18401동 | 114,886건 | 2731s
[03:49:09]   13200/18401동 | 114,887건 | 2734s
[03:49:11]   13300/18401동 | 114,887건 | 2736s
[03:49:18]   13400/18401동 | 115,269건 | 2743s
[03:49:22]   13500/18401동 | 115,269건 | 2747s
[03:49:25]   13600/18401동 | 115,269건 | 2750s
[03:49:28]   13700/18401동 | 115,271건 | 2752s
[03:49:32]   13800/18401동 | 115,321건 | 2756s
[03:49:37]   13900/18401동 | 115,322건 | 2761s
[03:49:40]   14000/18401동 | 115,324건 | 2765s
[03:49:46]   14100/18401동 | 115,588건 | 2771s
[03:49:53]   14200/18401동 | 115,588건 | 2777s
[03:49:55]   14300/18401동 | 115,596건 | 2780s
[03:49:57]   14400/18401동 | 115,596건 | 2782s
[03:50:17]   14500/18401동 | 116,647건 | 2802s
[03:50:34]   14600/18401동 | 117,251건 | 2818s
[03:50:45]   14700/18401동 | 117,848건 | 2830s
[03:50:58]   14800/18401동 | 117,995건 | 2843s
[03:51:03]   14900/18401동 | 118,088건 | 2848s
[03:51:10]   15000/18401동 | 118,176건 | 2855s
[03:52:01]   15100/18401동 | 120,627건 | 2906s
[03:52:38]   15200/18401동 | 120,631건 | 2943s
[03:52:45]   15300/18401동 | 120,894건 | 2949s
[03:53:06]   15400/18401동 | 121,520건 | 2971s
[03:53:47]   15500/18401동 | 122,120건 | 3012s
[03:53:50]   15600/18401동 | 122,126건 | 3015s
[03:53:54]   15700/18401동 | 122,126건 | 3019s
[03:53:57]   15800/18401동 | 122,126건 | 3022s
[03:54:01]   15900/18401동 | 122,126건 | 3025s
[03:54:03]   16000/18401동 | 122,135건 | 3028s
[03:54:06]   16100/18401동 | 122,137건 | 3031s
[03:54:09]   16200/18401동 | 122,137건 | 3034s
[03:54:12]   16300/18401동 | 122,137건 | 3037s
[03:54:15]   16400/18401동 | 122,137건 | 3040s
[03:54:20]   16500/18401동 | 122,376건 | 3045s
[03:54:24]   16600/18401동 | 122,423건 | 3049s
[03:55:00]   16700/18401동 | 123,711건 | 3085s
[03:55:38]   16800/18401동 | 124,591건 | 3122s
[03:55:44]   16900/18401동 | 124,596건 | 3128s
[03:55:49]   17000/18401동 | 124,621건 | 3134s
[03:55:52]   17100/18401동 | 124,621건 | 3136s
[03:55:57]   17200/18401동 | 124,802건 | 3142s
[03:56:03]   17300/18401동 | 124,988건 | 3148s
[03:56:07]   17400/18401동 | 125,001건 | 3152s
[03:56:12]   17500/18401동 | 125,079건 | 3157s
[03:56:17]   17600/18401동 | 125,080건 | 3162s
[03:56:20]   17700/18401동 | 125,082건 | 3165s
[03:56:23]   17800/18401동 | 125,082건 | 3168s
[03:56:26]   17900/18401동 | 125,090건 | 3171s
[03:56:30]   18000/18401동 | 125,090건 | 3174s
[03:56:33]   18100/18401동 | 125,092건 | 3177s
[03:56:38]   18200/18401동 | 125,140건 | 3183s
[03:56:41]   18300/18401동 | 125,150건 | 3186s
[03:56:43]   18400/18401동 | 125,152건 | 3187s
[03:56:43]   18401/18401동 | 125,152건 | 3187s
[03:56:43] 💾 저장: 직방_아파트_20260817_030335.csv (125,152건)
[03:56:43] 
[2/3] 원룸·빌라투룸·오피스텔 수집 (적응형) ──────────
[03:56:43]   작업: 50673개 (타일 × 유형)
[03:56:49]   100/50673 타일 | 0건 | 3194s
[03:56:54]   200/50673 타일 | 0건 | 3199s
[03:56:58]   300/50673 타일 | 0건 | 3203s
[03:57:03]   400/50673 타일 | 0건 | 3207s
[03:57:07]   500/50673 타일 | 0건 | 3212s
[03:57:12]   600/50673 타일 | 0건 | 3216s
[03:57:16]   700/50673 타일 | 1건 | 3221s
[03:57:21]   800/50673 타일 | 32건 | 3226s
[03:57:26]   900/50673 타일 | 55건 | 3230s
[03:57:30]   1000/50673 타일 | 60건 | 3235s
[03:57:35]   1100/50673 타일 | 68건 | 3239s
[03:57:40]   1200/50673 타일 | 68건 | 3245s
[03:57:44]   1300/50673 타일 | 68건 | 3249s
[03:57:49]   1400/50673 타일 | 68건 | 3254s
[03:57:53]   1500/50673 타일 | 68건 | 3258s
[03:57:57]   1600/50673 타일 | 68건 | 3262s
[03:58:02]   1700/50673 타일 | 68건 | 3267s
[03:58:06]   1800/50673 타일 | 68건 | 3271s
[03:58:11]   1900/50673 타일 | 68건 | 3275s
[03:58:15]   2000/50673 타일 | 68건 | 3280s
[03:58:20]   2100/50673 타일 | 68건 | 3284s
[03:58:24]   2200/50673 타일 | 68건 | 3289s
[03:58:28]   2300/50673 타일 | 68건 | 3293s
[03:58:33]   2400/50673 타일 | 68건 | 3297s
[03:58:37]   2500/50673 타일 | 68건 | 3302s
[03:58:41]   2600/50673 타일 | 68건 | 3306s
[03:58:46]   2700/50673 타일 | 68건 | 3311s
[03:58:51]   2800/50673 타일 | 68건 | 3316s
[03:58:56]   2900/50673 타일 | 68건 | 3320s
[03:59:00]   3000/50673 타일 | 76건 | 3325s
[03:59:05]   3100/50673 타일 | 76건 | 3330s
[03:59:10]   3200/50673 타일 | 80건 | 3335s
[03:59:15]   3300/50673 타일 | 80건 | 3340s
[03:59:20]   3400/50673 타일 | 80건 | 3344s
[03:59:24]   3500/50673 타일 | 80건 | 3349s
[03:59:29]   3600/50673 타일 | 80건 | 3353s
[03:59:33]   3700/50673 타일 | 92건 | 3358s
[03:59:38]   3800/50673 타일 | 100건 | 3363s
[03:59:42]   3900/50673 타일 | 100건 | 3367s
[03:59:47]   4000/50673 타일 | 100건 | 3371s
[03:59:51]   4100/50673 타일 | 100건 | 3376s
[03:59:56]   4200/50673 타일 | 100건 | 3381s
[04:00:00]   4300/50673 타일 | 100건 | 3385s
[04:00:05]   4400/50673 타일 | 100건 | 3390s
[04:00:10]   4500/50673 타일 | 100건 | 3395s
[04:00:15]   4600/50673 타일 | 100건 | 3399s
[04:00:19]   4700/50673 타일 | 100건 | 3404s
[04:00:23]   4800/50673 타일 | 100건 | 3408s
[04:00:28]   4900/50673 타일 | 100건 | 3412s
[04:00:32]   5000/50673 타일 | 100건 | 3417s
[04:00:36]   5100/50673 타일 | 100건 | 3421s
[04:00:41]   5200/50673 타일 | 101건 | 3425s
[04:00:45]   5300/50673 타일 | 102건 | 3430s
[04:00:49]   5400/50673 타일 | 102건 | 3434s
[04:00:54]   5500/50673 타일 | 102건 | 3439s
[04:00:59]   5600/50673 타일 | 102건 | 3443s
[04:01:03]   5700/50673 타일 | 102건 | 3448s
[04:01:08]   5800/50673 타일 | 102건 | 3452s
[04:01:12]   5900/50673 타일 | 102건 | 3457s
[04:01:17]   6000/50673 타일 | 123건 | 3462s
[04:01:22]   6100/50673 타일 | 125건 | 3466s
[04:01:26]   6200/50673 타일 | 162건 | 3471s
