[04:52:14] 캐시 로드: 0개 완료 항목
[04:52:14] ==============================================================
[04:52:14]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[04:52:14]   precision: 5 → 7 | 세분화 임계: 400건
[04:52:14]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260718
[04:52:14] ==============================================================
[04:52:14] 지오해시 타일: 16891개 (precision=5)
[04:52:14] 
[1/3] 아파트 수집 ─────────────────────────────────
[04:52:25]   읍면동 18401개 확인
[04:52:57]   100/18401동 | 2,065건 | 43s
[05:28:35]   5100/18401동 | 100,889건 | 2181s
[05:28:38]   5200/18401동 | 100,921건 | 2184s
[05:28:41]   5300/18401동 | 100,925건 | 2187s
[05:28:44]   5400/18401동 | 100,925건 | 2191s
[05:29:01]   5500/18401동 | 101,126건 | 2207s
[05:29:04]   5600/18401동 | 101,126건 | 2210s
[05:29:09]   5700/18401동 | 101,314건 | 2216s
[05:29:25]   5800/18401동 | 101,317건 | 2231s
[05:29:28]   5900/18401동 | 101,317건 | 2234s
[05:29:31]   6000/18401동 | 101,332건 | 2237s
[05:29:47]   6100/18401동 | 102,024건 | 2253s
[05:30:13]   6200/18401동 | 103,902건 | 2279s
[05:30:16]   6300/18401동 | 103,940건 | 2282s
[05:30:19]   6400/18401동 | 103,940건 | 2285s
[05:30:23]   6500/18401동 | 103,957건 | 2289s
[05:30:25]   6600/18401동 | 103,957건 | 2291s
[05:33:19]   6700/18401동 | 106,891건 | 2465s
[05:33:33]   6800/18401동 | 107,044건 | 2479s
[05:33:42]   6900/18401동 | 107,129건 | 2488s
[05:33:45]   7000/18401동 | 107,138건 | 2491s
[05:33:50]   7100/18401동 | 107,187건 | 2496s
[05:33:53]   7200/18401동 | 107,187건 | 2499s
[05:33:57]   7300/18401동 | 107,187건 | 2503s
[05:34:02]   7400/18401동 | 107,288건 | 2508s
[05:34:09]   7500/18401동 | 107,344건 | 2515s
[05:34:18]   7600/18401동 | 107,468건 | 2524s
[05:34:21]   7700/18401동 | 107,475건 | 2528s
[05:34:25]   7800/18401동 | 107,658건 | 2531s
[05:34:38]   7900/18401동 | 107,833건 | 2545s
[05:34:42]   8000/18401동 | 107,894건 | 2548s
[05:34:46]   8100/18401동 | 107,894건 | 2552s
[05:34:53]   8200/18401동 | 107,897건 | 2559s
[05:35:01]   8300/18401동 | 108,043건 | 2567s
[05:35:04]   8400/18401동 | 108,044건 | 2570s
[05:35:08]   8500/18401동 | 108,133건 | 2574s
[05:35:15]   8600/18401동 | 108,453건 | 2581s
[05:35:24]   8700/18401동 | 108,462건 | 2590s
[05:35:27]   8800/18401동 | 108,476건 | 2593s
[05:35:32]   8900/18401동 | 108,582건 | 2598s
[05:35:39]   9000/18401동 | 108,586건 | 2605s
[05:35:43]   9100/18401동 | 108,586건 | 2609s
[05:35:46]   9200/18401동 | 108,586건 | 2612s
[05:35:48]   9300/18401동 | 108,586건 | 2614s
[05:35:50]   9400/18401동 | 108,586건 | 2617s
[05:35:54]   9500/18401동 | 108,596건 | 2620s
[05:35:57]   9600/18401동 | 108,596건 | 2623s
[05:35:59]   9700/18401동 | 108,596건 | 2625s
[05:36:02]   9800/18401동 | 108,596건 | 2628s
[05:36:05]   9900/18401동 | 108,597건 | 2631s
[05:36:08]   10000/18401동 | 108,598건 | 2634s
[05:36:10]   10100/18401동 | 108,598건 | 2637s
[05:36:13]   10200/18401동 | 108,601건 | 2639s
[05:36:19]   10300/18401동 | 108,720건 | 2645s
[05:36:29]   10400/18401동 | 108,720건 | 2655s
[05:36:32]   10500/18401동 | 108,721건 | 2659s
[05:36:41]   10600/18401동 | 108,790건 | 2667s
[05:36:44]   10700/18401동 | 108,792건 | 2670s
[05:36:48]   10800/18401동 | 108,793건 | 2674s
[05:36:52]   10900/18401동 | 108,793건 | 2678s
[05:36:55]   11000/18401동 | 108,793건 | 2681s
[05:36:59]   11100/18401동 | 108,793건 | 2685s
[05:38:29]   11200/18401동 | 111,371건 | 2775s
[05:38:50]   11300/18401동 | 111,400건 | 2796s
[05:38:58]   11400/18401동 | 111,612건 | 2804s
[05:39:18]   11500/18401동 | 111,744건 | 2824s
[05:39:33]   11600/18401동 | 111,990건 | 2839s
[05:39:41]   11700/18401동 | 112,010건 | 2847s
[05:39:44]   11800/18401동 | 112,046건 | 2851s
[05:39:47]   11900/18401동 | 112,046건 | 2853s
[05:39:50]   12000/18401동 | 112,059건 | 2857s
[05:39:53]   12100/18401동 | 112,059건 | 2859s
[05:40:03]   12200/18401동 | 112,497건 | 2869s
[05:40:45]   12300/18401동 | 113,402건 | 2911s
[05:40:49]   12400/18401동 | 113,410건 | 2915s
[05:40:53]   12500/18401동 | 113,415건 | 2919s
[05:40:55]   12600/18401동 | 113,422건 | 2921s
[05:40:58]   12700/18401동 | 113,422건 | 2924s
[05:41:06]   12800/18401동 | 113,794건 | 2933s
[05:41:10]   12900/18401동 | 113,794건 | 2936s
[05:41:13]   13000/18401동 | 113,794건 | 2939s
[05:41:16]   13100/18401동 | 113,794건 | 2942s
[05:41:19]   13200/18401동 | 113,794건 | 2946s
[05:41:22]   13300/18401동 | 113,794건 | 2948s
[05:41:25]   13400/18401동 | 113,795건 | 2951s
[05:41:27]   13500/18401동 | 113,795건 | 2953s
[05:41:30]   13600/18401동 | 113,795건 | 2956s
[05:41:32]   13700/18401동 | 113,812건 | 2958s
[05:41:35]   13800/18401동 | 113,814건 | 2961s
[05:41:38]   13900/18401동 | 113,814건 | 2964s
[05:41:44]   14000/18401동 | 113,868건 | 2970s
[05:41:46]   14100/18401동 | 113,868건 | 2972s
[05:41:49]   14200/18401동 | 113,868건 | 2975s
[05:41:53]   14300/18401동 | 113,869건 | 2979s
[05:42:02]   14400/18401동 | 114,152건 | 2988s
[05:42:21]   14500/18401동 | 115,160건 | 3007s
[05:42:27]   14600/18401동 | 115,202건 | 3013s
[05:42:47]   14700/18401동 | 115,853건 | 3033s
[05:43:51]   14800/18401동 | 118,285건 | 3098s
[05:44:27]   14900/18401동 | 118,745건 | 3134s
[05:44:31]   15000/18401동 | 118,768건 | 3137s
[05:44:46]   15100/18401동 | 119,275건 | 3152s
[05:45:04]   15200/18401동 | 119,510건 | 3170s
[05:45:11]   15300/18401동 | 119,510건 | 3177s
[05:45:16]   15400/18401동 | 119,610건 | 3182s
[05:45:20]   15500/18401동 | 119,610건 | 3186s
[05:45:24]   15600/18401동 | 119,610건 | 3190s
[05:45:27]   15700/18401동 | 119,610건 | 3193s
[05:45:31]   15800/18401동 | 119,610건 | 3197s
[05:45:34]   15900/18401동 | 119,610건 | 3200s
[05:46:17]   16000/18401동 | 120,609건 | 3243s
[05:46:23]   16100/18401동 | 120,615건 | 3249s
[05:46:27]   16200/18401동 | 120,621건 | 3253s
[05:46:30]   16300/18401동 | 120,621건 | 3256s
[05:46:33]   16400/18401동 | 120,621건 | 3259s
[05:46:37]   16500/18401동 | 120,625건 | 3263s
[05:47:01]   16600/18401동 | 121,478건 | 3287s
[05:47:14]   16700/18401동 | 121,643건 | 3300s
[05:47:21]   16800/18401동 | 121,884건 | 3307s
[05:47:25]   16900/18401동 | 121,910건 | 3311s
[05:47:28]   17000/18401동 | 121,912건 | 3315s
[05:47:32]   17100/18401동 | 121,912건 | 3318s
[05:47:36]   17200/18401동 | 121,960건 | 3322s
[05:48:28]   17300/18401동 | 123,408건 | 3375s
[05:48:35]   17400/18401동 | 123,427건 | 3381s
[05:48:38]   17500/18401동 | 123,428건 | 3384s
[05:48:42]   17600/18401동 | 123,434건 | 3388s
[05:48:45]   17700/18401동 | 123,440건 | 3392s
[05:48:50]   17800/18401동 | 123,501건 | 3396s
[05:48:57]   17900/18401동 | 123,501건 | 3403s
[05:48:59]   18000/18401동 | 123,502건 | 3405s
[05:49:02]   18100/18401동 | 123,502건 | 3408s
[05:49:05]   18200/18401동 | 123,515건 | 3411s
[05:49:08]   18300/18401동 | 123,519건 | 3414s
[05:49:13]   18400/18401동 | 123,574건 | 3419s
[05:49:13]   18401/18401동 | 123,574건 | 3419s
[05:49:13] 💾 저장: 직방_아파트_20260718_045214.csv (123,574건)
[05:49:13] 
[2/3] 원룸·빌라투룸·오피스텔 수집 (적응형) ──────────
[05:49:13]   작업: 50673개 (타일 × 유형)
[05:49:20]   100/50673 타일 | 0건 | 3426s
[05:49:24]   200/50673 타일 | 0건 | 3430s
[05:49:29]   300/50673 타일 | 0건 | 3435s
[05:49:33]   400/50673 타일 | 0건 | 3440s
[05:49:38]   500/50673 타일 | 0건 | 3444s
[05:49:43]   600/50673 타일 | 0건 | 3449s
[05:49:47]   700/50673 타일 | 0건 | 3453s
[05:49:52]   800/50673 타일 | 20건 | 3458s
[05:49:57]   900/50673 타일 | 50건 | 3463s
[05:50:02]   1000/50673 타일 | 57건 | 3469s
[05:50:08]   1100/50673 타일 | 65건 | 3474s
[05:50:12]   1200/50673 타일 | 65건 | 3478s
[05:50:17]   1300/50673 타일 | 65건 | 3483s
[05:50:22]   1400/50673 타일 | 65건 | 3488s
[05:50:26]   1500/50673 타일 | 65건 | 3492s
[05:50:32]   1600/50673 타일 | 65건 | 3498s
[05:50:38]   1700/50673 타일 | 65건 | 3504s
[05:50:43]   1800/50673 타일 | 65건 | 3510s
[05:50:49]   1900/50673 타일 | 65건 | 3515s
[05:50:54]   2000/50673 타일 | 65건 | 3520s
[05:50:59]   2100/50673 타일 | 65건 | 3526s
[05:51:05]   2200/50673 타일 | 65건 | 3531s
[05:51:11]   2300/50673 타일 | 65건 | 3537s
[05:51:16]   2400/50673 타일 | 65건 | 3542s
[05:51:22]   2500/50673 타일 | 65건 | 3548s
[05:51:27]   2600/50673 타일 | 65건 | 3553s
[05:51:32]   2700/50673 타일 | 65건 | 3559s
[05:51:37]   2800/50673 타일 | 65건 | 3563s
[05:51:41]   2900/50673 타일 | 65건 | 3568s
[05:51:46]   3000/50673 타일 | 65건 | 3572s
[05:51:51]   3100/50673 타일 | 65건 | 3577s
[05:51:55]   3200/50673 타일 | 70건 | 3581s
[05:52:00]   3300/50673 타일 | 70건 | 3586s
[05:52:05]   3400/50673 타일 | 70건 | 3591s
[05:52:09]   3500/50673 타일 | 70건 | 3596s
[05:52:14]   3600/50673 타일 | 70건 | 3600s
[05:52:19]   3700/50673 타일 | 79건 | 3605s
[05:52:23]   3800/50673 타일 | 85건 | 3609s
[05:52:28]   3900/50673 타일 | 85건 | 3614s
[05:52:32]   4000/50673 타일 | 85건 | 3619s
[05:52:37]   4100/50673 타일 | 85건 | 3623s
[05:52:42]   4200/50673 타일 | 85건 | 3628s
[05:52:46]   4300/50673 타일 | 85건 | 3633s
[05:52:51]   4400/50673 타일 | 85건 | 3637s
[05:52:56]   4500/50673 타일 | 85건 | 3642s
[05:53:00]   4600/50673 타일 | 85건 | 3646s
[05:53:05]   4700/50673 타일 | 85건 | 3651s
[05:53:10]   4800/50673 타일 | 85건 | 3656s
[05:53:14]   4900/50673 타일 | 85건 | 3661s
[05:53:19]   5000/50673 타일 | 85건 | 3665s
[05:53:24]   5100/50673 타일 | 85건 | 3670s
[05:53:28]   5200/50673 타일 | 86건 | 3674s
[05:53:33]   5300/50673 타일 | 87건 | 3679s
[05:53:38]   5400/50673 타일 | 87건 | 3684s
[05:53:42]   5500/50673 타일 | 87건 | 3689s
[05:53:48]   5600/50673 타일 | 87건 | 3694s
[05:53:52]   5700/50673 타일 | 87건 | 3698s
[05:53:57]   5800/50673 타일 | 87건 | 3703s
[05:54:01]   5900/50673 타일 | 87건 | 3708s
[05:54:07]   6000/50673 타일 | 122건 | 3713s
[05:54:12]   6100/50673 타일 | 129건 | 3718s
[05:54:17]   6200/50673 타일 | 155건 | 3723s
[05:54:22]   6300/50673 타일 | 200건 | 3728s
[05:54:27]   6400/50673 타일 | 200건 | 3733s
[05:54:31]   6500/50673 타일 | 200건 | 3737s
[05:54:36]   6600/50673 타일 | 200건 | 3742s
[05:54:41]   6700/50673 타일 | 200건 | 3747s
[05:54:45]   6800/50673 타일 | 200건 | 3751s
[05:54:50]   6900/50673 타일 | 200건 | 3756s
[05:54:55]   7000/50673 타일 | 200건 | 3761s
[05:55:00]   7100/50673 타일 | 230건 | 3766s
[05:55:05]   7200/50673 타일 | 230건 | 3771s
[05:55:10]   7300/50673 타일 | 248건 | 3776s
[05:55:14]     🔍 세분화: 원룸/wy60p → 448건 (p5→6)
[05:55:17]   7400/50673 타일 | 290건 | 3783s
[05:55:22]   7500/50673 타일 | 290건 | 3789s
[05:55:29]   7600/50673 타일 | 321건 | 3795s
[05:55:34]   7700/50673 타일 | 338건 | 3800s
[05:55:38]   7800/50673 타일 | 338건 | 3804s
[05:55:42]     🔍 세분화: 원룸/wy6he → 474건 (p5→6)
[05:55:44]   7900/50673 타일 | 361건 | 3810s
[05:55:50]   8000/50673 타일 | 390건 | 3816s
[05:55:55]   8100/50673 타일 | 391건 | 3821s
[05:56:00]   8200/50673 타일 | 402건 | 3826s
[05:56:02]     🔍 세분화: 원룸/wy6wc → 710건 (p5→6)
[05:56:03]     🔍 세분화: 원룸/wy6wd → 696건 (p5→6)
[05:56:03]     🔍 세분화: 원룸/wy6we → 411건 (p5→6)
[05:56:03]     🔍 세분화: 원룸/wy6wf → 1082건 (p5→6)
[05:56:04]     🔍 세분화: 원룸/wy6ws → 495건 (p5→6)
[05:56:11]   8300/50673 타일 | 430건 | 3837s
[05:56:20]   8400/50673 타일 | 472건 | 3847s
[05:56:25]   8500/50673 타일 | 498건 | 3852s
[05:56:31]   8600/50673 타일 | 514건 | 3857s
[05:56:35]     🔍 세분화: 원룸/wy78p → 421건 (p5→6)
[05:56:35]     🔍 세분화: 원룸/wy78k → 457건 (p5→6)
[05:56:35]     🔍 세분화: 원룸/wy78r → 489건 (p5→6)
[05:56:43]   8700/50673 타일 | 575건 | 3869s
[05:56:52]     🔍 세분화: 원룸/wy7ec → 640건 (p5→6)
[05:56:53]   8800/50673 타일 | 655건 | 3879s
[05:57:00]   8900/50673 타일 | 702건 | 3886s
[05:57:04]     🔍 세분화: 원룸/wy7ecu → 413건 (p6→7)
[05:57:04]     🔍 세분화: 원룸/wy7kn → 717건 (p5→6)
[05:57:06]     🔍 세분화: 원룸/wy7m2 → 606건 (p5→6)
[05:57:09]   9000/50673 타일 | 769건 | 3895s
[05:57:16]   9100/50673 타일 | 772건 | 3902s
[05:57:23]   9200/50673 타일 | 801건 | 3909s
[05:57:28]   9300/50673 타일 | 827건 | 3914s
[05:57:33]   9400/50673 타일 | 836건 | 3919s
[05:57:38]   9500/50673 타일 | 836건 | 3924s
[05:57:43]   9600/50673 타일 | 836건 | 3929s
[05:57:49]   9700/50673 타일 | 836건 | 3935s
[05:57:54]   9800/50673 타일 | 836건 | 3941s
[05:57:59]   9900/50673 타일 | 836건 | 3945s
[05:58:04]   10000/50673 타일 | 836건 | 3950s
[05:58:08]   10100/50673 타일 | 836건 | 3954s
[05:58:12]   10200/50673 타일 | 836건 | 3958s
[05:58:17]   10300/50673 타일 | 836건 | 3963s
[05:58:22]   10400/50673 타일 | 836건 | 3968s
[05:58:26]   10500/50673 타일 | 836건 | 3972s
[05:58:31]   10600/50673 타일 | 836건 | 3977s
[05:58:36]   10700/50673 타일 | 836건 | 3982s
[05:58:41]   10800/50673 타일 | 859건 | 3987s
[05:58:46]   10900/50673 타일 | 859건 | 3992s
[05:58:50]   11000/50673 타일 | 859건 | 3996s
[05:58:55]   11100/50673 타일 | 859건 | 4001s
[05:58:59]   11200/50673 타일 | 859건 | 4005s
[05:59:04]   11300/50673 타일 | 859건 | 4010s
[05:59:09]   11400/50673 타일 | 859건 | 4016s
[05:59:14]   11500/50673 타일 | 859건 | 4020s
[05:59:19]   11600/50673 타일 | 859건 | 4025s
[05:59:24]   11700/50673 타일 | 859건 | 4030s
[05:59:29]   11800/50673 타일 | 865건 | 4035s
[05:59:34]     🔍 세분화: 원룸/wyd3k → 430건 (p5→6)
[05:59:34]     🔍 세분화: 원룸/wyd3m → 565건 (p5→6)
[05:59:34]   11900/50673 타일 | 915건 | 4040s
[05:59:35]     🔍 세분화: 원룸/wyd3t → 676건 (p5→6)
[05:59:46]   12000/50673 타일 | 1,001건 | 4052s
[05:59:48]     🔍 세분화: 원룸/wyd77 → 1136건 (p5→6)
[05:59:49]     🔍 세분화: 원룸/wyd7d → 539건 (p5→6)
[05:59:49]     🔍 세분화: 원룸/wyd7f → 541건 (p5→6)
[05:59:49]     🔍 세분화: 원룸/wyd7g → 573건 (p5→6)
[05:59:51]     🔍 세분화: 원룸/wyd7s → 485건 (p5→6)
[05:59:56]     🔍 세분화: 원룸/wyd8k → 573건 (p5→6)
[05:59:59]     🔍 세분화: 원룸/wyd8t → 481건 (p5→6)
[06:00:07]   12100/50673 타일 | 1,114건 | 4073s
[06:00:14]   12200/50673 타일 | 1,175건 | 4080s
[06:00:19]   12300/50673 타일 | 1,251건 | 4085s
[06:00:20]     🔍 세분화: 원룸/wydh5 → 443건 (p5→6)
[06:00:21]     🔍 세분화: 원룸/wydhk → 606건 (p5→6)
[06:00:23]     🔍 세분화: 원룸/wydj4 → 770건 (p5→6)
[06:00:24]     🔍 세분화: 원룸/wydj5 → 425건 (p5→6)
[06:00:24]     🔍 세분화: 원룸/wydj7 → 621건 (p5→6)
[06:00:28]     🔍 세분화: 원룸/wydjp → 618건 (p5→6)
[06:00:29]     🔍 세분화: 원룸/wydjr → 832건 (p5→6)
[06:00:33]     🔍 세분화: 원룸/wydjw → 538건 (p5→6)
[06:00:38]     🔍 세분화: 원룸/wydk4 → 529건 (p5→6)
[06:00:43]     🔍 세분화: 원룸/wydm2 → 522건 (p5→6)
[06:00:43]     🔍 세분화: 원룸/wydm0 → 617건 (p5→6)
[06:00:44]     🔍 세분화: 원룸/wydm6 → 1358건 (p5→6)
[06:00:44]     🔍 세분화: 원룸/wydm8 → 813건 (p5→6)
[06:00:46]   12400/50673 타일 | 1,364건 | 4112s
[06:00:47]     🔍 세분화: 원룸/wydme → 977건 (p5→6)
[06:00:47]     🔍 세분화: 원룸/wydmd → 454건 (p5→6)
[06:00:47]     🔍 세분화: 원룸/wydmf → 1143건 (p5→6)
[06:00:51]     🔍 세분화: 원룸/wydmg → 1370건 (p5→6)
[06:00:57]     🔍 세분화: 원룸/wydmk → 407건 (p5→6)
[06:01:01]     🔍 세분화: 원룸/wydmw → 409건 (p5→6)
[06:01:02]     🔍 세분화: 원룸/wydn1 → 540건 (p5→6)
[06:01:11]     🔍 세분화: 원룸/wydq4 → 506건 (p5→6)
[06:01:12]   12500/50673 타일 | 1,415건 | 4139s
[06:01:21]   12600/50673 타일 | 1,532건 | 4147s
[06:01:27]   12700/50673 타일 | 1,577건 | 4153s
[06:01:32]   12800/50673 타일 | 1,609건 | 4158s
[06:01:37]   12900/50673 타일 | 1,628건 | 4163s
[06:01:42]   13000/50673 타일 | 1,638건 | 4168s
[06:01:46]   13100/50673 타일 | 1,651건 | 4172s
[06:01:51]   13200/50673 타일 | 1,651건 | 4177s
[06:01:55]   13300/50673 타일 | 1,651건 | 4181s
[06:02:00]   13400/50673 타일 | 1,651건 | 4186s
[06:02:05]   13500/50673 타일 | 1,651건 | 4191s
[06:02:10]   13600/50673 타일 | 1,651건 | 4196s
[06:02:14]   13700/50673 타일 | 1,652건 | 4200s
[06:02:19]   13800/50673 타일 | 1,665건 | 4205s
[06:02:24]   13900/50673 타일 | 1,665건 | 4210s
[06:02:29]   14000/50673 타일 | 1,665건 | 4215s
[06:02:34]   14100/50673 타일 | 1,665건 | 4220s
[06:02:38]   14200/50673 타일 | 1,665건 | 4225s
[06:02:43]   14300/50673 타일 | 1,665건 | 4229s
[06:02:48]   14400/50673 타일 | 1,665건 | 4234s
[06:02:53]   14500/50673 타일 | 1,665건 | 4239s
[06:02:58]   14600/50673 타일 | 1,667건 | 4244s
[06:03:03]   14700/50673 타일 | 1,667건 | 4249s
[06:03:08]   14800/50673 타일 | 1,667건 | 4254s
[06:03:12]   14900/50673 타일 | 1,667건 | 4259s
[06:03:17]   15000/50673 타일 | 1,667건 | 4263s
[06:03:22]   15100/50673 타일 | 1,667건 | 4268s
[06:03:27]   15200/50673 타일 | 1,667건 | 4273s
[06:03:32]   15300/50673 타일 | 1,667건 | 4278s
[06:03:37]   15400/50673 타일 | 1,667건 | 4284s
[06:03:43]   15500/50673 타일 | 1,667건 | 4289s
[06:03:48]   15600/50673 타일 | 1,667건 | 4294s
[06:03:54]   15700/50673 타일 | 1,667건 | 4300s
[06:03:59]   15800/50673 타일 | 1,667건 | 4305s
[06:04:05]   15900/50673 타일 | 1,668건 | 4311s
[06:04:11]   16000/50673 타일 | 1,668건 | 4317s
[06:04:16]   16100/50673 타일 | 1,668건 | 4322s
[06:04:21]   16200/50673 타일 | 1,668건 | 4327s
[06:04:26]   16300/50673 타일 | 1,668건 | 4333s
[06:04:32]   16400/50673 타일 | 1,668건 | 4338s
[06:04:38]   16500/50673 타일 | 1,668건 | 4344s
[06:04:43]   16600/50673 타일 | 1,668건 | 4349s
[06:04:49]   16700/50673 타일 | 1,668건 | 4355s
[06:04:54]   16800/50673 타일 | 1,668건 | 4360s
[06:04:59]   16900/50673 타일 | 1,668건 | 4365s
[06:05:05]   17000/50673 타일 | 1,668건 | 4371s
[06:05:10]   17100/50673 타일 | 1,668건 | 4376s
[06:05:15]   17200/50673 타일 | 1,668건 | 4381s
[06:05:20]   17300/50673 타일 | 1,668건 | 4386s
[06:05:25]   17400/50673 타일 | 1,668건 | 4392s
[06:05:31]   17500/50673 타일 | 1,668건 | 4397s
[06:05:36]   17600/50673 타일 | 1,672건 | 4402s
[06:05:42]   17700/50673 타일 | 1,700건 | 4408s
[06:05:46]   17800/50673 타일 | 1,711건 | 4412s
[06:05:51]   17900/50673 타일 | 1,712건 | 4417s
[06:05:55]   18000/50673 타일 | 1,723건 | 4422s
[06:06:00]   18100/50673 타일 | 1,723건 | 4426s
[06:06:05]   18200/50673 타일 | 1,723건 | 4432s
[06:06:10]   18300/50673 타일 | 1,723건 | 4436s
[06:06:14]   18400/50673 타일 | 1,723건 | 4441s
[06:06:19]   18500/50673 타일 | 1,723건 | 4445s
[06:06:24]   18600/50673 타일 | 1,723건 | 4450s
[06:06:29]   18700/50673 타일 | 1,723건 | 4455s
[06:06:33]   18800/50673 타일 | 1,723건 | 4459s
[06:06:38]   18900/50673 타일 | 1,723건 | 4465s
[06:06:43]   19000/50673 타일 | 1,723건 | 4469s
[06:06:48]   19100/50673 타일 | 1,723건 | 4474s
[06:06:53]   19200/50673 타일 | 1,723건 | 4479s
[06:06:57]   19300/50673 타일 | 1,723건 | 4483s
[06:07:02]   19400/50673 타일 | 1,723건 | 4488s
[06:07:07]   19500/50673 타일 | 1,723건 | 4493s
[06:07:12]   19600/50673 타일 | 1,723건 | 4498s
[06:07:16]   19700/50673 타일 | 1,723건 | 4503s
[06:07:21]   19800/50673 타일 | 1,723건 | 4507s
[06:07:26]   19900/50673 타일 | 1,730건 | 4512s
[06:07:31]   20000/50673 타일 | 1,730건 | 4517s
[06:07:37]   20100/50673 타일 | 1,737건 | 4523s
[06:07:42]   20200/50673 타일 | 1,737건 | 4528s
[06:07:47]   20300/50673 타일 | 1,737건 | 4534s
[06:07:53]   20400/50673 타일 | 1,737건 | 4539s
[06:07:58]   20500/50673 타일 | 1,737건 | 4545s
[06:08:04]   20600/50673 타일 | 1,738건 | 4550s
[06:08:10]   20700/50673 타일 | 1,741건 | 4556s
[06:08:15]   20800/50673 타일 | 1,741건 | 4561s
[06:08:21]   20900/50673 타일 | 1,741건 | 4567s
[06:08:27]   21000/50673 타일 | 1,741건 | 4573s
[06:08:32]   21100/50673 타일 | 1,741건 | 4578s
[06:08:37]   21200/50673 타일 | 1,741건 | 4583s
[06:08:42]   21300/50673 타일 | 1,741건 | 4589s
[06:08:48]   21400/50673 타일 | 1,741건 | 4594s
[06:08:53]   21500/50673 타일 | 1,741건 | 4600s
[06:08:59]   21600/50673 타일 | 1,741건 | 4605s
[06:09:04]   21700/50673 타일 | 1,741건 | 4610s
[06:09:10]   21800/50673 타일 | 1,741건 | 4616s
[06:09:15]   21900/50673 타일 | 1,741건 | 4621s
[06:09:20]   22000/50673 타일 | 1,741건 | 4626s
[06:09:25]   22100/50673 타일 | 1,743건 | 4631s
[06:09:31]   22200/50673 타일 | 1,744건 | 4637s
[06:09:36]   22300/50673 타일 | 1,744건 | 4642s
[06:09:40]   22400/50673 타일 | 1,744건 | 4646s
