[05:58:20] 캐시 로드: 0개 완료 항목
[05:58:20] ==============================================================
[05:58:20]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[05:58:20]   precision: 5 → 7 | 세분화 임계: 400건
[05:58:20]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260515
[05:58:20] ==============================================================
[05:58:20] 지오해시 타일: 16891개 (precision=5)
[05:58:20] 
[1/3] 아파트 수집 ─────────────────────────────────
[05:58:30]   읍면동 18401개 확인
[05:58:49]   100/18401동 | 829건 | 30s
[05:58:58]   200/18401동 | 1,118건 | 38s
[05:59:39]   300/18401동 | 4,352건 | 80s
[06:00:08]   400/18401동 | 6,503건 | 109s
[06:01:27]   500/18401동 | 12,255건 | 188s
[06:03:04]   600/18401동 | 18,868건 | 285s
[06:04:09]   700/18401동 | 23,723건 | 350s
[06:05:45]   800/18401동 | 25,680건 | 446s
[06:06:12]   900/18401동 | 25,680건 | 472s
[06:07:18]   1000/18401동 | 29,406건 | 539s
[06:08:00]   1100/18401동 | 30,573건 | 580s
[06:08:29]   1200/18401동 | 32,365건 | 610s
[06:11:01]   1300/18401동 | 43,128건 | 761s
[06:11:55]   1400/18401동 | 44,347건 | 815s
[06:12:36]   1500/18401동 | 47,646건 | 857s
[06:12:56]   1600/18401동 | 48,279건 | 876s
[06:13:35]   1700/18401동 | 50,421건 | 915s
[06:14:33]   1800/18401동 | 53,598건 | 973s
[06:15:14]   1900/18401동 | 55,464건 | 1015s
[06:16:21]   2000/18401동 | 58,166건 | 1082s
[06:17:15]   2100/18401동 | 58,882건 | 1136s
[06:18:00]   2200/18401동 | 61,642건 | 1181s
[06:19:04]   2300/18401동 | 66,072건 | 1244s
[06:21:37]   2400/18401동 | 72,395건 | 1398s
[06:23:31]   2500/18401동 | 74,732건 | 1511s
[06:26:50]   2600/18401동 | 81,147건 | 1711s
[06:28:22]   2700/18401동 | 86,802건 | 1802s
[06:29:31]   2800/18401동 | 89,161건 | 1871s
[06:30:18]   2900/18401동 | 90,352건 | 1918s
[06:31:34]   3000/18401동 | 92,605건 | 1994s
[06:31:55]   3100/18401동 | 92,939건 | 2015s
[06:32:05]   3200/18401동 | 93,000건 | 2025s
[06:32:51]   3300/18401동 | 93,551건 | 2071s
[06:33:33]   3400/18401동 | 94,577건 | 2113s
[06:34:50]   3500/18401동 | 95,662건 | 2190s
[06:35:30]   3600/18401동 | 95,678건 | 2231s
[06:36:14]   3700/18401동 | 97,623건 | 2275s
[06:37:36]   3800/18401동 | 98,791건 | 2356s
[06:37:44]   3900/18401동 | 98,841건 | 2364s
[06:37:48]   4000/18401동 | 98,878건 | 2368s
[06:37:51]   4100/18401동 | 98,895건 | 2371s
[06:37:59]   4200/18401동 | 99,001건 | 2380s
[06:38:08]   4300/18401동 | 99,019건 | 2388s
[06:38:15]   4400/18401동 | 99,436건 | 2395s
[06:38:48]   4500/18401동 | 100,700건 | 2428s
[06:39:00]   4600/18401동 | 100,807건 | 2441s
[06:39:05]   4700/18401동 | 100,885건 | 2446s
[06:39:10]   4800/18401동 | 100,885건 | 2450s
[06:39:13]   4900/18401동 | 100,922건 | 2453s
[06:39:16]   5000/18401동 | 100,922건 | 2456s
[06:39:19]   5100/18401동 | 100,922건 | 2459s
[06:39:22]   5200/18401동 | 100,926건 | 2462s
[06:39:24]   5300/18401동 | 100,929건 | 2465s
[06:39:28]   5400/18401동 | 100,929건 | 2469s
[06:39:46]   5500/18401동 | 101,110건 | 2486s
[06:39:56]   5600/18401동 | 101,111건 | 2496s
[06:40:05]   5700/18401동 | 101,248건 | 2506s
[06:40:19]   5800/18401동 | 101,250건 | 2520s
[06:40:22]   5900/18401동 | 101,250건 | 2523s
