[06:17:03] 캐시 로드: 0개 완료 항목
[06:17:03] ==============================================================
[06:17:03]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[06:17:03]   precision: 5 → 7 | 세분화 임계: 400건
[06:17:03]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260528
[06:17:03] ==============================================================
[06:17:03] 지오해시 타일: 16891개 (precision=5)
[06:17:03] 
[1/3] 아파트 수집 ─────────────────────────────────
[06:17:12]   읍면동 18401개 확인
[06:17:27]   100/18401동 | 552건 | 24s
[06:17:35]   200/18401동 | 742건 | 32s
[06:17:59]   300/18401동 | 2,942건 | 57s
[06:18:38]   400/18401동 | 5,881건 | 95s
[06:19:32]   500/18401동 | 9,932건 | 149s
[06:21:29]   600/18401동 | 19,058건 | 266s
[06:22:19]   700/18401동 | 22,979건 | 317s
[06:23:53]   800/18401동 | 25,823건 | 410s
[06:24:45]   900/18401동 | 26,782건 | 463s
[06:25:20]   1000/18401동 | 28,136건 | 497s
[06:26:17]   1100/18401동 | 31,887건 | 555s
[06:27:06]   1200/18401동 | 35,115건 | 603s
[06:29:22]   1300/18401동 | 41,311건 | 739s
[06:30:01]   1400/18401동 | 46,677건 | 779s
[06:30:06]   1500/18401동 | 46,692건 | 784s
[06:30:37]   1600/18401동 | 48,578건 | 815s
[06:31:13]   1700/18401동 | 50,817건 | 850s
[06:32:02]   1800/18401동 | 53,981건 | 900s
[06:33:04]   1900/18401동 | 58,430건 | 961s
[06:33:52]   2000/18401동 | 58,589건 | 1009s
[06:34:24]   2100/18401동 | 59,434건 | 1041s
[06:35:16]   2200/18401동 | 62,029건 | 1093s
[06:37:33]   2300/18401동 | 70,787건 | 1230s
[06:39:18]   2400/18401동 | 71,000건 | 1335s
[06:40:12]   2500/18401동 | 75,060건 | 1390s
[06:42:24]   2600/18401동 | 84,972건 | 1522s
[06:44:37]   2700/18401동 | 86,912건 | 1654s
[06:45:11]   2800/18401동 | 88,276건 | 1688s
[06:45:43]   2900/18401동 | 88,882건 | 1720s
[06:46:24]   3000/18401동 | 88,893건 | 1761s
[06:47:23]   3100/18401동 | 90,988건 | 1820s
[06:48:23]   3200/18401동 | 92,962건 | 1881s
[06:49:16]   3300/18401동 | 93,073건 | 1934s
[06:50:20]   3400/18401동 | 94,236건 | 1998s
[06:51:15]   3500/18401동 | 94,560건 | 2053s
[06:51:28]   3600/18401동 | 94,560건 | 2065s
[06:53:03]   3700/18401동 | 98,693건 | 2160s
[06:53:11]   3800/18401동 | 98,723건 | 2168s
[06:53:18]   3900/18401동 | 99,153건 | 2175s
[06:53:53]   4000/18401동 | 100,068건 | 2210s
[06:53:59]   4100/18401동 | 100,084건 | 2216s
[06:54:02]   4200/18401동 | 100,085건 | 2220s
[06:54:06]   4300/18401동 | 100,140건 | 2223s
[06:54:11]   4400/18401동 | 100,251건 | 2229s
[06:54:19]   4500/18401동 | 100,364건 | 2237s
[06:54:32]   4600/18401동 | 100,780건 | 2250s
[06:54:35]   4700/18401동 | 100,783건 | 2252s
[06:54:37]   4800/18401동 | 100,802건 | 2255s
[06:54:40]   4900/18401동 | 100,802건 | 2258s
[06:54:45]   5000/18401동 | 100,879건 | 2262s
[06:54:49]   5100/18401동 | 100,879건 | 2266s
[06:54:52]   5200/18401동 | 100,917건 | 2269s
[06:54:55]   5300/18401동 | 100,917건 | 2272s
[06:54:57]   5400/18401동 | 100,917건 | 2275s
[06:55:00]   5500/18401동 | 100,920건 | 2277s
[06:55:08]   5600/18401동 | 101,089건 | 2286s
[06:55:24]   5700/18401동 | 101,091건 | 2301s
[06:55:27]   5800/18401동 | 101,112건 | 2304s
[06:55:29]   5900/18401동 | 101,116건 | 2307s
[06:55:38]   6000/18401동 | 101,275건 | 2315s
[06:55:52]   6100/18401동 | 101,277건 | 2329s
[06:59:12]   6200/18401동 | 104,308건 | 2529s
