[04:54:04] 캐시 로드: 0개 완료 항목
[04:54:04] ==============================================================
[04:54:04]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[04:54:04]   precision: 5 → 7 | 세분화 임계: 400건
[04:54:04]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260416
[04:54:04] ==============================================================
[04:54:04] 지오해시 타일: 16891개 (precision=5)
[04:54:04] 
[1/3] 아파트 수집 ─────────────────────────────────
[04:54:15]   읍면동 18401개 확인
[04:54:32]   100/18401동 | 714건 | 28s
[04:54:49]   200/18401동 | 1,632건 | 45s
[04:55:24]   300/18401동 | 4,476건 | 79s
[04:56:00]   400/18401동 | 7,336건 | 115s
[04:56:36]   500/18401동 | 9,987건 | 152s
[04:58:37]   600/18401동 | 19,062건 | 273s
[05:00:52]   700/18401동 | 24,043건 | 408s
[05:01:51]   800/18401동 | 26,684건 | 466s
[05:02:23]   900/18401동 | 28,270건 | 499s
[05:03:02]   1000/18401동 | 28,722건 | 537s
[05:03:05]   1100/18401동 | 28,723건 | 541s
[05:04:37]   1200/18401동 | 34,663건 | 633s
[05:04:42]   1300/18401동 | 34,837건 | 637s
[05:06:47]   1400/18401동 | 43,042건 | 763s
[05:07:52]   1500/18401동 | 46,929건 | 827s
[05:08:25]   1600/18401동 | 48,734건 | 861s
[05:08:48]   1700/18401동 | 49,923건 | 884s
[05:09:31]   1800/18401동 | 52,172건 | 926s
[05:10:11]   1900/18401동 | 53,985건 | 967s
[05:10:48]   2000/18401동 | 54,786건 | 1004s
[05:12:09]   2100/18401동 | 59,739건 | 1084s
[05:12:51]   2200/18401동 | 60,257건 | 1127s
[05:13:51]   2300/18401동 | 64,595건 | 1187s
[05:16:33]   2400/18401동 | 71,101건 | 1349s
[05:18:31]   2500/18401동 | 73,620건 | 1466s
[05:20:33]   2600/18401동 | 82,052건 | 1589s
[05:23:10]   2700/18401동 | 85,355건 | 1746s
[05:23:37]   2800/18401동 | 85,355건 | 1773s
[05:24:45]   2900/18401동 | 87,996건 | 1841s
[05:25:30]   3000/18401동 | 89,754건 | 1886s
[05:25:42]   3100/18401동 | 89,754건 | 1898s
[05:26:21]   3200/18401동 | 90,442건 | 1937s
[05:27:10]   3300/18401동 | 90,442건 | 1986s
[05:28:51]   3400/18401동 | 94,571건 | 2087s
[05:29:01]   3500/18401동 | 94,625건 | 2096s
[05:29:04]   3600/18401동 | 94,640건 | 2099s
[05:29:07]   3700/18401동 | 94,642건 | 2102s
[05:30:30]   3800/18401동 | 96,390건 | 2186s
[05:31:58]   3900/18401동 | 98,129건 | 2274s
[05:32:42]   4000/18401동 | 98,148건 | 2318s
[05:32:49]   4100/18401동 | 98,207건 | 2324s
[05:32:58]   4200/18401동 | 98,316건 | 2334s
[05:33:07]   4300/18401동 | 98,341건 | 2342s
[05:33:13]   4400/18401동 | 98,505건 | 2349s
[05:33:23]   4500/18401동 | 99,201건 | 2359s
[05:33:27]   4600/18401동 | 99,245건 | 2362s
[05:33:30]   4700/18401동 | 99,250건 | 2365s
[05:33:32]   4800/18401동 | 99,250건 | 2368s
[05:34:07]   4900/18401동 | 100,098건 | 2402s
[05:34:09]   5000/18401동 | 100,101건 | 2405s
[05:34:15]   5100/18401동 | 100,192건 | 2411s
[05:34:19]   5200/18401동 | 100,192건 | 2415s
[05:34:22]   5300/18401동 | 100,192건 | 2418s
[05:34:24]   5400/18401동 | 100,192건 | 2420s
[05:34:27]   5500/18401동 | 100,210건 | 2423s
[05:34:36]   5600/18401동 | 100,338건 | 2432s
[05:34:54]   5700/18401동 | 100,520건 | 2449s
[05:35:16]   5800/18401동 | 100,523건 | 2471s
[05:35:19]   5900/18401동 | 100,523건 | 2475s
[05:35:22]   6000/18401동 | 100,546건 | 2478s
[05:35:25]   6100/18401동 | 100,546건 | 2480s
[05:35:40]   6200/18401동 | 101,122건 | 2495s
[05:38:50]   6300/18401동 | 104,133건 | 2686s
[05:39:14]   6400/18401동 | 105,225건 | 2710s
[05:39:27]   6500/18401동 | 105,668건 | 2723s
[05:39:34]   6600/18401동 | 105,814건 | 2729s
[05:39:45]   6700/18401동 | 105,938건 | 2741s
[05:39:51]   6800/18401동 | 106,084건 | 2747s
[05:40:01]   6900/18401동 | 106,084건 | 2756s
[05:40:04]   7000/18401동 | 106,106건 | 2760s
[05:40:07]   7100/18401동 | 106,106건 | 2763s
[05:40:10]   7200/18401동 | 106,109건 | 2766s
[05:40:15]   7300/18401동 | 106,161건 | 2771s
[05:40:18]   7400/18401동 | 106,176건 | 2774s
[05:40:21]   7500/18401동 | 106,181건 | 2776s
[05:40:24]   7600/18401동 | 106,181건 | 2780s
[05:40:41]   7700/18401동 | 106,354건 | 2796s
[05:40:45]   7800/18401동 | 106,356건 | 2801s
[05:40:49]   7900/18401동 | 106,356건 | 2804s
[05:40:54]   8000/18401동 | 106,447건 | 2809s
[05:40:59]   8100/18401동 | 106,576건 | 2814s
[05:41:07]   8200/18401동 | 106,771건 | 2823s
[05:41:16]   8300/18401동 | 106,916건 | 2832s
[05:41:24]   8400/18401동 | 106,916건 | 2840s
[05:41:32]   8500/18401동 | 107,069건 | 2848s
[05:41:38]   8600/18401동 | 107,154건 | 2854s
[05:41:41]   8700/18401동 | 107,154건 | 2857s
[05:41:45]   8800/18401동 | 107,155건 | 2861s
[05:41:49]   8900/18401동 | 107,155건 | 2864s
[05:41:55]   9000/18401동 | 107,261건 | 2871s
[05:42:12]   9100/18401동 | 107,548건 | 2888s
[05:42:15]   9200/18401동 | 107,548건 | 2890s
[05:42:19]   9300/18401동 | 107,548건 | 2894s
[05:42:23]   9400/18401동 | 107,549건 | 2898s
[05:42:26]   9500/18401동 | 107,551건 | 2902s
[05:42:28]   9600/18401동 | 107,551건 | 2904s
[05:42:31]   9700/18401동 | 107,555건 | 2907s
[05:42:42]   9800/18401동 | 107,658건 | 2918s
[05:42:48]   9900/18401동 | 107,665건 | 2923s
[05:42:50]   10000/18401동 | 107,665건 | 2926s
[05:42:58]   10100/18401동 | 107,771건 | 2934s
[05:43:05]   10200/18401동 | 107,772건 | 2940s
