[05:33:48] 캐시 로드: 0개 완료 항목
[05:33:48] ==============================================================
[05:33:48]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[05:33:48]   precision: 5 → 7 | 세분화 임계: 400건
[05:33:48]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260503
[05:33:48] ==============================================================
[05:33:48] 지오해시 타일: 16891개 (precision=5)
[05:33:48] 
[1/3] 아파트 수집 ─────────────────────────────────
[05:33:59]   읍면동 18401개 확인
[05:34:16]   100/18401동 | 920건 | 29s
[05:34:27]   200/18401동 | 1,458건 | 39s
[05:35:07]   300/18401동 | 3,861건 | 80s
[05:35:59]   400/18401동 | 7,447건 | 131s
[05:37:05]   500/18401동 | 12,540건 | 198s
[05:38:43]   600/18401동 | 19,612건 | 295s
[05:41:04]   700/18401동 | 24,522건 | 436s
[05:41:53]   800/18401동 | 25,906건 | 485s
[05:42:56]   900/18401동 | 29,282건 | 548s
[05:43:37]   1000/18401동 | 30,007건 | 589s
[05:43:57]   1100/18401동 | 30,842건 | 609s
[05:44:58]   1200/18401동 | 35,420건 | 670s
[05:46:21]   1300/18401동 | 40,494건 | 753s
[05:47:07]   1400/18401동 | 43,593건 | 800s
[05:48:12]   1500/18401동 | 47,099건 | 864s
[05:48:39]   1600/18401동 | 47,955건 | 891s
[05:49:24]   1700/18401동 | 50,452건 | 937s
[05:50:12]   1800/18401동 | 53,033건 | 984s
[05:50:53]   1900/18401동 | 54,848건 | 1026s
[05:51:59]   2000/18401동 | 57,438건 | 1092s
[05:52:52]   2100/18401동 | 58,119건 | 1145s
[05:53:39]   2200/18401동 | 60,981건 | 1191s
[05:55:03]   2300/18401동 | 66,563건 | 1276s
[05:57:34]   2400/18401동 | 71,574건 | 1427s
[05:59:28]   2500/18401동 | 74,163건 | 1540s
[06:02:48]   2600/18401동 | 80,615건 | 1740s
[06:04:23]   2700/18401동 | 86,380건 | 1835s
[06:05:35]   2800/18401동 | 88,351건 | 1907s
[06:06:11]   2900/18401동 | 89,908건 | 1943s
[06:07:13]   3000/18401동 | 89,908건 | 2005s
[06:07:48]   3100/18401동 | 90,646건 | 2040s
[06:08:13]   3200/18401동 | 90,966건 | 2065s
[06:08:27]   3300/18401동 | 90,966건 | 2079s
[06:10:05]   3400/18401동 | 94,392건 | 2177s
[06:11:35]   3500/18401동 | 96,459건 | 2268s
[06:12:36]   3600/18401동 | 96,571건 | 2328s
[06:14:01]   3700/18401동 | 98,405건 | 2413s
[06:14:11]   3800/18401동 | 98,457건 | 2423s
[06:14:15]   3900/18401동 | 98,505건 | 2427s
[06:14:19]   4000/18401동 | 98,522건 | 2431s
[06:14:23]   4100/18401동 | 98,525건 | 2435s
[06:14:30]   4200/18401동 | 98,953건 | 2443s
[06:14:40]   4300/18401동 | 99,362건 | 2452s
[06:15:17]   4400/18401동 | 100,229건 | 2489s
[06:15:26]   4500/18401동 | 100,328건 | 2498s
[06:15:34]   4600/18401동 | 100,368건 | 2506s
[06:15:37]   4700/18401동 | 100,372건 | 2509s
[06:15:40]   4800/18401동 | 100,372건 | 2512s
[06:15:43]   4900/18401동 | 100,372건 | 2515s
[06:15:46]   5000/18401동 | 100,384건 | 2518s
[06:15:50]   5100/18401동 | 100,490건 | 2522s
[06:15:55]   5200/18401동 | 100,559건 | 2528s
[06:16:00]   5300/18401동 | 100,559건 | 2532s
[06:16:03]   5400/18401동 | 100,559건 | 2535s
[06:16:06]   5500/18401동 | 100,562건 | 2538s
[06:16:15]   5600/18401동 | 100,715건 | 2547s
[06:16:30]   5700/18401동 | 100,717건 | 2562s
[06:16:56]   5800/18401동 | 100,901건 | 2588s
[06:16:59]   5900/18401동 | 100,901건 | 2591s
[06:17:03]   6000/18401동 | 100,922건 | 2595s
[06:17:05]   6100/18401동 | 100,922건 | 2598s
[06:17:22]   6200/18401동 | 101,517건 | 2615s
[06:17:54]   6300/18401동 | 103,414건 | 2646s
[06:18:07]   6400/18401동 | 103,455건 | 2660s
[06:18:11]   6500/18401동 | 103,477건 | 2663s
[06:18:14]   6600/18401동 | 103,477건 | 2666s
[06:18:18]   6700/18401동 | 103,493건 | 2670s
[06:19:58]   6800/18401동 | 106,363건 | 2770s
