[03:03:12] 캐시 로드: 0개 완료 항목
[03:03:12] ==============================================================
[03:03:12]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[03:03:12]   precision: 5 → 7 | 세분화 임계: 400건
[03:03:12]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260816
[03:03:12] ==============================================================
[03:03:12] 지오해시 타일: 16891개 (precision=5)
[03:03:12] 
[1/3] 아파트 수집 ─────────────────────────────────
[03:03:23]   읍면동 18401개 확인
[03:03:35]   100/18401동 | 543건 | 23s
[03:04:06]   200/18401동 | 2,560건 | 53s
[03:04:39]   300/18401동 | 5,213건 | 86s
[03:05:08]   400/18401동 | 7,321건 | 116s
[03:06:31]   500/18401동 | 13,922건 | 199s
[03:08:08]   600/18401동 | 20,765건 | 296s
[03:09:13]   700/18401동 | 26,315건 | 360s
[03:10:39]   800/18401동 | 28,558건 | 447s
[03:12:24]   900/18401동 | 31,143건 | 552s
[03:12:49]   1000/18401동 | 31,143건 | 577s
[03:12:54]   1100/18401동 | 31,205건 | 581s
[03:14:54]   1200/18401동 | 38,094건 | 702s
[03:16:50]   1300/18401동 | 47,564건 | 818s
[03:17:02]   1400/18401동 | 48,107건 | 830s
[03:17:43]   1500/18401동 | 50,257건 | 870s
[03:18:09]   1600/18401동 | 51,717건 | 897s
[03:18:36]   1700/18401동 | 53,214건 | 924s
[03:19:40]   1800/18401동 | 57,163건 | 987s
[03:20:26]   1900/18401동 | 60,414건 | 1034s
[03:20:55]   2000/18401동 | 60,621건 | 1063s
[03:21:59]   2100/18401동 | 63,867건 | 1127s
[03:22:56]   2200/18401동 | 65,618건 | 1184s
[03:24:54]   2300/18401동 | 73,283건 | 1301s
[03:26:21]   2400/18401동 | 73,330건 | 1388s
[03:28:05]   2500/18401동 | 79,658건 | 1493s
[03:30:38]   2600/18401동 | 83,578건 | 1645s
[03:31:52]   2700/18401동 | 89,038건 | 1719s
[03:33:06]   2800/18401동 | 92,106건 | 1794s
[03:34:14]   2900/18401동 | 94,338건 | 1861s
[03:34:35]   3000/18401동 | 94,647건 | 1882s
[03:34:59]   3100/18401동 | 95,043건 | 1906s
[03:35:10]   3200/18401동 | 95,117건 | 1917s
[03:35:56]   3300/18401동 | 95,679건 | 1964s
[03:37:03]   3400/18401동 | 97,850건 | 2031s
[03:37:40]   3500/18401동 | 99,627건 | 2068s
[03:38:33]   3600/18401동 | 99,628건 | 2121s
[03:39:04]   3700/18401동 | 99,656건 | 2151s
[03:40:06]   3800/18401동 | 100,658건 | 2214s
[03:40:14]   3900/18401동 | 100,664건 | 2222s
[03:40:23]   4000/18401동 | 100,701건 | 2231s
[03:40:27]   4100/18401동 | 100,760건 | 2235s
[03:40:30]   4200/18401동 | 100,777건 | 2238s
[03:40:38]   4300/18401동 | 101,150건 | 2245s
[03:41:14]   4400/18401동 | 102,066건 | 2282s
[03:41:22]   4500/18401동 | 102,314건 | 2289s
[03:41:24]   4600/18401동 | 102,564건 | 2292s
[03:41:28]   4700/18401동 | 102,642건 | 2295s
[03:41:31]   4800/18401동 | 102,706건 | 2299s
[03:41:35]   4900/18401동 | 102,706건 | 2302s
[03:41:38]   5000/18401동 | 102,733건 | 2306s
[03:41:41]   5100/18401동 | 102,733건 | 2308s
[03:41:43]   5200/18401동 | 102,733건 | 2311s
[03:41:45]   5300/18401동 | 102,737건 | 2313s
[03:41:49]   5400/18401동 | 102,737건 | 2317s
[03:41:52]   5500/18401동 | 102,738건 | 2319s
[03:42:01]   5600/18401동 | 102,887건 | 2328s
[03:42:16]   5700/18401동 | 102,953건 | 2343s
[03:42:35]   5800/18401동 | 103,140건 | 2362s
[03:42:38]   5900/18401동 | 103,145건 | 2365s
[03:42:39]   6000/18401동 | 103,145건 | 2367s
[03:42:42]   6100/18401동 | 103,145건 | 2370s
[03:43:00]   6200/18401동 | 103,833건 | 2387s
[03:43:28]   6300/18401동 | 105,715건 | 2416s
[03:43:31]   6400/18401동 | 105,715건 | 2419s
[03:46:36]   6500/18401동 | 108,489건 | 2604s
[03:46:53]   6600/18401동 | 108,646건 | 2621s
[03:47:03]   6700/18401동 | 108,737건 | 2630s
[03:47:09]   6800/18401동 | 108,895건 | 2636s
[03:47:18]   6900/18401동 | 108,895건 | 2645s
[03:47:21]   7000/18401동 | 108,940건 | 2649s
[03:47:26]   7100/18401동 | 108,940건 | 2653s
[03:47:30]   7200/18401동 | 108,994건 | 2657s
[03:47:33]   7300/18401동 | 108,994건 | 2660s
[03:47:48]   7400/18401동 | 109,196건 | 2676s
[03:47:52]   7500/18401동 | 109,205건 | 2680s
[03:47:57]   7600/18401동 | 109,274건 | 2685s
[03:48:03]   7700/18401동 | 109,274건 | 2690s
[03:48:11]   7800/18401동 | 109,276건 | 2699s
[03:48:14]   7900/18401동 | 109,276건 | 2702s
[03:48:17]   8000/18401동 | 109,276건 | 2705s
[03:48:20]   8100/18401동 | 109,279건 | 2708s
[03:48:26]   8200/18401동 | 109,359건 | 2713s
[03:48:29]   8300/18401동 | 109,391건 | 2716s
[03:48:37]   8400/18401동 | 109,520건 | 2725s
[03:48:46]   8500/18401동 | 109,810건 | 2734s
[03:48:49]   8600/18401동 | 109,810건 | 2736s
[03:48:56]   8700/18401동 | 110,120건 | 2744s
[03:49:06]   8800/18401동 | 110,127건 | 2754s
[03:49:09]   8900/18401동 | 110,131건 | 2757s
